"","Name","Address","Zip","Latitude","Longitude"
"551","CVS ALBANY LLC","1569 1ST AVE, New York, NY","10028",40.77412624,-73.95145277
"552","CVS ALBANY LLC","750 AVE OF THE AMERICAS, New York, NY","10010",40.74416429,-73.9917892
"553","CVS ALBANY LLC","253 1ST AVE, New York, NY","10003",40.73190868,-73.98224185
"554","CVS ALBANY LLC","1223 2ND AVE, New York, NY","10065",40.76374595,-73.96203005
"555","JORGE FERNANDEZ","122 SUFFOLK STREET, New York, NY","10002",40.71926771,-73.985852
"556","CVS ALBANY LLC","1294 LEXINGTON AVE, New York, NY","10128",40.78049013,-73.95491477
"557","111 SECOND FOOD CORP","107 2ND AVENUE, New York, NY","10003",40.72759935,-73.98847676
"558","CAPELLAN DELI GROCERY CORP","1626 PARK AVENUE, New York, NY","10029",40.79918189,-73.94360033
"559","LA OAXAQUENA DELI GROCERY INC","501 W 161ST ST, New York, NY","10032",40.83537071,-73.94024185
"560","DUANE READE INC","568 W 125TH ST, New York, NY","10027",40.81499334,-73.9578393
"561","CVS ALBANY LLC","215 PARK AVE SOUTH, New York, NY","10003",40.73698078,-73.98856324
"562","CVS ALBANY LLC","158 BLEECKER ST, New York, NY","10012",40.72844112,-73.99985151
"563","CVS ALBANY LLC","1500 LEXINGTON AVE, New York, NY","10029",40.7865914,-73.95051203
"564","CVS ALBANY LLC","130 LENOX AVE, New York, NY","10026",40.80265773,-73.94903128
"565","CVS ALBANY LLC","630 LEXINGTON AVE, New York, NY","10022",40.75876645,-73.97077546
"566","CVS ALBANY LLC","500 W 42ND ST, New York, NY","10036",40.75957384,-73.99552149
"567","CVS ALBANY LLC","115 W 125TH ST, New York, NY","10027",40.80803223,-73.94594619
"568","301 WEST SIDE CORP","301 AMSTERDAM AVENUE, New York, NY","10023",40.77991376,-73.98058404
"569","1915 LEXINGTON FOOD CORP","1915 LEXINGTON AVENUE, New York, NY","10035",40.80067017,-73.9400375
"570","LA KABBR MIDDLE EAST CUISINE CORP","408 W 56TH ST, New York, NY","10019",40.76732051,-73.98653317
"571","MANHATTAN GROCERY CORP","150 MANHATTAN AVE, New York, NY","10025",40.79928387,-73.96091861
"572","JAMAL A. ALHARBI","159 E HOUSTON ST, New York, NY","10002",40.72295497,-73.9891965
"573","701 DELI INC","701 LENOX AVENUE, New York, NY","10039",40.82053699,-73.936336
"574","AFSANA HAQUE","149 1ST AVENUE, New York, NY","10003",40.72829953,-73.98485138
"575","RAYMOND DELI GROCERY CORP.","24 07 2ND AVE, New York, NY","10035",40.72412884,-73.99098406
"576","RAMSES GROCERY CORP.","2090 AMSTERDAM AVE, New York, NY","10032",40.83685227,-73.93922378
"577","H & S GROCERY INC.","4464 BROADWAY, New York, NY","10040",40.85688503,-73.93247012
"578","CENTRE FINEST DELI INC","140 CENTRE STREET, New York, NY","10013",40.71723431,-74.00045587
"579","CITY FUELS LLC","4353 BROADWAY, New York, NY","10033",40.85325227,-73.93422341
"580","CVS ALBANY LLC","2495 BROADWAY, New York, NY","10025",40.79266683,-73.97344693
"581","A&C 2541 MEAT CORP","2541 ADAM CLAYTON POWELL JR BL, New York, NY","10031",40.82351308,-73.93748914
"582","CVS ALBANY LLC","1241 LEXINGTON AVE, New York, NY","10028",40.7783813,-73.95629539
"583","WHOLE FOODS MARKET GROUP INC","808B COLUMBUS AVE, New York, NY","10025",40.79521566,-73.96579397
"584","THE STEARN COMPANY","89 E 42ND ST, New York, NY","10017",40.75215285,-73.97759563
"585","CVS ALBANY LLC","20 UNIVERSITY PL, New York, NY","10003",40.73173126,-73.99473657
"586","16ST DELI & GROCERY INC","279 1ST AVENUE, New York, NY","10003",40.7326538,-73.98160612
"587","1663 PARK AVE MINI MARKET CORP.","1663 PARK AVENUE, New York, NY","10035",40.7999883,-73.94249694
"588","1797 EMPIRE INC","1797 1ST AVENUE, New York, NY","10128",40.78125715,-73.9462407
"589","CHELSEA FRUIT & VEGETABLE INC.","115 W 23RD STREET, New York, NY","10011",40.74314517,-73.99321096
"590","132 DELI & GROCERY CORP","2240 7TH AVENUE, New York, NY","10027",40.81337978,-73.94529183
"591","DUANE READE INC","1350 BROADWAY, New York, NY","10018",40.75102669,-73.98761279
"592","3RD AVE FOOD CORP I","325 3RD AVE, New York, NY","10010",40.7396477,-73.98244786
"593","194 MANHATTAN DELI INC","194 MANHATTAN AVE, New York, NY","10025",40.79987817,-73.96055925
"594","KMART CORPORATION","250 W 34TH ST, New York, NY","10119",40.75155554,-73.99210088
"595","COSTCO WHOLESALE  CORPORATION","517 E 117 ST, New York, NY","10035",40.79569331,-73.93240423
"596","208 RIVINGTON INC","208 RIVINGTON ST, New York, NY","10002",40.71858345,-73.98325718
"597","YC DELI GOURMET MARKET INC","1576 2ND AVENUE, New York, NY","10028",40.77515918,-73.95362414
"598","JEANNIE'S DELI CORP","194 8TH AVENUE, New York, NY","10011",40.7433207,-73.9998472
"599","1517 DELI GROCERY CORP","1517 ST NICHOLAS AVENUE, New York, NY","10033",40.85238057,-73.93156414
"600","ZULEY DELI GROCERY CORP","1681 AMSTERDAM AVE, New York, NY","10031",40.82391561,-73.948462
"601","WILLIAM MARTE","996 AMSTERDAM AVENUE, New York, NY","10025",40.8024894,-73.96427447
"602","2070 K S DELI GROCERY INC","2070 8TH AVENUE, New York, NY","10026",40.8018494,-73.95715107
"603","SECOND AVENUE DELI MARKET INC","81 2ND AVENUE, New York, NY","10003",40.72664658,-73.98916354
"604","CVS ALBANY LLC","130 DYCKMAN ST, New York, NY","10040",40.8623125,-73.92529691
"605","MAGED M HIMED","561 2ND AVENUE, New York, NY","10016",40.7428691,-73.97734211
"606","S & I VARIETY MARKET LLC","2 RECTOR STREET, New York, NY","10006",40.70750935,-74.01195092
"607","1944 FIRST AVENUE DELI CO LLC","1944 1ST AVENUE, New York, NY","10029",40.78629255,-73.94238966
"608","PANIAGUA DELI GROCERY CORP","203 E 115TH STREET, New York, NY","10029",40.79725076,-73.94039895
"609","535 8TH AVENUE CORP","535 8TH AVE, NORTH SIDE, New York, NY","10018",40.75401217,-73.99220119
"610","BEST YET MARKET OF HARLEM INC","301 W 118TH STREET, New York, NY","10026",40.80578062,-73.95441624
"611","JENNIFER ALAN RAM LTD","455 W 37TH ST, New York, NY","10018",40.75623156,-73.99699643
"612","DUANE READE INC","131 8TH AVE, New York, NY","10011",40.74141181,-74.00138342
"613","CVS ALBANY LLC","275 3RD AVE, New York, NY","10010",40.73785902,-73.9837563
"614","CVS ALBANY LLC","743 AMSTERDAM AVE, New York, NY","10025",40.79410455,-73.97023077
"615","CVS ALBANY LLC","1622 THIRD AVE, New York, NY","10128",40.78203334,-73.95169255
"616","WALGREEN EASTERN CO INC","1471 BROADWAY, New York, NY","10036",40.75589552,-73.98642708
"617","WALGREEN EASTERN CO INC","2575 BROADWAY, New York, NY","10025",40.7952306,-73.97155884
"618","WALGREEN EASTERN CO INC","145 FOURTH AVE, New York, NY","10003",40.73388309,-73.98976115
"619","7TH AVE HARLEM FOOD CORP","2299 ADAM CLAYTON POWELL JR BL, New York, NY","10030",40.81522228,-73.94354542
"620","DE RONG INC","135-137 CHRYSTIE STREET, New York, NY","10002",40.71940221,-73.99324842
"621","MIKE'S SMOKE SHOP INC","1666 1ST AVENUE, New York, NY","10028",40.77748973,-73.94882784
"622","CVS ALBANY LLC","320 5TH AVE, New York, NY","10001",40.74719218,-73.98553785
"623","2732 CONVENIENCE GROCERY CORP","2732 BROADWAY, New York, NY","10025",40.80020207,-73.967867
"624","EASTEND GROCERY & LOTTO INC","1662 1ST AVENUE, New York, NY","10028",40.77730817,-73.94895678
"625","CVS ALBANY LLC","75 CHRISTOPHER ST, New York, NY","10014",40.7335824,-74.00295857
"626","1517 NEW BANI GROCERY INC","1517 LEXINGTON AVENUE, New York, NY","10029",40.78694312,-73.95007287
"627","FIRST & FIRST FINEST DELI CORP","18 20 1ST AVE, New York, NY","10009",40.72347694,-73.98819607
"628","BIG JOYS CORP","271 273 W 72ND STREET, New York, NY","10023",40.77956685,-73.98376268
"629","DEWEL GONZALEZ","2121 2ND AVENUE, New York, NY","10029",40.79291596,-73.94083143
"630","WALGREEN EASTERN CO INC","350 FIFTH AVE, New York, NY","10118",42.08657317,-78.42207354
"631","GOURMET 157 CORP","157 CHRISTOPHER ST, New York, NY","10014",40.73277221,-74.00828526
"632","2278 DELI AND GROCERY INC","2278 7TH AVE, New York, NY","10030",40.81467028,-73.94434891
"633","PRAMUKH 16 INC","162 THIRD AVENUE, New York, NY","10003",40.73454543,-73.98632794
"634","DUANE READE INC","260 MADISON AVE, New York, NY","10016",40.75075618,-73.98088825
"635","WALGREEN EASTERN CO INC","1328 2ND AVE, New York, NY","10021",40.76747489,-73.9592313
"636","CVS ALBANY LLC","129 FULTON ST, New York, NY","10038",40.71025177,-74.00768765
"637","T S M 2ND AVE GOURMET INC","248 E 119TH ST, New York, NY","10035",40.79937046,-73.93753383
"638","145 DELI & GROCERY INC","1717 AMSTERDAM AVE, New York, NY","10031",40.82518862,-73.94754984
"639","HELEN FOOD CORP","1165 2ND AVENUE, New York, NY","10021",40.76205862,-73.96335023
"640","H & W DELI GROCERY INC","4740 44 BROADWAY, New York, NY","10040",40.85732891,-73.93113062
"641","S M NEWS & GROCERY INC","1419 LEXINGTON AVE, New York, NY","10128",40.78374717,-73.95238038
"642","1836 AMSTERDAM MINIMARKET CORP","1836 AMSTERDAM AVENUE, New York, NY","10031",40.82896945,-73.9449488
"643","TRADER JOES EAST INC","675 6TH AVENUE, New York, NY","10010",40.74171991,-73.99373991
"644","ARCHIE GROCERY CORP","1061 ST NICHOLAS AVE, New York, NY","10032",40.83710416,-73.94017285
"645","WILD OLIVE MARKETS INC","10 EAST 125TH ST, New York, NY","10035",40.80623019,-73.94199065
"646","MR 2497 FOOD CORP","2497 7TH AVENUE, New York, NY","10030",40.82148746,-73.93898143
"647","DUANE READE INC","52 E 14TH ST, New York, NY","10003",40.73524753,-73.99175377
"648","DUANE READE INC","60 SPRING ST, New York, NY","10012",40.72222821,-73.99712025
"649","CVS ALBANY LLC","500 GRAND ST, New York, NY","10002",40.71470589,-73.98234845
"650","EASTSIDE GAS INC","1890 PARK AVENUE, New York, NY","10035",40.80737085,-73.93753231
"651","FAMILY FARM INC","1384 1ST AVENUE, New York, NY","10021",40.76883778,-73.95514012
"652","ANB DELI INC","142 9TH AVENUE, New York, NY","10011",40.74385927,-74.00314782
"653","DUANE READE INC","949 3RD AVE, New York, NY","10022",40.76014795,-73.96744903
"654","DUANE READE INC","775 COLUMBUS AVE, New York, NY","10025",40.79423579,-73.96642336
"655","YANKEE DELI INC","647 E 11TH STREET, New York, NY","10009",40.72725873,-73.97883587
"656","10TH AVENUE FOOD DEPOT INC","460 W 34TH STREET, New York, NY","10001",40.75419801,-73.99839786
"657","14TH STREET LOTTO & MAGAZINE INC","430 E 14TH STREET, New York, NY","10009",40.73100541,-73.98189716
"658","FAMILY FRUIT AND MEAT MARKET CORP","1474 ST NICHOLAS AVENUE, New York, NY","10033",40.85098613,-73.93240676
"659","TRADER JOES EAST INC","2073 2075 BROADWAY, New York, NY","10023",40.77860434,-73.98215891
"660","KING WASHINGTON GROCERY CORP","4225 BROADWAY, New York, NY","10033",40.84909543,-73.93697644
"661","MEXICAN DELI INC","2711 BROADWAY, New York, NY","10025",40.7995345,-73.96851762
"662","HUDSON PRODUCE INC","300 ALBANY STREET, New York, NY","10280",40.71002923,-74.01644273
"663","SANTIAGO DELI FOOD CORP","3415 BROADWAY, New York, NY","10031",40.82256288,-73.95348442
"664","WEST HARLEM DELI CORP","2040 5TH AVENUE, New York, NY","10035",40.80708265,-73.94184389
"665","2320 DELI GROCERY & PIZZA CORP","2320 7TH AVENUE, New York, NY","10030",40.81605635,-73.9433356
"666","HENG LI GROCERY STORE INC","329 GRAND STREET, New York, NY","10002",40.71705162,-73.9904291
"667","JOE S GOURMET HEALTH DELI INC","3161 BROADWAY, New York, NY","10027",40.81486354,-73.95910297
"668","SPACE NY 62 CORP","1130 1ST AVE, New York, NY","10065",40.76146867,-73.9605263
"669","CVS ALBANY LLC","1 COLUMBUS PL, New York, NY","10019",40.76955068,-73.98560816
"670","JN NATURAL FRUIT CORP","202 6TH AVE, New York, NY","10013",40.72682187,-74.00341107
"671","DUANE READE INC","455 W 37TH ST, New York, NY","10018",40.75618361,-73.99703162
"672","FILLING STATION LLC, THE","75 9TH AVENUE ARCADE SPACE, New York, NY","10011",40.74187366,-74.00483777
"673","WILSEA PARTNERS LLC","388 6TH AVENUE, New York, NY","10011",40.73328084,-73.99971538
"674","WESTSIDE SUPERMARKET LLC","77 7TH AVENUE, New York, NY","10011",40.73932444,-73.99903245
"675","C&N NEW YORK FOOD CORP","4138  BROADWAY, New York, NY","10033",40.8461741,-73.93836853
"676","EASTSIDE GOURMET DELI CORP","53 AVENUE B, New York, NY","10009",40.7232233,-73.98246399
"677","47 PITT GROCERY INC","47 PITT STREET, New York, NY","10002",40.71653385,-73.9834984
"678","MID WESTSIDE CONVENIENCE INC","653 AMSTERDAM AVE, New York, NY","10025",40.79124924,-73.97231369
"679","ST NICHOLAS JM DELI GROCERY INC","598 W 178TH STREET, New York, NY","10033",40.84727854,-73.9351504
"680","CHELSEA DELI CORP","301 10TH AVENUE, New York, NY","10001",40.75036949,-74.00229917
"681","MAX CONVENIENCE INC","364 W 23RD STREET, New York, NY","10011",40.74587977,-74.00004105
"682","EAST VILLAGE FINEST DELI CORP","240 E 4TH ST /50 AVE B STORE 1, New York, NY","10009",40.72330706,-73.98275095
"683","2154 3 SISTER S GROCERY & DELI INC","2154 8TH AVENUE, New York, NY","10026",40.80460528,-73.95513762
"684","MINI ES WHOLESOME FOOD CORP","226 E 7TH ST, New York, NY","10009",40.72403921,-73.97894071
"685","2829 PALACE FOOD INC","2829 8TH AVE, New York, NY","10039",40.82647026,-73.93934783
"686","FOODEX LLC","101 WEST END AVE, New York, NY","10023",40.77478418,-73.98821592
"687","CVS ALBANY LLC","81 8TH AVENUE, New York, NY","10011",40.73979499,-74.00257523
"688","BT TO GO GCT LLC","GRAND CENTRAL TERMINAL MC 36, New York, NY","10017",40.75300149,-73.97786028
"689","DUANE READE INC","2069 BROADWAY, New York, NY","10023",40.77834393,-73.98220105
"690","K & O DELI MEAT GROCERY INC","2288 2ND AVENUE, New York, NY","10035",40.79789102,-73.93703682
"691","L E S MINIMART CORP","127 RIVINGTON STREET STORE (E), New York, NY","10002",40.71959721,-73.98697681
"692","DONG JOO KIM","247 3RD AVE, New York, NY","10010",40.73700448,-73.98438878
"693","106 COLUMBIA DELI CORP","945 AMSTERDAM AVE, New York, NY","10025",40.80056608,-73.96549996
"694","1600 MADISON AVENUE FOOD CORP","1600 MADISON AVE, New York, NY","10029",40.79495203,-73.94860272
"695","H & K DELI CORP","361 3RD AVE, New York, NY","10016",40.74086177,-73.98157552
"696","MI MEXICO MINI MARKET CORP","172 E 104TH ST, New York, NY","10029",40.7906879,-73.94680374
"697","YANKEE TWO DELI INC","122 AVE C, New York, NY","10009",40.72457337,-73.97840309
"698","NAGLE FUEL CORP","265 NAGLE AVE, New York, NY","10034",40.86317431,-73.92050598
"699","SRM FUEL CORP","3936 10TH AVE, New York, NY","10034",40.86670537,-73.91745521
"700","SKYLINE GOURMET DELI INC","700 10TH AVE, New York, NY","10019",40.76373643,-73.9923886
"701","DUANE READE INC","40 WALL ST, New York, NY","10005",40.70652625,-74.00962052
"702","DUANE READE INC","1111 3RD AVE, New York, NY","10065",40.76549299,-73.96361287
"703","980 COLUMBUS FOOD CORP","980 COLUMBUS AVE, New York, NY","10025",40.80080278,-73.96180976
"704","SYED K MIAH","141 ESSEX ST N STORE, New York, NY","10002",40.72029136,-73.98736669
"705","FAIRWAY EAST 86TH STREET LLC","240 E 86TH ST, New York, NY","10028",40.77836716,-73.95308016
"706","DUANE READE INC","1550 3RD AVE, New York, NY","10128",40.77952219,-73.95352003
"707","SX GOURMET CORP","115 RIVINGTON ST, New York, NY","10002",40.71983294,-73.98775451
"708","D&S PRODUCE INC","156 E 110TH ST, New York, NY","10029",40.79465622,-73.94421943
"709","85 DELI MINI MARKET CORP","5008 BROADWAY STORE 5, New York, NY","10034",40.86861031,-73.91809879
"710","GROCERY TOST CAFE INC","59 4TH AVE, New York, NY","10003",40.73098887,-73.99036655
"711","AVENUE C FOOD CORP","185 AVENUE C STORE 2, New York, NY","10009",40.72663802,-73.97703694
"712","LA PARADA GROCERY & MEAT MARKET CORP","706 W 177TH ST, New York, NY","10033",40.84752169,-73.93817733
"713","WILLIAM VERAS BODEGA CORPORATION","257 259 DYCKMAN ST, New York, NY","10034",40.86657988,-73.92843222
"714","VILLAGE GOURMET GROCERY INC","102 2ND AVE, New York, NY","10003",40.72736439,-73.98848305
"715","ANNIES FRUIT & VEGETABLE STORE INC","1328 1330 LEXINGTON AVE, New York, NY","10128",40.78129438,-73.95433054
"716","SAN MICHAEL GROCERY INC","2032 MADISON AVE, New York, NY","10035",40.80827886,-73.93886093
"717","FREEDOM NEWS I INC","600 W 42ND ST, New York, NY","10017",NA,NA
"718","PATAL ASIA DELI GROCERY LLC","135 E 28TH ST, New York, NY","10016",40.74262304,-73.98227936
"719","82ND STREET GROCERY INC","454 AMSTERDAM AVE, New York, NY","10024",40.78504304,-73.97701388
"720","144 DELI GROCERY STORE CORP","144 NAGLE AVE, New York, NY","10040",40.86132978,-73.92564235
"721","710 FRANKLIN AVE CORP","333 E 23RD ST, New York, NY","10010",40.73758913,-73.9800559
"722","CRYSTAL DELI INC","10 12 E 23RD ST, New York, NY","10010",40.74115674,-73.98882805
"723","SANJAY SHRESTHA","230 E 80TH ST, New York, NY","10075",40.77460538,-73.95609885
"724","D & H CANDY INC","127 E 23RD ST, New York, NY","10010",40.73971198,-73.98508609
"725","PRIME ESSENTIALS LLC","345 BROADWAY, New York, NY","10013",40.71679663,-74.00413522
"726","SARH DELI GROCERY INC","201 W 131 ST, New York, NY","10027",NA,NA
"727","POLO GROUNDS MEAT CORP","2927 8TH AVE, New York, NY","10039",40.82909264,-73.9374033
"728","AK GOURMET MARKET CORP","201 MADISON ST, New York, NY","10002",NA,NA
"729","WEST VILLAGE CHOICE DELI INC","690 WASHINGTON ST, New York, NY","10014",40.73438076,-74.00853032
"730","PRAGI INC","200 W 96TH ST STORE 3, New York, NY","10025",40.79401393,-73.97043111
"731","AVENUE A DELI & FOOD INC","24 AVE A, New York, NY","10009",40.72296344,-73.9856663
"732","NEWS ON 23RD INC","171 W 23RD ST, New York, NY","10011",40.74378594,-73.99474013
"733","BROOME 400 INC","400 BROOME ST, New York, NY","10013",40.72074808,-73.99731111
"734","CVS ALBANY LLC","300 PARK AVE S, New York, NY","10010",40.73999248,-73.98669781
"735","1630 A NEW YORK DELI GROCERY INC","1630 ST NICHOLAS AVE, New York, NY","10040",40.85590017,-73.92890563
"736","NEW YORK MART MOTT ST INC","128 MOTT ST, New York, NY","10013",40.71827976,-73.99677802
"737","D M G DELI MINI MARKET CORP","339 E 115TH ST, New York, NY","10029",40.79598664,-73.93730204
"738","DUANE READE INC","1657 BROADWAY, New York, NY","10019",NA,NA
"739","140 CHARLES OASIS GOURMET INC","140 CHARLES ST, New York, NY","10014",40.73415888,-74.00802756
"740","LONDON GROCERY CORP","252 10TH AVE, New York, NY","10001",40.74866053,-74.00344809
"741","380 LENOX MEAT CORP","380 LENOX AVE, New York, NY","10027",40.81030287,-73.94353238
"742","LA NUEVA PLACITA MEAT & FRUIT MARKET INC","152A 152 NAGLE AVE, New York, NY","10040",40.86138586,-73.92541202
"743","CVS ALBANY LLC","540 AMSTERDAM AVE, New York, NY","10024",40.78776799,-73.97495332
"744","DAINOBU USA INC","129 E 47TH ST, New York, NY","10017",40.75451487,-73.97348962
"745","RIVINGTONS ORCHARD LLC","140 ORCHARD ST, New York, NY","10002",40.72016837,-73.98917455
"746","GOOD FOR LIFE BY 81 INC","201 E 81ST ST, New York, NY","10028",40.77556063,-73.95625497
"747","DUANE READE INC","575 LEXINGTON AVE, New York, NY","10022",40.75713541,-73.97187676
"748","FIRST KING GROCERY INC","40 ST NICHOLAS AVE, New York, NY","10026",40.79988159,-73.95245595
"749","MORTON FOOD & GROCERY INC","446 448 HUDSON ST, New York, NY","10014",40.73121198,-74.00668562
"750","URBAN TASTE CORP","299 3RD AVE, New York, NY","10010",40.7387964,-73.98314108
"751","CVS ALBANY LLC","1396 2ND AVE, New York, NY","10021",40.76923894,-73.95802771
"752","DUANE READE INC","3387 BROADWAY, New York, NY","10031",40.82164603,-73.95406649
"753","ZIAN ENTERPRISE INC","1140 1ST AVE, New York, NY","10065",40.7617885,-73.96037157
"754","710 QUICK STOP INC","710 2ND AVE, New York, NY","10016",40.74746112,-73.97390616
"755","171 MADISON AVENUE RETAIL INC","171 MADISON AVE, New York, NY","10016",40.74727165,-73.98331538
"756","752 TOBACCO CANDY INC","752 9TH AVE, New York, NY","10019",40.76382852,-73.98867484
"757","YORKK DELI & GROCERY INC","1661 YORK AVE, New York, NY","10128",40.77678405,-73.94648697
"758","NAMU GREEN MART INC","252 3RD AVE, New York, NY","10010",40.73721715,-73.98431072
"759","TZ UPTOWN CORPORATION","445 AUDUBON AVE, New York, NY","10040",40.85262741,-73.92947458
"760","LOMA DELI MARKET INC","133 AVENUE D, New York, NY","10009",40.72437415,-73.97551521
"761","115 W 57 MARKET INC","115 W 57 ST, New York, NY","10001",40.76469727,-73.97799868
"762","351 BOWERY STREET INC","351 BOWERY, New York, NY","10003",40.72644165,-73.99168674
"763","350 42 FRUIT & VEGETABLE CORP","350 W 42ND ST, New York, NY","10036",40.75782521,-73.99122702
"764","DDY MINI MARKET & DELI CORP","955 AMSTERDAM AVE, New York, NY","10025",40.80094584,-73.96532396
"765","5069 MEAT & PRODUCE CORP","5069 BROADWAY, New York, NY","10034",40.87043217,-73.91511658
"766","70 72 MEAT & PRODUCE CORP","70 72 NAGLE AVE, New York, NY","10040",40.86021701,-73.92848034
"767","HWANG SO 857 CORP","857 2ND AVE STORE 11, New York, NY","10017",40.75232781,-73.9703694
"768","GG WEST 66TH LLC","155A W 66TH ST, New York, NY","10023",40.77424178,-73.98311519
"769","NINTH AVENUE GROCERY INC","486 9TH AVE, New York, NY","10018",40.755367,-73.99485409
"770","L A 2570 GROCERY CORP","2570 ADAM CLAYTON POWELL JR BV, New York, NY","10039",40.82394296,-73.93750797
"771","FIRST TOP FOOD INC","22 1/2 CATHERINE ST, New York, NY","10038",40.71288646,-73.99712963
"772","SAI BABA QUICK STOP INC","1585 2ND AVE, New York, NY","10028",40.77537359,-73.95355033
"773","WESTSIDE STOP ONE DELI CORP","700 AMSTERDAM AVE, New York, NY","10025",40.79273614,-73.97132954
"774","111 HUDSON MARKET INC","111 HUDSON ST, New York, NY","10013",40.71964296,-74.00862345
"775","CITY GOURMET & GROCERY CORP","535 9TH AVE, New York, NY","10018",40.75697458,-73.99367133
"776","325 DREAMLAND INC","325 2ND AVE, New York, NY","10003",40.73533081,-73.98275611
"777","141 DELI GROCERY INC","621A LENOX AVE, New York, NY","10037",40.81795253,-73.93814982
"778","5TH AVENUE WALI INC","224 5TH AVE, New York, NY","10001",40.74387743,-73.98787478
"779","COCO GARDEN CORP","19 WAVERLY PLACE, New York, NY","10003",40.73022214,-73.99455306
"780","2589 WESTSIDE MARKET LLC","2589 BROADWAY, New York, NY","10025",40.79564801,-73.97117555
"781","55 FULTON MARKET INC","55 FULTON ST, New York, NY","10038",40.70841287,-74.00478906
"782","SEVENTEENTH STREET GOURMET INC","134 8TH AVE, New York, NY","10011",40.74139861,-74.00131094
"783","MALT AND MOLD INC","221 E BROADWAY, New York, NY","10002",40.7143031,-73.98720243
"784","DUANE READE INC","100 BROADWAY, New York, NY","10005",40.7082745,-74.01126763
"785","BIG P CORP","148 E 103RD ST, New York, NY","10029",40.79029473,-73.94764897
"786","NEW YORK UNIVERSITY BAKERY INC","11 PARK PL, New York, NY","10007",40.71277892,-74.00819633
"787","UNIV 45 FRUIT & VEGETABLE CORP","45 UNIVERSITY PL, New York, NY","10003",40.73238648,-73.99408602
"788","J & F MEAT MARKET CORP","1975 AMSTERDAM AVE, New York, NY","10032",40.83330001,-73.94171352
"789","NDL FOOD INC","110 LAFAYETTE ST, New York, NY","10013",40.71819961,-74.00072213
"790","GORIS GROCERS MADISON AVE CORP","1660 MADISON AVE, New York, NY","10029",40.7963903,-73.94746112
"791","2082 MADISON FOOD CORP","2082 MADISON AVE, New York, NY","10037",40.80954077,-73.93786477
"792","YOSEF A ALKUTEENI","4500 BROADWAY, New York, NY","10040",40.85784491,-73.93204699
"793","LENOX EXPRESS DELI CORP","551 LENOX AVE, New York, NY","10037",40.81603738,-73.93953578
"794","GG SOHO LLC","489 BROOME ST, New York, NY","10013",40.72303058,-74.00239617
"795","BLEECKER FINEST CORP","171 BLEECKER ST, New York, NY","10012",40.72880711,-74.00045295
"796","SHAMLAN NUMBER 1 DELI CORP","537 LENOX AVE, New York, NY","10037",40.81545553,-73.93995403
"797","SRISAI CONVENIENCE INC","35 W 31ST ST, New York, NY","10001",40.74723707,-73.98759005
"798","OXFORD DELI GROCERY INC","2035 1ST AVE, New York, NY","10029",40.78895328,-73.94054223
"799","NATURAL CHOICE DELI INC","2425 2ND AVE, New York, NY","10035",40.80226445,-73.93393617
"800","MANDZ LLC","314 E 106TH STREET WEST STORE, New York, NY","10029",40.79045314,-73.94204579
"801","DUANE READE INC","245 1ST AVE, New York, NY","10003",40.73162654,-73.98235993
"802","HOME PLATE FOOD CORP","210 220 NAGLE AVE, New York, NY","10034",40.86231197,-73.92281561
"803","CHICKPEA AT PENN INC","234 W 34TH ST, New York, NY","10001",40.75140326,-73.99173046
"804","SKY TING TRADING INC","360 BROOME ST, New York, NY","10013",40.7199438,-73.99548401
"805","WHOLE FOODS MARKET GROUP INC","226 E 57TH ST, New York, NY","10022",40.75997472,-73.96687927
"806","AMEER FOOD CORP","748 ST NICHOLAS AVE, New York, NY","10031",40.82569095,-73.94353694
"807","STATION 800 LLC","800 ST NICHOLAS AVE, New York, NY","10031",40.82736902,-73.94276467
"808","ORGANIC 7 MARKET INC","707 2ND AVE, New York, NY","10016",40.74743659,-73.97392364
"809","SMART DELI GROCERY INC","4380 BROADWAY, New York, NY","10033",40.85437993,-73.93359467
"810","PINAZ ENTERPRISE INC","488 6TH AVE, New York, NY","10011",40.73623336,-73.99766298
"811","CHELSEA MARKET BASKETS LTD","75 9TH AVENUE, New York, NY","10011",40.74184603,-74.00477537
"812","PRESBYTERIAN 164 DELI CORP","1081 ST NICHOLAS AVE, New York, NY","10032",40.83768543,-73.93999123
"813","YOGI KRUPA 1061 INC","1061 2ND AVE, New York, NY","10022",40.75848713,-73.96587065
"814","W J DELI GROCERY CORP","4648 BROADWAY, New York, NY","10040",40.86176783,-73.93011226
"815","ALIM DELI & GROCERY CORP","102 E 103RD ST, New York, NY","10029",40.79089573,-73.94909163
"816","CVS ALBANY LLC","420 5TH AVE, New York, NY","10018",40.75095267,-73.98269289
"817","135TH STREET DELI & GROCERY CORP","266 W 135TH ST, New York, NY","10030",40.81611422,-73.9456094
"818","186 GROCERY CORP","547 W 186TH ST, New York, NY","10033",40.85190099,-73.93034774
"819","CVS ALBANY LLC","500 W 23RD ST, New York, NY","10011",40.74769052,-74.00418601
"820","JARABACOA DELI FOOD CORP","421 AUDUBON AVE, New York, NY","10033",40.85181653,-73.93007973
"821","FAIRWAY KIPS BAY LLC","542 2ND AVE, New York, NY","10016",40.74217044,-73.97741882
"822","MY MUM DELI GROCERY CORP","1548 MADISON AVE, New York, NY","10029",40.79267626,-73.95017283
"823","NAGI A ISMAIL","600 W 161ST ST, New York, NY","10032",40.83661308,-73.94318225
