,zipcode,count
1,0,1
2,10001,6
3,10002,4
4,10003,24
5,10009,4
6,10011,9
7,10012,8
8,10013,9
9,10014,10
10,10016,6
11,10018,3
12,10019,18
13,10021,1
14,10022,6
15,10023,12
16,10024,3
17,10025,2
18,10027,5
19,10028,6
20,10036,51
21,10038,2
22,10065,4
23,10075,1
24,10169,1
25,10282,2
26,11101,1
27,11352,1
