"","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"7143",7143,"Fluem","111","JOHN ST",10038,"Other","111, JOHN ST, New York, NY",NA,NA
"7144",7144,"A&H DELI","431","7TH AVE",10001,"American","431, 7TH AVE, New York, NY",-73.990542,40.750529
"7145",7145,"THE CORNELL CENTER OF NEW YORK","6","EAST   44 STREET",10017,"American","6, EAST   44 STREET, New York, NY",-73.97937,40.754292
"7146",7146,"SWEET BUTTONS","7884","RIVINGTON STREET",10002,"American","7884, RIVINGTON STREET, New York, NY",-73.9863391,40.7194779
"7147",7147,"MING KEE KITCHEN","237","GRAND ST STORE B",10002,"Chinese","237, GRAND ST STORE B, New York, NY",-74.0027887,40.7218438
"7148",7148,"DUNKIN' DONUTS","1571","YORK AVENUE",10028,"Donuts","1571, YORK AVENUE, New York, NY",-73.9485879,40.7743797
"7149",7149,"COZY SOUP & BURGER","739","BROADWAY",10003,"American","739, BROADWAY, New York, NY",-73.993406,40.730003
"7150",7150,"SEATTLE CAFE","1411","MADISON AVE",10029,"American","1411, MADISON AVE, New York, NY",-73.953061,40.788252
"7151",7151,"DUNKIN' DONUTS","1342","AMSTERDAM AVE",10027,"Donuts","1342, AMSTERDAM AVE, New York, NY",-73.9562623,40.8137238
"7152",7152,"TACO BELL PIZZA HUT","12","EAST  125 STREET",10035,"American","12, EAST  125 STREET, New York, NY",-73.9417707,40.8059148
"7153",7153,"RIVIERA /NFL EXPERIENCE","701","7TH AVE",10036,"American","701, 7TH AVE, New York, NY",-73.9841278,40.7592515
"7154",7154,"CLEOPATRA'S NEEDLE","2483","BROADWAY",10025,"Middle Eastern","2483, BROADWAY, New York, NY",NA,NA
"7155",7155,"ROSA MEXICANO TRIBECA","41","MURRAY ST",10007,"Mexican","41, MURRAY ST, New York, NY",-74.0090569,40.7141031
"7156",7156,"MORIMOTO NY","88","10 AVENUE",10011,"Japanese","88, 10 AVENUE, New York, NY",-74.0072503,40.7430827
"7157",7157,"GALERIE DECAFE","49","WARREN ST",10007,"Caf̩/Coffee/Tea","49, WARREN ST, New York, NY",-74.0091487,40.7145023
"7158",7158,"NUTRI GLOBAL","1653","SAINT NICHOLAS AVE",10040,"Caf̩/Coffee/Tea","1653, SAINT NICHOLAS AVE, New York, NY",-73.9285198,40.857065
"7159",7159,"BLUE BOTTLE COFFEE","101","UNIVERSITY PL",10003,"Caf̩/Coffee/Tea","101, UNIVERSITY PL, New York, NY",-73.9923918,40.7339247
"7160",7160,"SAY IT WITH CAKE","510","WEST  123 STREET",10027,"Bakery","510, WEST  123 STREET, New York, NY",-73.9586174,40.8114388
"7161",7161,"GROM","233","BLEECKER STREET",10014,"Ice Cream, Gelato, Yogurt, Ices","233, BLEECKER STREET, New York, NY",-74.0024801,40.7306131
"7162",7162,"99 CENTS PIZZA & FRIES","2060","LEXINGTON AVE",10035,"Pizza","2060, LEXINGTON AVE, New York, NY",NA,NA
"7163",7163,"VIRGIL'S BBQ","152","WEST   44 STREET",10036,"Barbecue","152, WEST   44 STREET, New York, NY",-73.9851608,40.7567546
"7164",7164,"SUBWAY","579","WEST  181 STREET",10033,"Sandwiches","579, WEST  181 STREET, New York, NY",-73.9330888,40.849294
"7165",7165,"HUNAN HOUSE","40","W 56TH ST",10019,"Chinese","40, W 56TH ST, New York, NY",-73.9765061,40.7629544
"7166",7166,"TAP ROOM","180","CENTRAL PARK SOUTH",10019,"American","180, CENTRAL PARK SOUTH, New York, NY",NA,NA
"7167",7167,"TOM'S DELICIOUS PIZZA","3161","BROADWAY",10027,"Pizza","3161, BROADWAY, New York, NY",-73.9593332,40.8148961
"7168",7168,"L.A. SWEETSNY","192","LENOX AVE",10026,"Bakery","192, LENOX AVE, New York, NY",-73.9476441,40.8042237
"7169",7169,"BARNEY GREENGRASS","541","AMSTERDAM AVENUE",10024,"Jewish/Kosher","541, AMSTERDAM AVENUE, New York, NY",-73.9743251,40.7880874
"7170",7170,"AU BON PAIN","1","STATE STREET PLAZA",10004,"Sandwiches/Salads/Mixed Buffet","1, STATE STREET PLAZA, New York, NY",-74.013395,40.7028009
"7171",7171,"MUGHLAI INDIAN CUISINE","329","3RD AVE",10010,"Indian","329, 3RD AVE, New York, NY",-73.982112,40.739686
"7172",7172,"URIS DELI (URIS HALL) MAIN CAMPUS","411","WEST  116 STREET",10027,"American","411, WEST  116 STREET, New York, NY",NA,NA
"7173",7173,"BRB CAFE","413","E 69TH ST",10021,"Caf̩/Coffee/Tea","413, E 69TH ST, New York, NY",-73.9561419,40.7655971
"7174",7174,"BAKERI","627","E 6TH ST",10009,"Caf̩/Coffee/Tea","627, E 6TH ST, New York, NY",NA,NA
"7175",7175,"MAISON THAI","625","2ND AVE",10016,"Thai","625, 2ND AVE, New York, NY",-73.9760125,40.7450831
"7176",7176,"DAMORE WINEBAR & RISTORANTE","118","E 116TH ST",10029,"Italian","118, E 116TH ST, New York, NY",-73.9424344,40.7986887
"7177",7177,"MELT SHOP","55","WEST   26 STREET",10010,"American","55, WEST   26 STREET, New York, NY",-73.9908769,40.7450025
"7178",7178,"KENNEDY FRIED CHICKEN","1774","LEXINGTON AVENUE",10029,"Chicken","1774, LEXINGTON AVENUE, New York, NY",-73.9445009,40.7949725
"7179",7179,"LOCAL LEAF","440","3RD AVE",10016,"American","440, 3RD AVE, New York, NY",-73.9799261,40.7436444
"7180",7180,"NOGA","120","ALLEN ST",10002,"Other","120, ALLEN ST, New York, NY",-73.9899453,40.7194649
"7181",7181,"HONG CHEONG","2393","FREDERICK DOUGLAS BOULEVARD",10027,"Chinese","2393, FREDERICK DOUGLAS BOULEVARD, New York, NY",-73.949938,40.812365
"7182",7182,"JUPIOCA","200","W 14TH ST",10011,"Juice, Smoothies, Fruit Salads","200, W 14TH ST, New York, NY",-74.0001048,40.738552
"7183",7183,"THE GREY DOG","242","WEST   16 STREET",10011,"American","242, WEST   16 STREET, New York, NY",-74.0008483,40.7404701
"7184",7184,"NEW DYNASTY","393","8 AVENUE",10001,"Chinese","393, 8 AVENUE, New York, NY",-73.9957893,40.7494822
"7185",7185,"EL DOMINICAN VALLE RESTAURANT","1601","SAINT NICHOLAS AVE",10040,"Spanish","1601, SAINT NICHOLAS AVE, New York, NY",-73.9297379,40.8551541
"7186",7186,"MANITOBA'S","99","AVENUE B",10009,"American","99, AVENUE B, New York, NY",-73.9813271,40.7246911
"7187",7187,"CAFE BARI","276","CANAL ST",10013,"Caf̩/Coffee/Tea","276, CANAL ST, New York, NY",-74.0016772,40.7190146
"7188",7188,"CHALAIT","1214","BROADWAY",10001,"Caf̩/Coffee/Tea","1214, BROADWAY, New York, NY",-73.9882579,40.7465011
"7189",7189,"IL CORALLO","176","PRINCE STREET",10012,"Italian","176, PRINCE STREET, New York, NY",-74.0019233,40.7261754
"7190",7190,"DUNKIN DONUTS","1964","3RD AVE",10029,"Donuts","1964, 3RD AVE, New York, NY",NA,NA
"7191",7191,"ANGELA'S CAKE","182","AUDUBON AVENUE",10033,"Bakery","182, AUDUBON AVENUE, New York, NY",-73.9359131,40.8441905
"7192",7192,"CAMAJE","85","MACDOUGAL STREET",10012,"French","85, MACDOUGAL STREET, New York, NY",NA,NA
"7193",7193,"CLOVER GROCERY","259","AVENUE OF AMERICAS",10004,"Caf̩/Coffee/Tea","259, AVENUE OF AMERICAS, New York, NY",-74.0025265,40.7293921
"7194",7194,"BAREBURGER","366","W 46TH ST",10036,"Hamburgers","366, W 46TH ST, New York, NY",-73.9903604,40.7605509
"7195",7195,"HOT JALAPENO RESTAURANT","219","EAST  116 STREET",10029,"Mexican","219, EAST  116 STREET, New York, NY",-73.9390016,40.7977468
"7196",7196,"REGAL UNION SQUARE STADIUM 14","850","BROADWAY",10003,"American","850, BROADWAY, New York, NY",NA,NA
"7197",7197,"SLICED BY HARLEM PIZZA CO.","1215","AMSTERDAM AVE",10027,"Other","1215, AMSTERDAM AVE, New York, NY",-73.9591141,40.8089857
"7198",7198,"FAMOUS FISH MARKET","684","ST NICHOLAS AVENUE",10030,"Seafood","684, ST NICHOLAS AVENUE, New York, NY",-73.9446811,40.8237287
"7199",7199,"MINSKOFF THEATER","200","WEST   45 STREET",10036,"American","200, WEST   45 STREET, New York, NY",-73.9860635,40.7579534
"7200",7200,"ROLF'S GERMAN RESTAURANT","281","3 AVENUE",10010,"German","281, 3 AVENUE, New York, NY",-73.983485,40.7379701
"7201",7201,"TASTI D-LITE","523","AMSTERDAM AVE",10024,"Ice Cream, Gelato, Yogurt, Ices","523, AMSTERDAM AVE, New York, NY",-73.9751974,40.7870891
"7202",7202,"NEW HONG WONG SEAFOOD RESTAURANT","100","BOWERY",10013,"Seafood","100, BOWERY, New York, NY",-73.995468,40.717777
"7203",7203,"SUTTON PIZZA & GYRO","1140","1 AVENUE",10065,"Pizza","1140, 1 AVENUE, New York, NY",-73.9600591,40.7617943
"7204",7204,"CASABIANCA  PIZZA RESTAURANT","503","W 57TH ST",10019,"Pizza/Italian","503, W 57TH ST, New York, NY",-73.9888764,40.7694722
"7205",7205,"PIER I CAFE","PIER I","WEST 70 STREET",10069,"American","PIER I, WEST 70 STREET, New York, NY",-73.988689,40.779855
"7206",7206,"CILANTRO","485","COLUMBUS AVENUE",10024,"Mexican","485, COLUMBUS AVENUE, New York, NY",NA,NA
"7207",7207,"KIABACCA PIZZA AND BEER","639","10TH AVE",10036,"American","639, 10TH AVE, New York, NY",NA,NA
"7208",7208,"PRET A MANGER","179","BROADWAY",10007,"Sandwiches/Salads/Mixed Buffet","179, BROADWAY, New York, NY",NA,NA
"7209",7209,"ALL ABOUT FOOD","16","EAST   58 STREET",10022,"Delicatessen","16, EAST   58 STREET, New York, NY",-73.9727411,40.7630756
"7210",7210,"THE RAWL","212","E 45TH ST",10017,"Asian","212, E 45TH ST, New York, NY",NA,NA
"7211",7211,"FLATIRON LOUNGE","37","WEST   19 STREET",10011,"American","37, WEST   19 STREET, New York, NY",-73.9931724,40.7400396
"7212",7212,"AARONS CHINESE AND THAI RESTAURANT","338","9TH AVE",10001,"Chinese","338, 9TH AVE, New York, NY",-73.9982225,40.7504063
"7213",7213,"Kaffe 1668","530","5TH AVE",10036,"Caf̩/Coffee/Tea","530, 5TH AVE, New York, NY",-73.9801333,40.7552112
"7214",7214,"SUBWAY","334","GRAND STREET",10002,"Sandwiches/Salads/Mixed Buffet","334, GRAND STREET, New York, NY",-73.9899792,40.7171935
"7215",7215,"JUST SALAD","325","HUDSON ST",10013,"Salads","325, HUDSON ST, New York, NY",NA,NA
"7216",7216,"GOHAN","14A","ORCHARD ST",10002,"Japanese","14A, ORCHARD ST, New York, NY",NA,NA
"7217",7217,"LUCKY JACK'S","129","ORCHARD STREET",10002,"American","129, ORCHARD STREET, New York, NY",-73.989708,40.7196907
"7218",7218,"CASA DI ISACCO","536","9 AVENUE",10018,"Italian","536, 9 AVENUE, New York, NY",-73.9934938,40.7568372
"7219",7219,"THE CAPITAL GRILLE","120","WEST   51 STREET",10020,"American","120, WEST   51 STREET, New York, NY",-73.9812268,40.7607952
"7220",7220,"PRICE WATERHOUSE CAFETERIA","300","MADISON AVENUE",10017,"American","300, MADISON AVENUE, New York, NY",-73.9800186,40.7526284
"7221",7221,"STARBUCKS","750","6 AVENUE",10010,"Caf̩/Coffee/Tea","750, 6 AVENUE, New York, NY",-73.9918116,40.7437269
"7222",7222,"LENWICH","1481","2ND AVE",10075,"American","1481, 2ND AVE, New York, NY",-73.9561838,40.7722542
"7223",7223,"MASALA TIMES","194","BLEECKER STREET",10012,"Indian","194, BLEECKER STREET, New York, NY",-74.0016198,40.7292302
"7224",7224,"UPSTATE","95","1 AVENUE",10003,"Seafood","95, 1 AVENUE, New York, NY",-73.9865533,40.7263542
"7225",7225,"CAFE ARTE","74","PEARL ST",10004,"Sandwiches/Salads/Mixed Buffet","74, PEARL ST, New York, NY",-74.0104776,40.7037389
"7226",7226,"LTK LITTLE THAI KITCHEN","231","EAST   53 STREET",10022,"Thai","231, EAST   53 STREET, New York, NY",-73.9680576,40.7572778
"7227",7227,"STARBUCKS COFFEE COMPANY","969","1ST AVE",10022,"Caf̩/Coffee/Tea","969, 1ST AVE, New York, NY",-73.964904,40.756099
"7228",7228,"PARK AVENUE TAVERN","99","PARK AVENUE",10016,"American","99, PARK AVENUE, New York, NY",-73.9782738,40.7501421
"7229",7229,"CITY SWIGGERS","320","EAST   86 STREET",10028,"American","320, EAST   86 STREET, New York, NY",-73.9509644,40.7772734
"7230",7230,"DON FILIPPO RESTAURANT","1133","LEXINGTON AVENUE",10075,"Italian","1133, LEXINGTON AVENUE, New York, NY",-73.9589085,40.7745651
"7231",7231,"POULETTE","426","AMSTERDAM AVE",10024,"Chicken","426, AMSTERDAM AVE, New York, NY",-73.977874,40.784224
"7232",7232,"DRUNKEN MUNKEY","338","E 92ND STREET",10128,"Indian","338, E 92ND STREET, New York, NY",-73.9476236,40.7808386
"7233",7233,"FAIRYTALES LOUNGE","500","WEST   48 STREET",10036,"American","500, WEST   48 STREET, New York, NY",-73.9930806,40.7634549
"7234",7234,"GREAT JONES CAFE","54","GREAT JONES ST",10012,"American","54, GREAT JONES ST, New York, NY",-73.9921584,40.72672
"7235",7235,"STARBUCKS","360","LEXINGTON AVENUE",10017,"Caf̩/Coffee/Tea","360, LEXINGTON AVENUE, New York, NY",-73.977096,40.7504742
"7236",7236,"GOOGLE PANORAMA","111","8TH AVE",10011,"American","111, 8TH AVE, New York, NY",-74.0033873,40.7414688
"7237",7237,"LIQUITERIA","145","4TH AVE",10003,"Juice, Smoothies, Fruit Salads","145, 4TH AVE, New York, NY",-73.9895651,40.7338763
"7238",7238,"CHEF ALESS","2100","2ND AVE",10029,"French","2100, 2ND AVE, New York, NY",-73.941077,40.791923
"7239",7239,"AMY'S BREAD","250","BLEECKER STREET",10014,"Bakery","250, BLEECKER STREET, New York, NY",-74.0030587,40.730947
"7240",7240,"JUST LORRAINE'S PLACE","2247","ADAM CLAYTON POWELL BOULEVARD",10027,"American","2247, ADAM CLAYTON POWELL BOULEVARD, New York, NY",-73.944605,40.813429
"7241",7241,"COACH","10","HUDSON YARDS",10001,"American","10, HUDSON YARDS, New York, NY",-74.00105,40.7525
"7242",7242,"PRONTO PIZZA","114","LIBERTY STREET",10006,"Pizza","114, LIBERTY STREET, New York, NY",-74.0121583,40.7097687
"7243",7243,"TIM HO WAN","85","4TH AVE",10003,"Asian","85, 4TH AVE, New York, NY",-73.9899313,40.731505
"7244",7244,"IKINARI STEAK","368","W 46TH ST",10036,"Japanese","368, W 46TH ST, New York, NY",-73.9903833,40.7606314
"7245",7245,"SAKE BAR SATSKO","202","EAST    7 STREET",10009,"Japanese","202, EAST    7 STREET, New York, NY",NA,NA
"7246",7246,"SEASONED VEGAN","55","ST. NICHOLAS AVENUE",10026,"Vegetarian","55, ST. NICHOLAS AVENUE, New York, NY",-73.9527667,40.8006605
"7247",7247,"SHINY TEA NEW YORK","2667","BROADWAY",10025,"Caf̩/Coffee/Tea","2667, BROADWAY, New York, NY",-73.9694954,40.7983067
"7248",7248,"BOHEMIAN NEW YORK","57","GREAT JONES ST",10012,"Japanese","57, GREAT JONES ST, New York, NY",-73.9923575,40.7264011
"7249",7249,"SEL RROSE","1","DELANCEY STREET",10002,"French","1, DELANCEY STREET, New York, NY",-73.9938395,40.7200076
"7250",7250,"THE FINANCIER PATISSERIE","43163","World Financial Center",10281,"Caf̩/Coffee/Tea","43163, World Financial Center, New York, NY",-74.015278,40.7125
"7251",7251,"YOAN MING GARDEN","1407","MADISON AVE",10029,"Chinese","1407, MADISON AVE, New York, NY",-73.953151,40.78813
"7252",7252,"TASTE OF SHANGHAI HAPPY EATS","42","MOTT ST",10013,"Chinese","42, MOTT ST, New York, NY",-73.9985898,40.7152459
"7253",7253,"PAPA JOHN'S","701","WEST  179 STREET",10033,"Pizza","701, WEST  179 STREET, New York, NY",-73.93728,40.8491223
"7254",7254,"ICHIBANTEI","401","E 13TH ST",10009,"Japanese","401, E 13TH ST, New York, NY",-73.982735,40.730586
"7255",7255,"WALTER'S COTTAGE","500","W 43RD ST",10036,"Other","500, W 43RD ST, New York, NY",-73.9953977,40.760252
"7256",7256,"FLIP 'N TOSS","82","CHRISTOPHER ST",10014,"American","82, CHRISTOPHER ST, New York, NY",-74.0036398,40.7333777
"7257",7257,"THE GREY DOG","49","CARMINE ST",10014,"American","49, CARMINE ST, New York, NY",-74.0039152,40.7300189
"7258",7258,"L'ESTUDIO","61","HESTER ST",10002,"American","61, HESTER ST, New York, NY",-73.990315,40.715897
"7259",7259,"PAPI'S PIZZERIA","1422","ST NICHOLAS AVENUE",10033,"Pizza","1422, ST NICHOLAS AVENUE, New York, NY",-73.9333658,40.8494017
"7260",7260,"RESOBOX","91","E 3RD ST",10003,"Japanese","91, E 3RD ST, New York, NY",-73.9877012,40.7248228
"7261",7261,"DUNKIN' DONUTS","916","3RD AVE",10022,"Donuts","916, 3RD AVE, New York, NY",-73.9686086,40.759247
"7262",7262,"LA NEWYORKINA","NKA","W 17TH ST",10011,"Ice Cream, Gelato, Yogurt, Ices","NKA, W 17TH ST, New York, NY",NA,NA
"7263",7263,"NEW YORK UNIVERSITY - COURTYARD CAFE","75","3 AVENUE",10003,"American","75, 3 AVENUE, New York, NY",-73.9881904,40.7313942
"7264",7264,"DUNKIN' DONUTS","200","W 54TH ST",10019,"Donuts","200, W 54TH ST, New York, NY",NA,NA
"7265",7265,"TUTTLES","735","2 AVENUE",10016,"American","735, 2 AVENUE, New York, NY",-73.9737053,40.7482775
"7266",7266,"BARNES & NOBLE CAFE","97","WARREN STREET",10007,"Caf̩/Coffee/Tea","97, WARREN STREET, New York, NY",-74.0117272,40.7157424
"7267",7267,"GRULLON BAKERY","3522","BROADWAY",10031,"Bakery","3522, BROADWAY, New York, NY",-73.9505084,40.8258412
"7268",7268,"NEW HOME SING RESTAURANT","3355","BROADWAY",10031,"Chinese","3355, BROADWAY, New York, NY",-73.9550683,40.820665
"7269",7269,"MCDONALD'S","2549","BROADWAY",10025,"Hamburgers","2549, BROADWAY, New York, NY",-73.9724656,40.7944376
"7270",7270,"THIRD RAIL COFFEE","240","SULLIVAN STREET",10012,"Caf̩/Coffee/Tea","240, SULLIVAN STREET, New York, NY",-73.9995998,40.7299863
"7271",7271,"JUST SALAD","2056","BROADWAY",10023,"Salads","2056, BROADWAY, New York, NY",-73.9817174,40.7774896
"7272",7272,"DIG INN / MATCHABAR","70","PRINCE ST",10012,"American","70, PRINCE ST, New York, NY",NA,NA
"7273",7273,"BLUE RIBBON BAR","34","DOWNING STREET",10014,"American","34, DOWNING STREET, New York, NY",NA,NA
"7274",7274,"SIP FRESCO","3590","BROADWAY",10031,"Juice, Smoothies, Fruit Salads","3590, BROADWAY, New York, NY",NA,NA
"7275",7275,"SHU JIAO FUZHOUESE CUISINE","118","ELDRIDGE ST",10002,"Chinese","118, ELDRIDGE ST, New York, NY",-73.9916637,40.7184537
"7276",7276,"GREGORYS COFFEE","649","BROADWAY",10012,"Caf̩/Coffee/Tea","649, BROADWAY, New York, NY",-73.995828,40.7268895
"7277",7277,"STARBUCKS","1","PACE PLAZA",10038,"Caf̩/Coffee/Tea","1, PACE PLAZA, New York, NY",-74.0047403,40.7109684
"7278",7278,"CERTE CATERING","20","WEST   55 STREET",10019,"American","20, WEST   55 STREET, New York, NY",-73.9761618,40.7619601
"7279",7279,"MALAPARTE","753","WASHINGTON STREET",10014,"Italian","753, WASHINGTON STREET, New York, NY",-74.0080928,40.7368659
"7280",7280,"FILICORI ZECCHINI","1","BROADWAY",10004,"American","1, BROADWAY, New York, NY",-74.0144968,40.7049658
"7281",7281,"ROSE HILL","34","E 32ND ST",10016,"American","34, E 32ND ST, New York, NY",-73.9833014,40.7460119
"7282",7282,"SCHNIPPER'S","23","EAST   23 STREET",10010,"American","23, EAST   23 STREET, New York, NY",-73.9875274,40.7408815
"7283",7283,"ASIAM THAI CUISINE","259","FIRST AVENUE",10003,"Thai","259, FIRST AVENUE, New York, NY",-73.9821995,40.7321896
"7284",7284,"MARKET TABLE","54","CARMINE STREET",10014,"American","54, CARMINE STREET, New York, NY",-74.0037193,40.7297746
"7285",7285,"THE TRIAD","158","WEST   72 STREET",10023,"American","158, WEST   72 STREET, New York, NY",-73.9809713,40.7780281
"7286",7286,"CAPTAIN'S CAFE 33","18","E 33RD ST",10016,"Caf̩/Coffee/Tea","18, E 33RD ST, New York, NY",-73.9842655,40.7470751
"7287",7287,"SMILE TO GO","22","HOWARD STREET",10013,"American","22, HOWARD STREET, New York, NY",-74.0002196,40.71959
"7288",7288,"ZIA MARIA","318","W 23RD ST",10011,"Pizza/Italian","318, W 23RD ST, New York, NY",-73.9992714,40.7454606
"7289",7289,"STARBUCKS","55","BROAD ST",10004,"Caf̩/Coffee/Tea","55, BROAD ST, New York, NY",-74.0110854,40.7053174
"7290",7290,"ZAWA JAPANESE","354","E 66TH ST",10065,"Other","354, E 66TH ST, New York, NY",-73.9592276,40.7640557
"7291",7291,"JONES WOOD FOUNDRY","401","EAST   76 STREET",10021,"English","401, EAST   76 STREET, New York, NY",-73.953541,40.770399
"7292",7292,"CAROL'S CAFE","217","E 51ST ST",10022,"American","217, E 51ST ST, New York, NY",-73.969279,40.7561902
"7293",7293,"PANDA HOUSE","82","NAGLE AVENUE",10040,"Chinese","82, NAGLE AVENUE, New York, NY",-73.9282199,40.8606259
"7294",7294,"VIRGINIA'S","647","E 11TH ST",10009,"American","647, E 11TH ST, New York, NY",-73.9772537,40.7267074
"7295",7295,"KOBEYAKI","215","E 86TH ST",10028,"Japanese","215, E 86TH ST, New York, NY",-73.9530122,40.7786621
"7296",7296,"MIMI CHENG'S DUMPLINGS","380","BROOME ST",10013,"Chinese","380, BROOME ST, New York, NY",-73.9963942,40.7206286
"7297",7297,"BEP GA","70","FORSYTH ST",10002,"Vietnamese/Cambodian/Malaysia","70, FORSYTH ST, New York, NY",-73.9932221,40.7170206
"7298",7298,"TELEON CAFE","264","WEST   40 STREET",10018,"American","264, WEST   40 STREET, New York, NY",-73.9903948,40.7555678
"7299",7299,"SHERRY B DESSERT STUDIO","643","HUDSON ST",10014,"Other","643, HUDSON ST, New York, NY",-74.0057191,40.7391397
"7300",7300,"UMMBURGER","99","1ST AVE",10003,"Hamburgers","99, 1ST AVE, New York, NY",-73.9863775,40.7266049
"7301",7301,"FAMOUS ORIGINAL RAY'S PIZZA","204","9 AVENUE",10011,"Pizza","204, 9 AVENUE, New York, NY",-74.0013444,40.7459853
"7302",7302,"BOULE & CHERIE","170","AMSTERDAM AVE",10023,"Caf̩/Coffee/Tea","170, AMSTERDAM AVE, New York, NY",-73.9839557,40.7759409
"7303",7303,"CAPITOL RESTAURANT","4933","BROADWAY",10034,"American","4933, BROADWAY, New York, NY",-73.9215284,40.8678204
"7304",7304,"IRVING FARM COFFEE ROASTERS","1424","3RD AVE",10028,"Caf̩/Coffee/Tea","1424, 3RD AVE, New York, NY",NA,NA
"7305",7305,"AILEY BOUTIQUE","405","WEST   55 STREET",10019,"American","405, WEST   55 STREET, New York, NY",-73.9868137,40.7669453
"7306",7306,"WARREN 77","77","WARREN STREET",10007,"American","77, WARREN STREET, New York, NY",-74.0103882,40.7150256
"7307",7307,"CORK & KALE AT EVEN HOTEL","321","W 35TH ST",10001,"American","321, W 35TH ST, New York, NY",-73.993835,40.75347
"7308",7308,"BURP CASTLE","41","EAST    7 STREET",10003,"American","41, EAST    7 STREET, New York, NY",-73.9885813,40.7283076
"7309",7309,"LI'L JAYS CAFE","524","W 59TH ST",10019,"Caf̩/Coffee/Tea","524, W 59TH ST, New York, NY",-73.9892342,40.7707237
"7310",7310,"LILLIE'S RESTAURANT","13","EAST   17 STREET",10003,"American","13, EAST   17 STREET, New York, NY",-73.9911523,40.7376297
"7311",7311,"SALINAS","136","9 AVENUE",10011,"Spanish","136, 9 AVENUE, New York, NY",-74.0030889,40.7436849
"7312",7312,"DOUGHNUTTERY","425","W 15TH ST",10011,"American","425, W 15TH ST, New York, NY",-74.006826,40.7428114
"7313",7313,"SWEETCATCH POKE","60","W 44TH ST",10036,"Seafood","60, W 44TH ST, New York, NY",-73.9826865,40.7558334
"7314",7314,"SUBWAY","150","W 47TH ST",10036,"Sandwiches/Salads/Mixed Buffet","150, W 47TH ST, New York, NY",-73.9838064,40.7586656
"7315",7315,"ISE","63","COOPER SQUARE",10003,"Japanese","63, COOPER SQUARE, New York, NY",NA,NA
"7316",7316,"RAICES","565","W 207TH ST",10034,"Spanish","565, W 207TH ST, New York, NY",-73.9200457,40.8664614
"7317",7317,"CORAL DINER","3801","BROADWAY",10032,"American","3801, BROADWAY, New York, NY",-73.9446387,40.8349674
"7318",7318,"MCDONALD'S","688","8 AVENUE",10036,"Hamburgers","688, 8 AVENUE, New York, NY",NA,NA
"7319",7319,"REDFARM","2170","BROADWAY",10024,"Asian","2170, BROADWAY, New York, NY",-73.9807391,40.7821167
"7320",7320,"LE CAFE (CREDIT AGRICOLE)","1301","AVENUE OF THE AMERICAS",10019,"American","1301, AVENUE OF THE AMERICAS, New York, NY",-73.9800343,40.7617876
"7321",7321,"RAO'S BAR & GRILL","455","EAST  114 STREET",10029,"Italian","455, EAST  114 STREET, New York, NY",-73.9342599,40.793977
"7322",7322,"NEW YORK UNIVERSITY- HALL CAFE/BURGER STUDIO","110","EAST   14 STREET",10003,"American","110, EAST   14 STREET, New York, NY",-73.9891322,40.7336754
"7323",7323,"JASPER'S TAPHOUSE & KITCHEN","761","9TH AVE",10019,"American","761, 9TH AVE, New York, NY",-73.988719,40.764341
"7324",7324,"HALE & HEARTY SOUP","286","MADISON AVENUE",10017,"Soups & Sandwiches","286, MADISON AVENUE, New York, NY",-73.9803915,40.7517681
"7325",7325,"DENINO'S PIZZERIA & TAVERN","93","MACDOUGAL ST",10012,"Pizza/Italian","93, MACDOUGAL ST, New York, NY",NA,NA
"7326",7326,"SUBWAY","731","COLUMBUS AVENUE",10025,"Sandwiches","731, COLUMBUS AVENUE, New York, NY",NA,NA
"7327",7327,"WEST SIDE STEAKHOUSE","597","10 AVENUE",10036,"Steak","597, 10 AVENUE, New York, NY",-73.9951153,40.7606442
"7328",7328,"THE GREEN HOUSE","341","W 36TH ST",10018,"American","341, W 36TH ST, New York, NY",-73.9940906,40.754336
"7329",7329,"LINCOLN PLAZA CINEMAS","30","LINCON PLAZA",10023,"American","30, LINCON PLAZA, New York, NY",-73.9838476,40.772748
"7330",7330,NA,"16","E 48TH ST",10017,"Other","16, E 48TH ST, New York, NY",-73.9771948,40.7566463
"7331",7331,"EUGENE O'NEILL THEATRE","230","WEST   49 STREET",10019,"American","230, WEST   49 STREET, New York, NY",-73.9857118,40.7610779
"7332",7332,"NERAI","55","EAST   54 STREET",10022,"Greek","55, EAST   54 STREET, New York, NY",NA,NA
"7333",7333,"AMBASSADOR FOOD SERVICES CORPORATION","521","W 49TH ST",10019,"Other","521, W 49TH ST, New York, NY",-73.9933069,40.7646612
"7334",7334,"HARRY AND IDA'S LUNCHEONETTE","11","PARK PL",10007,"American","11, PARK PL, New York, NY",-74.0082076,40.7131523
"7335",7335,"JOE & THE JUICE","1758","BROADWAY",10019,"Caf̩/Coffee/Tea","1758, BROADWAY, New York, NY",-73.9814099,40.7656921
"7336",7336,"DIRT CANDY","86","ALLEN ST",10002,"Vegetarian","86, ALLEN ST, New York, NY",-73.9906014,40.7178205
"7337",7337,"ELI ZABAR","922","MADISON AVE",10021,"American","922, MADISON AVE, New York, NY",-73.9649697,40.772707
