,zipcode,count
1,10001,35
2,10002,70
3,10003,44
4,10005,1
5,10006,2
6,10007,8
7,10009,52
8,10010,26
9,10011,42
10,10012,18
11,10013,27
12,10014,24
13,10016,33
14,10017,17
15,10018,23
16,10019,34
17,10021,35
18,10022,19
19,10023,17
20,10024,27
21,10025,46
22,10026,24
23,10027,38
24,10028,22
25,10029,66
26,10030,19
27,10031,49
28,10032,55
29,10033,56
30,10034,34
31,10035,34
32,10036,28
33,10037,15
34,10038,16
35,10039,17
36,10040,44
37,10065,10
38,10075,6
39,10128,26
40,10280,4
41,10282,1
