"","X","LOCATION","SHELTER_ID","the_geom","AT_BETWEEN","LONGITUDE","LATITUDE","zipcode"
"403",1893,"3 AV","MN0158","POINT (-73.973151 40.75233)","E 45 ST",-73.973151,40.75233,10017
"404",1894,"3 AV","MN01580","POINT (-73.983136 40.73908000000001)","E 23 ST",-73.983136,40.73908,10010
"405",1895,"GRAND ST","MN01581","POINT (-73.9846 40.7152)","PITT ST",-73.9846,40.7152,10002
"406",1896,"E HOUSTON ST","MN01582","POINT (-73.989117 40.723229)","@ 1ST AVE",-73.989117,40.723229,10002
"407",1897,"ALLEN ST","MN01583","POINT (-73.99205 40.716414)","HESTER ST",-73.99205,40.716414,10002
"408",1898,"ST CLAIR PL","MN01584","POINT (-73.959839 40.81709)","W 125 ST",-73.959839,40.81709,10027
"409",1899,"2 AV","MN01585","POINT (-73.942429 40.790869)","E 106 ST",-73.942429,40.790869,10029
"410",1900,"2 AV","MN01586","POINT (-73.938818 40.795858)","E 115 ST",-73.938818,40.795858,10029
"411",1901,"1 AV","MN01587","POINT (-73.939599 40.790019)","E 106 ST",-73.939599,40.790019,10029
"412",1902,"1 AV","MN01588","POINT (-73.977602 40.737958)","E 25 ST",-73.977602,40.737958,10010
"413",1903,"2 AV","MN01589","POINT (-73.985432 40.731864)","E 13 ST",-73.985432,40.731864,10003
"414",1904,"3 AV","MN0159","POINT (-73.97177 40.754213)","E 47 ST",-73.97177,40.754213,10017
"415",1905,"1 AV","MN01590","POINT (-73.969007 40.74973800000001)","E 43 ST",-73.969007,40.749738,10017
"416",1906,"1 AV","MN01591","POINT (-73.987655 40.724145)","E 2 ST",-73.987655,40.724145,10009
"417",1907,"ALLEN ST","MN01592","POINT (-73.991193 40.717164)","GRAND ST",-73.991193,40.717164,10002
"418",1908,"1 AV","MN01594","POINT (-73.982058 40.731836)","E 15 ST",-73.982058,40.731836,10003
"419",1909,"W 145 ST","MN01595","POINT (-73.95173 40.826846)","RIVERSIDE DR",-73.95173,40.826846,10031
"420",1910,"2 AV","MN01596","POINT (-73.968959 40.754511)","E 50 ST",-73.968959,40.754511,10022
"421",1911,"2 AV","MN01597","POINT (-73.960592 40.765961)","E 68 ST",-73.960592,40.765961,10065
"422",1912,"1 AV","MN01598","POINT (-73.9624 40.7588)","E 58 ST",-73.9624,40.7588,10022
"423",1913,"E 79 ST","MN01599","POINT (-73.96173 40.776048)","MADISON AV",-73.96173,40.776048,10075
"424",1914,"E 49 ST","MN0160","POINT (-73.971525 40.755388)","3 AV",-73.971525,40.755388,10017
"425",1915,"FREDERICK DOUGLASS BLVD","MN01600","POINT (-73.942268 40.822578)","W 145 ST",-73.942268,40.822578,10030
"426",1916,"FREDERICK DOUGLASS BLVD","MN01601","POINT (-73.93804 40.82836)","W 154 ST",-73.93804,40.82836,10039
"427",1917,"FREDERICK DOUGLASS BLVD","MN01603","POINT (-73.939864 40.825865)","W 150 ST",-73.939864,40.825865,10039
"428",1918,"FREDERICK DOUGLASS BLVD","MN01604","POINT (-73.937969 40.828056)","W 153 ST",-73.937969,40.828056,10039
"429",1919,"ADAM CLAYTON POWELL BLVD","MN01605","POINT (-73.95363 40.80139)","W 113 ST",-73.95363,40.80139,10026
"430",1920,"MALCOLM X BLVD","MN01607","POINT (-73.948618 40.803753)","W 119 ST",-73.948618,40.803753,10026
"431",1921,"ADAM CLAYTON POWELL BLVD","MN01610","POINT (-73.950967 40.805679)","W 120 ST",-73.950967,40.805679,10026
"432",1922,"BROADWAY","MN01611","POINT (-73.971211 40.795133)","W 97 ST",-73.971211,40.795133,10025
"433",1923,"ADAM CLAYTON POWELL BLVD","MN01612","POINT (-73.954736 40.800531)","W 112 ST",-73.954736,40.800531,10026
"434",1924,"W 135 ST","MN01614","POINT (-73.957165 40.821104)","RIVERSIDE DR",-73.957165,40.821104,10031
"435",1925,"MADISON ST","MN01615","POINT (-73.997931 40.711878)","OLIVER ST",-73.997931,40.711878,10038
"436",1926,"PEARL ST","MN01617","POINT (-74.00373700000002 40.707938)","BEEKMAN ST",-74.003737,40.707938,10038
"437",1927,"BROADWAY","MN01618","POINT (-73.915918 40.869681)","W 215 ST",-73.915918,40.869681,10034
"438",1928,"MANHATTAN AV","MN01619","POINT (-73.961184 40.798899)","W 106 ST",-73.961184,40.798899,10025
"439",1929,"LEWIS ST","MN01621","POINT (-73.979653 40.71434)","GRAND ST",-73.979653,40.71434,10002
"440",1930,"3 AV","MN01622","POINT (-73.985439 40.735431)","E 17 ST",-73.985439,40.735431,10003
"441",1931,"WEST END AV","MN01623","POINT (-73.985113 40.778734)","W 70 ST",-73.985113,40.778734,10023
"442",1932,"MALCOLM X BLVD","MN01624","POINT (-73.936064 40.820961)","W 146 ST",-73.936064,40.820961,10039
"443",1933,"1 AV","MN01625","POINT (-73.988233 40.723461)","E 1 ST",-73.988233,40.723461,10009
"444",1934,"5 AV","MN01626","POINT (-73.944898 40.803031)","W 120 ST",-73.944898,40.803031,10035
"445",1935,"BROADWAY","MN01627","POINT (-73.971697 40.795127)","W 97 ST",-73.971697,40.795127,10025
"446",1936,"BROADWAY","MN01628","POINT (-73.96248 40.81025)","W 120 ST",-73.96248,40.81025,10027
"447",1937,"1 AV","MN01630","POINT (-73.934879 40.796513)","E 117 ST",-73.934879,40.796513,10035
"448",1938,"9 AV","MN01633","POINT (-74.003858 40.743234)","W 18 St",-74.003858,40.743234,10011
"449",1939,"E 34 St","MN01634","POINT (-73.981854 40.747373)","Park Av",-73.981854,40.747373,10016
"450",1940,"W 34 St","MN01636","POINT (-73.993078 40.751924)","8 Av",-73.993078,40.751924,10123
"451",1941,"W 34 St","MN01638","POINT (-73.987464 40.749579)","6 Av",-73.987464,40.749579,10001
"452",1942,"W 86 ST","MN0164","POINT (-73.976942 40.788386)","BROADWAY",-73.976942,40.788386,10024
"453",1943,"1 AV","MN01641","POINT (-73.977579 40.737985)","E 25 ST",-73.977579,40.737985,10010
"454",1944,"E 125 ST","MN01643","POINT (-73.93438 40.80322)","2 AV",-73.93438,40.80322,10035
"455",1945,"E 125 ST","MN01646","POINT (-73.93691 40.80405)","LEXINGTON AV",-73.93691,40.80405,10035
"456",1946,"1 Av","MN01647","POINT (-73.94385900000002 40.784218)","E 97 St",-73.943859,40.784218,10029
"457",1947,"1 AV","MN01648","POINT (-73.97299 40.744264)","E 35 ST",-73.97299,40.744264,10016
"458",1948,"1 Av","MN01649","POINT (-73.982126 40.731736)","E 15 St",-73.982126,40.731736,10003
"459",1949,"E 57 ST","MN0165","POINT (-73.96717 40.759972)","3 AV",-73.96717,40.759972,10022
"460",1950,"1 Av","MN01650","POINT (-73.982144 40.731709)","E 15 St",-73.982144,40.731709,10003
"461",1951,"1 Av","MN01651","POINT (-73.975807 40.740482)","E 29 St",-73.975807,40.740482,10016
"462",1952,"1 Av","MN01652","POINT (-73.952164 40.772833)","E 79 St",-73.952164,40.772833,10075
"463",1953,"1 Av","MN01653","POINT (-73.948873 40.777412)","E 87 St",-73.948873,40.777412,10028
"464",1954,"2 Av","MN01655","POINT (-73.938583 40.796107)","E 115 St",-73.938583,40.796107,10029
"465",1955,"E 57 ST","MN0166","POINT (-73.96783 40.760491)","3 AV",-73.96783,40.760491,10022
"466",1956,"E 125 St","MN01663","POINT (-73.93696 40.80408)","LEXINGTON AV",-73.93696,40.80408,10035
"467",1957,"E 125 St","MN01664","POINT (-73.940277 40.805469)","Madison Av",-73.940277,40.805469,10035
"468",1958,"W 125 St","MN01665","POINT (-73.945134 40.807516)","Malcolm X Blvd",-73.945134,40.807516,10027
"469",1959,"ADAM CLAYTON POWELL BLVD","MN01667","POINT (-73.9501 40.80688)","W 122 St",-73.9501,40.80688,10027
"470",1960,"2 Av","MN01668","POINT (-73.947573 40.783815)","E 95 St",-73.947573,40.783815,10128
"471",1961,"W 125 St","MN01671","POINT (-73.952317 40.810537)","St Nicholas Av",-73.952317,40.810537,10027
"472",1962,"3 Av","MN01674","POINT (-73.96763 40.760088)","E 57 St",-73.96763,40.760088,10022
"473",1963,"West End Av","MN01675","POINT (-73.987926 40.774857)","W 64 St",-73.987926,40.774857,10023
"474",1964,"3 AV","MN0168","POINT (-73.96351 40.76553)","E 65 ST",-73.96351,40.76553,10065
"475",1965,"1 Av","MN01681","POINT (-73.948888 40.777381)","E 87 St",-73.948888,40.777381,10028
"476",1966,"5 Av","MN01685","POINT (-73.981814 40.752415)","W 40 St",-73.981814,40.752415,10018
"477",1967,"5 Av","MN01689","POINT (-73.981253 40.753185)","W 42 St",-73.981253,40.753185,10110
"478",1968,"3 AV","MN0170","POINT (-73.961721 40.768038)","E 69 ST",-73.961721,40.768038,10021
"479",1969,"1 Av","MN01701","POINT (-73.975826 40.740453)","E 29 St",-73.975826,40.740453,10016
"480",1970,"Hell Gate Circle","MN01702","POINT (-73.929232 40.785445)","RFK Bridge Exit Ramp",-73.929232,40.785445,10035
"481",1971,"Hell Gate Circle","MN01703","POINT (-73.925567 40.789941)","Central Rd",-73.925567,40.789941,10035
"482",1972,"Grand St","MN01704","POINT (-73.987786 40.716392)","Suffolk St",-73.987786,40.716392,10002
"483",1973,"2 Av","MN01711","POINT (-73.95178 40.778101)","E 86 St",-73.95178,40.778101,10028
"484",1974,"W 116 St","MN01714","POINT (-73.946793 40.80069)","5 Av",-73.946793,40.80069,10026
"485",1975,"E 125 St","MN01715","POINT (-73.94192 40.806162)","5 Av",-73.94192,40.806162,10035
"486",1976,"E 116 St","MN01716","POINT (-73.944579 40.79976)","Madison Av",-73.944579,40.79976,10029
"487",1977,"E 116 St","MN01717","POINT (-73.940402 40.798226)","3 Av",-73.940402,40.798226,10029
"488",1978,"Broadway","MN01719","POINT (-73.94758500000002 40.830693)","W 152 St",-73.947585,40.830693,10031
"489",1979,"3 AV","MN0172","POINT (-73.957975 40.773121)","E 77 ST",-73.957975,40.773121,10075
"490",1980,"Broadway","MN01721","POINT (-73.933028 40.856262)","W 190 St",-73.933028,40.856262,10040
"491",1981,"W 145 St","MN01722","POINT (-73.947343 40.825223)","Amsterdam Av",-73.947343,40.825223,10031
"492",1982,"W 145 St","MN01723","POINT (-73.949862 40.826054)","Broadway",-73.949862,40.826054,10031
"493",1983,"Frederick Douglass Blvd","MN01724","POINT (-73.940344 40.824797)","W 148 St",-73.940344,40.824797,10039
"494",1984,"Frederick Douglass Blvd","MN01725","POINT (-73.939364 40.826152)","Macombs Pl",-73.939364,40.826152,10039
"495",1985,"Amsterdam av","MN01726","POINT (-73.934292 40.843266)","W 173 St",-73.934292,40.843266,10033
"496",1986,"Amsterdam Av","MN01727","POINT (-73.932826 40.845269)","W 176 St",-73.932826,40.845269,10033
"497",1987,"E 79 ST","MN0174","POINT (-73.95677 40.773964)","3 AV",-73.95677,40.773964,10075
"498",1988,"E 14TH ST","MN01743","POINT (-73.98007 40.730392)","@ AVE A",-73.98007,40.730392,10009
"499",1989,"E 79 ST","MN0175","POINT (-73.957617 40.774531)","3 AV",-73.957617,40.774531,10075
"500",1990,"3 AV","MN0176","POINT (-73.955568 40.776423)","E 82 ST",-73.955568,40.776423,10028
"501",1991,"3 AV","MN0179","POINT (-73.951349 40.782203)","E 91 ST",-73.951349,40.782203,10128
"502",1992,"E 72 ST","MN0182","POINT (-73.962452 40.770635)","LEXINGTON AV",-73.962452,40.770635,10021
"503",1993,"E 72 ST","MN0183","POINT (-73.962439 40.770413)","LEXINGTON AV",-73.962439,40.770413,10021
"504",1994,"E 57 ST","MN0184","POINT (-73.968848 40.76069600000001)","LEXINGTON AV",-73.968848,40.760696,10022
"505",1995,"E 42 ST","MN0185","POINT (-73.975651 40.751162)","LEXINGTON & 3 AV",-73.975651,40.751162,10017
"506",1996,"E 42 ST","MN0186","POINT (-73.975807 40.751449)","LEXINGTON AV",-73.975807,40.751449,10017
"507",1997,"E 23 ST","MN0188","POINT (-73.984959 40.739708)","LEXINGTON AV",-73.984959,40.739708,10010
"508",1998,"23 ST BETWEEN LEXINGTON AV & 3RD AV","MN0189","POINT (-73.98433 40.73922)","BETWEEN LEXINGTON AV & 3RD AV",-73.98433,40.73922,10010
"509",1999,"E 23 ST","MN0192","POINT (-73.987655 40.740843)","MADISON AV",-73.987655,40.740843,10010
"510",2000,"2 AV","MN0194","POINT (-73.973989 40.74761300000001)","E 39 ST",-73.973989,40.747613,10016
"511",2001,"MADISON AV","MN0195","POINT (-73.980403 40.751106)","E 39 ST",-73.980403,40.751106,10016
"512",2002,"E 72 ST","MN0198","POINT (-73.965225 40.771796)","MADISON AV",-73.965225,40.771796,10021
"513",2003,"E 14 ST","MN0201","POINT (-73.976031 40.728692)","AV C",-73.976031,40.728692,10009
"514",2004,"E 34 ST","MN0203","POINT (-73.981816 40.747359)","PARK AV",-73.981816,40.747359,10016
"515",2005,"E 23 ST","MN0204","POINT (-73.986767 40.740463)","PARK AV SOUTH",-73.986767,40.740463,10010
"516",2006,"E 23 ST","MN0205","POINT (-73.985993 40.739915)","PARK AV SOUTH",-73.985993,40.739915,10010
"517",2007,"6 AV","MN0215","POINT (-73.990025 40.746493)","W 29 ST",-73.990025,40.746493,10001
"518",2008,"6 AV","MN0217","POINT (-73.987366 40.750147)","W 34 ST",-73.987366,40.750147,10001
"519",2009,"6 AV","MN0220","POINT (-73.983142 40.755954)","W 44 ST",-73.983142,40.755954,10036
"520",2010,"6 AV","MN0221","POINT (-73.98241 40.756937)","W 45 ST",-73.98241,40.756937,10036
"521",2011,"6 AV","MN0222","POINT (-73.978762 40.761966)","W 53 ST",-73.978762,40.761966,10019
"522",2012,"6 AV","MN0224","POINT (-73.977426 40.763799)","W 56 ST",-73.977426,40.763799,10019
"523",2013,"7TH AV BETWEEN W 58 ST & W 57 ST","MN0225","POINT (-73.97981 40.76603)","BETWEEN W 58 ST & W 57 ST",-73.97981,40.76603,10019
"524",2014,"7 AV","MN0226","POINT (-73.98146 40.763779)","W 54 ST",-73.98146,40.763779,10019
"525",2015,"7 AV","MN0228","POINT (-73.98863 40.753971)","W 39 ST",-73.98863,40.753971,10018
"526",2016,"7 AV","MN0229","POINT (-73.992286 40.748914000000006)","W 31 ST",-73.992286,40.748914,10001
"527",2017,"W 34 ST","MN0230","POINT (-73.993118 40.751943)","8 AV",-73.993118,40.751943,10123
"528",2018,"W 42 ST","MN0231","POINT (-73.990146 40.757497)","8 AV",-73.990146,40.757497,10036
"529",2019,"AMSTERDAM AV","MN0233","POINT (-73.978952 40.782069)","W 77 ST",-73.978952,40.782069,10024
"530",2020,"W 81 ST","MN0234","POINT (-73.97201900000002 40.782052)","CENTRAL PARK WEST",-73.972019,40.782052,10024
"531",2021,"W 86 ST","MN0235","POINT (-73.969632 40.785304)","CENTRAL PARK WEST",-73.969632,40.785304,10024
"532",2022,"W 86 ST","MN0236","POINT (-73.969777 40.785605)","CENTRAL PARK WEST",-73.969777,40.785605,10024
"533",2023,"W 96 ST","MN0237","POINT (-73.965001 40.791663)","CENTRAL PARK WEST",-73.965001,40.791663,10025
"534",2024,"COLUMBUS AV","MN0239","POINT (-73.964828 40.79676)","W 102 ST",-73.964828,40.79676,10025
"535",2025,"W 86 ST","MN0240","POINT (-73.972444 40.786488)","COLUMBUS AV",-73.972444,40.786488,10024
"536",2026,"COLUMBUS AV","MN0242","POINT (-73.97627 40.781084)","W 78 ST",-73.97627,40.781084,10024
"537",2027,"COLUMBUS AV","MN0244","POINT (-73.980433 40.775364)","W 69 ST",-73.980433,40.775364,10023
"538",2028,"COLUMBUS AV","MN0247","POINT (-73.984312 40.770078)","W 61 ST",-73.984312,40.770078,10023
"539",2029,"9TH AV BETWEEN W 57 ST & W 56 ST","MN0249","POINT (-73.98599 40.76773)","BETWEEN W 57 ST & W 56 ST",-73.98599,40.76773,10019
"540",2030,"9 AV","MN0250","POINT (-73.986943 40.766474)","W 55 ST",-73.986943,40.766474,10019
"541",2031,"9 AV","MN0251","POINT (-73.989231 40.763333)","W 50 ST",-73.989231,40.763333,10019
"542",2032,"W 34 ST","MN0253","POINT (-73.995951 40.753138)","9 AV",-73.995951,40.753138,10001
"543",2033,"W 23 ST","MN0254","POINT (-74.000761 40.746156)","9 AV",-74.000761,40.746156,10011
"544",2034,"10 AV","MN0255","POINT (-74.002928 40.749159)","W 25 ST",-74.002928,40.749159,10001
"545",2035,"W 34 ST","MN0256","POINT (-73.998876 40.754361)","10 AV",-73.998876,40.754361,10001
"546",2036,"W 42 ST","MN0257","POINT (-74.00046 40.761601)","12 AV",-74.00046,40.761601,10036
"547",2037,"10 AV","MN0259","POINT (-73.992883 40.762987)","W 47 ST",-73.992883,40.762987,10036
"548",2038,"10 AV","MN0260","POINT (-73.99197 40.764239)","W 49 ST",-73.99197,40.764239,10019
"549",2039,"W 57 ST","MN0261","POINT (-73.991062 40.770053)","11 AV",-73.991062,40.770053,10019
"550",2040,"AMSTERDAM AV","MN0263","POINT (-73.981305 40.778863)","W 72 ST",-73.981305,40.778863,10023
"551",2041,"W 79 ST","MN0264","POINT (-73.978033 40.78314100000001)","AMSTERDAM AV",-73.978033,40.783141,10024
"552",2042,"AMSTERDAM AV","MN0264A","POINT (-73.978013 40.783386)","W 79 ST",-73.978013,40.783386,10024
"553",2043,"W 86 ST","MN0267","POINT (-73.9753 40.7877)","AMSTERDAM AV",-73.9753,40.7877,10024
"554",2044,"AMSTERDAM AV","MN0268","POINT (-73.970069 40.794256)","W 96 ST",-73.970069,40.794256,10025
"555",2045,"W 110 ST","MN0269","POINT (-73.96356 40.802743)","AMSTERDAM AV",-73.96356,40.802743,10025
"556",2046,"AMSTERDAM AV","MN0270","POINT (-73.960795 40.806976)","W 116 ST",-73.960795,40.806976,10027
"557",2047,"AMSTERDAM AV","MN0271","POINT (-73.961378 40.80659)","W 116 ST",-73.961378,40.80659,10027
"558",2048,"AMSTERDAM AV","MN0272","POINT (-73.960431 40.80787900000001)","W 118 ST",-73.960431,40.807879,10027
"559",2049,"AMSTERDAM AV","MN0273","POINT (-73.959788 40.808357)","W 118 ST",-73.959788,40.808357,10027
"560",2050,"AMSTERDAM AV","MN0274","POINT (-73.959528 40.809117)","W 120 ST",-73.959528,40.809117,10027
"561",2051,"AMSTERDAM AV","MN0275","POINT (-73.958921 40.809548)","W 120 ST",-73.958921,40.809548,10027
"562",2052,"W 125 ST","MN0276","POINT (-73.956494 40.81384)","AMSTERDAM AV",-73.956494,40.81384,10027
"563",2053,"W 125 ST","MN0277","POINT (-73.956 40.81284)","AMSTERDAM AV",-73.956,40.81284,10027
"564",2054,"AMSTERDAM AV","MN0279","POINT (-73.95055 40.82100500000001)","W 138 ST",-73.95055,40.821005,10031
"565",2055,"AMSTERDAM AV","MN0280","POINT (-73.948843 40.82375)","W 143 ST",-73.948843,40.82375,10031
"566",2056,"AMSTERDAM AV","MN0281","POINT (-73.947912 40.825021)","W 145 ST",-73.947912,40.825021,10031
"567",2057,"AMSTERDAM AV","MN0282","POINT (-73.947262 40.825502)","W 145 ST",-73.947262,40.825502,10031
"568",2058,"W 145 ST","MN0283","POINT (-73.947881 40.825245)","AMSTERDAM AV",-73.947881,40.825245,10031
"569",2059,"AMSTERDAM AV","MN0284","POINT (-73.942836 40.832005)","W 156 ST",-73.942836,40.832005,10032
"570",2060,"AMSTERDAM AV","MN0285","POINT (-73.94024 40.835522000000005)","W 161 ST",-73.94024,40.835522,10032
"571",2061,"AMSTERDAM AV","MN0287","POINT (-73.930898 40.848314)","W 181 ST",-73.930898,40.848314,10033
"572",2062,"FT WASHINGTON AV","MN0288","POINT (-73.935884 40.856903)","W 190 ST",-73.935884,40.856903,10040
"573",2063,"FT WASHINGTON AV","MN0289","POINT (-73.938083 40.851155)","W 181 ST",-73.938083,40.851155,10033
"574",2064,"FT WASHINGTON AV","MN0290","POINT (-73.9385 40.850636)","W 181 ST",-73.9385,40.850636,10033
"575",2065,"FT WASHINGTON AV","MN0291","POINT (-73.94043 40.845883)","W 174 ST",-73.94043,40.845883,10032
"576",2066,"FT WASHINGTON AV","MN0293","POINT (-73.94325100000002 40.83995)","W 165 ST",-73.943251,40.83995,10032
"577",2067,"ST NICHOLAS AV","MN0294","POINT (-73.934014 40.849148)","W 181 ST",-73.934014,40.849148,10033
"578",2068,"ST NICHOLAS AV","MN0295","POINT (-73.942849 40.827504)","W 150 ST",-73.942849,40.827504,10031
"579",2069,"ST NICHOLAS AV","MN0297","POINT (-73.948044 40.817334)","W 135 ST",-73.948044,40.817334,10030
"580",2070,"W 125 ST","MN0299","POINT (-73.952067 40.81044)","ST NICHOLAS AV",-73.952067,40.81044,10027
"581",2071,"W 125 ST","MN0301","POINT (-73.954278 40.811363)","MORNINGSIDE AV",-73.954278,40.811363,10027
"582",2072,"5 AV","MN0305","POINT (-73.938036 40.812432)","W 135 ST",-73.938036,40.812432,10037
"583",2073,"W 125 ST","MN0306","POINT (-73.94247700000001 40.806618)","5 AV",-73.942477,40.806618,10027
"584",2074,"W 125 ST","MN0307","POINT (-73.94581600000001 40.808032)","MALCOLM X BLVD",-73.945816,40.808032,10027
"585",2075,"W 145 ST","MN0310","POINT (-73.93665 40.820726)","MALCOLM X BLVD",-73.93665,40.820726,10039
"586",2076,"W 145 ST","MN0311","POINT (-73.939451 40.821686)","ADAM CLAYTON POWELL BLVD",-73.939451,40.821686,10030
"587",2077,"ADAM CLAYTON POWELL BLVD","MN0313","POINT (-73.93948600000002 40.821419)","W 145 ST",-73.939486,40.821419,10030
"588",2078,"ADAM CLAYTON POWELL BLVD","MN0315","POINT (-73.944064 40.815121)","W 135 ST",-73.944064,40.815121,10030
"589",2079,"ADAM CLAYTON POWELL BLVD","MN0316","POINT (-73.943314 40.815526)","W 135 ST",-73.943314,40.815526,10030
"590",2080,"ADAM CLAYTON POWELL BLVD","MN0317","POINT (-73.948377 40.809246)","W 125 ST",-73.948377,40.809246,10027
"591",2081,"W 125 ST","MN0318","POINT (-73.947969 40.808713)","ADAM CLAYTON POWELL BLVD",-73.947969,40.808713,10027
"592",2082,"W 125 ST","MN0319","POINT (-73.94878 40.809281)","ADAM CLAYTON POWELL BLVD",-73.94878,40.809281,10027
"593",2083,"W 125 ST","MN0320","POINT (-73.950851 40.80992)","FREDERICK DOUGLASS BLVD",-73.950851,40.80992,10027
"594",2084,"W 125 ST","MN0321","POINT (-73.951579 40.810455)","FREDERICK DOUGLASS BLVD",-73.951579,40.810455,10027
"595",2085,"W 145 ST","MN0323","POINT (-73.941619 40.822598)","FREDERICK DOUGLASS BLVD",-73.941619,40.822598,10030
"596",2086,"BROADWAY","MN0324","POINT (-73.914653 40.870953)","W 218 ST",-73.914653,40.870953,10034
"597",2087,"BROADWAY","MN0325","POINT (-73.916251 40.86973)","W 215 ST",-73.916251,40.86973,10034
"598",2088,"BROADWAY","MN0326","POINT (-73.920105 40.867912)","ISHAM ST",-73.920105,40.867912,10034
"599",2089,"BROADWAY","MN0327","POINT (-73.921857 40.867579000000006)","W 207 ST",-73.921857,40.867579,10034
"600",2090,"BROADWAY","MN0328","POINT (-73.92353 40.866982)","W 204 ST",-73.92353,40.866982,10034
"601",2091,"BROADWAY","MN0330","POINT (-73.93575 40.84995)","W 181 ST",-73.93575,40.84995,10033
"602",2092,"BROADWAY","MN0331","POINT (-73.936045 40.849990000000005)","W 181 ST",-73.936045,40.84999,10033
"603",2093,"BROADWAY","MN0332","POINT (-73.94009600000001 40.840289)","W 167 ST",-73.940096,40.840289,10032
"604",2094,"BROADWAY","MN0334","POINT (-73.94620300000001 40.832589)","W 155 ST",-73.946203,40.832589,10032
"605",2095,"BROADWAY","MN0335","POINT (-73.950029 40.826704)","W 145 ST",-73.950029,40.826704,10031
"606",2096,"BROADWAY","MN0337","POINT (-73.951962 40.824041)","W 141 ST",-73.951962,40.824041,10031
"607",2097,"BROADWAY","MN0339","POINT (-73.953102 40.823131000000004)","W 140 ST",-73.953102,40.823131,10031
"608",2098,"BROADWAY BETWEEN HAMILTON & W 137 ST","MN0340","POINT (-73.95394 40.82132)","BETWEEN HAMILTON & W 137 ST",-73.95394,40.82132,10031
"609",2099,"BROADWAY","MN0341","POINT (-73.956399 40.818623)","W 133 ST",-73.956399,40.818623,10027
"610",2100,"BROADWAY","MN0342","POINT (-73.955935 40.818617)","W 133 ST",-73.955935,40.818617,10027
"611",2101,"RIVERSIDE DR","MN0343","POINT (-73.964278 40.811186)","W 120 ST",-73.964278,40.811186,10027
"612",2102,"BROADWAY","MN0345","POINT (-73.963843 40.807774)","W 116 ST",-73.963843,40.807774,10027
"613",2103,"BROADWAY","MN0346","POINT (-73.964288 40.807816)","W 116 ST",-73.964288,40.807816,10025
"614",2104,"BROADWAY","MN0348","POINT (-73.965187 40.806579000000006)","W 114 ST",-73.965187,40.806579,10025
"615",2105,"BROADWAY","MN0350","POINT (-73.966098 40.805321)","W 112 ST",-73.966098,40.805321,10025
"616",2106,"W 110 ST","MN0352","POINT (-73.966143 40.803827)","BROADWAY",-73.966143,40.803827,10025
"617",2107,"BROADWAY","MN0353","POINT (-73.967271 40.803072)","W 108 ST",-73.967271,40.803072,10025
"618",2108,"BROADWAY","MN0354","POINT (-73.96767 40.801548)","W 106 ST",-73.96767,40.801548,10025
"619",2109,"BROADWAY","MN0355","POINT (-73.968114 40.801075)","W 106 ST",-73.968114,40.801075,10025
"620",2110,"BROADWAY","MN0356","POINT (-73.968522 40.7996)","W 104 ST",-73.968522,40.7996,10025
"621",2111,"BROADWAY","MN0357","POINT (-73.969363 40.798313)","W 102 ST",-73.969363,40.798313,10025
"622",2112,"BROADWAY","MN0358","POINT (-73.969147 40.797964)","W 101 ST",-73.969147,40.797964,10025
"623",2113,"BROADWAY","MN0359","POINT (-73.970297 40.797024)","W 100 ST",-73.970297,40.797024,10025
"624",2114,"BROADWAY","MN0362","POINT (-73.974023 40.79193600000001)","W 92 ST",-73.974023,40.791936,10025
"625",2115,"BROADWAY","MN0363","POINT (-73.97375300000002 40.791645)","W 91 ST",-73.973753,40.791645,10025
"626",2116,"BROADWAY","MN0364","POINT (-73.974979 40.790655)","W 90 ST",-73.974979,40.790655,10024
"627",2117,"BROADWAY","MN0365","POINT (-73.97584 40.789473)","W 88 ST",-73.97584,40.789473,10024
"628",2118,"BROADWAY","MN0366","POINT (-73.975116 40.789770000000004)","W 88 ST",-73.975116,40.78977,10024
"629",2119,"BROADWAY","MN0367","POINT (-73.976031 40.788562)","W 86 ST",-73.976031,40.788562,10024
"630",2120,"BROADWAY","MN0368","POINT (-73.976885 40.78816)","W 86 ST",-73.976885,40.78816,10024
"631",2121,"BROADWAY","MN0371","POINT (-73.977984 40.786861)","W 84 ST",-73.977984,40.786861,10024
"632",2122,"BROADWAY","MN0372","POINT (-73.97817100000002 40.785973)","W 82 ST",-73.978171,40.785973,10024
"633",2123,"BROADWAY","MN0373","POINT (-73.979589 40.784062)","W 79 ST",-73.979589,40.784062,10024
"634",2124,"BROADWAY","MN0374","POINT (-73.980369 40.783663000000004)","W 79 ST",-73.980369,40.783663,10024
"635",2125,"W 79 ST","MN0375","POINT (-73.980361 40.783893)","BROADWAY",-73.980361,40.783893,10024
"636",2126,"BROADWAY","MN0377","POINT (-73.980506 40.782667000000004)","W 77 ST",-73.980506,40.782667,10024
"637",2127,"BROADWAY","MN0378","POINT (-73.981336 40.781572)","W 76 ST",-73.981336,40.781572,10023
"638",2128,"BROADWAY","MN0379","POINT (-73.981033 40.781258)","W 75 ST",-73.981033,40.781258,10023
"639",2129,"BROADWAY","MN0380","POINT (-73.981783 40.780117)","W 74 ST",-73.981783,40.780117,10023
"640",2130,"W 72 ST","MN0382","POINT (-73.982476 40.779076)","BROADWAY",-73.982476,40.779076,10023
"641",2131,"BROADWAY","MN0384","POINT (-73.982315 40.776866)","W 70 ST",-73.982315,40.776866,10023
