"","X","LOCATION","SHELTER_ID","the_geom","AT_BETWEEN","LONGITUDE","LATITUDE","zipcode"
"642",2132,"BROADWAY","MN0385","POINT (-73.981917 40.776562)","W 69 ST",-73.981917,40.776562,10023
"643",2133,"WEST END AV","MN0389","POINT (-73.987264 40.776217)","W 66 ST",-73.987264,40.776217,10023
"644",2134,"BROADWAY","MN0392","POINT (-73.982385 40.77197)","W 64 ST",-73.982385,40.77197,10023
"645",2135,"BROADWAY","MN0395","POINT (-73.982315 40.769513)","W 61 ST",-73.982315,40.769513,10023
"646",2136,"BROADWAY","MN0396","POINT (-73.981907 40.769496000000004)","W 61 ST",-73.981907,40.769496,10023
"647",2137,"E 14 ST","MN0403","POINT (-73.982279 40.731317)","1 AV",-73.982279,40.731317,10009
"648",2138,"14 ST BETWEEN AVE B & AVE A","MN0404","POINT (-73.97826 40.72961)","BETWEEN AVE B & AVE A",-73.97826,40.72961,10009
"649",2139,"E 14 ST","MN0404A","POINT (-73.978365 40.729474)","AV B",-73.978365,40.729474,10009
"650",2140,"3 AV","MN0405","POINT (-73.948801 40.785693)","E 96 ST",-73.948801,40.785693,10029
"651",2141,"HUDSON ST","MN0408","POINT (-74.006532 40.73153)","BARROW ST",-74.006532,40.73153,10014
"652",2142,"3 AV","MN0409","POINT (-73.947546 40.787422)","E 99 ST",-73.947546,40.787422,10029
"653",2143,"AV C","MN0410","POINT (-73.974696 40.733062)","E 20 ST",-73.974696,40.733062,10010
"654",2144,"6 AV","MN0606","POINT (-74.003227 40.727123000000006)","PRINCE ST",-74.003227,40.727123,10014
"655",2145,"W 10 ST","MN0612","POINT (-74.008751 40.73332)","WASHINGTON ST",-74.008751,40.73332,10014
"656",2146,"HUDSON ST","MN0618","POINT (-74.006239 40.733339)","CHRISTOPHER ST",-74.006239,40.733339,10014
"657",2147,"AV C","MN0627","POINT (-73.976337 40.727301)","E 12 ST",-73.976337,40.727301,10009
"658",2148,"14 ST BETWEEN AVE A & 1ST AV","MN0630","POINT (-73.98215 40.73125)","BETWEEN AVE A & 1ST AV",-73.98215,40.73125,10009
"659",2149,"AV A","MN0634","POINT (-73.984104 40.725093)","E 5 ST",-73.984104,40.725093,10009
"660",2150,"MADISON ST","MN0640","POINT (-73.989583 40.712594)","RUTGERS ST",-73.989583,40.712594,10002
"661",2151,"AV A","MN0646","POINT (-73.98294100000001 40.727047)","E 9 ST",-73.982941,40.727047,10009
"662",2152,"AV C","MN0654","POINT (-73.977058 40.726304)","E 11 ST",-73.977058,40.726304,10009
"663",2153,"AV A","MN0655","POINT (-73.982741 40.726973)","ST MARKS PL",-73.982741,40.726973,10009
"664",2154,"JACKSON ST","MN0658","POINT (-73.980751 40.713353)","MADISON ST",-73.980751,40.713353,10002
"665",2155,"10 AV","MN0666","POINT (-74.005701 40.745389)","W 19 ST",-74.005701,40.745389,10011
"666",2156,"AMSTERDAM AV","MN0696","POINT (-73.987329 40.770604)","W 59 ST",-73.987329,40.770604,10023
"667",2157,"5 AV","MN0697","POINT (-73.991252 40.739446)","W 20 ST",-73.991252,40.739446,10011
"668",2158,"5 AV","MN0698","POINT (-73.989891 40.741317)","W 23 ST",-73.989891,40.741317,10010
"669",2159,"5 AV","MN0700","POINT (-73.987113 40.745124)","W 29 ST",-73.987113,40.745124,10001
"670",2160,"5 AV","MN0703A","POINT (-73.98537 40.74752500000001)","W 33 ST",-73.98537,40.747525,10001
"671",2161,"7 AV","MN0704","POINT (-73.993654 40.747081)","W 28 ST",-73.993654,40.747081,10001
"672",2162,"W 23 ST","MN0742","POINT (-73.995246 40.743811)","7 AV",-73.995246,40.743811,10011
"673",2163,"W 23 ST","MN0743","POINT (-73.99886 40.745548)","8 AV",-73.99886,40.745548,10011
"674",2164,"E 34 ST","MN0744","POINT (-73.980932 40.746796)","PARK AV",-73.980932,40.746796,10016
"675",2165,"AV C","MN0758","POINT (-73.974732 40.729927)","E 16 ST",-73.974732,40.729927,10009
"676",2166,"AV C","MN0759","POINT (-73.97562 40.728713)","E 14 ST",-73.97562,40.728713,10009
"677",2167,"W 72 ST","MN0763","POINT (-73.984181 40.779568)","WEST END AV",-73.984181,40.779568,10023
"678",2168,"WEST END AV","MN0764","POINT (-73.984749 40.779635)","W 72 ST",-73.984749,40.779635,10023
"679",2169,"W 65 ST","MN0766","POINT (-73.987307 40.775115)","WEST END AV",-73.987307,40.775115,10023
"680",2170,"W 65 ST","MN0767","POINT (-73.984494 40.7739)","AMSTERDAM AV",-73.984494,40.7739,10023
"681",2171,"COLUMBUS AV","MN0770","POINT (-73.962207 40.800358)","W 108 ST",-73.962207,40.800358,10025
"682",2172,"COLUMBUS AV","MN0775","POINT (-73.972511 40.786227)","W 86 ST",-73.972511,40.786227,10024
"683",2173,"COLUMBUS AV","MN0776","POINT (-73.975002 40.782814)","W 80 ST",-73.975002,40.782814,10024
"684",2174,"COLUMBUS AV","MN0778","POINT (-73.979137 40.777146)","W 72 ST",-73.979137,40.777146,10023
"685",2175,"AMSTERDAM AV","MN0781","POINT (-73.979907 40.780776)","W 75 ST",-73.979907,40.780776,10023
"686",2176,"AMSTERDAM AV","MN0781A","POINT (-73.977087 40.784652)","W 81 ST",-73.977087,40.784652,10024
"687",2177,"AMSTERDAM AV","MN0783","POINT (-73.976159 40.785921)","W 83 ST",-73.976159,40.785921,10024
"688",2178,"AMSTERDAM AV","MN0786","POINT (-73.971507 40.792298)","W 93 ST",-73.971507,40.792298,10025
"689",2179,"AMSTERDAM AV","MN0787","POINT (-73.969136 40.795539)","W 98 ST",-73.969136,40.795539,10025
"690",2180,"AMSTERDAM AV","MN0788","POINT (-73.967274 40.798094)","W 102 ST",-73.967274,40.798094,10025
"691",2181,"AMSTERDAM AV","MN0790","POINT (-73.9654 40.800674)","W 106 ST",-73.9654,40.800674,10025
"692",2182,"W 106 ST","MN0797","POINT (-73.965402 40.800193)","AMSTERDAM AV",-73.965402,40.800193,10025
"693",2183,"BROADWAY","MN0801","POINT (-73.960052 40.813624)","LA SALLE ST",-73.960052,40.813624,10027
"694",2184,"AMSTERDAM AV","MN0804","POINT (-73.953745 40.816624)","W 131 ST",-73.953745,40.816624,10027
"695",2185,"AMSTERDAM AV","MN0805","POINT (-73.952837 40.817867)","W 133 ST",-73.952837,40.817867,10031
"696",2186,"BROADWAY","MN0810","POINT (-73.960741 40.812026)","W 122 ST",-73.960741,40.812026,10027
"697",2187,"W 125 ST","MN0811","POINT (-73.958086 40.815245000000004)","BROADWAY",-73.958086,40.815245,10027
"698",2188,"BROADWAY","MN0813","POINT (-73.959157 40.814843)","TIEMANN PL",-73.959157,40.814843,10027
"699",2189,"FREDERICK DOUGLASS BLVD","MN0814","POINT (-73.937575 40.829006)","W 155 ST",-73.937575,40.829006,10039
"700",2190,"FREDERICK DOUGLASS BLVD","MN0815","POINT (-73.936381 40.830632)","W 159 ST",-73.936381,40.830632,10039
"701",2191,"FREDERICK DOUGLASS BLVD","MN0819","POINT (-73.951148 40.81041)","W 125 ST",-73.951148,40.81041,10027
"702",2192,"5 AV","MN0825","POINT (-73.936132 40.815011)","W 138 ST",-73.936132,40.815011,10037
"703",2193,"W 135 ST","MN0828","POINT (-73.940424 40.813812)","MALCOLM X BLVD",-73.940424,40.813812,10037
"704",2194,"W 116 ST","MN0830","POINT (-73.953039 40.803551)","ADAM CLAYTON POWELL BLVD",-73.953039,40.803551,10026
"705",2195,"W 116 ST","MN0832","POINT (-73.94914300000002 40.801683)","MALCOLM X BLVD",-73.949143,40.801683,10026
"706",2196,"W 110 ST","MN0836","POINT (-73.954986 40.799397)","ADAM CLAYTON POWELL BLVD",-73.954986,40.799397,10026
"707",2197,"MADISON AV","MN0844","POINT (-73.947784 40.795787)","E 109 ST",-73.947784,40.795787,10029
"708",2198,"LEXINGTON AV","MN0848","POINT (-73.946598 40.791967)","E 106 ST",-73.946598,40.791967,10029
"709",2199,"MADISON AV","MN0863","POINT (-73.937101 40.81041)","E 132 ST",-73.937101,40.81041,10037
"710",2200,"1 AV","MN0866","POINT (-73.943824 40.784257)","E 97 ST",-73.943824,40.784257,10029
"711",2201,"E 96 ST","MN0868","POINT (-73.953762 40.78716800000001)","MADISON AV",-73.953762,40.787168,10128
"712",2202,"E 106 ST","MN0884","POINT (-73.944363 40.791548)","3 AV",-73.944363,40.791548,10029
"713",2203,"FT WASHINGTON AV","MN0890","POINT (-73.939834 40.846803)","W 175 ST",-73.939834,40.846803,10033
"714",2204,"BROADWAY","MN0894","POINT (-73.933948 40.853943)","W 187 ST",-73.933948,40.853943,10033
"715",2205,"AMSTERDAM AV","MN0900","POINT (-73.92798 40.852308)","W 188 ST",-73.92798,40.852308,10040
"716",2206,"EDGECOMBE AV","MN0907","POINT (-73.937764 40.835079)","W 162 ST",-73.937764,40.835079,10032
"717",2207,"FT WASHINGTON AV","MN0910","POINT (-73.944233 40.837521)","W 162 ST",-73.944233,40.837521,10032
"718",2208,"FT WASHINGTON AV","MN0911","POINT (-73.940976 40.844494)","W 172 ST",-73.940976,40.844494,10032
"719",2209,"BROADWAY","MN0916","POINT (-73.930153 40.863106)","DONGAN PL",-73.930153,40.863106,10040
"720",2210,"EDGECOMBE AV","MN0925","POINT (-73.939932 40.832457)","W 158 ST",-73.939932,40.832457,10032
"721",2211,"AMSTERDAM AV","MN0930","POINT (-73.932635 40.845924)","W 178 ST",-73.932635,40.845924,10033
"722",2212,"ST NICHOLAS AV","MN0937","POINT (-73.928754 40.856351)","W 192 ST",-73.928754,40.856351,10040
"723",2213,"9 AV","MN9004","POINT (-73.999331 40.749468)","W 28 ST",-73.999331,40.749468,10001
"724",2214,"COLUMBUS AV","MN9007","POINT (-73.969696 40.790097)","W 92 ST",-73.969696,40.790097,10025
"725",2215,"2 AV","MN9011","POINT (-73.970387 40.752536)","E 46 ST",-73.970387,40.752536,10017
"726",2216,"FT WASHINGTON AV","MN9013","POINT (-73.937071 40.85487)","W 187 ST",-73.937071,40.85487,10033
"727",2217,"AMSTERDAM AV","MN9016","POINT (-73.972419 40.791017)","W 91 ST",-73.972419,40.791017,10025
"728",2218,"FT WASHINGTON AV","MN9025","POINT (-73.934533 40.858726)","CABRINI BLVD",-73.934533,40.858726,10040
"729",2219,"W 14 ST","MN9026","POINT (-74.00478100000001 40.740606)","HUDSON ST",-74.004781,40.740606,10014
"730",2220,"BROADWAY","MN9028","POINT (-73.92683200000002 40.86557)","DYCKMAN ST",-73.926832,40.86557,10034
"731",2221,"5 AV","MN9029","POINT (-73.94253 40.806194)","W 125 ST",-73.94253,40.806194,10035
"732",2222,"AMSTERDAM AV","MN9030","POINT (-73.942644 40.831826)","W 155 ST",-73.942644,40.831826,10032
"733",2223,"BROADWAY","MN9031","POINT (-73.933479 40.854415)","W 187 ST",-73.933479,40.854415,10040
"734",2224,"WEST END AV","MN9032","POINT (-73.986886 40.776247)","W 66 ST",-73.986886,40.776247,10023
"735",2225,"AV C","MN9035","POINT (-73.976911 40.72690600000001)","E 12 ST",-73.976911,40.726906,10009
"736",2226,"GRAND ST","MN9036","POINT (-73.982913 40.714915)","E  BROADWAY",-73.982913,40.714915,10002
"737",2227,"BROADWAY","MN9038","POINT (-73.934659 40.852567)","W 185 ST",-73.934659,40.852567,10033
"738",2228,"6 AV","MNBR546","POINT (-74.001425 40.730775)","W 3 ST",-74.001425,40.730775,10014
"739",2229,"MADISON AV","MNBX041","POINT (-73.9832 40.747275)","E 33 ST",-73.9832,40.747275,10016
"740",2230,"6 AV","MNBX214","POINT (-73.999796 40.733097)","WAVERLY PL",-73.999796,40.733097,10011
"741",2231,"MADISON AV","MNBX222","POINT (-73.987259 40.741712)","E 24 ST",-73.987259,40.741712,10010
"742",2232,"6 AV","MNBX285","POINT (-73.998448 40.734938)","W 10 ST",-73.998448,40.734938,10011
"743",2233,"MADISON AV","MNBX411","POINT (-73.986306 40.743004)","E 26 ST",-73.986306,40.743004,10010
"744",2234,"PARK AV","MNBX510","POINT (-73.985028 40.742277)","E 26 ST",-73.985028,40.742277,10010
"745",2235,"5 AV","MNBX562","POINT (-73.98806 40.743871)","W 27 ST",-73.98806,40.743871,10001
"746",2236,"WEST ST","MNQN852","POINT (-74.010059 40.732884)","CHRISTOPHER ST",-74.010059,40.732884,10014
