"","name","address","lat","lon","zip","type"
"239","GRAND CENTURY MARKET INC","281 GRAND STREET, New York, NY",40.71771872,-73.9926281,10002,"Grocery"
"240","1623 ST NICHOLAS AVE CORP","1623 SAINT NICHOLAS AVE, New York, NY",40.85563905,-73.92909733,10040,"Grocery"
"241","D AGOSTINO SUPERMARKETS INC","815 10TH AVE, New York, NY",40.76749751,-73.98971303,10019,"Grocery"
"242","NUVE MIGUEL CORP","755 AMSTERDAM AVE AKA 170 W 97, New York, NY",40.79451244,-73.96993636,10025,"Grocery"
"243","YEMSANALI GROCERY INC","881 10TH AVE, New York, NY",40.76939932,-73.98842526,10019,"Grocery"
"244","DUANE READE INC","380 AMSTERDAM AVE, New York, NY",40.78258741,-73.97880665,10024,"Pharmacy"
"245","GREENWICH VILLAGE FARM INC","33A GREENWICH AVENUE, New York, NY",40.73515571,-74.00032885,10014,"Grocery"
"246","117 CORONA MEAT CORP","136 LENOX AVENUE, New York, NY",40.80278344,-73.94893782,10026,"Grocery"
"247","FRANK'S GOURMET MARKET INC","807-809 W 187TH STREET, New York, NY",40.85526834,-73.93719246,10033,"Grocery"
"248","LM GROCERY CORP","2643 8TH AVENUE, New York, NY",40.8203337,-73.94382337,10030,"Grocery"
"249","JOSE GROCERY CORP","1881 AMSTERDAM AVE, New York, NY",40.83026124,-73.94384216,10031,"Grocery"
"250","BROADWAY FRUIT MARKET LLC","2345 BROADWAY, New York, NY",40.78839815,-73.97663848,10024,"Grocery"
"251","HOLK MARKET INC","1616 3RD AVENUE, New York, NY",40.78184798,-73.95182618,10128,"Grocery"
"252","PARAS NEW YORK INC","708 9TH AVENUE, New York, NY",40.76248876,-73.9895904,10019,"Grocery"
"254","168 FRUIT & VEGETABLE CORP","168 7TH AVENUE, New York, NY",40.74223921,-73.99708608,10011,"Grocery"
"255","1ST & 96TH MANAGEMENT INC","1855 1ST AVE, New York, NY",40.78309239,-73.9449105,10028,"Grocery"
"256","NAMDOR INC","307 WEST 26TH STREET, New York, NY",40.74733562,-73.99724639,10001,"Grocery"
"257","101 LA ESPERANZA SUPERMARKET CORP","101 AUDOBON AVE, New York, NY",40.8417655,-73.9372992,10032,"Grocery"
"258","EL TAPATIO MEXICAN RESTAURANT INC","209 E 116TH STREET, New York, NY",40.79788687,-73.93975381,10029,"Grocery"
"259","OWNERS' KIDS FOOD CORP","123 AVE C, New York, NY",40.72462641,-73.9785295,10009,"Grocery"
"260","JUAN ROSARIO","2210 5TH AVE, New York, NY",40.81295728,-73.93754481,10037,"Grocery"
"261","FARE FARM FOOD CORP","4776 BROADWAY, New York, NY",40.86580136,-73.92632466,10034,"Grocery"
"262","553 LA MINA SUPERMARKET INC","553 W 157TH ST, New York, NY",40.83388393,-73.94431959,10032,"Grocery"
"263","840 ST NICHOLAS FOOD CORP","840 SAINT NICHOLAS AVE, New York, NY",40.82886266,-73.94215149,10031,"Grocery"
"264","A & A DELI GROCERY CORP","203 7TH AVE, New York, NY",40.7431893,-73.9960215,10011,"Grocery"
"265","VBFS INC","529 BROOME ST, New York, NY",40.72394376,-74.00430857,10013,"Grocery"
"266","NEW YORK SUPERMARKET EAST BWY INC","75 85 EAST BROADWAY, New York, NY",40.71365661,-73.99404977,10002,"Grocery"
"267","VILLAGE ENTERPRISES LLC","424 6TH AVENUE, New York, NY",40.73430233,-73.99898058,10011,"Grocery"
"268","ST NICKS 1633 FOOD CENTER CORP","1633 SAINT NICHOLAS AVE, New York, NY",40.85596544,-73.92885759,10040,"Grocery"
"269","7 PARK AVENUE FOODS INC","7 PARK AVENUE, New York, NY",40.74703758,-73.98116577,10016,"Grocery"
"270","ALAN FARMLAND LTD","27 COLUMBUS AVENUE, New York, NY",40.77000939,-73.98410043,10023,"Grocery"
"271","EASTERN SUPERMARKET INC","335 GRAND STREET, New York, NY",40.71697406,-73.99016295,10002,"Grocery"
"272","ADAN S GARCIA","1621A LEXINGTON AVENUE, New York, NY",40.78990651,-73.94790364,10029,"Grocery"
"273","765 2ND AVE CORP","765 2ND AVENUE, New York, NY",40.74914827,-73.97276457,10017,"Grocery"
"274","SUPER VALUE MEAT MARKET CORP","3461 BROADWAY, New York, NY",40.82397568,-73.95244257,10031,"Grocery"
"275","JUAN FERMIN","38 JEFFERSON STREET, New York, NY",40.71334374,-73.98863028,10002,"Grocery"
"276","AMSTERDAM GOURMET FOODS, INC","403A AMSTERDAM AVENUE, New York, NY",40.78328578,-73.97813371,10024,"Grocery"
"277","NYC GREEN VALLEY GROCERY INC","74 E 116TH STREET, New York, NY",40.79963698,-73.94417566,10029,"Grocery"
"278","TUTTI'S GROCERY INC","135B E 50TH STREET, New York, NY",40.75643741,-73.97207046,10022,"Grocery"
"279","YORK & GEORGEY INC","108 9TH STREET, New York, NY",40.74301982,-74.00376487,10011,"Grocery"
"280","3RD AVE QUICK STOP INC","390 3RD AVENUE, New York, NY",40.74189758,-73.98097531,10016,"Grocery"
"281","BETTER FRUIT INC","220 MANHATTAN AVE, New York, NY",40.80071145,-73.95988019,10025,"Grocery"
"282","PEACEFUL DELI & GROCERY NY CORP","1525 YORK AVENUE, New York, NY",40.77258407,-73.94962758,10028,"Grocery"
"283","ADIL ENTERPRISES, INC","3189 BROADWAY, New York, NY",40.81560181,-73.95857423,10027,"Grocery"
"284","BLUE & WHITE MARKETS INC","2941 2947 BROADWAY, New York, NY",40.80748973,-73.96448265,10025,"Grocery"
"285","SON'S FREEDOM MARKET INC","1043 1045 LEXINGTON AVENUE, New York, NY",40.77204843,-73.96092803,10021,"Grocery"
"286","I D I PROJECTS INC","492 494 BROOME ST, New York, NY",40.72315655,-74.00251811,10013,"Grocery"
"287","JUAN R BURGOS","129 POST AVE, New York, NY",40.8645621,-73.91985195,10034,"Grocery"
"288","ONE ABINGDON SQUARE ENTERPRISES INC","1 ABINGDON SQ AKA 75 BANK ST, New York, NY",40.73670436,-74.00505512,10014,"Grocery"
"289","J & M DELI CORP","839 2ND AVENUE, New York, NY",40.75167292,-73.97092912,10017,"Grocery"
"290","QUEENIE'S NEWS & STATIONERY INC","1278 1ST AVENUE, New York, NY",40.76562115,-73.95748575,10021,"Grocery"
"291","AZOR BAKE SHOP INC LOWER CONCOURSE","89 EAST 42ND STREET, New York, NY",40.75215285,-73.97759563,10017,"Grocery"
"292","AZOR BAKE SHOP INC TRACK 34","89 EAST 42ND STREET, New York, NY",40.75215285,-73.97759563,10017,"Grocery"
"293","NONNO GOURMET PRODUCE INC","800 WASHINGTON STREET, New York, NY",40.73874226,-74.00816364,10014,"Grocery"
"294","REY FOOD CORP","740 10TH AVE, New York, NY",40.76492448,-73.991512,10019,"Grocery"
"295","FIFTH AVENUE DELI INC","554 5TH AVENUE, New York, NY",40.75577119,-73.97924366,10036,"Grocery"
"296","BLUE MOON DELI & GROCERY INC","1773 FIRST AVENUE, New York, NY",40.78052261,-73.94677411,10128,"Grocery"
"297","AGUA AZUL DELI GROCERY CORP","35 SHERMAN AVE, New York, NY",40.86270467,-73.92819284,10040,"Grocery"
"298","1384 BAKE CORP","1384 YORK AVE, New York, NY",40.76789398,-73.952887,10021,"Grocery"
"299","RITE AID OF NEW YORK INC","1033 ST NICHOLAS AVENUE, New York, NY",40.83585219,-73.93996032,10032,"Pharmacy"
"300","CARLOS CABRAL","238 42 SHERMAN AVENUE, New York, NY",40.86595796,-73.91972776,10034,"Grocery"
"301","VARLEY CORP","584 BROADWAY, New York, NY",40.72474761,-73.99723391,10012,"Grocery"
"302","HAMILTON FOOD STORE INC","1129 AMSTERDAM AVENUE, New York, NY",40.80641404,-73.96125804,10025,"Grocery"
"303","9TH AVE DELI & GROCERY INC","480 9TH AVE STORE #1, New York, NY",40.7550519,-73.99502283,10018,"Grocery"
"304","UNION SQUARE ONE STOP INC","141 4TH AVENUE, New York, NY",40.73370572,-73.98975897,10003,"Grocery"
"305","1579 PALMA GROCERY INC","1579 ST NICHOLAS AVENUE, New York, NY",40.8543102,-73.9305859,10040,"Grocery"
"306","1239 FOOD CORP","1239 ST NICHOLAS AVENUE, New York, NY",40.84345732,-73.93809298,10032,"Grocery"
"307","GENOVESE DRUG STORES INC","195 8TH AVE, New York, NY",40.7434083,-73.99986755,10011,"Pharmacy"
"308","FAIZ ALGABYALI & ABDO ALSABHI","1622 AMSTERDAM AVENUE, New York, NY",40.8220641,-73.9503789,10031,"Grocery"
"309","FIFTH AVENUE GOURMET DELI INC","2289 5TH AVENUE, New York, NY",40.81510307,-73.93583711,10037,"Grocery"
"310","SAS NEWSSTAND CORP","1371 1ST AVENUE, New York, NY",40.76867154,-73.95542677,10021,"Grocery"
"311","JKJ CORP","13 15 WEST 100TH STREET, New York, NY",40.79439623,-73.96315659,10025,"Grocery"
"312","M & S FOOD CORP","2482 7TH AVE, New York, NY",40.8211221,-73.93965032,10030,"Grocery"
"313","G & K FOOD CORP","3399 BROADWAY, New York, NY",40.82206654,-73.95384606,10031,"Grocery"
"314","FIFTH AVENUE DELI MART INC","1318 5TH AVENUE, New York, NY",40.79740567,-73.94891507,10026,"Grocery"
"315","RITE AID OF NEW YORK INC","2170 FREDERICK DOUGLASS BLVD., New York, NY",40.80509138,-73.95478945,10026,"Pharmacy"
"316","3868 T S GROCERY INC","3868 BROADWAY, New York, NY",40.83676251,-73.94268075,10032,"Grocery"
"317","SANTA BARBARA DELI CORP","551 E 12TH STREET, New York, NY",40.728278,-73.9791232,10009,"Grocery"
"318","GG 1245 PARK LLC","1245 PARK AVENUE, New York, NY",40.7864878,-73.95238598,10128,"Grocery"
"319","369 FARM S MARKET INC","64 W 9TH STREET, New York, NY",40.73367064,-73.99801313,10011,"Grocery"
"320","WHOLE FOODS MARKET GROUP INC","4 UNION SQUARE SOUTH, New York, NY",40.73533908,-73.99152858,10003,"Grocery"
"321","MADISON GOURMET LTD","931 MADISON AVE, New York, NY",40.77304931,-73.96441666,10021,"Grocery"
"322","NAMDOR INC","2700 BROADWAY, New York, NY",40.79905603,-73.96837918,10025,"Grocery"
"323","JC FOOD MARKET CORP","1091 ST NICHOLAS AVE, New York, NY",40.83849816,-73.93990575,10032,"Grocery"
"324","P S MEAT CORP","238 WEST 116TH STREET, New York, NY",40.80369785,-73.95381291,10026,"Grocery"
"325","RITE AID OF NEW YORK INC","1951 1ST AVENUE, New York, NY",40.78584829,-73.9428973,10029,"Pharmacy"
"326","SILVER SADDLE DELI GROCERY INC","3635 BROADWAY, New York, NY",40.82957172,-73.94835517,10031,"Grocery"
"327","JIMMY SOLANKI","107 109 E 23RD ST, New York, NY",40.74007091,-73.98596326,10010,"Grocery"
"328","WHOLE FOODS MARKET GROUP INC","10 COLUMBUS CIRCLE STE SC101A, New York, NY",40.76816382,-73.98238257,10019,"Grocery"
"329","SUPREME DELI CORP","801 WEST 181ST STREET, New York, NY",40.85096968,-73.93826823,10033,"Grocery"
"330","1017 FRUIT & VEGETABLE CORP","1017 AVE OF THE AMERICAS, New York, NY",40.75247793,-73.98587258,10018,"Grocery"
"331","SEUNG YUP SAKONG","1453 3RD AVE, New York, NY",40.77621363,-73.95577896,10028,"Grocery"
"332","JUNCALITO MEAT & PRODUCE INC","2212 3RD AVENUE, New York, NY",40.80085006,-73.93797898,10035,"Grocery"
"334","RICHARD BETANCES","1413 AMSTERDAM AVENUE, New York, NY",40.815349,-73.954389,10027,"Grocery"
"335","RUCHIKA ENTERPRISES INC","1594 YORK AVENUE, New York, NY",40.77458118,-73.94800257,10028,"Grocery"
"336","T AND M DELI FOOD CORP","71 CABRINI BLVD, New York, NY",40.85044001,-73.94048155,10033,"Grocery"
"337","FT WASHINGTON CANDY & GROCERY INC","802 W 181ST ST, New York, NY",40.85094609,-73.93839403,10033,"Grocery"
"338","528 EAST ELEVEN DELI CORP","528 E 11TH ST, New York, NY",40.72809276,-73.98112106,10009,"Grocery"
"339","YESOL MARKET INC","258 262 LEXINGTON AVE, New York, NY",40.74718831,-73.97913682,10016,"Grocery"
"341","C Y ENTERPRISE INC","514 HUDSON STREET, New York, NY",40.73355171,-74.00624302,10014,"Grocery"
"342","MY DELI GROCERY INC","670 ACADEMY ST, New York, NY",40.86667214,-73.92522514,10034,"Grocery"
"343","GOLDEN PINEAPPLE AVENUE D CORP","71 75 AVENUE D, New York, NY",40.7501535,-73.7130581,10009,"Grocery"
"344","RITE AID OF NEW YORK INC","4188 BROADWAY, New York, NY",40.84822452,-73.93767642,10033,"Pharmacy"
"345","ADNADER INC","218 ST NICHOLAS AVENUE, New York, NY",40.80752894,-73.95282948,10027,"Grocery"
"346","TUDOR FARM MARKET INC","45 TUDOR CITY PLACE, New York, NY",40.74921051,-73.9704634,10017,"Grocery"
"347","ANA E MARTE","2374 AMSTERDAM AVENUE, New York, NY",40.84608754,-73.93244922,10033,"Grocery"
"348","BENITO LEZAMA","238 E 116TH ST, New York, NY",40.7975181,-73.9391762,10029,"Grocery"
"349","BOGOPA MADISON LLC","1718 MADISON AVE, New York, NY",40.79820681,-73.94621382,10029,"Grocery"
"350","22 CHELSEA FARM LLC","234 8TH AVENUE, New York, NY",40.74457736,-73.9989053,10011,"Grocery"
"351","FIRST AVENUE DELI & GROCERY INC","196 1ST AVENUE, New York, NY",40.72236966,-73.98625355,10009,"Grocery"
"352","GRACEFULLY INC","320 1ST AVENUE, New York, NY",40.73387715,-73.98041065,10009,"Grocery"
"353","148 FOOD PLAZA INC","3596 BROADWAY, New York, NY",40.828197,-73.94894702,10031,"Grocery"
"354","MARIA NAVARRETE","174 6 E 118TH STREET, New York, NY",40.7995585,-73.93992707,10035,"Grocery"
"355","LIBERATO GROCERY INC","359 AUDUBON AVENUE, New York, NY",40.8500292,-73.9310911,10033,"Grocery"
"356","DUANE READE INC","37 BROADWAY, New York, NY",40.70617162,-74.01310205,10006,"Pharmacy"
"357","DUANE READE INC","250 BROADWAY, New York, NY",40.71302274,-74.00730199,10007,"Pharmacy"
"358","DUANE READE INC","401 PARK AVE SOUTH, New York, NY",40.74310657,-73.98406621,10016,"Pharmacy"
"359","DUANE READE INC","1430 BROADWAY, New York, NY",40.75421197,-73.98680353,10018,"Pharmacy"
"360","DUANE READE INC","485 LEXINGTON AVE, New York, NY",40.75419279,-73.97395486,10017,"Pharmacy"
"361","DUANE READE INC","51 W 51ST ST, New York, NY",40.76094863,-73.98078233,10019,"Pharmacy"
"362","DUANE READE INC","41 E 58TH ST, New York, NY",40.762898,-73.97158114,10022,"Pharmacy"
"363","DUANE READE INC","305 BROADWAY, New York, NY",40.71539413,-74.00535062,10007,"Pharmacy"
"364","DUANE READE INC","525 7TH AVE, New York, NY",40.7537259,-73.98848531,10018,"Pharmacy"
"365","DUANE READE INC","358 5TH AVE, New York, NY",40.74863076,-73.9844653,10001,"Pharmacy"
"366","DUANE READE INC","67 BROAD ST, New York, NY",40.70505254,-74.01145173,10004,"Pharmacy"
"367","DUANE READE INC","95 WALL ST, New York, NY",40.70512344,-74.00739274,10005,"Pharmacy"
"368","DUANE READE INC","49 E 52ND ST, New York, NY",40.7590184,-73.97434271,10022,"Pharmacy"
"370","DUANE READE INC","55 E 55TH ST, New York, NY",40.76079206,-73.9727009,10022,"Pharmacy"
"371","DUANE READE INC","4 PARK AVE, New York, NY",40.7465344,-73.98195915,10016,"Pharmacy"
"372","DUANE READE INC","1 WHITEHALL ST, New York, NY",40.70405017,-74.01310505,10004,"Pharmacy"
"373","DUANE READE INC","100 W 57TH ST, New York, NY",40.76430199,-73.977304,10019,"Pharmacy"
"374","DUANE READE INC","333 7TH AVE, New York, NY",40.74762918,-73.99297727,10001,"Pharmacy"
"375","DUANE READE INC","598 BROADWAY, New York, NY",40.72521262,-73.99685218,10012,"Pharmacy"
"376","DUANE READE INC","1191 2ND AVE, New York, NY",40.76289489,-73.96273656,10021,"Pharmacy"
"377","DUANE READE INC","2522 BROADWAY, New York, NY",40.79344193,-73.97244896,10025,"Pharmacy"
"378","7TH ST VILLAGE FARM INC","113 1ST AVENUE, New York, NY",40.72698245,-73.98581579,10003,"Grocery"
"379","DUANE READE INC","279 W 125TH ST, New York, NY",40.809948,-73.95052548,10027,"Pharmacy"
"380","DUANE READE INC","1627 BROADWAY, New York, NY",40.76143415,-73.98412374,10019,"Pharmacy"
"381","JOSEPH'S FOOD CORP","248 NAGLE AVENUE, New York, NY",40.86301737,-73.92125594,10034,"Grocery"
"383","DUANE READE INC","315 W 23RD ST, New York, NY",40.74545511,-73.9987405,10011,"Pharmacy"
"384","DUANE READE INC","320 W 145TH ST, New York, NY",40.82321692,-73.94297934,10039,"Pharmacy"
"385","DUANE READE INC","460 8TH AVE, New York, NY",40.74953221,-73.99159906,10001,"Pharmacy"
"386","DUANE READE INC","111 WORTH ST, New York, NY",40.71575442,-74.00328861,10013,"Pharmacy"
"387","DUANE READE INC","1749 1753 1ST AVE, New York, NY",40.77999751,-73.94716019,10128,"Pharmacy"
"388","DUANE READE INC","1270 BROADWAY, New York, NY",40.74886667,-73.98796265,10001,"Pharmacy"
"389","DUANE READE INC","194 E 2ND ST, New York, NY",40.72216193,-73.98364962,10009,"Pharmacy"
"390","DUANE READE INC","325 N END AVE, New York, NY",40.71667412,-74.01495937,10282,"Pharmacy"
"392","DUANE READE INC","2409 BROADWAY, New York, NY",40.78996374,-73.97541368,10024,"Pharmacy"
"393","DUANE READE INC","931 1ST AVE, New York, NY",40.75493192,-73.96544935,10022,"Pharmacy"
"394","DUANE READE INC","1490 MADISON AVE, New York, NY",40.79108874,-73.95142105,10029,"Pharmacy"
"395","DUANE READE INC","1479 3RD AVE, New York, NY",40.77721891,-73.9550461,10028,"Pharmacy"
"396","DUANE READE INC","300 W 135TH ST, New York, NY",40.81646172,-73.94658816,10030,"Pharmacy"
"397","DUANE READE INC","1091 LEXINGTON AVE, New York, NY",40.77334844,-73.95997064,10021,"Pharmacy"
"398","DUANE READE INC","900 8TH AVE, New York, NY",40.76478365,-73.98418624,10019,"Pharmacy"
"399","DUANE READE INC","873 BROADWAY, New York, NY",40.73781434,-73.99018347,10003,"Pharmacy"
"400","DUANE READE INC","1675 3RD AVE, New York, NY",40.78375066,-73.95029374,10128,"Pharmacy"
"401","DUANE READE INC","2760-62 BROADWAY, New York, NY",40.80129417,-73.96766201,10025,"Pharmacy"
"402","DUANE READE INC","625 8TH AVE, New York, NY",40.75610018,-73.99067169,10018,"Pharmacy"
"403","DUANE READE INC","1915 3RD AVE, New York, NY",40.79128036,-73.94480581,10029,"Pharmacy"
"404","DUANE READE INC","300 E 39TH ST, New York, NY",40.74784614,-73.97359943,10016,"Pharmacy"
"405","DUANE READE INC","180 W 20TH ST, New York, NY",40.74193881,-73.9964673,10011,"Pharmacy"
"406","DUANE READE INC","1370 6TH AVE, New York, NY",40.76360229,-73.97763296,10019,"Pharmacy"
"407","DUANE READE INC","866 3RD AVE, New York, NY",40.75773619,-73.96943809,10022,"Pharmacy"
"409","DUANE READE INC","22 W 48TH ST, New York, NY",40.75779149,-73.97945137,10036,"Pharmacy"
"410","DUANE READE INC","71 W 23RD ST, New York, NY",40.74254848,-73.99181097,10010,"Pharmacy"
"411","DUANE READE INC","196 3RD AVE, New York, NY",40.73568096,-73.98551391,10003,"Pharmacy"
"412","DUANE READE INC","4 COLUMBUS CIRCLE, New York, NY",40.76768928,-73.98227102,10019,"Pharmacy"
"413","DUANE READE INC","253 W 72ND ST, New York, NY",40.77936777,-73.98330284,10023,"Pharmacy"
"414","DUANE READE INC","77 7TH AVE, New York, NY",40.73932444,-73.99903245,10011,"Pharmacy"
"415","DUANE READE INC","33 7TH AVE, New York, NY",40.73748656,-74.00037348,10011,"Pharmacy"
"416","DUANE READE INC","2108 3RD AVE, New York, NY",40.79753242,-73.94041605,10029,"Pharmacy"
"417","DUANE READE INC","100 DELANCEY ST, New York, NY",40.71890972,-73.9888979,10012,"Pharmacy"
"418","DUANE READE INC","322 8TH AVE, New York, NY",40.7471944,-73.99701865,10001,"Pharmacy"
"419","DUANE READE INC","1231 MADISON AVE, New York, NY",40.78247248,-73.95751843,10128,"Pharmacy"
"420","DUANE READE INC","585 2ND AVE, New York, NY",40.74352844,-73.97685257,10016,"Pharmacy"
"421","DUANE READE INC","700 COLUMBUS AVE, New York, NY",40.79165404,-73.96847218,10025,"Pharmacy"
"422","DUANE READE INC","2025 BROADWAY, New York, NY",40.7769349,-73.98228702,10023,"Pharmacy"
"423","DUANE READE INC","609 COLUMBUS AVE, New York, NY",40.7888071,-73.97039185,10024,"Pharmacy"
"424","DUANE READE INC","4 W 4TH ST, New York, NY",40.72843695,-73.99443106,10012,"Pharmacy"
"425","DUANE READE INC","777 6TH AVE, New York, NY",40.74490895,-73.99141248,10001,"Pharmacy"
"426","DUANE READE INC","135 E 125TH ST, New York, NY",40.80455706,-73.93772726,10035,"Pharmacy"
"427","DUANE READE INC","401 E 86TH ST, New York, NY",40.7768795,-73.94925472,10028,"Pharmacy"
"428","DUANE READE INC","721 9TH AVE, New York, NY",40.76290368,-73.9894431,10019,"Pharmacy"
"429","DUANE READE INC","1187 1ST AVE, New York, NY",40.76290215,-73.95963375,10065,"Pharmacy"
"430","DUANE READE INC","1498 YORK AVE, New York, NY",40.77137148,-73.95034393,10075,"Pharmacy"
"431","DUANE READE INC","852 2ND AVE, New York, NY",40.75194393,-73.97056707,10017,"Pharmacy"
"432","DUANE READE INC","2864 BROADWAY, New York, NY",40.804943,-73.96590531,10025,"Pharmacy"
"433","DUANE READE INC","773 LEXINGTON AVE, New York, NY",40.76312804,-73.96743409,10065,"Pharmacy"
"434","BRANCO & BRANCO 1 INC","80 VARICK STREET, New York, NY",40.72312115,-74.00613894,10013,"Grocery"
"435","PATZERIA PERFECT PIZZA INC","231 WEST 46TH STREET, New York, NY",40.75899881,-73.98593443,10036,"Grocery"
"436","S & J GROCERY INC","27 ESSEX ST, New York, NY",40.71559348,-73.98979381,10002,"Grocery"
"437","HENRY ST SUPERIOR DELI CORP","280 HENRY STREET, New York, NY",40.71388728,-73.98364457,10002,"Grocery"
"438","LEX34 FRUIT & VEGETABLE CORP","136 E 34TH STREET, New York, NY",40.74634705,-73.97974622,10016,"Grocery"
"439","91 CATHERINE GROCERY CORP","91 HAMILTON AVENUE, New York, NY",40.82309547,-73.95041039,10031,"Grocery"
"440","TEJADA GROCERY INC","717 W 181ST STREET, New York, NY",40.85063072,-73.93706622,10033,"Grocery"
"441","CANAL STREET NEWSTAND CORP","52 CANAL STREET GROUND FL, New York, NY",40.71482819,-73.99187416,10002,"Grocery"
"442","EAST VILLAGE GOURMET DELI CORP","217 AVENUE A, New York, NY",40.72980825,-73.98086369,10009,"Grocery"
"443","CHELSEA HYPERMARKET INC","366 W 23RD STREET, New York, NY",40.74591114,-74.00011508,10011,"Grocery"
"444","ERNST KLEIN 6TH AVE FOODS INC","1366 6TH AVENUE, New York, NY",40.76337328,-73.97779881,10019,"Grocery"
"445","S J T PRINCE LLC","124 THOMPSON ST, New York, NY",40.72611279,-74.00149359,10012,"Grocery"
"446","JUANCHI DELI GROCERY CORP","2533 7TH AVENUE, New York, NY",40.82270779,-73.9380944,10029,"Grocery"
"447","1588 MADISON AVE GROCERY INC","1588 MADISON AVENUE, New York, NY",40.79432833,-73.94905663,10029,"Grocery"
"448","WAN HOME FOOD MARKET CORP","162 MOTT STREET, New York, NY",40.71975937,-73.99610353,10013,"Grocery"
"449","82 CORNER MARKET INC","1576 1ST AVENUE, New York, NY",40.77423978,-73.95120903,10028,"Grocery"
"450","MD WEST SIDE GOURMET CORP","2528 BROADWAY, New York, NY",40.79349191,-73.97241332,10025,"Grocery"
"451","SABANA MEAT CORP","309 E 115TH STREET, New York, NY",40.79627804,-73.93797963,10029,"Grocery"
"452","JANICO DELI GROCERY INC","309 E HOUSTON STREET, New York, NY",40.72121261,-73.98342328,10002,"Grocery"
"453","EAST VILLAGE FRUIT AND VEGETABLE CORP","229 AVENUE B, New York, NY",40.72887259,-73.97835571,10009,"Grocery"
"454","2806 A & J DELI & GROCERY INC","2806 8TH AVENUE, New York, NY",40.82555854,-73.93982077,10039,"Grocery"
"455","SOHO GARDEN INC","40 PRINCE STREET, New York, NY",40.72311406,-73.99525786,10012,"Grocery"
"456","ZARO PENN INC","2 PENN PLAZA CONCOURSE LEVEL, New York, NY",40.74958632,-73.99172472,10001,"Grocery"
"457","180 MARKETPLACE, INC.","180 RIVERSIDE BLVD, 1ST FLOOR, New York, NY",40.7782102,-73.98852911,10023,"Grocery"
"458","LAITH GROCERY CORP","3341 BROADWAY, New York, NY",40.82019494,-73.95520925,10031,"Grocery"
"459","LATINO GROCERY & CANDY INC","165 NAGLE AVENUE, New York, NY",40.86129112,-73.92543621,10040,"Grocery"
"460","NEW KAM MAN LLC","200 CANAL STREET, New York, NY",40.717025,-73.99848924,10013,"Grocery"
"461","FAIRWAY UPTOWN LLC","2328 12TH AVE, New York, NY",40.82181255,-73.9574437,10027,"Grocery"
"462","MUJIBUR RAHMAN","124 2ND AVENUE, New York, NY",40.72826076,-73.98783312,10003,"Grocery"
"463","DUANE READE INC","771 8TH AVE, New York, NY",40.76044953,-73.98752559,10036,"Pharmacy"
"464","DUANE READE INC","1889 BROADWAY, New York, NY",40.77097188,-73.98232716,10023,"Pharmacy"
"465","WS MARKET LLC","2840 BROADWAY, New York, NY",40.80425505,-73.96643644,10025,"Grocery"
"466","DUANE READE INC","46 3RD AVE, New York, NY",40.7307377,-73.98911919,10003,"Pharmacy"
"467","148 DELI GROCERY INC","2787 8TH AVENUE, New York, NY",40.82479772,-73.94056299,10039,"Grocery"
"468","WHOLE FOODS MARKET GROUP INC","95 E HOUSTON ST, New York, NY",40.7238594,-73.99241691,10002,"Grocery"
"469","ME QUICK STOP GROCERY & CANDY CORP","4314 BROADWAY, New York, NY",40.85189799,-73.93476422,10033,"Grocery"
"470","HECTOR GUZMAN","505 W 179 STREET, New York, NY",40.84694943,-73.93206062,10033,"Grocery"
"471","SHRI KRUSHNA INC","186 PRINCE STREET, New York, NY",40.72637764,-74.00227344,10012,"Grocery"
"472","DUANE READE INC","661 8TH AVE, New York, NY",40.75725844,-73.98982035,10036,"Pharmacy"
"473","RODRIGUEZ AZTECA DELI GROCERY INC","3861 10TH AVENUE, New York, NY",40.86404087,-73.91925823,10034,"Grocery"
"474","FELO DELI GROCERY CORP","23 WEST 100TH STREET, New York, NY",40.7947985,-73.9638791,10025,"Grocery"
"475","1842 7TH AVENUE DELICATESSEN CORP","200 W 112TH STREET, New York, NY",40.80064929,-73.95454203,10027,"Grocery"
"476","DELI AT FIRST & FIFTY NINTH INC,THE","1075 1ST AVENUE, New York, NY",40.75939766,-73.962201,10022,"Grocery"
"477","MALCOLM FOOD MARKET CORP","393 LENOX AVENUE STORE #6, New York, NY",40.81078127,-73.94345401,10027,"Grocery"
"478","GARDEN CITY DELI CORP","607 9TH AVE, New York, NY",40.75915194,-73.99218181,10036,"Grocery"
"479","GREEN GOURMET DELI CORP","593 10 AVE, New York, NY",40.76033358,-73.99504107,10036,"Grocery"
"480","NAMDOR INC","90 MAIDEN LANE, New York, NY",40.70699776,-74.00725882,10038,"Grocery"
"481","DUANE READE INC","1052 1055 FIRST AVE, New York, NY",40.7587195,-73.96268887,10022,"Pharmacy"
"482","DUANE READE INC","1637 YORK AVE, New York, NY",40.77607464,-73.94708301,10028,"Pharmacy"
"484","GOLDEN FOOD MARKET INC","118 FIRST AVENUE, New York, NY",40.72696533,-73.98566338,10009,"Grocery"
"485","THRIFTY DELI SUPERMARKET CORPORATION","3149 BROADWAY, New York, NY",40.81432212,-73.95949577,10027,"Grocery"
"486","R & A FOOD INC","345 W 42ND ST, New York, NY",40.75780212,-73.99102315,10036,"Grocery"
"487","NYC BAGEL, INC","301 E 38TH ST AKA 714A 2ND AVE, New York, NY",40.74732075,-73.97397307,10016,"Grocery"
