"","name","address","lat","lon","zip","type"
"23","809 LEX GROCERY INC","809 LEXINGTON AVENUE, New York, NY",40.76428532,-73.96658875,10021,"Grocery"
"24","DESSUK DELI INC","133 E 55TH STREET, New York, NY",40.7596871,-73.97008442,10022,"Grocery"
"25","PRAKASHCHANDRA M SHAH","967 1ST AVENUE, New York, NY",40.75586228,-73.96478953,10022,"Grocery"
"26","JOSEPHINE ZINGONE AS ADMX OF EST OF RALPH &","471 COLUMBUS AVE, New York, NY",40.78422355,-73.97373101,10024,"Grocery"
"27","2451 BROADWAY MARKET INC","2451 BROADWAY, New York, NY",40.79125259,-73.97447229,10024,"Grocery"
"28","ABEYSENIAN GROCERY INC","100 ST NICHOLAS AVE, New York, NY",40.80238721,-73.95250384,10026,"Grocery"
"29","LORENZO A CORONA","2215A 7TH AVE, New York, NY",43.19854291,-75.72863093,10027,"Grocery"
"30","NEOFYTOS DELI INC","1118 MADISON AVE, New York, NY",40.7793169,-73.95998724,10028,"Grocery"
"31","H & F FRUIT CO INC","1391 MADISON AVE, New York, NY",40.78757946,-73.95384175,10029,"Grocery"
"32","JUAN MANUEL REYES","3675 BROADWAY, New York, NY",40.8309315,-73.94736749,10031,"Grocery"
"33","LUNA BROTHERS INC","3632 BROADWAY, New York, NY",40.8293137,-73.94812681,10031,"Grocery"
"34","MIGUEL HENRIQUEZ","500 W 135TH ST, New York, NY",40.81893927,-73.95231726,10031,"Grocery"
"35","4051 ABINADER GROCERY CORP","4051 BROADWAY, New York, NY",40.84288037,-73.93928745,10032,"Grocery"
"36","SANTANA MARTE","362 AUDUBON AVENUE, New York, NY",40.8500295,-73.93146282,10033,"Grocery"
"37","ORIGINAL SUPERMARKET CORP, THE","4261 BROADWAY, New York, NY",40.85021042,-73.93577305,10033,"Grocery"
"38","VICTOR M GUZMAN","64 68 WADSWORTH TERRACE, New York, NY",40.85653503,-73.9309906,10040,"Grocery"
"39","PRINCE DELI GROCERY CORP","1461 5TH AVE, New York, NY",40.80195437,-73.94542512,10035,"Grocery"
"40","43RD DELI CORP, THE","600 10TH AVENUE, New York, NY",40.76042616,-73.99480317,10036,"Grocery"
"41","H J FRUIT AND VEGETABLE INC","97 CATHERINE STREET, New York, NY",40.71030289,-73.99641958,10038,"Grocery"
"42","MARIANO PEREZ","123 DYCKMAN ST, New York, NY",40.86234183,-73.92515587,10040,"Grocery"
"43","NICHOLAS CONTE","1692 YORK AVENUE, New York, NY",40.7776526,-73.94576114,10128,"Grocery"
"44","FIRST ON FIRST DELI INC","1756 1ST AVENUE, New York, NY",40.78004098,-73.94696322,10128,"Grocery"
"45","A & BILL GROCERY CORP","4 W 31ST STREET, New York, NY",40.74655426,-73.98614435,10001,"Grocery"
"46","RATAN NEWS CORP","171 W 29TH STREET, New York, NY",40.74753403,-73.99202388,10001,"Grocery"
"47","AMIGO MINI MART INC","118 DELANCEY STREET, New York, NY",40.71862074,-73.9880039,10002,"Grocery"
"48","FEDERICO A PICHARDO","130 ELDRIDGE STREET, New York, NY",40.7187433,-73.9915704,10002,"Grocery"
"49","FURCO FOOD CORP","175 CLINTON STREET, New York, NY",40.7154471,-73.98706198,10002,"Grocery"
"50","MARIAM FOOD CORP","43 COLUMBIA STREET, New York, NY",40.71676383,-73.98048101,10002,"Grocery"
"51","TAN TIN HUNG CORP","121 BOWERY, New York, NY",40.71821894,-73.99483328,10002,"Grocery"
"52","545 GRAND FOOD CORP","545 GRAND STREET, New York, NY",40.71417767,-73.98082547,10002,"Grocery"
"53","DUAL SPECIALTY STORE INC","91 1ST AVENUE, New York, NY",40.72615536,-73.98641717,10003,"Grocery"
"54","EAST VILLAGE FARM & GROCRY INC","69 2ND AVENUE, New York, NY",40.72622784,-73.98947376,10003,"Grocery"
"55","GARDEN OF EDEN GOURMET INC","7 E 14TH ST, New York, NY",40.7359072,-73.99325182,10003,"Grocery"
"56","NAMDOR INC","25 UNIVERSITY PLACE, New York, NY",40.73169001,-73.99459848,10003,"Grocery"
"57","N M & A DELI CORP","169 3RD AVENUE, New York, NY",40.73465838,-73.98608185,10003,"Grocery"
"58","PANYA INC OF N Y","4 STUYVESANT STREET 2ND FL, New York, NY",40.72976663,-73.9895823,10003,"Grocery"
"59","SMZ IMPEX INC","146 2ND AVENUE, New York, NY",40.72917766,-73.98717275,10003,"Grocery"
"60","JAN SERVICES 7TH AVENUE LLC","117 7TH AVENUE SOUTH, New York, NY",40.73383222,-74.00259601,10007,"Grocery"
"61","BROTHERS CANDY & GROCERY STORE INC","542 EAST 14TH STREET, New York, NY",40.72994165,-73.97938854,10009,"Grocery"
"62","BROS FOOD MARKET INC","188 198 AVENUE C, New York, NY",40.72746858,-73.97628307,10009,"Grocery"
"63","F G W J FOOD CORPORATION","409 427 E 14TH STREET, New York, NY",40.73119314,-73.98167701,10009,"Grocery"
"64","FUAD MOHAMED HASSAN","79 AVENUE A, New York, NY",40.72519941,-73.98421235,10009,"Grocery"
"65","MAN DELL FOOD STORES INC","52 AVENUE A, New York, NY",40.72407091,-73.98487741,10009,"Grocery"
"66","BEN ELHASEL DELI LLC","32 AVENUE B, New York, NY",40.7225307,-73.98313182,10009,"Grocery"
"67","BROWN & WHITE MARKETS INC","311 E 23RD STREET, New York, NY",40.73780015,-73.98055835,10010,"Grocery"
"68","D AGOSTINO SUPERMARKETS INC","341 3RD AVENUE, New York, NY",40.74009436,-73.98211014,10010,"Grocery"
"69","NAMDOR INC","355 1ST AVENUE, New York, NY",40.73548464,-73.97962445,10010,"Grocery"
"70","SILVER & WHITE MARKETS INC","278 PARK AVENUE SOUTH, New York, NY",40.73935069,-73.98718414,10010,"Grocery"
"71","SILVER STAR ENTERPRISES INC","411 2ND AVENUE, New York, NY",40.73827335,-73.98069013,10010,"Grocery"
"72","ALAN RAM FARMS INC","575 AVENUE OF THE AMERICAS, New York, NY",40.73871939,-73.99592232,10011,"Grocery"
"73","L & M DELICATESSEN CORP","80 7TH AVENUE, New York, NY",40.73934633,-73.99918194,10011,"Grocery"
"74","SON KWAN GROCERY INC","570 AVENUE OF THE AMERICAS, New York, NY",40.73862898,-73.99582352,10011,"Grocery"
"75","471 SIXTH AVENUE FOOD CORP","471 6TH AVENUE, New York, NY",40.73563218,-73.99816742,10011,"Grocery"
"76","H & H KIM CORP","172 PRINCE STREET, New York, NY",40.72611083,-74.00172225,10012,"Grocery"
"77","J W MARKET INC","240 SULLIVAN STREET, New York, NY",40.73006884,-73.99943318,10012,"Grocery"
"78","NAMDOR INC","246 MERCER STREET, New York, NY",40.72778011,-73.99584147,10012,"Grocery"
"79","BLEECKER FARM CORP","272 BLEECKER ST, New York, NY",40.73144815,-74.0031925,10014,"Grocery"
"80","D AGOSTINO SUPERMARKETS INC","790 GREENWICH STREET, New York, NY",40.73715853,-74.00656204,10014,"Grocery"
"81","NAMDOR INC","3 SHERIDAN SQUARE, New York, NY",40.73276088,-74.00239818,10014,"Grocery"
"82","CLOVER DELICATESSEN INC","621 2ND AVENUE, New York, NY",40.74478523,-73.97595242,10016,"Grocery"
"83","GLAMOUR ENTERPRISES INC","335 LEXINGTON AVENUE, New York, NY",40.74951755,-73.97733511,10016,"Grocery"
"84","1 EAST ACE DELI CORP","1 E 28TH STREET, New York, NY",40.74469886,-73.98721478,10016,"Grocery"
"85","AZOR BAKE SHOP INC","89 EAST 42ND ST/MAIN CONCOURSE, New York, NY",40.75215285,-73.97759563,10017,"Grocery"
"86","GRAY & WHITE MARKETS INC","908 2ND AVENUE, New York, NY",40.7538244,-73.9691994,10017,"Grocery"
"87","NAMDOR INC","748 2ND AVENUE, New York, NY",40.74851991,-73.97307559,10017,"Grocery"
"88","468 470 FOOD CORP","468 470 9TH AVENUE, New York, NY",40.75472434,-73.99524431,10018,"Grocery"
"89","NAMDOR INC","907 8TH AVENUE, New York, NY",40.76496348,-73.98421826,10019,"Grocery"
"90","ROOSEVELT GOURMET DELI INC","460 W 57TH STREET, New York, NY",40.76858994,-73.98746724,10019,"Grocery"
"91","57 MARKET INC","363 W 57TH STREET, New York, NY",40.76751027,-73.98461636,10019,"Grocery"
"92","D AGOSTINO SUPERMARKETS INC","1507 YORK AVENUE, New York, NY",40.77222484,-73.94988084,10021,"Grocery"
"93","NAMDOR INC","1446 2ND AVE, New York, NY",40.77098746,-73.95666626,10021,"Grocery"
"94","JAN SERVICES EAST INC","301 E 64TH STREET, New York, NY",40.76374492,-73.96193694,10021,"Grocery"
"95","K & S GROCERY CORP","1321 YORK AVENUE, New York, NY",40.76603536,-73.95440538,10021,"Grocery"
"96","NAMDOR INC","1208 1ST AVENUE, New York, NY",40.76358315,-73.95898143,10021,"Grocery"
"97","NAMDOR INC","1365 3RD AVENUE, New York, NY",40.77353941,-73.9577297,10021,"Grocery"
"98","SING AND SING DELI INC","1211 1ST AVENUE, New York, NY",40.7637422,-73.9592414,10065,"Grocery"
"99","Z & S DELI INC","1474 YORK AVE, New York, NY",40.77079054,-73.950776,10021,"Grocery"
"100","BRONZE & WHITE MARKETS INC","400 W 59TH STREET, New York, NY",40.75955995,-73.96195878,10022,"Grocery"
"101","D AGOSTINO SUPERMARKETS INC","966 1ST AVENUE & 53RD STREET, New York, NY",40.75574249,-73.96471323,10022,"Grocery"
"102","532 MADISON AVENUE GOURMET FOODS INC","532 MADISON AVENUE, New York, NY",40.76040166,-73.97381243,10022,"Grocery"
"103","C P YANG CORP","281 COLUMBUS AVENUE, New York, NY",40.77808273,-73.97820488,10023,"Grocery"
"104","COLUMBUS FOODS INC","289 COLUMBUS AVE, New York, NY",40.77834926,-73.97801187,10023,"Grocery"
"105","MELNI FOOD CORP","1879 BROADWAY, New York, NY",40.77058613,-73.9823176,10023,"Grocery"
"106","ROSAN FOOD CORP","1891 3RD AVENUE, New York, NY",40.79057002,-73.94539949,10029,"Grocery"
"107","ANDYS 418 COLUMBUS AVE DELI INC","418 COLUMBUS AVE, New York, NY",40.7826767,-73.97503337,10024,"Grocery"
"108","C & N GROCERY STORE INC","295 AMSTERDAM AVE, New York, NY",40.77975684,-73.98069839,10024,"Grocery"
"109","COLUMBUS AVENUE FOOD CORP","476 COLUMBUS AVENUE, New York, NY",40.7844237,-73.97374941,10024,"Grocery"
"110","NAMDOR INC","251 W 86TH ST, New York, NY",40.7886655,-73.97718588,10024,"Grocery"
"111","NAMDOR INC","500 COLUMBUS AVENUE, New York, NY",40.78521234,-73.97317584,10024,"Grocery"
"112","WESTSIDE SUPERMARKET","2171 BROADWAY, New York, NY",40.7822056,-73.98109477,10024,"Grocery"
"113","ZABARS & CO INC","2245 BROADWAY, New York, NY",40.78474219,-73.97952009,10024,"Grocery"
"114","530 FOOD CORP","530 534 AMSTERDAM AVENUE, New York, NY",40.7876091,-73.97514996,10024,"Grocery"
"115","HANS FAMILY FRUITS & VEGETABLES CORP","2501 BROADWAY, New York, NY",40.79281145,-73.97333979,10025,"Grocery"
"116","103 MANHATTAN GROCERY AVE CORP","62 MANHATTAN AVENUE, New York, NY",40.79639818,-73.96302805,10025,"Grocery"
"117","MANI MARKET PLACE INC","697 COLUMBUS AVENUE, New York, NY",40.79143954,-73.96846464,10025,"Grocery"
"118","PAUL SAINI DELI GROCERY INC","730 COLUMBUS AVENUE, New York, NY",40.79267755,-73.9677222,10025,"Grocery"
"119","RANCHOS FOOD CORP","71 81 W 104TH STREET, New York, NY",40.79761378,-73.96299064,10025,"Grocery"
"120","104 BROADWAY FARM INC","2717 BROADWAY, New York, NY",40.79974507,-73.96840672,10025,"Grocery"
"121","987 SUPERMARKET INC","987 AMSTERDAM AVE, New York, NY",40.80192608,-73.96453331,10025,"Grocery"
"122","NEW WAY FOOD MARKET INC","1902 7TH AVENUE, STORE #1, New York, NY",40.80270114,-73.95308562,10026,"Grocery"
"123","CENTRAL PARK NORTH MEAT LLC","37 41 LENOX AVENUE, New York, NY",40.79937442,-73.95177722,10026,"Grocery"
"124","A L M SUPERMARKET INC","1225 AMSTERDAM AVENUE, New York, NY",40.80947987,-73.959014,10027,"Grocery"
"125","IBRAHIM M YABAI","507 MANHATTAN AVENUE, New York, NY",40.80826794,-73.9545314,10027,"Grocery"
"126","LEONEL MINI MARKET INC","273 W 131ST STREET, New York, NY",40.81366317,-73.94760833,10027,"Grocery"
"127","MORNINGSIDE SUPERMARKET CORP","1316 AMSTERDAM AVENUE, New York, NY",40.81294089,-73.95665853,10027,"Grocery"
"128","560 WEST MEAT & PRODUCE CORP","560 W 125TH STREET, New York, NY",40.81468242,-73.95756749,10027,"Grocery"
"129","D AGOSTINO SUPERMARKETS INC","1223 LEXINGTON AVE, New York, NY",40.77763595,-73.95683796,10028,"Grocery"
"130","NAMDOR INC","1644 YORK AVENUE, New York, NY",40.77619831,-73.94682934,10028,"Grocery"
"131","MADISON PRODUCE CORP","1307 9 MADISON AVE, New York, NY",40.78483701,-73.95579217,10028,"Grocery"
"132","ORANGE & WHITE MARKETS INC","1565 1ST AVENUE, New York, NY",40.77401601,-73.95153034,10028,"Grocery"
"133","YOUNG CHUN KIM","1578 YORK AVENUE, New York, NY",40.77395562,-73.94847022,10028,"Grocery"
"134","EAST HARLEM GROCERY CORP","85 E 110TH STREET, New York, NY",40.79575478,-73.94658361,10029,"Grocery"
"135","JORGE MELO","1858 LEXINGTON AVENUE, New York, NY",40.79798631,-73.94216892,10029,"Grocery"
"136","MOHAMED M ALOUBAHI","1801 LEXINGTON AVENUE, New York, NY",40.79601901,-73.94343035,10029,"Grocery"
"137","NAMDOR INC","1343 LEXINGTON AVENUE, New York, NY",40.78147021,-73.9540371,10029,"Grocery"
"138","DOMINGO NUNEZ","2591 8TH AVENUE, New York, NY",40.81846266,-73.94519473,10030,"Grocery"
"139","FAMILY GROCERY NO 2 INC","2620 8TH AVE, New York, NY",40.81941317,-73.94433697,10030,"Grocery"
"140","STEP 1 DELI GROCERY INC","685 LENOX AVE, New York, NY",40.81997923,-73.93673657,10030,"Grocery"
"141","FELIX DIAZ","3518 BROADWAY, New York, NY",40.8256717,-73.95078944,10031,"Grocery"
"142","HAMILTON CORNER MEAT MARKET INC","1 HAMILTON PLACE, New York, NY",40.82071244,-73.95439218,10031,"Grocery"
"143","RAFAEL H PEGUERO","501 W 134TH STREET, New York, NY",40.81885449,-73.95407372,10031,"Grocery"
"144","3011 GROCERY INC","3320 BROADWAY, New York, NY",40.81938104,-73.9553943,10031,"Grocery"
"145","3484 BROADWAY MINI MARKET INC","3484 BROADWAY, New York, NY",40.82446488,-73.95167431,10031,"Grocery"
"146","3550 FOOD CORP","3550 52 BROADWAY, New York, NY",40.70653656,-74.01263105,10031,"Grocery"
"147","756 JOMO FOOD CORP","756 ST NICHOLAS AVENUE, New York, NY",40.82594855,-73.94326519,10031,"Grocery"
"148","WASHINGTON HEIGHTS GROCERY CANDY INC","4067 1/2 BROADWAY, New York, NY",40.84360112,-73.93917571,10032,"Grocery"
"149","J F MEAT & GROCERY CORP","1016 ST NICHOLAS AVE, New York, NY",40.83516738,-73.93968945,10032,"Grocery"
"150","172 FOOD CORP","4081 BROADWAY, New York, NY",40.84410409,-73.9390561,10032,"Grocery"
"151","GREAT WAY FOODS INC","4365 BROADWAY, New York, NY",40.85366876,-73.93401601,10033,"Grocery"
"152","POLA SUPERMARKET CORP","1331 ST NICHOLAS AVE, New York, NY",40.84647966,-73.93588198,10033,"Grocery"
"153","REY'S GROCERY DELI CORP","288 AUDUBON AVENUE, New York, NY",40.84772084,-73.933155,10033,"Grocery"
"154","SMILE DELI GROCERY LTD","758 W 181ST STREET, New York, NY",40.8507017,-73.93773221,10033,"Grocery"
"155","196 STO DOMINGO GROCERY INC","196 AUDUBON AVE, New York, NY",40.84476934,-73.93531428,10033,"Grocery"
"156","2330 MEAT & PRODUCE CORP","2330 1ST AVENUE, New York, NY",40.79905553,-73.93307556,10033,"Grocery"
"157","191 FOOD CORP","1617 ST NICHOLAS AVE, New York, NY",40.85549539,-73.92928592,10040,"Grocery"
"158","270 MARKET INC","270 W 47TH STREET, New York, NY",40.76004797,-73.98677399,10036,"Grocery"
"159","LUCIANO BERROCAL","180 LENOX AVE, New York, NY",40.80391125,-73.94810903,10036,"Grocery"
"160","SHISHA DELI INC","637 9TH AVENUE, New York, NY",40.7602248,-73.9913997,10036,"Grocery"
"161","SONEL RAMIREZ","767 10TH AVE, New York, NY",40.76588678,-73.99097334,10019,"Grocery"
"162","HARLEM UP DELI MARKET INC","585 LENOX AVENUE, New York, NY",40.81708817,-73.9388542,10037,"Grocery"
"163","LENOX & 132ND FOOD CORP","448 LENOX AVENUE, New York, NY",40.81233692,-73.94197574,10037,"Grocery"
"164","DOWNTOWN FOOD CORP","5 ST JAMES PLACE, New York, NY",40.71113331,-74.00024725,10038,"Grocery"
"165","2676 7TH AVENUE GROCERY INC","2626 7TH AVE, New York, NY",40.82633539,-73.93586793,10039,"Grocery"
"166","101 MORONTA FOOD CORP","101 DYCKMAN STREET, New York, NY",40.86169933,-73.92474337,10040,"Grocery"
"168","ALI ALSAIDI","1726 1ST AVENUE, New York, NY",40.77912306,-73.94762954,10128,"Grocery"
"169","K B C FOOD CORP","1721 1ST AVENUE, New York, NY",40.7788984,-73.9478734,10128,"Grocery"
"170","K S P SUPERMARKET INC","1486 LEXINGTON AVENUE, New York, NY",40.78586134,-73.95102209,10128,"Grocery"
"171","145 FOOD CORP","1407 LEXINGTON AVE, New York, NY",40.78334863,-73.95266112,10128,"Grocery"
"172","NAMDOR INC","71 SOUTH END AVE, New York, NY",40.70833442,-74.01760796,10280,"Grocery"
"173","NAMDOR INC","315 321 S END AVENUE, New York, NY",40.71039381,-74.01634126,10280,"Grocery"
"175","DUANE READE INC","4 AMSTERDAM AVE, New York, NY",40.77053132,-73.9875864,10023,"Pharmacy"
"176","RITE AID OF NEW YORK INC","282 8TH AVENUE, New York, NY",40.74601983,-73.99787169,10001,"Pharmacy"
"177","RITE AID DRUG PALACE INC","408 GRAND STREET, New York, NY",40.71590818,-73.98638294,10002,"Pharmacy"
"178","KMART CORPORATION","770 BROADWAY, New York, NY",40.73110501,-73.99185673,10003,"Pharmacy"
"179","RITE AID OF NEW YORK INC","81 1ST AVENUE, New York, NY",40.72578751,-73.98668088,10003,"Pharmacy"
"180","RITE AID OF NEW YORK INC","501 6TH AVENUE, New York, NY",40.73651138,-73.9975418,10011,"Pharmacy"
"181","RITE AID OF NEW YORK INC","188 9TH AVENUE & 22ND ST, New York, NY",40.74548179,-74.00196752,10011,"Pharmacy"
"182","RITE AID OF NEW YORK INC","542 576 2ND AVE, New York, NY",40.74341182,-73.97655368,10016,"Pharmacy"
"183","RITE AID OF NEW YORK INC","301 W 50TH ST, New York, NY",40.76238914,-73.98612096,10019,"Pharmacy"
"184","RITE AID OF NEW YORK INC","1535 2ND AVENUE, New York, NY",40.77380506,-73.95477714,10021,"Pharmacy"
"185","RITE AID OF NEW YORK INC","741 COLUMBUS AVENUE, New York, NY",40.79284731,-73.9674309,10025,"Pharmacy"
"186","RITE AID OF NEW YORK INC","2833 BROADWAY, New York, NY",40.80403065,-73.9670113,10025,"Pharmacy"
"187","RITE AID OF NEW YORK INC","35 45 W 125TH ST, New York, NY",40.80693105,-73.9433372,10027,"Pharmacy"
"188","RITE AID OF NEW YORK INC","3539 BROADWAY, New York, NY",40.8264208,-73.95064868,10031,"Pharmacy"
"189","RITE AID OF NEW YORK INC","1510 ST NICHOLAS AVENUE, New York, NY",40.85207319,-73.93162475,10033,"Pharmacy"
"190","RITE AID OF NEW YORK INC","4910 BROADWAY, New York, NY",40.86731585,-73.92210346,10034,"Pharmacy"
"191","RITE AID OF NEW YORK INC","2155 3RD AVENUE, New York, NY",40.79893989,-73.93921514,10035,"Pharmacy"
"192","RITE AID OF NEW YORK INC","7 MADISON ST, New York, NY",40.71176784,-74.0004262,10038,"Pharmacy"
"193","RITE AID OF NEW YORK INC","1849 2ND AVENUE, New York, NY",40.78359203,-73.94762555,10128,"Pharmacy"
"194","DA 15 FARM INC","349 E 49TH STREET, New York, NY",40.75379821,-73.96778178,10017,"Grocery"
"195","RITE AID OF NEW YORK INC","4046 BROADWAY, New York, NY",40.84270548,-73.93915627,10032,"Pharmacy"
"196","RITE AID OF NEW YORK INC","534 HUDSON STREET, New York, NY",40.73432423,-74.00611672,10014,"Pharmacy"
"197","D AGOSTINO SUPERMARKETS INC","580 582 THIRD AVENUE, New York, NY",40.74840165,-73.97623624,10016,"Grocery"
"198","MURAD ALI","127 LUDLOW STREET, New York, NY",40.7198896,-73.9885813,10002,"Grocery"
"199","RITE AID OF NEW YORK INC","26 GRAND CENTRAL TERMINAL, New York, NY",40.75304348,-73.97997384,10017,"Pharmacy"
"200","WESTERN BEEF RETAIL INC","431 WEST 16TH STREET, New York, NY",40.74297893,-74.00590086,10011,"Grocery"
"201","WESTERN BEEF RETAIL INC","75 WEST END AVE, New York, NY",40.77412136,-73.98869152,10023,"Grocery"
"202","ASSARY GROCERY CORP","343 ST NICHOLAS AVENUE, New York, NY",40.81213364,-73.95146285,10026,"Grocery"
"203","MILLENNIUM DELI GROCERY INC","214 WEST 96TH STREET, New York, NY",40.79416212,-73.97078171,10025,"Grocery"
"204","DUANE READE INC","617 W 181ST ST, New York, NY",40.84964996,-73.93434048,10033,"Pharmacy"
"205","BHOJAN INC","270 W 36TH ST, New York, NY",40.75313176,-73.99171592,10018,"Grocery"
"206","NAMDOR INC","221 229 8TH AVENUE, New York, NY",40.74443959,-73.99917565,10011,"Grocery"
"207","453 HARLEM STREET CORP","453 W 125TH ST, New York, NY",40.81257667,-73.9555039,10027,"Grocery"
"208","99 JOHN'S MARKET PLACE INC","99 JOHN STREET, New York, NY",40.70796924,-74.0059802,10038,"Grocery"
"209","BATTERY PARK CITY GOURMET MARKET, INC","450 NORTH END AVE, New York, NY",40.71727373,-74.01399544,10282,"Grocery"
"210","FADHL N SUHAIL","1536 AMSTERDAM AVE, New York, NY",40.81950407,-73.95186806,10031,"Grocery"
"211","NEW FUZHOU SUPERMARKET INC","146 HENRY STREET, New York, NY",40.71333003,-73.99005078,10002,"Grocery"
"212","34 MIDTOWN DELI INC","322 EAST  34 STREET, New York, NY",40.74427315,-73.97484283,10016,"Grocery"
"213","ST NICK CANDY GROCERY INC","1572 ST NICHOLAS AVE, New York, NY",40.8540194,-73.93003,10040,"Grocery"
"214","SHEEN BROTHERS INC","155 AVE B, New York, NY",40.72673909,-73.97990236,10009,"Grocery"
"215","MIHYE CORPORATION","790 11TH AVE STORE #4, New York, NY",40.76870268,-73.99240178,10019,"Grocery"
"216","425 THIRD AVENUE CORP","425 THIRD AVENUE, New York, NY",40.7429805,-73.98001908,10016,"Grocery"
"217","695 LEON BAKERY INC","695 9TH AVE, New York, NY",40.76209862,-73.99004591,10036,"Grocery"
"218","14TH STREET CANDY & GROCERY INC","402 E 14TH ST, New York, NY",40.73130954,-73.98246129,10009,"Grocery"
"219","GLENDA FOOD CORP.","592 FORT WASHINGTON AVENUE, New York, NY",40.85486671,-73.93687957,10033,"Grocery"
"220","L & O GROCERY CORP","1618 MADISON AVENUE, New York, NY",40.795127,-73.948744,10029,"Grocery"
"221","LITTLE HEE'S CORP","212 WEST 44TH STREET, New York, NY",40.75752423,-73.98663622,10036,"Grocery"
"222","RITE AID OF NEW YORK INC","210 20 AMSTERDAM AVENUE, New York, NY",40.77712911,-73.98278183,10023,"Pharmacy"
"223","719 BROTHER FAMOUS DELI  CORP","719 9TH AVENUE, New York, NY",40.76286682,-73.98947066,10019,"Grocery"
"224","TAN & WHITE SUPERMARKET INC","130 136 BLEECKER STREET, New York, NY",40.72817819,-73.99931426,10012,"Grocery"
"225","KYU HWA YOO","28 WEST 32ND STREET, New York, NY",40.74788655,-73.98740283,10001,"Grocery"
"226","DUANE READE INC","1279 3RD AVE AKA 200 E 74TH ST, New York, NY",40.77070752,-73.95979782,10021,"Pharmacy"
"227","DUANE READE INC","465 2ND AVE, New York, NY",40.73989672,-73.97950291,10006,"Pharmacy"
"228","ONE PLUS ONE TWO INC","94 AVENUE B, New York, NY",40.72452114,-73.98167352,10009,"Grocery"
"229","OSCAR  L  INC","781 9TH AVENUE, New York, NY",40.7647804,-73.98807534,10019,"Grocery"
"230","C & S MART INC","373 1ST AVENUE, New York, NY",40.73616463,-73.97911064,10010,"Grocery"
"231","WEST END SUPER CORP.","110 WEST END AVENUE, New York, NY",40.77532708,-73.9876724,10023,"Grocery"
"232","DUANE READE INC","1524 2ND AVE, New York, NY",40.77341153,-73.95490226,10021,"Pharmacy"
"233","DUANE READE INC","1467 1ST AVE, New York, NY",40.77050139,-73.95408831,10021,"Pharmacy"
"234","DUANE READE INC","155 EAST 34TH ST, New York, NY",40.74623299,-73.97916783,10016,"Pharmacy"
"235","DUANE READE INC","2683 BROADWAY, New York, NY",40.79861954,-73.96910028,10025,"Pharmacy"
"236","URBANO ISIDORO","182 E 109TH STREET, New York, NY",40.79367036,-73.94382726,10029,"Grocery"
"237","MANHATTAN TOBACCO & GROCERY CORP","881 9TH AVENUE, New York, NY",40.76802106,-73.9857155,10019,"Grocery"
"238","LITTLE M CORP","118 LEXINGTON AVE, New York, NY",40.74264056,-73.98252759,10016,"Grocery"
