"","X.1","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"3686",5442,5442,"PARM","248","MULBERRY STREET",10012,"Italian","248, MULBERRY STREET, New York, NY",-73.9956459,40.723027
"3687",5443,5443,"ALICE'S TEA CUP","220","EAST   81 STREET",10028,"American","220, EAST   81 STREET, New York, NY",-73.9554603,40.7750669
"3688",5444,5444,"LA DIAGONAL","185","SAINT NICHOLAS AVE",10026,"Mexican","185, SAINT NICHOLAS AVE, New York, NY",-73.9530364,40.806158
"3689",5445,5445,"NAM SON RESTAURANT","245","GRAND STREET",10002,"Asian","245, GRAND STREET, New York, NY",-73.994412,40.7180134
"3690",5446,5446,"STARBUCKS","142","WEST   57 STREET",10019,"Caf̩/Coffee/Tea","142, WEST   57 STREET, New York, NY",-73.9792291,40.7648242
"3691",5447,5447,"FORTY CARROTS","504","BROADWAY",10012,"Caf̩/Coffee/Tea","504, BROADWAY, New York, NY",-73.9992096,40.7221501
"3692",5448,5448,"CHELSEA BAGEL & CAFE","139","WEST   14 STREET",10011,"American","139, WEST   14 STREET, New York, NY",-73.9984521,40.7383176
"3693",5449,5449,"KASHKAVAL GARDEN","852","9 AVENUE",10019,"Mediterranean","852, 9 AVENUE, New York, NY",-73.9861939,40.7667608
"3694",5450,5450,"ANDRE'S HUNGARIAN STRUDEL S & PASTRIES","1049","1 AVENUE",10022,"Bakery","1049, 1 AVENUE, New York, NY",-73.9629697,40.7586969
"3695",5451,5451,"TANG'S GARDEN","1328","3RD AVE",10021,"Chinese","1328, 3RD AVE, New York, NY",-73.9590147,40.7723315
"3696",5454,5454,"MURRAY HILL DINER","222","LEXINGTON AVENUE",10016,"American","222, LEXINGTON AVENUE, New York, NY",-73.9802946,40.7460436
"3697",5456,5456,"TURNTABLE CHICKEN JAZZ","20","W 33RD ST",10001,"Korean","20, W 33RD ST, New York, NY",-73.9863847,40.7481888
"3698",5457,5457,"MULINO A VINO","337","W 14TH ST",10014,"Italian","337, W 14TH ST, New York, NY",-74.0041448,40.7407848
"3699",5458,5458,"CURRY KING","942","COLUMBUS AVENUE",10025,"Pakistani","942, COLUMBUS AVENUE, New York, NY",-73.9629608,40.7995654
"3700",5459,5459,"MOMOKAWA","1466","1ST AVE",10075,"Japanese","1466, 1ST AVE, New York, NY",-73.9537196,40.7704708
"3701",5461,5461,"SMILER'S DELI","532","MADISON AVENUE",10022,"Delicatessen","532, MADISON AVENUE, New York, NY",-73.9739349,40.7605826
"3702",5462,5462,"PAX","80","WEST   40 STREET",10018,"American","80, WEST   40 STREET, New York, NY",-73.9848854,40.7533193
"3703",5463,5463,"AZUSA OF JAPAN","3","EAST   44 STREET",10017,"Japanese","3, EAST   44 STREET, New York, NY",-73.9791691,40.7546883
"3704",5464,5464,"LE TURTLE","177","CHRYSTIE ST",10002,"American","177, CHRYSTIE ST, New York, NY",-73.992504,40.721182
"3705",5465,5465,"SPACE BILLARD","34","W 32ND ST",10001,"Korean","34, W 32ND ST, New York, NY",-73.9872958,40.7476982
"3706",5466,5466,"THE PANDERING PIG","209","PINEHURST AVE",10033,"French","209, PINEHURST AVE, New York, NY",-73.9376248,40.8551339
"3707",5467,5467,"EL ORIGINAL","735","10TH AVE",10019,"Tex-Mex","735, 10TH AVE, New York, NY",-73.9922104,40.7644724
"3708",5468,5468,"COLUMBUS CITIZENS FOUNDATION","8","EAST   69 STREET",10021,"Italian","8, EAST   69 STREET, New York, NY",-73.967841,40.769971
"3709",5469,5469,"CREPERIE","135","LUDLOW STREET",10002,"French","135, LUDLOW STREET, New York, NY",-73.9883615,40.7203348
"3710",5470,5470,"AREPPAS","954","3RD AVE",10022,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","954, 3RD AVE, New York, NY",-73.9676235,40.7604963
"3711",5471,5471,"CALLE DAO","38","W 39TH ST",10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","38, W 39TH ST, New York, NY",-73.9842196,40.7521634
"3712",5472,5472,"BANSHEE PUB","1373","FIRST AVENUE",10021,"Irish","1373, FIRST AVENUE, New York, NY",-73.955399,40.769063
"3713",5473,5473,"HEIDELBERG RESTAURANT","1648","2 AVENUE",10028,"German","1648, 2 AVENUE, New York, NY",-73.9517565,40.7774536
"3714",5474,5474,"VESELKA RESTAURANT","144","SECOND AVENUE",10003,"Polish","144, SECOND AVENUE, New York, NY",-73.9871139,40.7290155
"3715",5476,5476,"TASTY HAND-PULLED NOODLES","1","DOYERS STREET",10013,"Chinese","1, DOYERS STREET, New York, NY",-73.9978915,40.7142049
"3716",5477,5477,"CASA MEXICANA","898","AMSTERDAM AVE",10025,"Mexican","898, AMSTERDAM AVE, New York, NY",-73.9670733,40.7989195
"3717",5479,5479,"GROTTA AZZURRA","177","MULBERRY STREET",10013,"Italian","177, MULBERRY STREET, New York, NY",-73.9970748,40.7202448
"3718",5480,5480,"SUBWAY","37","7 AVENUE",10011,"Sandwiches","37, 7 AVENUE, New York, NY",-73.9999441,40.7376219
"3719",5481,5481,"ELI'S TABLE","1411","3 AVENUE",10028,"American","1411, 3 AVENUE, New York, NY",-73.9564827,40.7749682
"3720",5484,5484,"DUNKIN' DONUTS","19","RECTOR STREET",10006,"Donuts","19, RECTOR STREET, New York, NY",-74.0141652,40.7080891
"3721",5485,5485,"AU BON PAIN","462","1 AVENUE",10016,"American","462, 1 AVENUE, New York, NY",-73.9750139,40.7390642
"3722",5487,5487,"CATCH","21-27","9 AVENUE",10014,"Seafood","21-27, 9 AVENUE, New York, NY",-74.006253,40.7401923
"3723",5488,5488,"KOSUSHI","1329","2ND AVE",10021,"Japanese","1329, 2ND AVE, New York, NY",-73.9594433,40.7677359
"3724",5489,5489,"CANTEEN CAFE","125","BARCLAY STREET",10007,"American","125, BARCLAY STREET, New York, NY",-74.0130278,40.7144918
"3725",5490,5490,"KIOSKU","211","EAST 43 STREET",10017,"Caf̩/Coffee/Tea","211, EAST 43 STREET, New York, NY",-73.9731576,40.7512663
"3726",5491,5491,"COMIC STRIP","1568","2 AVENUE",10028,"American","1568, 2 AVENUE, New York, NY",-73.9536622,40.7748123
"3727",5492,5492,"PAPRIKA KOSHER RESTAURANT","56","E 34TH ST",10016,"Jewish/Kosher","56, E 34TH ST, New York, NY",-73.9822477,40.7472269
"3728",5493,5493,"TY'S","114","CHRISTOPHER STREET",10014,"American","114, CHRISTOPHER STREET, New York, NY",-74.0052925,40.7330328
"3729",5495,5495,"LEGEND","127","W 72 ST",10023,"Chinese","127, W 72 ST, New York, NY",-73.9796742,40.7779885
"3730",5496,5496,"DONG'S GREAT WOK GARDEN II","1631","LEXINGTON AVE",10029,"Chinese","1631, LEXINGTON AVE, New York, NY",-73.947419,40.7903305
"3731",5497,5497,"HURLEY'S SALOON","232","WEST   48 STREET",10036,"Irish","232, WEST   48 STREET, New York, NY",-73.9861669,40.7604605
"3732",5499,5499,"16 HANDLES","1569","2 AVENUE",10028,"Ice Cream, Gelato, Yogurt, Ices","1569, 2 AVENUE, New York, NY",-73.9541558,40.7750657
"3733",5500,5500,"TRENTA-TRE PIZZERIA","171","MADISON AVE",10016,"Pizza","171, MADISON AVE, New York, NY",-73.9830488,40.7471147
"3734",5501,5501,"PRET A MANGER","400","PARK AVE S",10016,"Sandwiches/Salads/Mixed Buffet","400, PARK AVE S, New York, NY",-73.9844345,40.7430687
"3735",5502,5502,"TJ'S COFFEE WORLD","228","CANAL ST",10013,"Caf̩/Coffee/Tea","228, CANAL ST, New York, NY",-73.9996933,40.7175831
"3736",5503,5503,"TU SONRISA","132","AUDUBON AVENUE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","132, AUDUBON AVENUE, New York, NY",-73.9369043,40.8429045
"3737",5505,5505,"RUUMY'S TAVERN","310","W 53RD ST",10019,"American","310, W 53RD ST, New York, NY",-73.9854255,40.7643284
"3738",5507,5507,"NOLLETTI","550","MADISON AVE",10022,"Caf̩/Coffee/Tea","550, MADISON AVE, New York, NY",-73.9733829,40.7615237
"3739",5508,5508,"PLOWSHARES COFFEE","2730","BROADWAY",10025,"Caf̩/Coffee/Tea","2730, BROADWAY, New York, NY",-73.967532,40.80012
"3740",5509,5509,"TASTY GARDEN","518","E 6TH ST",10009,"Asian","518, E 6TH ST, New York, NY",-73.9830259,40.7248936
"3741",5510,5510,"SAO MAI VIETNAMESE CUISINE","203","1 AVENUE",10003,"Vietnamese/Cambodian/Malaysia","203, 1 AVENUE, New York, NY",-73.9836078,40.7303678
"3742",5511,5511,"FASSST CAFE (SECOND STAGE THEATRE)","305","WEST 43 STREET",10036,"American","305, WEST 43 STREET, New York, NY",-73.9896441,40.7582465
"3743",5512,5512,"THE ATTIC","790","8TH AVE",10019,"American","790, 8TH AVE, New York, NY",-73.986542,40.7612324
"3744",5513,5513,"EL JOBITO RESTAURANT","1579","ST NICHOLAS AVENUE",10040,"Spanish","1579, ST NICHOLAS AVENUE, New York, NY",-73.9305859,40.8543102
"3745",5514,5514,"TAZ CAFE","54","PINE STREET",10005,"American","54, PINE STREET, New York, NY",-74.008506,40.7068405
"3746",5515,5515,"LAN LARB","637","2ND AVE",10016,"Thai","637, 2ND AVE, New York, NY",-73.9758174,40.7453738
"3747",5516,5516,"TOLOACHE MEXICAN BISTRO","251","WEST   50 STREET",10019,"Mexican","251, WEST   50 STREET, New York, NY",-73.9855741,40.7623091
"3748",5517,5517,"PS 450","450","PARK AVENUE SOUTH",10016,"American","450, PARK AVENUE SOUTH, New York, NY",-73.9832572,40.7449807
"3749",5518,5518,"JUICE GENERATION","109","EAST 23RD STREET",10010,"Juice, Smoothies, Fruit Salads","109, EAST 23RD STREET, New York, NY",-73.9858927,40.740301
"3750",5519,5519,"MCDONALD'S","444","LENOX AVENUE",10037,"American","444, LENOX AVENUE, New York, NY",-73.94178,40.812233
"3751",5520,5520,"BOBA GUYS","23","CLINTON ST",10002,"Other","23, CLINTON ST, New York, NY",-73.9845193,40.7206127
"3752",5521,5521,"CASK BAR & KITCHEN","167","EAST   33 STREET",10016,"American","167, EAST   33 STREET, New York, NY",-73.978974,40.7454071
"3753",5522,5522,"MCDONALD'S","26","E 23RD ST",10010,"American","26, E 23RD ST, New York, NY",-73.9879385,40.7404937
"3754",5523,5523,"YAMATO RAMEN & IZAKYA","542","3RD AVE",10016,"Japanese","542, 3RD AVE, New York, NY",-73.9773785,40.7472167
"3755",5526,5526,"BAREBURGER","795","COLUMBUS AVE",10025,"Hamburgers","795, COLUMBUS AVE, New York, NY",-73.9658766,40.7944461
"3756",5527,5527,"CAFE FREDERICK HARLEM PARLOR","2104","FREDERICK DOUGLASS BLVD",10026,"American","2104, FREDERICK DOUGLASS BLVD, New York, NY",-73.956073,40.8029046
"3757",5529,5529,"BARCADE","148","W 24TH ST",10011,"American","148, W 24TH ST, New York, NY",-73.9944248,40.7443119
"3758",5530,5530,"M2M MART","2935","BROADWAY",10025,"Asian","2935, BROADWAY, New York, NY",-73.9648709,40.8073298
"3759",5531,5531,"OLYMPIC PITA","8","W 46TH ST",10036,"Mediterranean","8, W 46TH ST, New York, NY",-73.9799401,40.7560663
"3760",5532,5532,"SMORGAS CHEF AT SCANDINAVIA HOUSE","58","PARK AVENUE",10016,"Scandinavian","58, PARK AVENUE, New York, NY",-73.9800415,40.7494475
"3761",5534,5534,"MOMOFUKU SSAM BAR","207","2 AVENUE",10003,"Asian","207, 2 AVENUE, New York, NY",-73.9858725,40.7317071
"3762",5535,5535,"MACCHIATO ESPRESSO BAR","565","FIFTH AVENUE",10017,"Caf̩/Coffee/Tea","565, FIFTH AVENUE, New York, NY",-73.9785,40.7559946
"3763",5536,5536,"DUNKIN' DONUTS, BASKIN ROBBINS","1703","THIRD AVENUE",10128,"Donuts","1703, THIRD AVENUE, New York, NY",-73.9493207,40.784631
"3764",5537,5537,"7B BAR","108","AVENUE B",10009,"American","108, AVENUE B, New York, NY",-73.98146,40.7250067
"3765",5538,5538,"CASA BELLA","127","MULBERRY STREET",10013,"Italian","127, MULBERRY STREET, New York, NY",-73.9982079,40.7180815
"3766",5540,5540,"CHEERS CUT","36","SAINT MARKS PL",10003,"Asian","36, SAINT MARKS PL, New York, NY",-73.9880711,40.7286295
"3767",5541,5541,"THE CANAL PARK INN","508","CANAL ST",10013,"Continental","508, CANAL ST, New York, NY",-74.0096881,40.7247262
"3768",5542,5542,"HUNAN MANOR","339","LEXINGTON AVE",10016,"Chinese","339, LEXINGTON AVE, New York, NY",-73.9770571,40.7496412
"3769",5543,5543,"DEL POSTO RISTORANTE","85","10 AVENUE",10011,"Italian","85, 10 AVENUE, New York, NY",-74.007652,40.7431365
"3770",5548,5548,"CIVIC DELI","111","WORTH ST",10013,"American","111, WORTH ST, New York, NY",-74.0033414,40.7159388
"3771",5549,5549,"PEACEFOOD CAFE DOWNTOWN","41","EAST   11 STREET",10003,"Vegetarian","41, EAST   11 STREET, New York, NY",-73.9928068,40.7332744
"3772",5550,5550,"COCO","33","SAINT MARKS PL",10003,"Caf̩/Coffee/Tea","33, SAINT MARKS PL, New York, NY",-73.98809,40.729047
"3773",5551,5551,"CAFE ALTRO PARADISO","234","SPRING ST",10013,"Italian","234, SPRING ST, New York, NY",-74.0049285,40.7253454
"3774",5552,5552,"LE BATEAU IVRE","230","EAST   51 STREET",10022,"French","230, EAST   51 STREET, New York, NY",-73.9691596,40.7556979
"3775",5553,5553,"UPPER STORY BY CHARLIE PALMER","979","3RD AVE",10022,"American","979, 3RD AVE, New York, NY",-73.9664276,40.7608858
"3776",5554,5554,"NEW YORK KIMCHI","160","E 23RD ST",10010,"Korean","160, E 23RD ST, New York, NY",-73.9836687,40.7388454
"3777",5555,5555,"TWO BOOTS MIDTOWN EAST","337","LEXINGTON AVE",10016,"Pizza","337, LEXINGTON AVE, New York, NY",-73.9770915,40.7495786
"3778",5558,5558,"BELLS' COFFEE AND DESIGN","30","GRAND ST",10013,"Caf̩/Coffee/Tea","30, GRAND ST, New York, NY",-74.0046096,40.7229205
"3779",5559,5559,"STARBUCKS","600","MADISON AVENUE",10022,"Caf̩/Coffee/Tea","600, MADISON AVENUE, New York, NY",-73.9723737,40.7629848
"3780",5560,5560,"CAMPAGNA QUATTRO GATTI","205","EAST   81 STREET",10028,"Italian","205, EAST   81 STREET, New York, NY",-73.9559819,40.7756014
"3781",5561,5561,"BARCLAYS  CLIENT DINING ROOM","745","7 AVENUE",10019,"American","745, 7 AVENUE, New York, NY",-73.9831407,40.7604814
"3782",5562,5562,"MAGNOLIA RESTAURANT","346","W 40TH ST",10018,"American","346, W 40TH ST, New York, NY",-73.9929658,40.7567044
"3783",5563,5563,"CAPIZZI","547","9 AVENUE",10018,"Pizza","547, 9 AVENUE, New York, NY",-73.9936832,40.7574883
"3784",5565,5565,"CLIFFORD CHANCE CAFETERIA","31","WEST   52 STREET",10019,"American","31, WEST   52 STREET, New York, NY",-73.978182,40.760935
"3785",5566,5566,"ABYSSINIA ETHIOPIAN RESTAURANT","268","WEST  135 STREET",10030,"Ethiopian","268, WEST  135 STREET, New York, NY",-73.946028,40.8160858
"3786",5568,5568,"LITTLE ITALY PIZZA","696","9TH AVE",10036,"Pizza","696, 9TH AVE, New York, NY",-73.9896629,40.761939
"3787",5569,5569,"LES ENFANTS DE BOHEME","173","HENRY ST",10002,"French","173, HENRY ST, New York, NY",-73.988859,40.713678
"3788",5570,5570,"MAPI","1","WEST   13 STREET",10011,"American","1, WEST   13 STREET, New York, NY",-73.9945751,40.7356175
"3789",5571,5571,"JUICY CUBE","674","LEXINGTON AVENUE",10022,"Juice, Smoothies, Fruit Salads","674, LEXINGTON AVENUE, New York, NY",-73.969887,40.760182
"3790",5572,5572,"A.N.Y. GRAND SICHUAN","307","AMSTERDAM AVE",10023,"Chinese","307, AMSTERDAM AVE, New York, NY",-73.980267,40.7800898
"3791",5573,5573,"CAVA MEZZE GRILL","325","PARK AVE S",10010,"Mediterranean","325, PARK AVE S, New York, NY",-73.985488,40.740879
"3792",5574,5574,"BEAN N BEAN","71","BROADWAY",10006,"American","71, BROADWAY, New York, NY",-74.0127751,40.7075758
"3793",5575,5575,"PATHOS","932","1ST AVE",10022,"Mediterranean","932, 1ST AVE, New York, NY",-73.9653009,40.7545427
"3794",5578,5578,"CREPERIE","112","MACDOUGAL STREET",10012,"American","112, MACDOUGAL STREET, New York, NY",-74.0006098,40.7295889
"3795",5579,5579,"CLUB VOA","249","E 49TH ST",10017,"Japanese","249, E 49TH ST, New York, NY",-73.9693821,40.7546065
"3796",5580,5580,"HUDSON DINER","468","HUDSON STREET",10014,"American","468, HUDSON STREET, New York, NY",-74.006412,40.7318996
"3797",5581,5581,"EL RINCON VEGANO REST","1047","SAINT NICHOLAS AVE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","1047, SAINT NICHOLAS AVE, New York, NY",-73.9403334,40.8366375
"3798",5582,5582,"KUNG FU TEA","28","SAINT MARKS PL",10003,"Caf̩/Coffee/Tea","28, SAINT MARKS PL, New York, NY",-73.9885836,40.7288288
"3799",5583,5583,"RED MANGO","701","2ND AVE",10016,"American","701, 2ND AVE, New York, NY",-73.974417,40.7472013
"3800",5585,5585,"PJ CARNEY'S","906","7 AVENUE",10019,"Irish","906, 7 AVENUE, New York, NY",-73.980002,40.7659216
"3801",5586,5586,"OBICA MOZZARELLA BAR","590","MADISON AVENUE",10022,"Italian","590, MADISON AVENUE, New York, NY",-73.97237,40.76225
"3802",5587,5587,"BAREBURGER","535","LAGUARDIA PLACE",10012,"American","535, LAGUARDIA PLACE, New York, NY",-73.9982132,40.7282767
"3803",5588,5588,"Broadway Pizza","1157","BROADWAY",10001,"Pizza","1157, BROADWAY, New York, NY",-73.9890727,40.7443983
"3804",5589,5589,"BARBETTA RESTAURANT","319321","323 W. 46TH ST.",10036,"Italian","319321, 323 W. 46TH ST., New York, NY",-73.988948,40.760337
"3805",5590,5590,"SPAGHETTI INCIDENT","231","ELDRIDGE ST",10002,"Italian","231, ELDRIDGE ST, New York, NY",-73.9899587,40.722402
"3806",5591,5591,"HEX & COMPANY","2871","BROADWAY",10025,"Caf̩/Coffee/Tea","2871, BROADWAY, New York, NY",-73.9662326,40.8052641
"3807",5592,5592,"CAFE 21 (entrance is between 60TH & 61st Street on Hudson)","21","W END AVE",10023,"American","21, W END AVE, New York, NY",-73.9902571,40.77272
"3808",5594,5594,"RIPOSO 46","667","9 AVENUE",10036,"Italian","667, 9 AVENUE, New York, NY",-73.9908658,40.761204
"3809",5595,5595,"MARCHIS RESTAURANT","251","EAST   31 STREET",10016,"Italian","251, EAST   31 STREET, New York, NY",-73.9775621,40.7431898
"3810",5597,5597,"THE DEZ","227","MULBERRY ST",10012,"Other","227, MULBERRY ST, New York, NY",-73.9962714,40.7225831
"3811",5598,5598,"MERCER KITCHEN","99","PRINCE STREET",10012,"Irish","99, PRINCE STREET, New York, NY",-73.9986648,40.7249049
"3812",5599,5599,"HANAMICHI","28","W 32ND ST",10001,"Asian","28, W 32ND ST, New York, NY",-73.9871121,40.7475563
"3813",5600,5600,"UPTOWN JUICE BAR","2524","7TH AVE",10039,"Juice, Smoothies, Fruit Salads","2524, 7TH AVE, New York, NY",-73.9388235,40.8226342
"3814",5601,5601,"PIANOS","158","LUDLOW STREET",10002,"American","158, LUDLOW STREET, New York, NY",-73.9877377,40.7210244
"3815",5602,5602,"PISTICCI RESTAURANT","125","LA SALLE STREET",10027,"Italian","125, LA SALLE STREET, New York, NY",-73.9602516,40.8143328
"3816",5603,5603,"FIG & OLIVE MIDTOWN","10","EAST   52 STREET",10022,"Mediterranean","10, EAST   52 STREET, New York, NY",-73.9756337,40.7592803
"3817",5605,5605,"CASA LEVER","390","PARK AVENUE",10022,"Italian","390, PARK AVENUE, New York, NY",-73.9729477,40.7597285
"3818",5606,5606,"VIP CLUB","20","WEST   20 STREET",10011,"American","20, WEST   20 STREET, New York, NY",-73.992403,40.7400978
"3819",5607,5607,"SHAKE SHACK","0","MADISON SQUARE PARK",10010,"Hamburgers","0, MADISON SQUARE PARK, New York, NY",-73.9875635,40.7420371
"3820",5609,5609,"LE PAIN QUOTIDIEN","494","AMSTERDAM AVENUE",10024,"Sandwiches","494, AMSTERDAM AVENUE, New York, NY",-73.9763569,40.786389
"3821",5610,5610,"BEDLAM","40","AVENUE C",10009,"American","40, AVENUE C, New York, NY",-73.9801941,40.7217844
"3822",5611,5611,"PURE GREEN","45","E 45TH ST",10017,"Other","45, E 45TH ST, New York, NY",-73.9774787,40.7547501
"3823",5613,5613,"IGGY'S PIZZERIA","173","1 AVENUE",10003,"Pizza","173, 1 AVENUE, New York, NY",-73.9843574,40.7292527
"3824",5616,5616,"CHIPOTLE MEXICAN GRILL","2298","BROADWAY",10024,"Tex-Mex","2298, BROADWAY, New York, NY",-73.977863,40.786191
"3825",5617,5617,"DONA BELLA  PIZZA","154","CHURCH STREET",10007,"Pizza","154, CHURCH STREET, New York, NY",-74.0079738,40.7151451
"3826",5618,5618,"MOON HOUSE CHINESE RESTAURANT","1810","3 AVENUE",10029,"Chinese/Japanese","1810, 3 AVENUE, New York, NY",-73.9474169,40.7881953
"3827",5619,5619,"CONTINENTAL","25","3 AVENUE",10003,"American","25, 3 AVENUE, New York, NY",-73.9893848,40.7295607
"3828",5620,5620,"RUSTY'S FLAVOR","2261","ADAM CLAYTON POWELL JR BLVD",10030,"Caribbean","2261, ADAM CLAYTON POWELL JR BLVD, New York, NY",-73.9442254,40.8139799
"3829",5621,5621,"BY SUZETTE","38","E 23RD ST",10010,"French","38, E 23RD ST, New York, NY",-73.9874137,40.7403714
"3830",5622,5622,"SUGAR HILL CAFE","410","W 145TH ST",10031,"Caf̩/Coffee/Tea","410, W 145TH ST, New York, NY",-73.9456375,40.8241933
"3831",5623,5623,"JOHAL DELI","945","COLUMBUS AVE",10025,"Pakistani","945, COLUMBUS AVE, New York, NY",-73.9623639,40.7994034
"3832",5624,5624,"FRESCOS PIZZERIA","804","W 187TH ST",10033,"Pizza","804, W 187TH ST, New York, NY",-73.9372571,40.8551498
"3833",5625,5625,"MAMAN","837","WASHINGTON ST",10014,"Caf̩/Coffee/Tea","837, WASHINGTON ST, New York, NY",-74.0073813,40.7406065
"3834",5626,5626,"ESANATION","750","9TH AVE",10019,"Thai","750, 9TH AVE, New York, NY",-73.9884127,40.7637141
"3835",5627,5627,"BLUESTONE LANE","55","GREENWICH AVE",10014,"Australian","55, GREENWICH AVE, New York, NY",-74.0008853,40.7358057
"3836",5628,5628,"KANA TAPAS BAR & RESTAURANT","324","SPRING STREET",10013,"Tapas","324, SPRING STREET, New York, NY",-74.0094241,40.725857
"3837",5629,5629,"212 STEAKHOUSE","316","E 53RD ST",10022,"Steak","316, E 53RD ST, New York, NY",-73.9665424,40.7562907
"3838",5630,5630,"GELATO GIUSTO","164","9TH AVE",10011,"Ice Cream, Gelato, Yogurt, Ices","164, 9TH AVE, New York, NY",-74.0023544,40.744623
"3839",5631,5631,"THE OTHEROOM","143","PERRY STREET",10014,"American","143, PERRY STREET, New York, NY",-74.0080469,40.7349676
"3840",5632,5632,"HOUSTON HALL","222","WEST HOUSTON STREET",10014,"American","222, WEST HOUSTON STREET, New York, NY",-74.0047186,40.7288006
"3841",5633,5633,"FAILTE","531","2 AVENUE",10016,"Irish","531, 2 AVENUE, New York, NY",-73.9782107,40.7420515
"3842",5634,5634,"DIG INN SEASONAL MARKET","40","WEST   55 STREET",10019,"American","40, WEST   55 STREET, New York, NY",-73.9767127,40.7622699
"3843",5635,5635,"UTSAV FESTIVE INDIA RESTAURANT","1185","AVENUE OF AMERICAS",10036,"Indian","1185, AVENUE OF AMERICAS, New York, NY",-73.9823142,40.7579714
"3844",5636,5636,"ATWOOD KITCHEN & BAR","986","2ND AVE",10022,"American","986, 2ND AVE, New York, NY",-73.9672311,40.756157
"3845",5637,5637,"Grand Banks",NA,"Park N. Moore St. at West S",10013,"Seafood","NA, Park N. Moore St. at West S, New York, NY",-74.0122787,40.7203285
"3846",5638,5638,"MOMOFUKU MILK BAR","251","EAST   13 STREET",10003,"Caf̩/Coffee/Tea","251, EAST   13 STREET, New York, NY",-73.9856429,40.7318676
"3847",5639,5639,"SWEETGREEN","600","W 115TH ST",10025,"Soups & Sandwiches","600, W 115TH ST, New York, NY",-73.9648936,40.8074141
"3848",5640,5640,"SISTERS CUISINE","1931","MADISON AVENUE",10035,"Caribbean","1931, MADISON AVENUE, New York, NY",-73.940857,40.805088
"3849",5641,5641,"NEIL SIMON THEATRE","250","WEST   52 STREET",10019,"American","250, WEST   52 STREET, New York, NY",-73.9846328,40.763105
"3850",5642,5642,"JJ'S CAFE","524","WEST   59 STREET",10019,"American","524, WEST   59 STREET, New York, NY",-73.9892342,40.7707237
"3851",5643,5643,"EDEN WOK","43","E 34TH ST",10016,"Jewish/Kosher","43, E 34TH ST, New York, NY",-73.9823372,40.7477663
"3852",5644,5644,"AMORINO","721","8TH AVE",10036,"Ice Cream, Gelato, Yogurt, Ices","721, 8TH AVE, New York, NY",-73.9884984,40.7595642
"3853",5645,5645,"NIU NOODLE HOUSE","15","GREENWICH AVENUE",10014,"Chinese","15, GREENWICH AVENUE, New York, NY",-73.9999945,40.7343666
"3854",5646,5646,"WAVERLY RESTAURANT","385","6 AVENUE",10014,"American","385, 6 AVENUE, New York, NY",-74.0002885,40.7331728
"3855",5647,5647,"CHINA MOON","7","EAST 47 STREET",10017,"Chinese","7, EAST 47 STREET, New York, NY",-73.9777607,40.7565634
"3856",5648,5648,"MONKEY BAR","60","EAST   54 STREET",10022,"American","60, EAST   54 STREET, New York, NY",-73.9734055,40.7600804
"3857",5649,5649,"RED STAR CHINESE RESTAURANT","2529","ADAM CLAYTON POWELL JR BLVD",10039,"Chinese","2529, ADAM CLAYTON POWELL JR BLVD, New York, NY",-73.9379798,40.8224573
"3858",5650,5650,"WATERSIDE CAFE","25","WATERSIDE PLZ",10010,"American","25, WATERSIDE PLZ, New York, NY",-73.9739185,40.7372562
"3859",5651,5651,"STARBUCKS","655","LEXINGTON AVENUE",10022,"Caf̩/Coffee/Tea","655, LEXINGTON AVENUE, New York, NY",-73.9699941,40.7594634
"3860",5652,5652,"CAFE 55","55","WATER ST",10004,"American","55, WATER ST, New York, NY",-74.0088962,40.7033226
"3861",5653,5653,"SL GREEN REALTY","420","LEXINGTON AVENUE",10017,"American","420, LEXINGTON AVENUE, New York, NY",-73.9759322,40.7527814
"3862",5654,5654,"JOHN SULLIVAN'S PUB","210","W 35TH ST",10001,"Irish","210, W 35TH ST, New York, NY",-73.990707,40.751651
"3863",5655,5655,"EDWARD'S","136","WEST BROADWAY",10013,"American","136, WEST BROADWAY, New York, NY",-74.0083683,40.7169795
"3864",5656,5656,"BURGER & BARREL","25","WEST HOUSTON STREET",10012,"American","25, WEST HOUSTON STREET, New York, NY",-73.9979241,40.725675
"3865",5657,5657,"POKE BOWL","104","FULTON ST",10038,"Hawaiian","104, FULTON ST, New York, NY",-74.0068345,40.709556
"3866",5659,5659,"HEARTH","403","EAST   12 STREET",10009,"American","403, EAST   12 STREET, New York, NY",-73.9831883,40.7300263
"3867",5660,5660,"LOIS BAR","98","AVENUE C",10009,"American","98, AVENUE C, New York, NY",-73.9787783,40.7237208
"3868",5661,5661,"ABURIYA KINNOSUKE","213","EAST   45 STREET",10017,"Japanese","213, EAST   45 STREET, New York, NY",-73.9722489,40.7525305
"3869",5662,5662,"DANTE'S GOURMET FOOD","166","WILLIAM STREET",10038,"American","166, WILLIAM STREET, New York, NY",-74.0056597,40.7101841
"3870",5663,5663,"HALE & HEARTY SOUP","462","7 AVENUE",10018,"Soups & Sandwiches","462, 7 AVENUE, New York, NY",-73.9902966,40.7519617
