"","X.1","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"727",1038,1038,"EL TAPATIO MEXICAN RESTAURANT","209","EAST  116 STREET",10029,"Mexican","209, EAST  116 STREET, New York, NY",-73.9391738,40.797916
"728",1039,1039,"LE PAIN QUOTIDIEN","7","EAST   53 STREET",10022,"Sandwiches","7, EAST   53 STREET, New York, NY",-73.9749794,40.7602968
"729",1040,1040,"CAFE HENRIE","116","FORSYTH ST",10002,"Caf̩/Coffee/Tea","116, FORSYTH ST, New York, NY",-73.9921624,40.7191233
"730",1043,1043,"NEW TOPAZ","127","W 56TH ST",10019,"Thai","127, W 56TH ST, New York, NY",-73.978911,40.764421
"731",1044,1044,"ASTRO RESTAURANT","101","WEST   55 STREET",10019,"American","101, WEST   55 STREET, New York, NY",-73.9782541,40.7633519
"732",1045,1045,"HATSUHANA RESTAURANT","17","EAST   48 STREET",10017,"Japanese","17, EAST   48 STREET, New York, NY",-73.9769193,40.7570317
"733",1047,1047,"MATSUNICHI","14-18","ELIZABETH ST",10013,"Other","14-18, ELIZABETH ST, New York, NY",-73.9972164,40.7159527
"734",1048,1048,"LA CAVA","939","2 AVENUE",10022,"Italian","939, 2 AVENUE, New York, NY",-73.9688863,40.7548515
"735",1051,1051,"GOLDEN STEAMER","143","MOTT STREET",10013,"Bakery","143, MOTT STREET, New York, NY",-73.996815,40.718765
"736",1052,1052,"SMITH & MILLS","71","NORTH MOORE STREET",10013,"American","71, NORTH MOORE STREET, New York, NY",-74.0097612,40.7200917
"737",1053,1053,"CHIU HONG BAKERY","161","MOTT STREET",10013,"Bakery","161, MOTT STREET, New York, NY",-73.9965239,40.7196646
"738",1054,1054,"BUONGIORNO ESPRESSO","502","9 AVENUE",10018,"American","502, 9 AVENUE, New York, NY",-73.9941021,40.7559297
"739",1057,1057,"STARBUCKS","14","WEST 23 STREET",10010,"Caf̩/Coffee/Tea","14, WEST 23 STREET, New York, NY",-73.9903719,40.7415725
"740",1066,1066,"PEAK THAI","301","E 49TH ST",10017,"Thai","301, E 49TH ST, New York, NY",-73.9685278,40.7542526
"741",1067,1067,"LONDEL'S SUPPER CLUB","2620","FREDERICK DOUGLASS BOULEVARD",10030,"American","2620, FREDERICK DOUGLASS BOULEVARD, New York, NY",-73.9441106,40.8194181
"742",1068,1068,"MARY'S FISH CAMP","246","WEST    4 STREET",10014,"Seafood","246, WEST    4 STREET, New York, NY",-74.0032198,40.7347279
"743",1069,1069,"CITY COLLEGE CAFETERIA","138","ST CONVENT AVE",10031,"American","138, ST CONVENT AVE, New York, NY",-73.9515433,40.8181623
"744",1070,1070,"DUNKIN' DONUTS","265","WEST   37 STREET",10018,"Donuts","265, WEST   37 STREET, New York, NY",-73.9918552,40.7540399
"745",1071,1071,"BLAUE GANS","139","DUANE STREET",10013,"German","139, DUANE STREET, New York, NY",-74.0076277,40.7165076
"746",1072,1072,"SOHO PARK","62","PRINCE STREET",10012,"American","62, PRINCE STREET, New York, NY",-73.9967844,40.7236273
"747",1073,1073,"AWASH ETHIOPIAN RESTAURANT","338","EAST    6 STREET",10003,"Ethiopian","338, EAST    6 STREET, New York, NY",-73.9868366,40.7265542
"748",1074,1074,"SUBWAY","3795","BROADWAY",10032,"Sandwiches/Salads/Mixed Buffet","3795, BROADWAY, New York, NY",-73.9449065,40.8346998
"749",1075,1075,"CAFE R","116","W 32ND ST",10001,"American","116, W 32ND ST, New York, NY",-73.9897851,40.7487912
"750",1076,1076,"THE TRIPLE CROWN","330","7 AVENUE",10001,"Irish","330, 7 AVENUE, New York, NY",-73.9933739,40.7477397
"751",1077,1077,"WHITE HORSE TAVERN","567","HUDSON STREET",10014,"American","567, HUDSON STREET, New York, NY",-74.006195,40.735663
"752",1078,1078,"TSURUTONTAN UDON NOODLE BRASSERIE","21","E 16TH ST",10003,"Japanese","21, E 16TH ST, New York, NY",-73.991262,40.7368653
"753",1079,1079,"MIKA JAPANESE CUISINE & BAR","150","CENTRE STREET",10013,"Chinese/Japanese","150, CENTRE STREET, New York, NY",-74.0002331,40.7174105
"754",1080,1080,"CHOP'T","145","WEST 51 STREET",10019,"Salads","145, WEST 51 STREET, New York, NY",-73.9810905,40.7611573
"755",1082,1082,"SUKHUMVIT 51","224","E 51ST ST",10022,"Thai","224, E 51ST ST, New York, NY",-73.9694314,40.7558742
"756",1084,1084,"BAKER & CO.","263","BLEECKER ST",10014,"Italian","263, BLEECKER ST, New York, NY",-74.0029411,40.7313595
"757",1085,1085,"BRAVEST","700","2 AVENUE",10016,"American","700, 2 AVENUE, New York, NY",-73.9738922,40.7470934
"758",1086,1086,"PHOENIX","447","EAST   13 STREET",10009,"American","447, EAST   13 STREET, New York, NY",-73.9811835,40.730016
"759",1087,1087,"PROTO PIZZA","50","2ND AVE",10003,"Pizza/Italian","50, 2ND AVE, New York, NY",-73.9897417,40.7253158
"760",1088,1088,"THE LITTLE BEET","1140","BROADWAY",10001,"American","1140, BROADWAY, New York, NY",-73.988742,40.7439083
"761",1089,1089,"NEW HAPPY WOK","158","DELANCEY ST",10002,"Chinese","158, DELANCEY ST, New York, NY",-73.9859252,40.7181129
"762",1090,1090,"XANADU COFFEE","225","W 23RD ST",10011,"Caf̩/Coffee/Tea","225, W 23RD ST, New York, NY",-73.9964597,40.7447352
"763",1091,1091,"INDO-PAK HALAL RESTAURANT","2173","2 AVENUE",10029,"Pakistani","2173, 2 AVENUE, New York, NY",-73.9399794,40.7943144
"764",1092,1092,"EL TEMERARIO","198","8TH AVE",10011,"Mexican","198, 8TH AVE, New York, NY",-73.9995002,40.7434121
"765",1093,1093,"ARTIFAKT BAR","54","WATTS STREET",10013,"American","54, WATTS STREET, New York, NY",-74.0052466,40.7238748
"766",1094,1094,"KENNEDY FRIED CHICKEN","2232","3RD AVE",10035,"Chicken","2232, 3RD AVE, New York, NY",-73.9377855,40.801592
"767",1095,1095,"KOPI KOPI","68","WEST    3 STREET",10012,"Indonesian","68, WEST    3 STREET, New York, NY",-73.9983012,40.7293583
"768",1097,1097,"CHANG LE XIN FAN ZHUANG","36","ELDRIDGE STREET",10002,"Chinese","36, ELDRIDGE STREET, New York, NY",-73.993157,40.7156197
"769",1099,1099,"ARIA","365","W 51ST ST",10019,"American","365, W 51ST ST, New York, NY",-73.9880546,40.7639428
"770",1101,1101,"BRASSERIE COGNAC EAST","963","LEXINGTON AVE",10021,"French","963, LEXINGTON AVE, New York, NY",-73.9629034,40.7691146
"771",1102,1102,"PADTHAI NOODLE LOUNGE","114","8 AVENUE",10011,"Thai","114, 8 AVENUE, New York, NY",-74.0014541,40.7408231
"772",1104,1104,"GRAMERCY TAVERN","42","EAST   20 STREET",10003,"American","42, EAST   20 STREET, New York, NY",-73.9884665,40.7384647
"773",1105,1105,"HARLEM BURGER CO.","2190","FREDERICK DOUGLASS BLVD",10026,"American","2190, FREDERICK DOUGLASS BLVD, New York, NY",-73.954103,40.8057419
"774",1107,1107,"STUDIO TWENTY ONE","59","WEST   21 STREET",10010,"American","59, WEST   21 STREET, New York, NY",-73.9932293,40.7415441
"775",1108,1108,"RAOULS","180","PRINCE STREET",10012,"French","180, PRINCE STREET, New York, NY",-74.0021248,40.726174
"776",1111,1111,"WCOU RADIO / TILE BAR","115","1 AVENUE",10003,"American","115, 1 AVENUE, New York, NY",-73.9859069,40.7271849
"777",1112,1112,"SHANGHAI CAFE DELUXE","100","MOTT STREET",10013,"Chinese","100, MOTT STREET, New York, NY",-73.9972125,40.717252
"778",1114,1114,"BAR GONZO","511","9TH AVE",10018,"American","511, 9TH AVE, New York, NY",-73.994608,40.756264
"779",1115,1115,"EL RINCONCITO RESTAURANT","408","EAST   10 STREET",10009,"Spanish","408, EAST   10 STREET, New York, NY",-73.9770263,40.7254798
"780",1116,1116,"JOE JR. RESTAURANT","167","3RD AVE",10003,"American","167, 3RD AVE, New York, NY",-73.985873,40.734631
"781",1118,1118,"RAYMI/LATIN BEET KITCHEN","43","WEST   24 STREET",10010,"Peruvian","43, WEST   24 STREET, New York, NY",-73.9912899,40.7433809
"782",1119,1119,"VALBELLA MIDTOWN","520","MADISON AVENUE",10022,"Italian","520, MADISON AVENUE, New York, NY",-73.9745165,40.760264
"783",1120,1120,"HAMILTON DELI","1129","AMSTERDAM AVENUE",10025,"Delicatessen","1129, AMSTERDAM AVENUE, New York, NY",-73.9609312,40.8064211
"784",1121,1121,"AI FIORI","400","5 AVENUE",10018,"Italian","400, 5 AVENUE, New York, NY",-73.9837835,40.7500752
"785",1123,1123,"TARALLUCCI E VINO","475","COLUMBUS AVENUE",10024,"Italian","475, COLUMBUS AVENUE, New York, NY",-73.973347,40.784298
"786",1124,1124,"CRAVE FISH BAR","945","2 AVENUE",10022,"Seafood","945, 2 AVENUE, New York, NY",-73.9687005,40.7551309
"787",1126,1126,"MEZETTO","205","ALLEN STREET",10002,"Mediterranean","205, ALLEN STREET, New York, NY",-73.9890752,40.7227488
"788",1127,1127,"SUSHI HANA","111","RIVINGTON STREET",10002,"Japanese","111, RIVINGTON STREET, New York, NY",-73.987947,40.719773
"789",1128,1128,"LA CASA DEL MOFONGO","14471451","SAINT NICHOLAS AVENUE",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","14471451, SAINT NICHOLAS AVENUE, New York, NY",-73.9422999,40.828552
"790",1129,1129,"ANCHOR WINEBAR","3508","BROADWAY",10031,"Italian","3508, BROADWAY, New York, NY",-73.9509632,40.8252497
"791",1130,1130,"FREDDY'S SOUL CARIBBEAN RESTAURANT CORP","1980","ADAM CLAYTON POWELL JR BLVD",10026,"Caribbean","1980, ADAM CLAYTON POWELL JR BLVD, New York, NY",-73.951363,40.805506
"792",1132,1132,"CAFFE VIVALDI","32","JONES STREET",10014,"Caf̩/Coffee/Tea","32, JONES STREET, New York, NY",-74.0029805,40.7317316
"793",1133,1133,"LE GIGOT","18","CORNELIA ST",10014,"French","18, CORNELIA ST, New York, NY",-74.001914,40.7313345
"794",1135,1135,"LinderMan","508","WEST   42 STREET",10036,"American","508, WEST   42 STREET, New York, NY",-73.9963024,40.7597852
"795",1136,1136,"POLLO DORADO FRIED CHICKEN","1497","ST NICHOLAS AVENUE",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","1497, ST NICHOLAS AVENUE, New York, NY",-73.9320983,40.8519374
"796",1137,1137,"FIVE GUYS FAMOUS BURGERS AND FRIES","343","7 AVENUE",10001,"American","343, 7 AVENUE, New York, NY",-73.9925297,40.7478618
"797",1138,1138,"HURON CLUB/SOHO PLAYHOUSE","15","VANDAM STREET",10013,"American","15, VANDAM STREET, New York, NY",-74.0043743,40.7265315
"798",1139,1139,"POPEYES LOUISIANA KITCHEN","47","WEST   14 STREET",10011,"Chicken","47, WEST   14 STREET, New York, NY",-73.9957205,40.7372546
"799",1141,1141,"BURGOS RESTAURANT","206","DYCKMAN STREET",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","206, DYCKMAN STREET, New York, NY",-73.9272195,40.8650036
"800",1142,1142,"GOA TACO","101","MACDOUGAL ST",10012,"Mexican","101, MACDOUGAL ST, New York, NY",-74.0009312,40.7296731
"801",1143,1143,"TACO BELL","1351","SAINT NICHOLAS AVE",10033,"Tex-Mex","1351, SAINT NICHOLAS AVE, New York, NY",-73.9356551,40.8472787
"802",1144,1144,"CHIRPING CHICKEN","940","COLUMBUS AVE",10025,"American","940, COLUMBUS AVE, New York, NY",-73.963059,40.799521
"803",1145,1145,"DUKE'S","560","3 AVENUE",10016,"American","560, 3 AVENUE, New York, NY",-73.9767947,40.7480839
"804",1146,1146,"CUPCAKE MARKET","74","E 7TH ST",10003,"Bakery","74, E 7TH ST, New York, NY",-73.9866482,40.7272322
"805",1147,1147,"DUNKIN' DONUTS, BASKIN ROBBINS","745","2 AVENUE",10016,"Donuts","745, 2 AVENUE, New York, NY",-73.9734268,40.7486343
"806",1148,1148,"ANGELO'S PIZZA","1043","2ND AVE",10022,"Pizza/Italian","1043, 2ND AVE, New York, NY",-73.9666083,40.7579643
"807",1150,1150,"ROMA PIZZA","1572","3RD AVE",10128,"Pizza/Italian","1572, 3RD AVE, New York, NY",-73.95318,40.7804721
"808",1151,1151,"MURRAY'S BAGELS","500","AVENUE OF THE AMERICAS",10011,"Bagels/Pretzels","500, AVENUE OF THE AMERICAS, New York, NY",-73.9971207,40.7363143
"809",1154,1154,"V-BAR & CAFE","225","SULLIVAN STREET",10012,"American","225, SULLIVAN STREET, New York, NY",-73.999508,40.7295486
"810",1155,1155,"JESSIE'S EXPRESS CAFE","411","8 AVENUE",10001,"Sandwiches/Salads/Mixed Buffet","411, 8 AVENUE, New York, NY",-73.9952614,40.75016
"811",1156,1156,"ZEST","249","BROOME STREET",10002,"Asian","249, BROOME STREET, New York, NY",-73.9899587,40.7178452
"812",1157,1157,"ROTI MEDITERRANEAN GRILL","142","EAST 43 STREET",10017,"Mediterranean","142, EAST 43 STREET, New York, NY",-73.9746566,40.7516166
"813",1160,1160,"LITTLE ITALY PIZZA","214","W 92ND ST",10025,"Pizza/Italian","214, W 92ND ST, New York, NY",-73.9733395,40.79183
"814",1161,1161,"MADISON BAGEL AND GRILL","5","MADISON ST",10038,"American","5, MADISON ST, New York, NY",-74.0006123,40.7118545
"815",1164,1164,"BAIT & HOOK","231","2 AVENUE",10003,"Seafood","231, 2 AVENUE, New York, NY",-73.985007,40.7325995
"816",1165,1165,"ROSARIO'S PIZZA","173","ORCHARD STREET",10002,"Pizza","173, ORCHARD STREET, New York, NY",-73.9886492,40.7216286
"817",1166,1166,"THE GYRO SHOP","593","1ST AVE",10016,"Greek","593, 1ST AVE, New York, NY",-73.9738664,40.7437485
"818",1167,1167,"NEXT DOOR RESTAURANT","813","W 187TH ST",10033,"Chinese/Cuban","813, W 187TH ST, New York, NY",-73.9374537,40.8555257
"819",1169,1169,"THE SMITH","956","2 AVENUE",10022,"American","956, 2 AVENUE, New York, NY",-73.967868,40.755165
"820",1170,1170,"LOUIE AND CHAN","303-305","BROOME ST",10002,"Italian","303-305, BROOME ST, New York, NY",-73.9924425,40.7185857
"821",1171,1171,"WILLIAM BARNACLE","80","ST MARKS PLACE",10003,"American","80, ST MARKS PLACE, New York, NY",-73.9858391,40.727506
"822",1172,1172,"NILES RESTAURANT","371","7 AVENUE",10001,"American","371, 7 AVENUE, New York, NY",-73.9918831,40.7487173
"823",1173,1173,"MESS HALL","2194","FRDRCK DGLS BLVD",10026,"American","2194, FRDRCK DGLS BLVD, New York, NY",-73.9539762,40.8058285
"824",1177,1177,"GRACE STREET","17","W 32 STREET",10001,"Caf̩/Coffee/Tea","17, W 32 STREET, New York, NY",-73.9867171,40.7474873
"825",1178,1178,"ORIENTAL GARDEN RESTAURANT","14","ELIZABETH STREET",10013,"Chinese","14, ELIZABETH STREET, New York, NY",-73.9969389,40.7158069
"826",1179,1179,"RIPE","86","CLINTON ST",10002,"American","86, CLINTON ST, New York, NY",-73.9851838,40.7184807
"827",1180,1180,"KUMO SUSHI","282","BLEECKER STREET",10014,"Japanese","282, BLEECKER STREET, New York, NY",-74.0035365,40.731751
"828",1181,1181,"YUNG SUN SEAFOOD RESTAURANT","47","EAST BROADWAY",10002,"Chinese","47, EAST BROADWAY, New York, NY",-73.9957893,40.7133811
"829",1183,1183,"KING'S STREET COFFEE","121","W 30TH ST",10001,"Caf̩/Coffee/Tea","121, W 30TH ST, New York, NY",-73.9906072,40.7478184
"830",1184,1184,"AMSTERDAM BURGER CO.","654","AMSTERDAM AVENUE",10025,"Jewish/Kosher","654, AMSTERDAM AVENUE, New York, NY",-73.9726033,40.7915261
"831",1185,1185,"BAKERY ON 3RD CAFE","1885","3RD AVE",10029,"Bakery","1885, 3RD AVE, New York, NY",-73.9451897,40.7902887
"832",1186,1186,"MORGAN STANLEY","1585","BROADWAY",10036,"American","1585, BROADWAY, New York, NY",-73.985678,40.760386
"833",1187,1187,"THE BOILER ROOM","86","EAST    4 STREET",10003,"American","86, EAST    4 STREET, New York, NY",-73.9892241,40.7259662
"834",1188,1188,"SWAY LOUNGE","305","SPRING STREET",10013,"American","305, SPRING STREET, New York, NY",-74.0083683,40.7261321
"835",1189,1189,"MARM CAFE","79","CLINTON ST",10002,"American","79, CLINTON ST, New York, NY",-73.9852756,40.7189185
"836",1190,1190,"BIG DADDY'S DINER","239","PARK AVENUE SOUTH",10003,"American","239, PARK AVENUE SOUTH, New York, NY",-73.9876401,40.737807
"837",1191,1191,"BAGEL EXPRESS","347","LEXINGTON AVENUE",10016,"Bagels/Pretzels","347, LEXINGTON AVENUE, New York, NY",-73.9768587,40.7498032
"838",1192,1192,"NOMADO 33","165","E 33RD ST",10016,"Japanese","165, E 33RD ST, New York, NY",-73.9790199,40.7454909
"839",1193,1193,"LA CANTINA HEIGHTS","4460","BROADWAY",10040,"American","4460, BROADWAY, New York, NY",-73.9322943,40.8567915
"840",1194,1194,"BURGER JOINT","33","W. 8TH ST",10011,"Hamburgers","33, W. 8TH ST, New York, NY",-73.997993,40.733079
"841",1195,1195,"JFK FRIED CHICKEN","2041","1ST AVE",10029,"Chicken","2041, 1ST AVE, New York, NY",-73.94067,40.789354
"842",1199,1199,"PALM RESTAURANT","200","CHAMBERS STREET",10007,"Steak","200, CHAMBERS STREET, New York, NY",-74.0123288,40.7167519
"843",1202,1202,"CASA ADELA RESTAURANT","66","AVENUE C",10009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","66, AVENUE C, New York, NY",-73.9796274,40.7225962
"844",1204,1204,"TOASTIES","25","JOHN STREET",10038,"American","25, JOHN STREET, New York, NY",-74.0085713,40.7098097
"845",1205,1205,"SOPHIE'S CUBAN CUISINE","28","EAST   23 STREET",10010,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","28, EAST   23 STREET, New York, NY",-73.9878008,40.7405514
"846",1208,1208,"GEORGE KEELEY","485","AMSTERDAM AVENUE",10024,"American","485, AMSTERDAM AVENUE, New York, NY",-73.976001,40.7858376
"847",1209,1209,"SPOONFED NYC RESTAURANT","331","W 51ST ST",10019,"Soul Food","331, W 51ST ST, New York, NY",-73.9868711,40.7636253
"848",1210,1210,"CAFE 71","2061","BROADWAY",10023,"Caf̩/Coffee/Tea","2061, BROADWAY, New York, NY",-73.9823372,40.7782124
"849",1211,1211,"THE UPSIDER NYC","1004","2ND AVE",10022,"American","1004, 2ND AVE, New York, NY",-73.9667949,40.7567704
"850",1214,1214,"ASHOKA","489","COLUMBUS AVE",10024,"Indian","489, COLUMBUS AVE, New York, NY",-73.9730625,40.7847644
"851",1215,1215,"SCARLATTO","250","WEST   47 STREET",10036,"Italian","250, WEST   47 STREET, New York, NY",-73.9867021,40.7598419
"852",1217,1217,"BIRDBATH","518","COLUMBUS AVENUE",10024,"Bakery","518, COLUMBUS AVENUE, New York, NY",-73.9729561,40.7858118
"853",1218,1218,"SHUBERT THEATER","225","WEST 44 STREET",10036,"American","225, WEST 44 STREET, New York, NY",-73.9871606,40.7580922
"854",1220,1220,"MCCANN CAFETERIA","622","THIRD AVENUE",10017,"Soups & Sandwiches","622, THIRD AVENUE, New York, NY",-73.9757026,40.7497769
"855",1221,1221,"PHO VIETNAM 87 CORPORATION","87","CHRYSTIE ST",10002,"Asian","87, CHRYSTIE ST, New York, NY",-73.9944579,40.7175951
"856",1223,1223,"STARBUCKS","560","LEXINGTON AVENUE",10022,"Caf̩/Coffee/Tea","560, LEXINGTON AVENUE, New York, NY",-73.9726722,40.7568337
"857",1226,1226,"UNTAMED SANDWICHES","43","W 39TH ST",10018,"American","43, W 39TH ST, New York, NY",-73.9843918,40.7526992
"858",1227,1227,"PERPETUUM CAFE","124","W 25TH ST",10001,"Caf̩/Coffee/Tea","124, W 25TH ST, New York, NY",-73.9930806,40.7444273
"859",1228,1228,"Pho Saigon","987","1ST AVE",10022,"Vietnamese/Cambodian/Malaysia","987, 1ST AVE, New York, NY",-73.9644761,40.7566145
"860",1231,1231,"ZAFI'S LUNCHEONETTE","500","GRAND STREET",10002,"American","500, GRAND STREET, New York, NY",-73.9826826,40.7153408
"861",1233,1233,"BISTANGO","415","3 AVENUE",10016,"Italian","415, 3 AVENUE, New York, NY",-73.9800874,40.7425833
"862",1235,1235,"LAZZARAS PIZZA CAFE","221","WEST   38 STREET",10018,"Pizza","221, WEST   38 STREET, New York, NY",-73.9896177,40.7539746
"863",1236,1236,"FATBIRD","44","9TH AVE",10011,"American","44, 9TH AVE, New York, NY",-74.0048657,40.7410115
"864",1238,1238,"COTENNA","21","BEDFORD ST",10014,"Italian","21, BEDFORD ST, New York, NY",-74.0036513,40.7290065
"865",1240,1240,"PARIS BAGUETTE","264","1ST AVE",10009,"Bakery","264, 1ST AVE, New York, NY",-73.9814304,40.7321383
"866",1241,1241,"COPACABANA","760766","8 AVENUE",10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","760766, 8 AVENUE, New York, NY",-73.9932029,40.7525375
"867",1245,1245,"TROQUET","155","GRAND ST",10013,"French","155, GRAND ST, New York, NY",-73.9990113,40.7198596
"868",1246,1246,"SOUTH BEACH RESTAURANT & BAR","1390","SAINT NICHOLAS AVE",10033,"Spanish","1390, SAINT NICHOLAS AVE, New York, NY",-73.9341529,40.8482822
"869",1248,1248,"BAREBURGER","251","E 52ND ST",10022,"American","251, E 52ND ST, New York, NY",-73.9679039,40.7564318
"870",1249,1249,"TOM'S RESTAURANT","2880","BROADWAY",10025,"American","2880, BROADWAY, New York, NY",-73.965225,40.805478
"871",1251,1251,"HONG KONG NOODLES","174","LEXINGTON AVE",10016,"Chinese/Japanese","174, LEXINGTON AVE, New York, NY",-73.9814304,40.7443856
"872",1252,1252,"THE SPOT CAFE/KOOFO","67","WEST   23 STREET",10010,"Delicatessen","67, WEST   23 STREET, New York, NY",-73.9919673,40.7427735
"873",1253,1253,"MEW","53","W 35TH ST",10001,"Japanese","53, W 35TH ST, New York, NY",-73.9863204,40.7501853
"874",1254,1254,"GOOD ENOUGH TO EAT (A.G. BISTRO)","520","COLUMBUS AVENUE",10024,"American","520, COLUMBUS AVENUE, New York, NY",-73.9727735,40.7859871
"875",1255,1255,"DUNKIN' DONUTS","412","3 AVENUE",10016,"Donuts","412, 3 AVENUE, New York, NY",-73.9807896,40.7425347
"876",1257,1257,"SUSHI ON JONES","348","BOWERY",10012,"Japanese","348, BOWERY, New York, NY",-73.9920777,40.7266684
"877",1259,1259,"TEXAS ROTISSERIE & GRILL","2581","BROADWAY",10025,"Chicken","2581, BROADWAY, New York, NY",-73.9715141,40.7955465
"878",1261,1261,"SEOUL GARDEN","34","WEST   32 STREET",10001,"Korean","34, WEST   32 STREET, New York, NY",-73.9872958,40.7476982
"879",1262,1262,"JUICE PRESS","100","10TH AVE",10011,"Juice, Smoothies, Fruit Salads","100, 10TH AVE, New York, NY",-74.0067247,40.7438299
"880",1264,1264,"ELLINGTON IN THE PARK","W105","HUDSON BEACH",10025,"American","W105, HUDSON BEACH, New York, NY",-74.0075192,40.7239231
"881",1265,1265,"DYCKMAN EXPRESS RESTAURANT","101","DYCKMAN STREET",10040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","101, DYCKMAN STREET, New York, NY",-73.9245152,40.8619219
"882",1268,1268,"NASSAU BAR","118","NASSAU STREET",10038,"Bottled beverages, including water, sodas, juices, etc.","118, NASSAU STREET, New York, NY",-74.0068074,40.710733
"883",1271,1271,"MOMOFUKU/ MA PECHE","15","WEST   56 STREET",10019,"American","15, WEST   56 STREET, New York, NY",-73.9753905,40.7628579
"884",1272,1272,"P.J. CLARKE'S","44","WEST   63 STREET",10023,"American","44, WEST   63 STREET, New York, NY",-73.9826815,40.7713747
"885",1273,1273,"LENNY'S BAGELS","2601","BROADWAY",10025,"Bagels/Pretzels","2601, BROADWAY, New York, NY",-73.9710304,40.7961844
"886",1274,1274,"TREND DINER","1382","2 AVENUE",10021,"American","1382, 2 AVENUE, New York, NY",-73.9585526,40.7681199
"887",1275,1275,"ST. PATRICK'S BAR AND GRILL","22","W 46TH ST",10036,"American","22, W 46TH ST, New York, NY",-73.9803629,40.7564015
"888",1276,1276,"DA MIKELE","275","CHURCH STREET",10013,"Italian","275, CHURCH STREET, New York, NY",-74.0048334,40.7184868
"889",1279,1279,"TACO TODAY","1659","1ST AVE",10028,"Mexican","1659, 1ST AVE, New York, NY",-73.9493686,40.7773068
"890",1280,1280,"MISS LILY'S","132","WEST HOUSTON STREET",10012,"Caribbean","132, WEST HOUSTON STREET, New York, NY",-74.0013788,40.72797
"891",1281,1281,"PIZZETTERIA BRUNETTI","626","HUDSON STREET",10014,"Pizza","626, HUDSON STREET, New York, NY",-74.0053728,40.7382661
"892",1283,1283,"ANDY'S CAFETERIA (HPD BUILDING)","100","GOLD ST",10038,"American","100, GOLD ST, New York, NY",-74.0032955,40.7103318
"893",1284,1284,"DUNKIN' DONUTS","601","2 AVENUE",10016,"Donuts","601, 2 AVENUE, New York, NY",-73.9766783,40.7440197
"894",1285,1285,"IL VALENTINO OSTERIA","1078","1 AVENUE",10022,"Italian","1078, 1 AVENUE, New York, NY",-73.961721,40.7593486
"895",1286,1286,"PIONEERS BAR & LOUNGE","134","WEST   29 STREET",10001,"American","134, WEST   29 STREET, New York, NY",-73.9917721,40.7471175
"896",1289,1289,"T-SWIRL CREPE","247","E 14TH ST",10003,"Japanese","247, E 14TH ST, New York, NY",-73.985069,40.7326548
"897",1290,1290,"SACRED CHOW","227","SULLIVAN STREET",10012,"Vegetarian","227, SULLIVAN STREET, New York, NY",-73.9994648,40.7296052
"898",1292,1292,"CAROL'S BUN","139","EAST BROADWAY",10002,"Chinese","139, EAST BROADWAY, New York, NY",-73.9915087,40.7137669
"899",1294,1294,"BANGKOK HOUSE","360","WEST   46 STREET",10036,"Thai","360, WEST   46 STREET, New York, NY",-73.9901767,40.7605442
"900",1296,1296,"MCDONALD'S","2726","BROADWAY",10025,"Hamburgers","2726, BROADWAY, New York, NY",-73.9676444,40.7999227
"901",1298,1298,"PAMPANO","209","EAST   49 STREET",10017,"Mexican","209, EAST   49 STREET, New York, NY",-73.9704345,40.7550546
"902",1302,1302,"LINCOLN SQUARE STEAK","208","W 70TH ST",10023,"Steak","208, W 70TH ST, New York, NY",-73.9834716,40.777398
"903",1303,1303,"JUMBO BURGERS","112","W 116TH ST",10026,"American","112, W 116TH ST, New York, NY",-73.9506888,40.8021675
"904",1304,1304,"HEARST CORPORATION EDR","300","WEST   57 STREET",10019,"American","300, WEST   57 STREET, New York, NY",-73.9836049,40.7666083
"905",1306,1306,"BROOKLYN ROASTING WORKS","50","W. 23rd Street",10010,"Caf̩/Coffee/Tea","50, W. 23rd Street, New York, NY",-73.9919099,40.7419258
"906",1307,1307,"JEREMY'S ALE HOUSE","228","FRONT STREET",10038,"American","228, FRONT STREET, New York, NY",-74.0021248,40.7077131
"907",1308,1308,"IFC CENTER","323","6TH AVE",10014,"American","323, 6TH AVE, New York, NY",-74.0016722,40.7312056
"908",1309,1309,"GRAMERCY BAGEL","246","3 AVENUE",10010,"Bagels/Pretzels","246, 3 AVENUE, New York, NY",-73.984638,40.7372057
"909",1310,1310,"DESI DELI PUNJABI DHABA","724","10 AVENUE",10019,"Indian","724, 10 AVENUE, New York, NY",-73.9917492,40.7642693
"910",1311,1311,"BOULEY TEST KITCHEN","31","W 21ST ST",10010,"French","31, W 21ST ST, New York, NY",-73.9921165,40.7411637
"911",1312,1312,"MICHAEL JORDAN'S STEAK HOUSE (GRAND CENTRAL STATION)","23","VANDERBILT AVENUE",10017,"Steak","23, VANDERBILT AVENUE, New York, NY",-73.9772273,40.753062
