"","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","Latitude","Longitude","Location"
"2442","MANHATTAN FARE CORP","BROOKLYN FARE","431 W 37TH ST","UNIT B","NEW YORK","NY",10036,40.75593034,-73.99635472,"(40.75593034, -73.99635472)"
"2443","HINOMARU RAMEN LLC","LUCKY CAT","232 E 53RD ST","","NEW YORK","NY",10022,40.75737243,-73.96863143,"(40.75737243, -73.96863143)"
"2444","NANO ENDEAVOUR LLC","NANO RESTAURANT","691 10TH AVE","","NEW YORK","NY",10036,40.76305074,-73.9929708,"(40.76305074, -73.9929708)"
"2445","MORALES CABRERA CORP","RANCHO TEQUILERIA","741 9TH AVE","","NEW YORK","NY",10019,40.76350374,-73.9889171,"(40.76350374, -73.9889171)"
"2446","SAS RESTAURANTS LLC","","807 8TH AVE","STORE #4","NEW YORK","NY",10019,40.76180094,-73.98643311,"(40.76180094, -73.98643311)"
"2447","CHEFS CLUB NY INC","CHEFS CLUB BY FOOD & WINE","275 MULBERRY ST","AKA 295 LAFAYETTE ST #1","NEW YORK","NY",10012,40.7241538,-73.99530118,"(40.7241538, -73.99530118)"
"2448","AZ HOLDING CORPORATION","DRUNKEN HORSE","225 10TH AVE","","NEW YORK","NY",10011,40.74779279,-74.00408856,"(40.74779279, -74.00408856)"
"2449","525 BROOME STREET RESTAURANT LLC","CHALK POINT KITCHEN","525 BROOME ST","","NEW YORK","NY",10013,40.72388414,-74.00406693,"(40.72388414, -74.00406693)"
"2450","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","28 W 40TH ST","","NEW YORK","NY",10018,40.75253285,-73.98261735,"(40.75253285, -73.98261735)"
"2451","HOUSE OF HEALTH HEALING AND HAPPINESS INC, THE","","405 E 6TH ST","","NEW YORK","NY",10009,40.72633313,-73.98601043,"(40.72633313, -73.98601043)"
"2452","246 S & B INC","DISTRICT TAP HOUSE","246 W 38TH ST","","NEW YORK","NY",10018,40.75406905,-73.99006863,"(40.75406905, -73.99006863)"
"2453","HI DELANCEY RESTAURANT LLC","","148-150 DELANCEY ST","","NEW YORK","NY",10002,40.71814035,-73.98649494,"(40.71814035, -73.98649494)"
"2454","ALEGRE ORCHARD LLC","ALEGRE","146 ORCHARD ST","","NEW YORK","NY",10002,40.72041687,-73.98904664,"(40.72041687, -73.98904664)"
"2455","STOUT II INC","STOUT NYC","90 JOHN ST","","NEW YORK","NY",10038,40.70822257,-74.00650859,"(40.70822257, -74.00650859)"
"2456","AMAZING SUSHI INC","KIKU SUSHI","235 9TH AVE","","NEW YORK","NY",10001,40.74736621,-74.00067524,"(40.74736621, -74.00067524)"
"2457","FIFTYONE MERCHANTS LLC","VIA CAROTA","49 GROVE ST","STORE 1 2 3","NEW YORK","NY",10014,40.73292478,-74.0039476,"(40.73292478, -74.0039476)"
"2458","BOQUERIA UES LLC","BOQUERIA","1460 2ND AVE","","NEW YORK","NY",10075,40.77155667,-73.95616581,"(40.77155667, -73.95616581)"
"2459","FIGARO VILLAGGIO INC","SPICEWALA BAR","344 E 6TH ST","","NEW YORK","NY",10003,40.72694717,-73.98746455,"(40.72694717, -73.98746455)"
"2460","TACOMBI HOLDING NA LLC","CAFE EL PRESIDENTE","30 W 24TH ST","","NEW YORK","NY",10010,40.74267992,-73.99022235,"(40.74267992, -73.99022235)"
"2461","BIG CANDY LLC","DIRT CANDY","86 ALLEN ST","","NEW YORK","NY",10002,40.71798593,-73.99085439,"(40.71798593, -73.99085439)"
"2462","LADUREE SOHO LLC","LADUREE","396-398 W BROADWAY","","NEW YORK","NY",10012,40.72428693,-74.00223541,"(40.72428693, -74.00223541)"
"2463","EE BAR LLC","E'S BAR","511 AMSTERDAM AVE","","NEW YORK","NY",10024,40.78671415,-73.9757084,"(40.78671415, -73.9757084)"
"2464","PQ MINERAL SPRINGS INC","LE PAIN QUOTIDIEN","MINERAL SPRINGS CENTRAL PARK","CENTRAL PARK","NEW YORK","NY",10023,40.77306354,-73.97421418,"(40.77306354, -73.97421418)"
"2465","ROOT & BONE LLC","","200 E 3RD ST","","NEW YORK","NY",10009,40.72262921,-73.98288353,"(40.72262921, -73.98288353)"
"2466","FLINDERS LANE LLC","","162 AVE A","","NEW YORK","NY",10009,40.72803327,-73.98207137,"(40.72803327, -73.98207137)"
"2467","DE HOOP CORP","KAIA WINE BAR","1614 3RD AVE","","NEW YORK","NY",10128,40.78174783,-73.95181593,"(40.78174783, -73.95181593)"
"2468","126 HAMILTON PLACE LLC","HOGS HEAD TAVERN","500 W 143RD ST","#4 AKA 126 HAMILTON PL","NEW YORK","NY",10031,40.82410466,-73.94895344,"(40.82410466, -73.94895344)"
"2469","KB40 CPS LLC","VILLAGIO ON THE PARK","40 CENTRAL PARK S","RETAIL SPACE B","NEW YORK","NY",10019,40.76482774,-73.97424366,"(40.76482774, -73.97424366)"
"2470","CROSSTOWN DINER CORP","PALACE RESTAURANT","122 E 57TH ST","","NEW YORK","NY",10022,40.76106483,-73.96948262,"(40.76106483, -73.96948262)"
"2471","EL NUEVO JOBO RESTAURANT & BAR, INC","","3915 BROADWAY","STORES 3 & 4","NEW YORK","NY",10032,40.83832176,-73.94188098,"(40.83832176, -73.94188098)"
"2472","AZASU INC","AZASU","49 CLINTON ST","","NEW YORK","NY",10002,40.71983927,-73.98467297,"(40.71983927, -73.98467297)"
"2473","PJ150 LLC","HAUS","285 W BROADWAY","","NEW YORK","NY",10013,40.72081185,-74.00501128,"(40.72081185, -74.00501128)"
"2474","NIPPORI INC","","245 W 51ST ST","","NEW YORK","NY",10019,40.76244081,-73.9845287,"(40.76244081, -73.9845287)"
"2475","MANNA LEXINGTON AVENUE LLC","GINA LA FORNARINA","1016 LEXINGTON AVE","","NEW YORK","NY",10021,40.77090029,-73.96183899,"(40.77090029, -73.96183899)"
"2476","FOOLS GOLD NYC LLC","FOOLS GOLD","145 E HOUSTON ST","","NEW YORK","NY",10002,40.72316313,-73.98968881,"(40.72316313, -73.98968881)"
"2477","MEZCLA RESTAURANT INC","MIDWINTER KITCHEN","327 2ND AVE","","NEW YORK","NY",10003,40.73539873,-73.98270664,"(40.73539873, -73.98270664)"
"2478","EAST 6TH STREET RESTAURANT GROUP LLC","THE EDDY","342 E 6TH ST","STORE #4","NEW YORK","NY",10003,40.72696643,-73.98751015,"(40.72696643, -73.98751015)"
"2479","MAIDENEIRE LLC","MALT HOUSE FINANCIAL DISTRICT","9 11 MAIDEN LN","","NEW YORK","NY",10038,40.70959977,-74.00936261,"(40.70959977, -74.00936261)"
"2480","230 BLEECKER CORP","COTENNA","21 BEDFORD ST","","NEW YORK","NY",10014,40.72913732,-74.00353491,"(40.72913732, -74.00353491)"
"2481","2013 VENTURE CORP","THE HAROLD","1271 BROADWAY","UNIT B","NEW YORK","NY",10001,40.74810623,-73.98817714,"(40.74810623, -73.98817714)"
"2482","GREENE STREET ENTERPRISES INC","WHITE OAK TAVERN","21 WAVERLY PL","","NEW YORK","NY",10003,40.73028276,-73.99467258,"(40.73028276, -73.99467258)"
"2483","2288 CUSTOM LLC","CUSTOM FUEL PIZZA WINGS & SALADS","2288 FREDERICK DOUGLAS BLVD","","NEW YORK","NY",10027,40.80884033,-73.95212488,"(40.80884033, -73.95212488)"
"2484","300 PARK FOOD LLC","CAFE DUKE","300 PARK AVE GROUND FLOOR","","NEW YORK","NY",10022,40.75661681,-73.97454929,"(40.75661681, -73.97454929)"
"2485","HARU BROADWAY CORP","HARU","229 W 43RD ST","UNIT 221","NEW YORK","NY",10036,40.75703215,-73.98728953,"(40.75703215, -73.98728953)"
"2486","UNION BAR AND KITCHEN LLC","UNION BAR AND KITCHEN","300 SPRING ST","","NEW YORK","NY",10013,40.72587271,-74.00799063,"(40.72587271, -74.00799063)"
"2487","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","1020 1024 3RD AVE","","NEW YORK","NY",10065,40.76264,-73.96577,"(40.76264, -73.96577)"
"2488","24 5TH AVE LIMITED LIABILITY COMPANY","CLAUDETTE","24 5TH AVE","","NEW YORK","NY",10011,40.73308,-73.99573,"(40.73308, -73.99573)"
"2489","AMERICAN GIRL RETAIL INC","","609 5TH AVE","","NEW YORK","NY",10017,40.75788,-73.97766,"(40.75788, -73.97766)"
"2490","M T MUGGS LLC","BLACKWELL'S RESTAURANT & PUB","150 E 47TH ST","","NEW YORK","NY",10017,40.75435,-73.9731,"(40.75435, -73.9731)"
"2491","565 WEST SIDE CAFE CORP","CANA Y CAFE BAR & GRILL","565 W 207TH ST","","NEW YORK","NY",10034,40.86639,-73.92001,"(40.86639, -73.92001)"
"2492","LEBERNARDIN VENTURES LLC","LEBERNARDIN PRIVE, ALDO SOHM WINE BAR","787 7TH AVE","","NEW YORK","NY",10019,0,0,"(0.0, 0.0)"
"2493","TWO GUIZE LLC","FEAST","102 3RD AVE","","NEW YORK","NY",10003,0,0,"(0.0, 0.0)"
"2494","MEZZROW LLC","MEZZROW","163 W 10TH ST","","NEW YORK","NY",10014,0,0,"(0.0, 0.0)"
"2495","212 STEAKHOUSE INC","","316 E 53RD ST","","NEW YORK","NY",10022,0,0,"(0.0, 0.0)"
"2496","BOLD FOOD LAFAYETTE STREET LLC","GATO","324 LAFAYETTE ST","","NEW YORK","NY",10012,0,0,"(0.0, 0.0)"
"2497","GRILL ON THE HILL CORP","","1624 AMSTERDAM AVE","","NEW YORK","NY",10031,0,0,"(0.0, 0.0)"
"2498","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","2298 BROADWAY","","NEW YORK","NY",10024,0,0,"(0.0, 0.0)"
"2499","MANGANARO'S HERO BOY LLC","MANGANARO'S HERO BOY","492 9TH AVE","","NEW YORK","NY",10018,0,0,"(0.0, 0.0)"
"2500","211 WEST 34 OPERATING LLC","TGI FRIDAY'S","211 W 34TH ST","","NEW YORK","NY",10001,0,0,"(0.0, 0.0)"
"2501","ST GROUP LLC","VERO","1483 2ND AVE","","NEW YORK","NY",10021,0,0,"(0.0, 0.0)"
"2502","HIGHLINE RESTAURANT LLC","SANTINA","820 WASHINGTON ST","","NEW YORK","NY",10014,0,0,"(0.0, 0.0)"
"2503","86 ST AA LLC","SOHO ROOM","203 SPRING ST","","NEW YORK","NY",10012,0,0,"(0.0, 0.0)"
"2504","CAF? MATHIAS INC","CAFE DE BROADWAY","4996 BROADWAY","STORE # 5 & 6","NEW YORK","NY",10034,40.86815,-73.91847,"(40.86815, -73.91847)"
"2505","FLK INC","SUSHI MAMBO","431 W 202ND ST","","NEW YORK","NY",10034,0,0,"(0.0, 0.0)"
"2506","MEXICUE 1440 LLC","MEXICUE","1440 BROADWAY","","NEW YORK","NY",10018,40.75438,-73.98623,"(40.75438, -73.98623)"
"2507","ROJAS FOOD SERVICES LLC","INTI N.Y.C","820 10TH AVE","","NEW YORK","NY",10019,0,0,"(0.0, 0.0)"
"2508","NORTH OF HOUSTON LLC","WHITE STREET","221 W BROADWAY","AKA 5 WHITE STREET","NEW YORK","NY",10013,0,0,"(0.0, 0.0)"
"2509","OLD MAN HUSTLE LLC","OLD MAN HUSTLE","39 ESSEX ST","","NEW YORK","NY",10002,0,0,"(0.0, 0.0)"
"2510","FONDA OF CHELSEA LLC","","189 9TH AVE","","NEW YORK","NY",10011,0,0,"(0.0, 0.0)"
"2511","203 LENA INC","CUCINA TALLER","416 W 203RD ST","","NEW YORK","NY",10034,0,0,"(0.0, 0.0)"
"2512","AMERICA OOTOYA INC","ROBATAYA","231 E 9TH ST","","NEW YORK","NY",10003,0,0,"(0.0, 0.0)"
"2513","MEATBALL SHOP LLC, THE","","84 STANTON ST","","NEW YORK","NY",10002,40.72156,-73.98866,"(40.72156, -73.98866)"
"2514","AUANTHAI INC","KLONG","7 ST MARKS PLACE","EAST & WEST STORES","NEW YORK","NY",10003,40.72949,-73.98916,"(40.72949, -73.98916)"
"2515","TIPP ONE LLC","LILLY OBRIENS","18 MURRAY ST","","NEW YORK","NY",10007,40.71349,-74.00831,"(40.71349, -74.00831)"
"2516","MERLION SPECIALTY FOODS INC","NEXT DOOR","813 815 W 187TH ST","","NEW YORK","NY",10040,0,0,"(0.0, 0.0)"
"2517","LOBSTER PLACE INC, THE","THE CULL & PISTOL","75 9TH AVE","AKA 436 W 16TH ST","NEW YORK","NY",10011,40.66814,-73.97429,"(40.66814, -73.97429)"
"2518","PASTA SHOP LLC","BAR PRIMI","325 BOWERY","","NEW YORK","NY",10003,40.72562,-73.99171,"(40.72562, -73.99171)"
"2519","IPPUDO WESTSIDE LLC","","321 323 W 51ST ST","","NEW YORK","NY",10019,0,0,"(0.0, 0.0)"
"2520","LAML LLC","JOHN SULLIVAN'S","210 W 35TH ST","","NEW YORK","NY",10001,40.75164,-73.9907,"(40.75164, -73.9907)"
"2521","BURGER & LOBSTER FLATIRON LLC","BURGER & LOBSTER","39 W 19TH ST","","NEW YORK","NY",10011,40.74014,-73.99336,"(40.74014, -73.99336)"
"2522","MLM CUISINE LLC","MIKE'S BISTRO","127 E 54TH ST","","NEW YORK","NY",10022,40.65596,-73.92663,"(40.65596, -73.92663)"
"2523","NASSAU 8793 LLC","DENNY'S","150 NASSAU ST","","NEW YORK","NY",10038,40.71128,-74.00631,"(40.71128, -74.00631)"
"2524","IPPUDO NY LLC","","65 4TH AVE","STORE # 1","NEW YORK","NY",10003,40.73091,-73.99015,"(40.73091, -73.99015)"
"2525","MOXY RESTAURANT ASSOCIATES INC","SMITHFIELD HALL","138 W 25TH ST","","NEW YORK","NY",10001,40.74469,-73.99363,"(40.74469, -73.99363)"
"2526","LA TERANGA INC","","144 W 139TH ST","","NEW YORK","NY",10030,40.81714,-73.94031,"(40.81714, -73.94031)"
"2527","KO EP LLC","MOMOFUKU KO","8 EXTRA PL","AKA 4-8 EXTRA PL AKA 22 E 1ST","NEW YORK","NY",10003,40.72496,-73.99116,"(40.72496, -73.99116)"
"2528","VEGG 58TH LLC","","887 889 9TH AVE","","NEW YORK","NY",10019,0,0,"(0.0, 0.0)"
"2529","KG715 INC","UPHOLSTERY STORE","713 715 WASHINGTON ST","","NEW YORK","NY",10014,0,0,"(0.0, 0.0)"
"2530","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","88 UNIVERSITY PL","AKA 24 E 12TH ST","NEW YORK","NY",10003,40.73383,-73.9933,"(40.73383, -73.9933)"
"2531","LA NUEVA CARICIA RESTAURANT INC","","1693 AMSTERDAM AVE","","NEW YORK","NY",10031,40.82442,-73.94809,"(40.82442, -73.94809)"
"2532","AB STABLE LLC PEACOCK ALLEY SERVICE COMPANY LLC &","50TH ST BEVERAGE LLC DBA: PEACOCK ALLEY REST & BAR","301 PARK AVE","","NEW YORK","NY",10022,40.75649,-73.97334,"(40.75649, -73.97334)"
"2533","736 TENTH AVENUE CAFE LLC","THE WAYLON","736 10TH AVE","","NEW YORK","NY",10019,40.76472,-73.99139,"(40.76472, -73.99139)"
"2534","GAB K LLC","GABRIEL KREUTHER","1114 AVENUE OF THE AMERICAS","GROUND FLOOR SUITE 0100","NEW YORK","NY",10110,40.75534,-73.98366,"(40.75534, -73.98366)"
"2535","DONA GALLO INC","BARBALU","225 FRONT ST","","NEW YORK","NY",10038,40.70736,-74.002,"(40.70736, -74.002)"
"2536","LA PICCOLA CUCINA INC","","964 AMSTERDAM AVE","","NEW YORK","NY",10025,40.80148,-73.96534,"(40.80148, -73.96534)"
"2537","STANTON SURF CLUB LLC","STANTON SOCIAL","99 STANTON ST","","NEW YORK","NY",10002,40.72113,-73.98811,"(40.72113, -73.98811)"
"2538","183 CHRISTOPHER STREET MARKET LLC","HEERMANCE FARM PURVEYORS","183 CHRISTOPHER ST","","NEW YORK","NY",10014,40.73271,-74.00962,"(40.73271, -74.00962)"
"2539","BRICK NYC RESTAURANT LLC","MORSI","22 WARREN ST","","NEW YORK","NY",10007,40.71412,-74.00773,"(40.71412, -74.00773)"
"2540","SPA CASTLE PREMIER 57 INC","","115 E 57TH ST","7TH 8TH & 9TH FL","NEW YORK","NY",10022,40.6532,-73.9234,"(40.6532, -73.9234)"
"2541","TRIPTI USA INC","AWADH","2588 BROADWAY","","NEW YORK","NY",10025,40.7956,-73.97087,"(40.7956, -73.97087)"
"2542","KIABACCA REST CORP","KIABACCA PIZZA & BEER","639 10TH AVE","","NEW YORK","NY",10036,40.76183,-73.99426,"(40.76183, -73.99426)"
"2543","MEXICAN HOSPITALITY OPERATOR LLC","COSME","35 E 21ST ST","","NEW YORK","NY",10010,40.73971,-73.98909,"(40.73971, -73.98909)"
"2544","PORCHLIGHT WEST CHELSEA LLC","PORCHLIGHT","271 11TH AVE","","NEW YORK","NY",10001,40.75177,-74.00499,"(40.75177, -74.00499)"
"2545","AMG PARK LLC","VAUCLUSE","575 PARK AVE","","NEW YORK","NY",10021,40.76535,-73.96778,"(40.76535, -73.96778)"
"2546","RIBBON WORLDWIDE LLC, THE","THE RIBBON","20 W 72ND ST","","NEW YORK","NY",10023,40.77651,-73.97746,"(40.77651, -73.97746)"
"2547","10 DOWNING RESTAURANT LLC","CAFE CLOVER","10 DOWNING ST","","NEW YORK","NY",10014,40.72926,-74.00283,"(40.72926, -74.00283)"
"2548","PHILIPPE NYC I LLC & MERCHANTS HOSPITALITY INC","PHILIPPE","33 35 E 60TH ST","","NEW YORK","NY",10022,0,0,"(0.0, 0.0)"
"2549","SHAMROCK SALOON II LLC","CALICO JACKS","800 2ND AVE  STORE A","","NEW YORK","NY",10017,40.7498,-73.97212,"(40.7498, -73.97212)"
"2550","MURRAY PLACE INC","BARLEYCORN","23 PARK PLACE 20 MURRAY STREET","A/K/A 20 MURRAY ST","NEW YORK","NY",10007,40.71367,-74.00842,"(40.71367, -74.00842)"
"2551","FIRST AVENUE PERSIAN GRILLE INC","RAVAGH PERSIAN GRILLE","1135 1ST AVE","","NEW YORK","NY",10065,40.76186,-73.96066,"(40.76186, -73.96066)"
"2552","26TH STREET RESTAURANT LLC","UPLAND","345 PARK AVE SOUTH","SOUTH PORTIONS GR FLOOR BSMT","NEW YORK","NY",10010,40.74149,-73.98523,"(40.74149, -73.98523)"
"2553","SHAMROCK SALOON I LLC","MC FADDENS","800 2ND AVE - STORE B","STORE B","NEW YORK","NY",10017,40.75002,-73.97161,"(40.75002, -73.97161)"
"2554","BARE CITY TWO LLC","BAREBURGER","85 2ND AVE","","NEW YORK","NY",10003,40.72679,-73.98931,"(40.72679, -73.98931)"
"2555","RUSTIC TABLE LLC","THE QUARTER","522 HUDSON ST","","NEW YORK","NY",10014,40.73383,-74.0062,"(40.73383, -74.0062)"
"2556","INWOOD RESTAURANT CORP","LA NUEVA ESPANA","606 W 207TH ST","604A 606 W 207TH ST","NEW YORK","NY",10034,40.86742,-73.92112,"(40.86742, -73.92112)"
"2557","NEW SEASON FOODS CORP","TOTTO RAMEN","248 E 52ND ST","","NEW YORK","NY",10022,40.75611,-73.96819,"(40.75611, -73.96819)"
"2558","JMDR 127 LUDLOW LLC","SET BBQ BISTRO","127 LUDLOW ST","","NEW YORK","NY",10002,40.71997,-73.98847,"(40.71997, -73.98847)"
"2559","BARE BURGER DIO INC","BARE BURGER","535 LAGUARDIA PLACE","","NEW YORK","NY",10012,40.72832,-73.99864,"(40.72832, -73.99864)"
"2560","ANEJO TRIBECA LLC","","31 WALKER ST","","NEW YORK","NY",10013,40.71924,-74.00424,"(40.71924, -74.00424)"
"2561","701 RESTAURANT LLC","MOM'S","701 9TH AVE","","NEW YORK","NY",10019,40.76245,-73.99008,"(40.76245, -73.99008)"
"2562","BRYANT PARK BISTRO LLC","CALLE DAO","38 W 39TH ST","","NEW YORK","NY",10018,40.75214,-73.98422,"(40.75214, -73.98422)"
"2563","ROOF 46 INC","VU 46","59 W 46TH ST","ROOFTOP","NEW YORK","NY",10036,40.75733,-73.98113,"(40.75733, -73.98113)"
"2564","NYMA ROOFTOP INC","CLOUD SOCIAL","6 W 32ND ST","17TH FLOOR","NEW YORK","NY",10001,40.74725,-73.98635,"(40.74725, -73.98635)"
"2565","1590 LUPITA RESTAURANT CORP","LUPITAS RESTAURANT","2049 2ND AVE","","NEW YORK","NY",10029,40.79019,-73.94313,"(40.79019, -73.94313)"
"2566","LTF2 LLC","LA TARTE FLAMBEE","153 E 33RD ST","","NEW YORK","NY",10016,40.74563,-73.97938,"(40.74563, -73.97938)"
"2567","SUNRISE SHADOW LLC","LOVECRAFT JOHNNIE FAVORITE'S","50 AVENUE B","","NEW YORK","NY",10009,40.72321,-73.98283,"(40.72321, -73.98283)"
"2568","ORAN CORP","SOHO THAI","141 GRAND ST","","NEW YORK","NY",10013,40.72006,-73.99964,"(40.72006, -73.99964)"
"2569","K AND S 32 INC","STAGE 3","23 W 32ND  3RD FL","","NEW YORK","NY",10001,0,0,"(0.0, 0.0)"
"2570","AJ 32 INC","STAGE 4","23 W 32ND ST 4TH FL","","NEW YORK","NY",10001,40.74771,-73.98668,"(40.74771, -73.98668)"
"2571","STAR GLORY INC","MIZU","29 E 20TH ST","FRNT 1","NEW YORK","NY",10003,40.73905,-73.98896,"(40.73905, -73.98896)"
"2572","RAINBOW ROOM LLC","RAINBOW ROOM","30 ROCKEFELLER PLAZA","65TH FLOOR","NEW YORK","NY",10112,40.75849,-73.97895,"(40.75849, -73.97895)"
"2573","BLCH I LLC","BRICKLANE CURRY HOUSE","99 2ND AVE","","NEW YORK","NY",10003,40.72736,-73.98897,"(40.72736, -73.98897)"
"2574","151DBS INC","CROMPTON ALE HOUSE","151 159 W 26TH ST","","NEW YORK","NY",10001,0,0,"(0.0, 0.0)"
"2575","MSB RESTAURANTS LLC","THE COPPER STILL","151 2ND AVE","","NEW YORK","NY",10003,40.72962,-73.98736,"(40.72962, -73.98736)"
"2576","DARLINGS CONCESSIONS LLC","","214 W 43RD ST","","NEW YORK","NY",10036,40.75691,-73.98762,"(40.75691, -73.98762)"
"2577","151 SG PROPS LLC","151","151 RIVINGTON ST","","NEW YORK","NY",10002,40.71911,-73.98573,"(40.71911, -73.98573)"
"2578","MEW IZAKAYA LLC","","53 W 35TH ST","BASEMENT","NEW YORK","NY",10001,40.75002,-73.98609,"(40.75002, -73.98609)"
"2579","NNJ RESTAURANT LLC","SHUKO","47 E 12TH ST","","NEW YORK","NY",10003,40.73345,-73.99155,"(40.73345, -73.99155)"
"2580","LD & CJ CORP","KUMO","165 W 72ND ST","#1","NEW YORK","NY",10023,40.77857,-73.98084,"(40.77857, -73.98084)"
"2581","DAEBAK SHINHWA INC","KODAMA SUSHI","301 W 45TH ST","","NEW YORK","NY",10036,40.75924,-73.98841,"(40.75924, -73.98841)"
"2582","PASTA PERFECT LLC","IL MULINO PRIME","53 GRAND ST","AKA 331 W BROADWAY","NEW YORK","NY",10013,40.72216,-74.00374,"(40.72216, -74.00374)"
"2583","HOT KITCHEN EAST INC","HOT KITCHEN","251 EAST 53RD ST","","NEW YORK","NY",10022,40.75726,-73.96821,"(40.75726, -73.96821)"
"2584","DO YOU LIKE COMEDY LLC","NEW YORK COMEDY CLUB","241 E 24TH ST","","NEW YORK","NY",10010,40.73894,-73.98078,"(40.73894, -73.98078)"
"2585","2070 RESTAURANT GROUP LLC","NEW HARLEM RESTAURANT","2070 7TH AVE","","NEW YORK","NY",10027,40.80847,-73.95012,"(40.80847, -73.95012)"
"2586","RISE BAR NYC LLC","RISE BAR & LOUNGE","859 9TH AVE","","NEW YORK","NY",10019,40.76722,-73.9866,"(40.76722, -73.9866)"
"2587","HOUSING WORKS THRIFT SHOP INC & HOUSING WORKS FOOD","SERVICES CORP DBA:HOUSING WORKS BOOKSTORE CAFE","126 CROSBY ST","","NEW YORK","NY",10012,40.72476,-73.9963,"(40.72476, -73.9963)"
"2588","CORKBUZZ TWO LLC","CORKBUZZ CHELSEA MARKET","75 9TH AVE","RETAIL SPACE D","NEW YORK","NY",10011,40.66814,-73.97429,"(40.66814, -73.97429)"
"2589","CORCHO CORP","CORCHO WINE ROOM","227 DYCKMAN ST","","NEW YORK","NY",10034,40.86696,-73.92889,"(40.86696, -73.92889)"
"2590","RAMEN MEIJIN INC","","1574 2ND AVE","","NEW YORK","NY",10028,40.77501,-73.95347,"(40.77501, -73.95347)"
"2591","PRIMAVERA MEXICANA LLC","CASA MEXICANA","898 AMSTERDAM AVE","AKA 206 WEST 104TH ST","NEW YORK","NY",10025,40.79913,-73.96672,"(40.79913, -73.96672)"
"2592","MESS HALL LLC","MESS HALL","2194 8TH AVE","","NEW YORK","NY",10026,40.80581,-73.95396,"(40.80581, -73.95396)"
"2593","LARSTASIO LLC","DA CAPO","1392 MADISON AVE","STORE 101","NEW YORK","NY",10029,40.78775,-73.95414,"(40.78775, -73.95414)"
"2594","ANN STREET HOTEL LLC","ALOFT MANHATTAN, DOWNTOWN FINANCIAL DISTRICT","49 53 ANN ST","","NEW YORK","NY",10038,0,0,"(0.0, 0.0)"
"2595","HEDGIE LLC","THE HIDEAWAY SEAPORT","251 WATER ST","A/K/A 22 PECK SLIP","NEW YORK","NY",10038,40.70803,-74.00207,"(40.70803, -74.00207)"
"2596","CASCABEL HOSPITALITY GROUP LLC","CASCABEL TAQUERIA","1556 2ND AVE","","NEW YORK","NY",10028,40.77432,-73.95395,"(40.77432, -73.95395)"
"2597","TRIKAM NY LLC","INDIKITCH","25 W 23RD ST","","NEW YORK","NY",10010,40.74221,-73.99044,"(40.74221, -73.99044)"
"2598","PARM UPPER WEST LLC","","235 COLUMBUS AVE","","NEW YORK","NY",10023,40.77655,-73.97932,"(40.77655, -73.97932)"
"2599","CAF? SAHARA INC","","4026 10TH AVE","","NEW YORK","NY",10034,0,0,"(0.0, 0.0)"
"2600","THIRD AVENUE RESTAURANT ASSOCIATES LLC","CRIMSON & RYE","198 E 54TH ST","","NEW YORK","NY",10022,40.7583,-73.96902,"(40.7583, -73.96902)"
"2601","JAPONICA U S A INC","JAPONICA RESTAURANT","90 UNIVERSITY PL","STORE NORTH","NEW YORK","NY",10003,0,0,"(0.0, 0.0)"
"2602","174 BLEECKER ST LLC","OLD TBILISI","174 BLEECKER ST","","NEW YORK","NY",10012,40.72872,-74.00084,"(40.72872, -74.00084)"
"2603","PEPRICO INC","CACIO E PEPE","182 2ND AVE","","NEW YORK","NY",10003,40.73057,-73.9858,"(40.73057, -73.9858)"
"2604","WHOLE FOODS MARKET GROUP INC","","10 COLUMBUS CIR","STE SC101A","NEW YORK","NY",10019,40.76816,-73.98238,"(40.76816, -73.98238)"
"2605","4740 BROADWAY RESTAURANT LLC","TRYON PUBLIC HOUSE","4740 BROADWAY","","NEW YORK","NY",10040,40.86487,-73.92765,"(40.86487, -73.92765)"
"2606","818 10TH AVENUE INC","WHITE OAK","818 10TH AVE","SOUTH STORE","NEW YORK","NY",10019,40.76731,-73.98945,"(40.76731, -73.98945)"
"2607","HUNAN HOUSE INC","","40 W 56TH ST","","NEW YORK","NY",10019,40.7629,-73.97653,"(40.7629, -73.97653)"
"2608","PARK33 RESTAURANT LLC","THE AINSWORTH MIDTOWN","45 E 33RD ST","","NEW YORK","NY",10016,40.74685,-73.98229,"(40.74685, -73.98229)"
"2609","248 HOSPITALITY GROUP LLC","BLACK TAP","248 W 14TH ST","","NEW YORK","NY",10011,40.73924,-74.00209,"(40.73924, -74.00209)"
"2610","ULLI BAR CORP","MAX FISH","120 ORCHARD ST","","NEW YORK","NY",10002,40.71936,-73.98932,"(40.71936, -73.98932)"
"2611","1629 2ND RESTAURANT LLC","ETHYL'S","1629 2ND AVE","","NEW YORK","NY",10028,40.77707,-73.95268,"(40.77707, -73.95268)"
