"","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","Latitude","Longitude","Location"
"1","CALSHEA RESTAURANT CORP","THE TRIPLE CROWN","330 7TH AVENUE","","NEW YORK","NY",10001,40.74753301,-73.99321126,"(40.74753301, -73.99321126)"
"2","CO'R RESTAURANT L L C","O'REILLY'S PUB & RESTAURANT","56 W 31ST STREET","","NEW YORK","NY",10001,40.74755694,-73.98850344,"(40.74755694, -73.98850344)"
"3","G G P BAR & GRILL CORP","KASTELI 11","372 8TH AVENUE","","NEW YORK","NY",10001,40.74873322,-73.99587745,"(40.74873322, -73.99587745)"
"4","GARRYMORE RESTAURANT INC","NILES","371 7TH AVENUE","","NEW YORK","NY",10001,40.74879376,-73.99214205,"(40.74879376, -73.99214205)"
"5","GENTS ENTERPRISES INC","KABOOZ'S BAR & GRILL","PENN STATION-MAIN CONCOURSE","","NEW YORK","NY",10001,40.7507815,-73.99440774,"(40.7507815, -73.99440774)"
"6","GOURMET MANAGEMENT CORP","T G I FRIDAYS","PENNSYLVANIA STATION","CERTAIN SPACE ON LEVELS A & B","NEW YORK","NY",10001,40.7507815,-73.99440774,"(40.7507815, -73.99440774)"
"7","HANBAT RESTAURANT INC","","53 W 35TH STREET","","NEW YORK","NY",10001,40.75001985,-73.98608797,"(40.75001985, -73.98608797)"
"8","N & A PRODUCTIONS INC","","27 W 35TH ST","","NEW YORK","NY",10001,40.7495886,-73.98504589,"(40.7495886, -73.98504589)"
"9","NATURAL TOFU RESTAURANT CORP","SEOUL GARDEN","34 W 32ND ST 2ND FLOOR","","NEW YORK","NY",10001,40.7480606,-73.9878183,"(40.7480606, -73.9878183)"
"10","SALUMERIA BIELLESE INC","","376 378 8TH AVENUE","","NEW YORK","NY",10001,40.74892465,-73.99573393,"(40.74892465, -73.99573393)"
"11","SERVICE AMERICA CORPORATION/JACOB K JAVITS CON CNT","CENTERPLATE","655 W 34TH STREET","","NEW YORK","NY",10001,40.7564836,-74.00350517,"(40.7564836, -74.00350517)"
"12","TOLEDO 35 INC","CHODANGGOL","55 W 35TH STREET","","NEW YORK","NY",10001,40.75005278,-73.98616686,"(40.75005278, -73.98616686)"
"13","VELKONEL RESTAURANT INC","CAFE 31","220 W 31ST STREET","","NEW YORK","NY",10001,40.74956082,-73.99323155,"(40.74956082, -73.99323155)"
"14","WALTERS BAR INC","","389 8TH AVE","","NEW YORK","NY",10001,40.74926322,-73.99565286,"(40.74926322, -73.99565286)"
"15","WALTPETERICH RESTAURANT INC","FOLEYS NY PUB  & RESTAURANT","18 W 33RD STREET","","NEW YORK","NY",10001,40.74795438,-73.9856276,"(40.74795438, -73.9856276)"
"16","34TH STREET DINER INC","TRATTORIA BIANCA","481 8TH AVE","STORE 2","NEW YORK","NY",10001,NA,NA,""
"17","350 SEVENTH AVE REST CORP","","350 7TH AVE","","NEW YORK","NY",10001,40.74810983,-73.99279725,"(40.74810983, -73.99279725)"
"18","352 RESTAURANT CORP","","352 7TH AVENUE","","NEW YORK","NY",10001,40.74816375,-73.99275878,"(40.74816375, -73.99275878)"
"19","400 WEST 23RD STREET REST CORP","THE RAIL LINE DINER","400 W 23RD STREET","","NEW YORK","NY",10011,40.74652105,-74.00140652,"(40.74652105, -74.00140652)"
"20","402 EIGHTH AVENUE REST INC","MOLLY WEE PUB","402 8TH AVENUE","","NEW YORK","NY",10001,40.74965511,-73.99520786,"(40.74965511, -73.99520786)"
"21","COCKTAIL BLUE LLC","THE BOWERY BALLROOM","6 8 DELANCEY STREET","","NEW YORK","NY",10002,40.7370191,-74.00531463,"(40.7370191, -74.00531463)"
"22","PASTA & POTATOES INC","VILLAGE LANTERN","167 BLEECKER ST","","NEW YORK","NY",10002,40.72877952,-74.00026563,"(40.72877952, -74.00026563)"
"23","JACOB & KELLY INC","BOB BAR","235 ELDRIDGE ST","","NEW YORK","NY",10002,40.72234371,-73.98988335,"(40.72234371, -73.98988335)"
"24","RIVINGTON CAFE CORP","WELCOME TO THE JOHNSON'S","123 RIVINGTON STREET","","NEW YORK","NY",10002,40.71971097,-73.98735093,"(40.71971097, -73.98735093)"
"25","S W MONTE INC","THE MERCURY LOUNGE","217 E HOUSTON ST","","NEW YORK","NY",10002,40.72227382,-73.98678562,"(40.72227382, -73.98678562)"
"26","SAFF INC","SAPPHIRE LOUNGE","249 ELDRIDGE STREET","","NEW YORK","NY",10002,40.72250163,-73.98980263,"(40.72250163, -73.98980263)"
"27","STERLING PARKSIDE CORP","PARKSIDE LOUNGE","317 E HOUSTON STREET","","NEW YORK","NY",10002,40.72111278,-73.9830715,"(40.72111278, -73.9830715)"
"28","SWOON CORP","THE WHISKEY WARD","121 ESSEX ST","","NEW YORK","NY",10002,40.71948277,-73.98778949,"(40.71948277, -73.98778949)"
"29","95 STANTON STREET REST INC","ARLENE'S GROCERY","95 STANTON ST","","NEW YORK","NY",10002,40.72132112,-73.98827634,"(40.72132112, -73.98827634)"
"30","A T WEST 16TH ENTERPRISES LTD","CAMPEON","9 11 EAST 16TH STREET","","NEW YORK","NY",10003,40.73728702,-73.99242225,"(40.73728702, -73.99242225)"
"31","ABC HOME FURNISHINGS INC & VONGERICHTEN/SUAREZ LLC","PARLOUR CAFE","38 E 19TH STREET","","NEW YORK","NY",10003,40.73826795,-73.9896043,"(40.73826795, -73.9896043)"
"32","ALLEGRA ALLEGRA INC","LA LINEA","15 1ST AVENUE","","NEW YORK","NY",10003,40.7234282,-73.98839389,"(40.7234282, -73.98839389)"
"33","BEAU MAISON CORP","EL CANTINERO","86 UNIVERSITY PLACE","","NEW YORK","NY",10003,40.73353233,-73.99318768,"(40.73353233, -73.99318768)"
"34","BLUE & GOLD BAR INC","","79 E 7TH STREET","GROUND FLOOR STORE","NEW YORK","NY",10003,40.72727561,-73.9863089,"(40.72727561, -73.9863089)"
"35","DIFT LLC AND SWEET HOSPITALITY GROUP","DARYL ROTH THEATER","20 UNION SQUARE EAST","","NEW YORK","NY",10003,40.73605976,-73.98921107,"(40.73605976, -73.98921107)"
"36","FELLOW TRAVELERS LTD","THREE OF CUPS","83 1ST AVENUE","","NEW YORK","NY",10003,40.72582284,-73.98665506,"(40.72582284, -73.98665506)"
"37","GARDEN CAFE ASSOC LP SULCATA CORP GP & 3LPS","B BAR & GRILL","40 EAST 4TH ST","","NEW YORK","NY",10003,40.72718816,-73.99191321,"(40.72718816, -73.99191321)"
"38","HASAKI RESTAURANT INC","","210 E 9TH STREET","","NEW YORK","NY",10003,40.72974677,-73.98869783,"(40.72974677, -73.98869783)"
"39","HAVELI RESTAURANT INC","","100 2ND AVENUE","","NEW YORK","NY",10003,40.72725599,-73.98856047,"(40.72725599, -73.98856047)"
"40","HUNG TA CORP","LE ZEN CAFE","31 ST MARKS PLACE","","NEW YORK","NY",10003,40.72882025,-73.98805834,"(40.72882025, -73.98805834)"
"41","12 EAST 12 ASSOCIATES LP","GOTHAM BAR & GRILL","12 E 12TH STREET","","NEW YORK","NY",10003,40.73435415,-73.99398792,"(40.73435415, -73.99398792)"
"42","JIM GILES CORP","THE CENTRAL BAR","109 E 9TH STREET","","NEW YORK","NY",10003,40.73041861,-73.99002286,"(40.73041861, -73.99002286)"
"43","JUDEX ENTERPRISES INC","PANGEA","178 2ND AVENUE","","NEW YORK","NY",10003,40.73052453,-73.9861972,"(40.73052453, -73.9861972)"
"44","KANAE INC","","11 ST MARKS PLACE","","NEW YORK","NY",10003,40.7293109,-73.98922682,"(40.7293109, -73.98922682)"
"45","KRAINE GALLERY BAR INC","K G B BAR","85 E 4TH STREET","","NEW YORK","NY",10003,40.72651154,-73.9900631,"(40.72651154, -73.9900631)"
"46","LEX 18 INC","YAKITORI TAISHO","5 ST MARKS PLACE","BASEMENT","NEW YORK","NY",10003,40.72946002,-73.98957625,"(40.72946002, -73.98957625)"
"47","LONGFORD INC","BAR NONE","98 3RD AVE","","NEW YORK","NY",10003,40.73237172,-73.98791217,"(40.73237172, -73.98791217)"
"48","ME KONG DELTA INC","REPUBLIC","37A UNION SQUARE WEST","","NEW YORK","NY",10003,40.73662014,-73.99078147,"(40.73662014, -73.99078147)"
"49","MEATH TRAILS INC","THE GRAY MARE","61 2ND AVENUE","","NEW YORK","NY",10003,40.72594851,-73.98968004,"(40.72594851, -73.98968004)"
"50","MERLAGRE INC","PAUL & JIMMYS RESTAURANT","123 EAST 18TH ST","","NEW YORK","NY",10003,40.73657265,-73.98708533,"(40.73657265, -73.98708533)"
"51","MSD ENTERPRISES INC","VIRAGE","118 2ND AVENUE","","NEW YORK","NY",10003,40.72796845,-73.98804232,"(40.72796845, -73.98804232)"
"52","N Y RESTAURANT SUPPLIES INC","PANYA","29 3RD AVE","8 10 12 STUYVESANT ST","NEW YORK","NY",10003,40.72979939,-73.98970383,"(40.72979939, -73.98970383)"
"53","NEW YORK SHAKESPEARE FESTIVAL & JOES PUB LLC/ MGR","","425 LAFAYETTE ST","NORTH STORE","NEW YORK","NY",10003,40.72905988,-73.99212097,"(40.72905988, -73.99212097)"
"54","P P K BAR & RESTAURANT INC","ST MARK'S ALE HOUSE","2 ST MARKS PLACE","","NEW YORK","NY",10003,40.7294747,-73.98988435,"(40.7294747, -73.98988435)"
"55","PAPI LUIS CORP","ANYWAY CAFE","32 34 E 2ND STREET","","NEW YORK","NY",10003,40.72513303,-73.99070171,"(40.72513303, -73.99070171)"
"56","PATAIDEN FOOD & DRINK INC","MAGUIRES PUB","237 3RD AVENUE","","NEW YORK","NY",10003,40.73677787,-73.9845556,"(40.73677787, -73.9845556)"
"57","REQUISITE BOOTIE INC","LUCIEN","14 1ST AVENUE","","NEW YORK","NY",10009,40.72336533,-73.98827436,"(40.72336533, -73.98827436)"
"58","ROSS KELLY INC","FISH BAR","237 E 5TH ST","","NEW YORK","NY",10003,40.72739114,-73.99044109,"(40.72739114, -73.99044109)"
"59","SHARAKU INC","","14-16 STUYVESANT ST","","NEW YORK","NY",10003,40.72987402,-73.98919311,"(40.72987402, -73.98919311)"
"60","SILVET RESTAURANT CORP","IL CANTINORI","32 E 10TH STREET","","NEW YORK","NY",10003,40.73244475,-73.99328944,"(40.73244475, -73.99328944)"
"61","SOUTH CHINA SEA REST CO INC","INDOCHINE","430 LAFAYETTE STREET","","NEW YORK","NY",10003,40.7294143,-73.9919059,"(40.7294143, -73.9919059)"
"62","STEEPLECHASE INC","PARK BAR","19 E 15TH ST","","NEW YORK","NY",10003,40.73656952,-73.99269678,"(40.73656952, -73.99269678)"
"63","CLOISTER EAST INC,THE","CLOISTER CAFE","238 E 9TH STREET","","NEW YORK","NY",10003,40.7295532,-73.98824818,"(40.7295532, -73.98824818)"
"64","SCRATCHER CAFE INC,THE","","209 EAST 5TH ST","","NEW YORK","NY",10003,40.72769585,-73.99102569,"(40.72769585, -73.99102569)"
"65","WATERING HOLE OF 2ND AVE CORP,THE","THE QUEEN VIC","68 2ND AVENUE","","NEW YORK","NY",10003,40.72606708,-73.98942692,"(40.72606708, -73.98942692)"
"66","TOKYO MAMA INC","","240 E 9TH STREET","","NEW YORK","NY",10003,40.72953998,-73.98821747,"(40.72953998, -73.98821747)"
"67","TOMI NEW YORK INC","","239 E 53RD ST","","NEW YORK","NY",10022,40.75736695,-73.96846938,"(40.75736695, -73.96846938)"
"68","TOMKIN SQUARE KIDS INC","BIG BAR","73 75 E 7TH STREET","","NEW YORK","NY",10003,0,0,"(0.0, 0.0)"
"69","TWO AND EIGHT GOURMET LTD","DALLAS BBQ","132 2ND AVENUE","","NEW YORK","NY",10003,40.72858918,-73.98759797,"(40.72858918, -73.98759797)"
"70","VANESSA REALTY CORP","CUCINA DE PESCE","87 E 4TH STREET","","NEW YORK","NY",10003,40.72647485,-73.9899749,"(40.72647485, -73.9899749)"
"71","W C O U RADIO INC","THE TILE BAR","115 1ST AVENUE","","NEW YORK","NY",10003,40.72701787,-73.98579015,"(40.72701787, -73.98579015)"
"72","YERINA RESTAURANT CORP","ARTE RESTAURANT","21 E 9TH STREET","","NEW YORK","NY",10003,40.73233199,-73.99454899,"(40.73233199, -73.99454899)"
"73","TSAMPA INC","212 HISAE'S","212 E 9TH ST","","NEW YORK","NY",10003,40.72977291,-73.98861196,"(40.72977291, -73.98861196)"
"74","SHADES OF GREEN LLC","","125 E 15TH STREET","","NEW YORK","NY",10003,40.73463946,-73.98813221,"(40.73463946, -73.98813221)"
"75","129 EAST 15TH BAR CORP","","129 E 15TH ST","","NEW YORK","NY",10003,40.73455833,-73.98808868,"(40.73455833, -73.98808868)"
"76","155 SECOND AVE REST INC","THE THIRSTY SCHOLAR","155 2ND AVENUE","","NEW YORK","NY",10003,40.72954208,-73.98707545,"(40.72954208, -73.98707545)"
"77","29 ST MARKS PLACE REST INC","BULL MCCABES","29 ST MARKS PLACE","","NEW YORK","NY",10003,40.72886895,-73.98817555,"(40.72886895, -73.98817555)"
"78","31 UNION SQUARE WEST LLC","BLUE WATER GRILL","31 UNION SQUARE WEST","","NEW YORK","NY",10003,40.73657135,-73.99081796,"(40.73657135, -73.99081796)"
"79","EAST VILLAGE 4TH STREET CAFE INC","STILLWATERS BAR & GRILL","78 80 E 4TH STREET","","NEW YORK","NY",10003,40.72652453,-73.99024474,"(40.72652453, -73.99024474)"
"80","9TH STREET VENTURE LTD","SOLAS","232 E 9TH STREET","","NEW YORK","NY",10003,40.72959287,-73.98834034,"(40.72959287, -73.98834034)"
"81","FONTANA RESTAURANT CORP","JOSEPH'S","3 HANOVER SQUARE","","NEW YORK","NY",10004,40.70482248,-74.00985194,"(40.70482248, -74.00985194)"
"82","OCINOMLED LTD","DELMONICO RESTAURANT","56 BEAVER ST","","NEW YORK","NY",10004,40.70507183,-74.01011179,"(40.70507183, -74.01011179)"
"83","47 REALOPP CORP","TGI FRIDAYS","47 BROADWAY","AKA 23 TRINITY PLACE","NEW YORK","NY",10004,40.70650202,-74.01282995,"(40.70650202, -74.01282995)"
"84","DONORE CORP","THE IRISH PUNT","40 EXCHANGE PLACE","","NEW YORK","NY",10005,40.70588345,-74.01027512,"(40.70588345, -74.01027512)"
"85","RATHNALLY CORP","THE FULL SHILLING","160 PEARL ST","","NEW YORK","NY",10005,40.70577284,-74.00772317,"(40.70577284, -74.00772317)"
"86","COPAT RESTAURANT INC","O'HARA'S RESTAURANT","120 CEDAR ST","AKA 137 GREENWICH STREET","NEW YORK","NY",10006,40.7094278,-74.01222695,"(40.7094278, -74.01222695)"
"87","KEITH RESTAURANT INC","CHINA CHALET RESTAURANT","47 BROADWAY","","NEW YORK","NY",10006,40.70650202,-74.01282995,"(40.70650202, -74.01282995)"
"88","CAPTAIN MIKES SEAFOOD REST INC","MUDVILLE 9","126 CHAMBERS STREET","","NEW YORK","NY",10007,40.71524068,-74.00879475,"(40.71524068, -74.00879475)"
"89","MYRTLE FOOD BEVERAGES INC","TRIBECA TAVERN","15 6TH AVENUE","","NEW YORK","NY",10013,40.71920686,-74.00522613,"(40.71920686, -74.00522613)"
"90","11 WAVERLY PUB LTD","JOSIE WOOD'S PUB","11 WAVERLY PLACE","","NEW YORK","NY",10007,40.73002532,-73.99403492,"(40.73002532, -73.99403492)"
"91","CRAWFORD FLICK INC","","7 AVENUE A","","NEW YORK","NY",10009,40.7224568,-73.98621161,"(40.7224568, -73.98621161)"
"92","CULLEN RESTAURANT INC","ST DYMPHNA'S","118 ST MARKS PLACE","","NEW YORK","NY",10009,40.72725235,-73.9846485,"(40.72725235, -73.9846485)"
"93","EAE CORP","SIDEWALK BAR & RESTAURANT","94 96 AVENUE A","","NEW YORK","NY",10009,40.7254528,-73.98386827,"(40.7254528, -73.98386827)"
"94","FRIDA & DIEGO CORP","","211 AVENUE A","","NEW YORK","NY",10009,40.72976383,-73.98089502,"(40.72976383, -73.98089502)"
"95","162 4 AVE B BAR","DREAM BABY","162 164 AVENUE B","","NEW YORK","NY",10009,40.72697672,-73.97989577,"(40.72697672, -73.97989577)"
"96","LOVE PICIN INC","COYOTE UGLY SALOON","153 1ST AVENUE","","NEW YORK","NY",10009,40.72845826,-73.98473697,"(40.72845826, -73.98473697)"
"97","LUDWIKA MICKEVICIUS","BLANCHES TAVERN","135 AVE A","","NEW YORK","NY",10009,40.72685963,-73.98293303,"(40.72685963, -73.98293303)"
"98","MONOLITH INC","RAVEN","194 AVE A","","NEW YORK","NY",10009,40.72914182,-73.98119068,"(40.72914182, -73.98119068)"
"99","MOONWALKERS RESTAURANT CORP","PYRAMID","101 AVENUE A","","NEW YORK","NY",10009,40.72573783,-73.98382678,"(40.72573783, -73.98382678)"
"100","NEW STATFORD RESTAURANT INC","TEN DEGREES","121 ST MARKS PLACE","","NEW YORK","NY",10009,40.72733248,-73.98454096,"(40.72733248, -73.98454096)"
"101","ODESSA RESTAURANT INC","ODESSA","117 AVENUE A","","NEW YORK","NY",10009,NA,NA,""
"102","PARALLEL BAR INC","THE SUMMIT BAR","133 AVE C","","NEW YORK","NY",10009,40.7249392,-73.97830121,"(40.7249392, -73.97830121)"
"103","PATTY MC CARTHYS INC","HI-FI","169 AVENUE A","","NEW YORK","NY",10009,40.72817519,-73.98204948,"(40.72817519, -73.98204948)"
"104","SEVEN A CAFE INC","","130 E 7TH STREET","AKA 109 AVENUE A","NEW YORK","NY",10009,40.72601877,-73.98362877,"(40.72601877, -73.98362877)"
"105","ST MARKS ENTERPRISES INC","VBAR ST MARKS","132 1ST AVENUE","","NEW YORK","NY",10009,40.72747534,-73.9852982,"(40.72747534, -73.9852982)"
"106","SWAUTO LTD","","25 AVENUE A","","NEW YORK","NY",10009,40.72288335,-73.98589151,"(40.72288335, -73.98589151)"
"107","197 ARTICHOKE CORP, THE","NO MALICE PALACE","197 E 3RD ST","","NEW YORK","NY",10009,40.72275884,-73.98304457,"(40.72275884, -73.98304457)"
"108","THUNDERBOLT CORP","ACE","531 E 5TH STREET","","NEW YORK","NY",10009,40.72458324,-73.98361409,"(40.72458324, -73.98361409)"
"109","WISHBONE PRODUCTIONS INC","DOC HOLIDAYS","141 AVENUE A","AKA 442 E 9TH STREET","NEW YORK","NY",10009,40.72716376,-73.98279202,"(40.72716376, -73.98279202)"
"110","119 AVENUE A RESTAURANT CORP","ODESSA RESTAURANT","119 AVENUE A","","NEW YORK","NY",10009,40.72634158,-73.98339114,"(40.72634158, -73.98339114)"
"111","177 CHRISTIE INC","ESPERANTO","145 AVE C","","NEW YORK","NY",10009,40.72532775,-73.97801665,"(40.72532775, -73.97801665)"
"112","219 AVENUE B MUSIC LOUNGE INC","REVISION LOUNGE AND GALLERY","219 AVENUE B","","NEW YORK","NY",10009,40.72879835,-73.97840794,"(40.72879835, -73.97840794)"
"113","224 AVENUE B INC","","224 AVENUE B","","NEW YORK","NY",10009,40.72885452,-73.97853216,"(40.72885452, -73.97853216)"
"114","510 EAST 11TH STREET CORP","THE 11TH STREET BAR","510 E 11TH STREET","","NEW YORK","NY",10009,40.72826058,-73.98152111,"(40.72826058, -73.98152111)"
"115","732 BELLA INC","BLACK & WHITE","86 E 10TH ST","","NEW YORK","NY",10009,40.73109549,-73.99005849,"(40.73109549, -73.99005849)"
"116","GIORGIOS OF GRAMERCY INC","GIORGIOS OF GRAMERCY","27 E 21ST ST","","NEW YORK","NY",10010,40.739756,-73.98934693,"(40.739756, -73.98934693)"
"117","HILLSTONE RESTAURANT GROUP INC","HILLSTONE RESTAURANT","51 MADISON AVE","","NEW YORK","NY",10010,40.74301119,-73.9863157,"(40.74301119, -73.9863157)"
"118","INISHOWEN INC","MOLLY'S","287 3RD AVENUE","","NEW YORK","NY",10010,40.73830431,-73.9834353,"(40.73830431, -73.9834353)"
"119","MEG RESTAURANT ENTERPRISES LTD","NOVITA","102 E 22ND STREET","","NEW YORK","NY",10010,40.73938818,-73.98669221,"(40.73938818, -73.98669221)"
"120","RHM RESTAURANT CORP","ROLFS","281 3RD AVE","","NEW YORK","NY",10010,40.73810918,-73.98357787,"(40.73810918, -73.98357787)"
"121","THEMEFOOD INC","LIVE BAIT","14 E 23RD STREET","","NEW YORK","NY",10010,40.741106,-73.9887068,"(40.741106, -73.9887068)"
"122","336 PUB INC","FITZGERALDS PUB","336 3RD AVE","","NEW YORK","NY",10010,40.74001293,-73.98233725,"(40.74001293, -73.98233725)"
"123","34 W 22ND STREET COMEDY CORP","METROPOLITAN ROOM","34 WEST 22ND STREET","","NEW YORK","NY",10010,40.74129819,-73.99123506,"(40.74129819, -73.99123506)"
"124","AMF BOWLING CENTERS INC","300 NEW YORK","60 CHELSEA PIERS","","NEW YORK","NY",10011,40.74691508,-74.00823534,"(40.74691508, -74.00823534)"
"125","BABBO LLC","","110 WAVERLY PLACE","","NEW YORK","NY",10011,40.73241678,-73.99916082,"(40.73241678, -73.99916082)"
"126","BARRACUDA LOUNGE INC","BARRACUDA","275 WEST 22ND STREET","","NEW YORK","NY",10011,40.74435799,-73.99818267,"(40.74435799, -73.99818267)"
"127","BOTTINO CORP","BOTTINO","246 248 10TH AVE","","NEW YORK","NY",10011,40.74851705,-74.00347214,"(40.74851705, -74.00347214)"
"128","BUCKWHEAT & ALFALFA INC","ROCKING HORSE MEXICAN CAFE","182 8TH AVENUE","","NEW YORK","NY",10011,40.74295034,-74.00010722,"(40.74295034, -74.00010722)"
"129","CON & CON CATERERS INC","FLANNERY'S BAR","205 W 14TH STREET","","NEW YORK","NY",10011,40.73867728,-73.99981896,"(40.73867728, -73.99981896)"
"130","DA UMBERTO RESTAURANT INC","","107 W 17TH STREET","","NEW YORK","NY",10011,40.73941811,-73.995655,"(40.73941811, -73.995655)"
"131","ELGIN THEATRE FOUNDATION INC","THE JOYCE THEATER","175 8TH AVE","","NEW YORK","NY",10011,NA,NA,""
"132","FAYLOW CORP","CRISPO","240 W 14TH ST","","NEW YORK","NY",10011,40.7390146,-74.00086576,"(40.7390146, -74.00086576)"
"133","FRENCH ROAST INC","LA CONTENTA OESTE","78 W 11TH STREET","","NEW YORK","NY",10011,40.73503141,-73.99756961,"(40.73503141, -73.99756961)"
"134","GREEN 90 INC","","90 92 GREENWICH AVENUE","","NEW YORK","NY",10011,40.73776826,-74.00173767,"(40.73776826, -74.00173767)"
"135","KONKAPOT ENTERTAINMENT INC","","61 CHELSEA PIERS","","NEW YORK","NY",10011,40.74695045,-74.00822876,"(40.74695045, -74.00822876)"
"136","L RAY LLC","TEDDY'S HIDEWAY","64 W 10TH STREET","","NEW YORK","NY",10011,40.73425707,-73.99759929,"(40.73425707, -73.99759929)"
"137","LILLY COOGANS INC","WESTSIDE TAVERN","360 WEST 23RD ST","","NEW YORK","NY",10011,40.74581702,-73.99989299,"(40.74581702, -73.99989299)"
"138","MESTRE INC","LE ZIE 2000","172 7TH AVENUE","","NEW YORK","NY",10011,40.74234364,-73.99700717,"(40.74234364, -73.99700717)"
"139","N & J SALAM CORP","SALAM RESTAURANT","104 W 13TH STREET","","NEW YORK","NY",10011,40.73668471,-73.99753563,"(40.73668471, -73.99753563)"
"140","ONE ONE DOMESTIC CORPORATION","BASTA PASTA RESTAURANT","37 39 W 17TH STREET","GROUND FLOOR","NEW YORK","NY",10011,40.73847494,-73.99338659,"(40.73847494, -73.99338659)"
"141","PINEIRO RESTAURANT INC","GENES RESTAURANT","73 W 11TH STREET","","NEW YORK","NY",10011,40.73505473,-73.99732727,"(40.73505473, -73.99732727)"
"142","QUEPOS INC","CAFE LOUP","105 W 13TH STREET","","NEW YORK","NY",10011,40.73678075,-73.99746561,"(40.73678075, -73.99746561)"
"143","SEVENTH AVENUE TOMATO INC","","209 7TH AVENUE","","NEW YORK","NY",10011,NA,NA,""
"144","TEJO REST INC","GAROTA DE IPANEMA","252 WEST 14TH STREET","","NEW YORK","NY",10011,40.73914886,-74.00119872,"(40.73914886, -74.00119872)"
"145","RED CAT LLC,THE","","227 10TH AVENUE","","NEW YORK","NY",10011,40.74790924,-74.00408581,"(40.74790924, -74.00408581)"
"146","TUTTO BENE RESTAURANT INC","CHELSEA RISTORANTE ITALIANO","108 8TH AVENUE","","NEW YORK","NY",10011,40.74060951,-74.0017996,"(40.74060951, -74.0017996)"
"147","WASHINGTON PLACE LLC","BLUE HILL RESTAURANT","75 WASHINGTON PLACE","","NEW YORK","NY",10011,40.73192433,-73.99958824,"(40.73192433, -73.99958824)"
"148","ZESTFUL MANAGEMENT CORP","BAR SIX","502 AVE OF THE AMERICAS","","NEW YORK","NY",10011,40.73655583,-73.99742656,"(40.73655583, -73.99742656)"
"149","119 7TH AVENUE CAFETERIA LLC","CAFETERIA","119 121 1/2 7TH AVE","","NEW YORK","NY",10011,40.74058169,-73.99820121,"(40.74058169, -73.99820121)"
"150","151 ROYS REST INC","FLIGHT 151","151 8TH AVENUE","","NEW YORK","NY",10011,40.74198282,-74.00097558,"(40.74198282, -74.00097558)"
"151","160 BISTRO INC","LE SINGE VERT","160 7TH AVE","","NEW YORK","NY",10011,40.74196239,-73.99728068,"(40.74196239, -73.99728068)"
"152","223 WEST CORP","REBAR","223 W 19TH ST","","NEW YORK","NY",10011,40.74192907,-73.99811031,"(40.74192907, -73.99811031)"
"153","35 WEST 20TH STREET REST INC","PERIYALI","35 W 20TH STREET","","NEW YORK","NY",10011,40.74018317,-73.99204782,"(40.74018317, -73.99204782)"
"154","ANDIKIANA CORP","SILVER SPURS","490 494 LAGUARDIA PLACE","","NEW YORK","NY",10012,40.72719132,-73.99976576,"(40.72719132, -73.99976576)"
"155","BEA'S TAVERN INC","BOTANICA","47 EAST HOUSTON STREET","","NEW YORK","NY",10012,40.72466425,-73.99455117,"(40.72466425, -73.99455117)"
"156","BENSUSAN RESTAURANT CORP","BLUE NOTE JAZZ CLUB","131 W 3RD STREET","","NEW YORK","NY",10012,40.73057535,-74.00029196,"(40.73057535, -74.00029196)"
"157","BLEECKER STREET BAR CORP","BLEEKER STREET BAR","58 BLEECKER ST","","NEW YORK","NY",10012,40.72613867,-73.99509101,"(40.72613867, -73.99509101)"
"158","BLL RESTAURANT CORP","PORTO BELLO RESTAURANT","208 THOMPSON STREET","","NEW YORK","NY",10012,40.72868997,-73.99935226,"(40.72868997, -73.99935226)"
"159","CLAUDISAL REST CORP","THE MALT HOUSE","206 THOMPSON STREET","","NEW YORK","NY",10012,40.7286236,-73.99940845,"(40.7286236, -73.99940845)"
"160","DAV TSI DAV INC","TERRA BLUES","149 BLEECKER STREET 2FL","2ND FLR","NEW YORK","NY",10012,40.72834116,-73.99938153,"(40.72834116, -73.99938153)"
"161","DIMUR ENTERPRISES INC","MADAME X","94 WEST HOUSTON STREET","","NEW YORK","NY",10012,40.72715455,-74.00006253,"(40.72715455, -74.00006253)"
"162","DOJO RESTAURANT INC","DOJO WEST","14 W 4TH STREET","","NEW YORK","NY",10012,40.72875498,-73.99506632,"(40.72875498, -73.99506632)"
"163","DOWNTOWN RESTAURANT CO LLC","CIPRIANI DOWNTOWN","372 376 WEST BROADWAY","","NEW YORK","NY",10012,40.7235659,-74.00282498,"(40.7235659, -74.00282498)"
"164","DYNAMIC MUSIC CORP","OLIVE TREE CAFE & COMEDY CELLAR","117 MACDOUGAL ST","","NEW YORK","NY",10012,40.73015394,-74.00042651,"(40.73015394, -74.00042651)"
"165","FULL JEEP CORPORATION","PECULIER PUB","145 BLEECKER STREET","","NEW YORK","NY",10012,40.72823053,-73.99915375,"(40.72823053, -73.99915375)"
"166","GFB RESTAURANT CORP","IL MULINO","86 W 3RD STREET","","NEW YORK","NY",10012,40.72978958,-73.99894351,"(40.72978958, -73.99894351)"
"167","IL BUCO CORP","IL BUCO","47 BOND ST","","NEW YORK","NY",10012,40.72618548,-73.99336065,"(40.72618548, -73.99336065)"
