"","X.2","X.1","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"1601",1708,2413,2413,"DA NICO RESTAURANT","164","MULBERRY STREET",10013,"Italian","164, MULBERRY STREET, New York, NY",-73.9969371,40.719646
"1602",1710,2415,2415,"ANCHOR HEIGHTS","575","W 207TH ST",10034,"Italian","575, W 207TH ST, New York, NY",-73.9203704,40.8666633
"1603",1711,2416,2416,"Caf̩ Medi/ Jia Lounge","107","RIVINGTON STREET",10002,"American","107, RIVINGTON STREET, New York, NY",-73.988093,40.719762
"1604",1712,2417,2417,"WA JEAL","1588","2 AVENUE",10028,"Chinese","1588, 2 AVENUE, New York, NY",-73.9531948,40.7753797
"1605",1713,2418,2418,"TONY'S DI NAPOLI","147","WEST 43RD STREET",10036,"Italian","147, WEST 43RD STREET, New York, NY",-73.9854363,40.756485
"1606",1714,2419,2419,"PICK-A-BAGEL","297","3 AVENUE",10010,"Others","297, 3 AVENUE, New York, NY",-73.9830718,40.7385291
"1607",1715,2420,2420,"LAS RAMBLAS","170","WEST    4 STREET",10014,"Others","170, WEST    4 STREET, New York, NY",-74.0016271,40.7320189
"1608",1716,2424,2424,"DISHES","399","PARK AVENUE",10022,"American","399, PARK AVENUE, New York, NY",-73.9719354,40.7592419
"1609",1717,2425,2425,"WEST SIDE CAFE AND PIZZA","218","W 72ND ST",10023,"American","218, W 72ND ST, New York, NY",-73.9828537,40.7788161
"1610",1718,2426,2426,"EL RIO GRANDE","160","EAST   38 STREET",10016,"Others","160, EAST   38 STREET, New York, NY",-73.9768734,40.7481485
"1611",1719,2427,2427,"BOUNCE","55","WEST   21 STREET",10010,"American","55, WEST   21 STREET, New York, NY",-73.9929888,40.7415191
"1612",1720,2429,2429,"THE PONY BAR","1444","1 AVENUE",10021,"American","1444, 1 AVENUE, New York, NY",-73.9542362,40.7697437
"1613",1721,2431,2431,"GRAND HAVANA ROOM","666","5 AVENUE",10019,"American","666, 5 AVENUE, New York, NY",-73.976204,40.760163
"1614",1722,2432,2432,"THE WATER CLUB","500","EAST   30 STREET",10016,"Others","500, EAST   30 STREET, New York, NY",-73.9723737,40.7403685
"1615",1723,2433,2433,"SARABETH'S","40","CENTRAL PARK SOUTH",10019,"American","40, CENTRAL PARK SOUTH, New York, NY",-73.9757026,40.7651362
"1616",1724,2435,2435,"PORTENO","299","10 AVENUE",10001,"Others","299, 10 AVENUE, New York, NY",-74.002523,40.750507
"1617",1725,2436,2436,"TRATTORIA ZERO OTTO NOVE II","15","WEST   21 STREET",10010,"Italian","15, WEST   21 STREET, New York, NY",-73.9915327,40.7408622
"1618",1726,2437,2437,"GRAND HYATT NEW YORK HOTEL","0","@ GRAND CENTRAL",10017,"American","0, @ GRAND CENTRAL, New York, NY",-73.8029154,40.7158904
"1619",1727,2438,2438,"SICHUAN HOT POT CUISINE","34","PELL ST",10013,"Chinese","34, PELL ST, New York, NY",-73.9985898,40.7150914
"1620",1728,2439,2439,"KORI TRIBECA","253","CHURCH ST",10013,"Others","253, CHURCH ST, New York, NY",-74.0053384,40.7178632
"1621",1729,2440,2440,"KIRSH BAKERY AND KITCHEN","551","AMSTERDAM AVE",10024,"American","551, AMSTERDAM AVE, New York, NY",-73.9743251,40.7880874
"1622",1731,2444,2444,"EL LUCHADOR","87","SOUTH ST",10038,"Others","87, SOUTH ST, New York, NY",-74.0042543,40.7058993
"1623",1732,2446,2446,"RELIABLE FOOD","59","EAST   54 STREET",10022,"American","59, EAST   54 STREET, New York, NY",-73.9728788,40.7601624
"1624",1733,2450,2450,"BEER AUTHORITY","300","WEST   40 STREET",10018,"American","300, WEST   40 STREET, New York, NY",-73.9911822,40.7559338
"1625",1734,2451,2451,"DIG INN SEASONAL MARKET","1178","BROADWAY",10001,"American","1178, BROADWAY, New York, NY",-73.988461,40.7453138
"1626",1735,2454,2454,"APERITIVO PIZZA BAR","780","3 AVENUE",10017,"Pizza","780, 3 AVENUE, New York, NY",-73.9718457,40.7550182
"1627",1736,2455,2455,"MEZZE CAFE","210","E 41ST ST",10017,"American","210, E 41ST ST, New York, NY",-73.9743872,40.7496832
"1628",1737,2457,2457,"OPAI THAI","722","AMSTERDAM AVENUE",10025,"Others","722, AMSTERDAM AVENUE, New York, NY",-73.9709963,40.7936504
"1629",1738,2458,2458,"DUNKIN DONUTS","1433","2ND AVE",10021,"Others","1433, 2ND AVE, New York, NY",-73.9573243,40.7706169
"1630",1739,2459,2459,"HOP SHING RESTAURANT","9","CHATHAM SQUARE",10038,"Chinese","9, CHATHAM SQUARE, New York, NY",-73.9980389,40.7139705
"1631",1740,2462,2462,"LE SOUK","510","LAGUARDIA PLACE",10012,"Others","510, LAGUARDIA PLACE, New York, NY",-73.9993703,40.7279459
"1632",1741,2464,2464,"MANGANARO'S HERO BOY","494","9TH AVE",10018,"American","494, 9TH AVE, New York, NY",-73.9944558,40.755521
"1633",1742,2466,2466,"THE LONG ROOM","120","WEST   44 STREET",10036,"Others","120, WEST   44 STREET, New York, NY",-73.9843344,40.7564058
"1634",1743,2467,2467,"PANNA II GARDEN INDIAN RESTAURANT","93","1ST AVE",10003,"Others","93, 1ST AVE, New York, NY",-73.9865701,40.7262841
"1635",1744,2468,2468,"NEW WONG RESTAURANT","103","EAST BROADWAY",10002,"Chinese","103, EAST BROADWAY, New York, NY",-73.9931601,40.7135776
"1636",1745,2470,2470,"CAFE JAX","318","E 84TH ST",10028,"Others","318, E 84TH ST, New York, NY",-73.9519402,40.7759753
"1637",1746,2472,2472,"EL MAGUEY Y LA TUNA","321","EAST HOUSTON STREET",10002,"Others","321, EAST HOUSTON STREET, New York, NY",-73.9828911,40.7209672
"1638",1747,2473,2473,"VOL DE NUIT","148","WEST    4 STREET",10012,"Others","148, WEST    4 STREET, New York, NY",-74.0006505,40.7313614
"1639",1748,2474,2474,"CAFE ZAIYA","18","EAST   41 STREET",10017,"Japanese","18, EAST   41 STREET, New York, NY",-73.9804547,40.7522079
"1640",1749,2476,2476,"LE GRAINNE CAFE","183","9 AVENUE",10011,"Others","183, 9 AVENUE, New York, NY",-74.0024462,40.7454081
"1641",1750,2478,2478,"CAFE BONJOUR DELI & PIZZA","18","WEST 38 STREET",10018,"American","18, WEST 38 STREET, New York, NY",-73.9838064,40.7512171
"1642",1751,2479,2479,"NEW YORK UNIVERSITY - LAW SCHOOL","110","WEST THIRD STREET",10012,"American","110, WEST THIRD STREET, New York, NY",-73.9999854,40.7300989
"1643",1752,2480,2480,"BAR 9","807","9TH AVE",10019,"American","807, 9TH AVE, New York, NY",-73.9875712,40.7657216
"1644",1753,2482,2482,"THE MEAN FIDDLER","266","WEST   47 STREET",10036,"American","266, WEST   47 STREET, New York, NY",-73.9871765,40.7600569
"1645",1754,2483,2483,"HOT KITCHEN","251","E 53RD ST",10022,"Chinese","251, E 53RD ST, New York, NY",-73.9674607,40.7570387
"1646",1755,2484,2484,"CARA MIA","654","9TH AVE",10036,"Italian","654, 9TH AVE, New York, NY",-73.9906473,40.7606785
"1647",1756,2485,2485,"Nomura cafeteria( 25 th floor)","309","W 49 ST",10019,"American","309, W 49 ST, New York, NY",-73.9870679,40.7621335
"1648",1757,2491,2491,"THAI GRILL SUSHI BAR","137","EAST   45 STREET",10017,"Others","137, EAST   45 STREET, New York, NY",-73.9739906,40.7533095
"1649",1758,2495,2495,"FRESH & CO","729","BROADWAY",10003,"Others","729, BROADWAY, New York, NY",-73.9933803,40.7298639
"1650",1759,2498,2498,"The Meatball Shop","447","AMSTERDAM AVE",10024,"American","447, AMSTERDAM AVE, New York, NY",-73.9770127,40.7846321
"1651",1760,2501,2501,"KMR","575","MADISON AVE FL 1ST",10022,"American","575, MADISON AVE FL 1ST, New York, NY",-73.9723606,40.7617659
"1652",1761,2504,2504,"THE CUTTING ROOM","44","EAST   32 STREET",10016,"American","44, EAST   32 STREET, New York, NY",-73.982957,40.7458665
"1653",1762,2505,2505,"MANNY RESTAURANT AND LOUNGE","3668","BROADWAY",10031,"Others","3668, BROADWAY, New York, NY",-73.9470725,40.8306123
"1654",1763,2507,2507,"MURRAY'S BAGELS","242","8 AVENUE",10011,"Others","242, 8 AVENUE, New York, NY",-73.9985095,40.7447437
"1655",1764,2509,2509,"LIMON JUNGLE","803","9 AVENUE",10019,"Others","803, 9 AVENUE, New York, NY",-73.987768,40.765661
"1656",1765,2510,2510,"TRE OTTO","1410","MADISON AVE",10029,"Italian","1410, MADISON AVE, New York, NY",-73.9535933,40.7883992
"1657",1766,2512,2512,"UP THAI","1411","2ND AVE",10021,"Others","1411, 2ND AVE, New York, NY",-73.9578638,40.769951
"1658",1768,2516,2516,"DOS TOROS TAQUERIA","636","LEXINGTON AVE",10022,"Others","636, LEXINGTON AVE, New York, NY",-73.9706723,40.7592098
"1659",1769,2517,2517,"BOCCA","39","EAST   19 STREET",10003,"Italian","39, EAST   19 STREET, New York, NY",-73.9888568,40.7382691
"1660",1770,2518,2518,"BETTOLONA","3143","BROADWAY",10027,"Italian","3143, BROADWAY, New York, NY",-73.9598383,40.8141969
"1661",1771,2519,2519,"BONJOUR CREPES & WINE","1585","2 AVENUE",10028,"Others","1585, 2 AVENUE, New York, NY",-73.9537311,40.7755357
"1662",1772,2521,2521,"ING CAFE","1133","AVENUE OF THE AMERICAS",10036,"American","1133, AVENUE OF THE AMERICAS, New York, NY",-73.9838279,40.7560149
"1663",1773,2523,2523,"CHINELOS II DELI-GROCERY RESTAURANT","530","W 136TH ST",10031,"Others","530, W 136TH ST, New York, NY",-73.9536851,40.8201833
"1664",1774,2525,2525,"PRET A MANGER","62","WEST   45 STREET",10036,"American","62, WEST   45 STREET, New York, NY",-73.9820617,40.7562568
"1665",1775,2526,2526,"MIYABI SUSHI & ASIAN CUISINE","118","W 3RD ST",10012,"Japanese","118, W 3RD ST, New York, NY",-74.0003803,40.7304445
"1666",1776,2527,2527,"THAI WOK","1406","MADISON AVE",10029,"Others","1406, MADISON AVE, New York, NY",-73.9536856,40.7881659
"1667",1777,2528,2528,"SLAUGHTERED LAMB PUB","182","W 4TH ST",10014,"American","182, W 4TH ST, New York, NY",-74.0019252,40.7323493
"1668",1778,2529,2529,"HOURGLASS TAVERN","373","WEST   46 STREET",10036,"American","373, WEST   46 STREET, New York, NY",-73.9903374,40.7609336
"1669",1779,2530,2530,"DIG INN","80","PINE ST",10005,"American","80, PINE ST, New York, NY",-74.0068218,40.7061616
"1670",1780,2531,2531,"EVERYDAY GOURMET DELI","369","LEXINGTON AVENUE",10017,"American","369, LEXINGTON AVENUE, New York, NY",-73.9764372,40.750576
"1671",1781,2533,2533,"FRESCO ON THE GO","40","EAST   52 STREET",10022,"American","40, EAST   52 STREET, New York, NY",-73.9740984,40.7586002
"1672",1782,2537,2537,"BOMBAY'S","60","PEARL STREET",10004,"Others","60, PEARL STREET, New York, NY",-74.0110768,40.703419
"1673",1783,2538,2538,"SIX PANS/ CREAMLINE","180","7TH AVE",10011,"American","180, 7TH AVE, New York, NY",-73.996983,40.7427419
"1674",1784,2539,2539,"JAIYA THAI ORIENTAL RESTAURANT","396","THIRD AVENUE",10016,"Others","396, THIRD AVENUE, New York, NY",-73.9810516,40.742257
"1675",1785,2541,2541,"SUNFLOWER DINER","359","3 AVENUE",10016,"American","359, 3 AVENUE, New York, NY",-73.9814648,40.740733
"1676",1786,2543,2543,"TENZAN CUISINE","285","COLUMBUS AVENUE",10023,"Japanese","285, COLUMBUS AVENUE, New York, NY",-73.9779183,40.7782965
"1677",1787,2544,2544,"PIZZA 23","268","W 23RD ST",10011,"Pizza","268, W 23RD ST, New York, NY",-73.9983379,40.7450574
"1678",1788,2546,2546,"OGAWA CAFE","36","E 4TH ST",10003,"Japanese","36, E 4TH ST, New York, NY",-73.9922849,40.7272011
"1679",1789,2548,2548,"GRILL 21","346","E 21ST ST",10010,"Others","346, E 21ST ST, New York, NY",-73.9799267,40.7356312
"1680",1790,2550,2550,"CAFE ON 5TH/STERLING AFFAIR","1216","5 AVENUE",10029,"American","1216, 5 AVENUE, New York, NY",-73.9525805,40.7918853
"1681",1791,2552,2552,"HEALTHIER CHOICES","2107","1 AVENUE",10029,"Others","2107, 1 AVENUE, New York, NY",-73.9391696,40.7911679
"1682",1792,2554,2554,"NISHIDA SHO-TEN","302","E 49TH ST",10017,"Japanese","302, E 49TH ST, New York, NY",-73.9685969,40.7540917
"1683",1793,2555,2555,"CROWN DELI","1674","BROADWAY",10019,"American","1674, BROADWAY, New York, NY",-73.982872,40.7628094
"1684",1794,2559,2559,"LEGEND BAR & RESTAURANT","88","7 AVENUE",10011,"Chinese","88, 7 AVENUE, New York, NY",-73.9993049,40.7396046
"1685",1795,2562,2562,"LA NOSTRA PIZZERIA","2146","2 AVENUE",10029,"Pizza","2146, 2 AVENUE, New York, NY",-73.940172,40.793151
"1686",1796,2563,2563,"HAMA","11","W 51ST ST",10019,"Japanese","11, W 51ST ST, New York, NY",-73.977638,40.759786
"1687",1797,2564,2564,"SCALINI FEDELI","165","DUANE STREET",10013,"Italian","165, DUANE STREET, New York, NY",-74.009317,40.7174312
"1688",1798,2568,2568,"JUICE GENERATION CAFE GROUP","69","PRINCE STREET",10012,"American","69, PRINCE STREET, New York, NY",-73.9970289,40.7240841
"1689",1799,2572,2572,"GAZALA'S PLACE","709","9 AVENUE",10019,"Others","709, 9 AVENUE, New York, NY",-73.989908,40.762707
"1690",1800,2578,2578,"GINA LA FORNARINA","1016","LEXINGTON AVE",10021,"Others","1016, LEXINGTON AVE, New York, NY",-73.9620998,40.7709873
"1691",1801,2580,2580,"KITARO","510","AMSTERDAM AVENUE",10024,"Others","510, AMSTERDAM AVENUE, New York, NY",-73.9759551,40.7869111
"1692",1802,2581,2581,"VIA QUADRONNO","1228","MADISON AVE",10128,"Italian","1228, MADISON AVE, New York, NY",-73.9578338,40.7825765
"1693",1803,2583,2583,"YIA YIA","404","E 69TH ST",10021,"Others","404, E 69TH ST, New York, NY",-73.9571615,40.7656184
"1694",1804,2584,2584,"TISANE PHARMACY","340","EAST   86 STREET",10028,"Others","340, EAST   86 STREET, New York, NY",-73.9503789,40.7769876
"1695",1806,2587,2587,"LUXOR LOUNGE","118","MACDOUGAL STREET",10012,"American","118, MACDOUGAL STREET, New York, NY",-74.0004262,40.729756
"1696",1807,2588,2588,"FAT BUDDHA","212","AVENUE A",10009,"Others","212, AVENUE A, New York, NY",-73.9805987,40.7298242
"1697",1808,2591,2591,"COLBEH","32","WEST 39 STREET",10018,"Others","32, WEST 39 STREET, New York, NY",-73.9841278,40.7521504
"1698",1809,2592,2592,"STAGHORN STEAKHOUSE","315","WEST   36 STREET",10018,"Others","315, WEST   36 STREET, New York, NY",-73.9933436,40.7540499
"1699",1810,2593,2593,"TANG PAVILION","65","WEST   55 STREET",10019,"Chinese","65, WEST   55 STREET, New York, NY",-73.9771995,40.7628464
"1700",1811,2594,2594,"V-NAM CAFE","18-20","1 AVENUE",10009,"Others","18-20, 1 AVENUE, New York, NY",-73.9879173,40.7235886
"1701",1812,2595,2595,"STAYBRIDGE SUITES","340","WEST 40 STREET",10018,"American","340, WEST 40 STREET, New York, NY",-73.9926904,40.756511
"1702",1813,2596,2596,"CAFFE NOI ESPRESSO BAR","1465","2 AVE",10075,"Others","1465, 2 AVE, New York, NY",-73.9566225,40.7716427
"1703",1814,2598,2598,"SALA ONE NINE","35","WEST   19 STREET",10011,"Others","35, WEST   19 STREET, New York, NY",-73.9930806,40.7400266
"1704",1815,2600,2600,"BAGELS AND MORE","1585","3RD AVE",10128,"Others","1585, 3RD AVE, New York, NY",-73.9522196,40.7807325
"1705",1816,2601,2601,"PEPE ROSSO TO GO","149","SULLIVAN STREET",10012,"Italian","149, SULLIVAN STREET, New York, NY",-74.001528,40.727132
"1706",1817,2602,2602,"HILLSTONE'S","153","EAST   53 STREET",10022,"American","153, EAST   53 STREET, New York, NY",-73.9703542,40.7583182
"1707",1818,2603,2603,"VAPIANO","113","UNIVERSITY PLACE",10003,"Italian","113, UNIVERSITY PLACE, New York, NY",-73.992157,40.7342648
"1708",1819,2604,2604,"12 CHAIRS","56","MACDOUGAL STREET",10012,"American","56, MACDOUGAL STREET, New York, NY",-74.0023895,40.7275178
"1709",1820,2606,2606,"UNION FARE","43227","E 17TH ST",10003,"American","43227, E 17TH ST, New York, NY",-73.986602,40.7355362
"1710",1821,2607,2607,"LUCKY STRIKE","624660","WEST   42 STREET",10036,"American","624660, WEST   42 STREET, New York, NY",-74.0009082,40.76142
"1711",1822,2608,2608,"BENARES","45","MURRAY STREET",10007,"Others","45, MURRAY STREET, New York, NY",-74.0091487,40.714232
"1712",1823,2610,2610,"SUSHI SUKI","1577","YORK AVE",10028,"Japanese","1577, YORK AVE, New York, NY",-73.9484502,40.774553
"1713",1825,2612,2612,"MIZU","29","EAST   20 STREET",10003,"Japanese","29, EAST   20 STREET, New York, NY",-73.9889649,40.739068
"1714",1826,2613,2613,"LA MINITA RESTAURANT","3855","10 AVENUE",10034,"Others","3855, 10 AVENUE, New York, NY",-73.9190245,40.8637973
"1715",1827,2615,2615,"SAN LOCO","111","STANTON STREET",10002,"Others","111, STANTON STREET, New York, NY",-73.9874679,40.721035
"1716",1828,2618,2618,"NINJA RESTAURANT","25","HUDSON STREET",10013,"Japanese","25, HUDSON STREET, New York, NY",-74.009407,40.7168467
"1717",1829,2619,2619,"LENWICH","16","W 23RD ST",10010,"Others","16, W 23RD ST, New York, NY",-73.9904399,40.7416299
"1718",1830,2621,2621,"FLUTE","205","WEST   54 STREET",10019,"American","205, WEST   54 STREET, New York, NY",-73.9818551,40.7640805
"1719",1832,2623,2623,"LUNA PIENA","243","EAST   53 STREET",10022,"Italian","243, EAST   53 STREET, New York, NY",-73.9676903,40.7572256
"1720",1833,2625,2625,"CORNER CAFE","2518","BROADWAY",10025,"Others","2518, BROADWAY, New York, NY",-73.9725346,40.7931444
"1721",1834,2627,2627,"MCDONALD'S","52","FULTON STREET",10038,"American","52, FULTON STREET, New York, NY",-74.0049104,40.7082556
"1722",1835,2628,2628,"LE MARAIS","150","WEST   46 STREET",10036,"Others","150, WEST   46 STREET, New York, NY",-73.9843115,40.7580041
"1723",1836,2630,2630,"PIG & WHISTLE ON 3RD","922","3 AVENUE",10022,"American","922, 3 AVENUE, New York, NY",-73.9685168,40.7594269
"1724",1837,2631,2631,"CROWNE PLAZA-TIMES SQUARE (BANQUET KITCHEN)","1605","BROADWAY",10019,"American","1605, BROADWAY, New York, NY",-73.9849682,40.7604794
"1725",1838,2632,2632,"HOT POT CENTRAL","188","2ND AVE",10003,"Others","188, 2ND AVE, New York, NY",-73.985825,40.7307728
"1726",1839,2634,2634,"WHISKEY TRADER","71","WEST   55 STREET",10019,"American","71, WEST   55 STREET, New York, NY",-73.9774818,40.762929
"1727",1840,2635,2635,"PARK HYATT NEW YORK","153","W 57TH ST",10019,"American","153, W 57TH ST, New York, NY",-73.9790722,40.7653771
"1728",1841,2636,2636,"MUSCLE MAKER GRILL","1413","2ND AVE",10021,"American","1413, 2ND AVE, New York, NY",-73.957821,40.770006
"1729",1842,2637,2637,"THE WAYLON","736","10TH AVE",10019,"Others","736, 10TH AVE, New York, NY",-73.9914339,40.7647761
"1730",1843,2638,2638,"PRET A MANGER","1071","AVENUE OF THE AMERICAS",10018,"Others","1071, AVENUE OF THE AMERICAS, New York, NY",-73.985069,40.7541172
"1731",1844,2639,2639,"GYU-KAKU","34","COOPER SQUARE",10003,"Japanese","34, COOPER SQUARE, New York, NY",-73.9914601,40.728255
"1732",1845,2641,2641,"PYE BOAT NOODLE","1711","2 AVENUE",10128,"Others","1711, 2 AVENUE, New York, NY",-73.9507462,40.7797015
"1733",1846,2642,2642,"SUSHI OF GARI 46","347","WEST   46 STREET",10036,"Japanese","347, WEST   46 STREET, New York, NY",-73.9896028,40.760675
"1734",1847,2643,2643,"ALFIE'S","800","9 AVENUE",10019,"Others","800, 9 AVENUE, New York, NY",-73.9872991,40.7653826
"1735",1848,2645,2645,"KOBE SUSHI","1472","YORK AVE",10075,"Japanese","1472, YORK AVE, New York, NY",-73.9506535,40.7707712
"1736",1849,2646,2646,"GIGI CAFE","64","EAST   34 STREET",10016,"American","64, EAST   34 STREET, New York, NY",-73.9819567,40.7471609
"1737",1850,2647,2647,"SUNFLOWER CAFE","676","AMSTERDAM AVE",10025,"American","676, AMSTERDAM AVE, New York, NY",-73.9721092,40.7921098
"1738",1851,2648,2648,"TOAST","3157","BROADWAY",10027,"American","3157, BROADWAY, New York, NY",-73.9594251,40.8147935
"1739",1852,2649,2649,"PAPAYA KING","3","ST MARKS PLACE",10003,"Others","3, ST MARKS PLACE, New York, NY",-73.9893613,40.7295249
"1740",1853,2650,2650,"LUCKY SEVEN TAPAS BAR","1455","ST NICHOLAS AVENUE",10033,"Others","1455, ST NICHOLAS AVENUE, New York, NY",-73.9332575,40.8504572
"1741",1854,2651,2651,"BLACK BURGER/ POKE BOWL/ 5 BOROUGHS PIZZA","386","CANAL ST",10013,"American","386, CANAL ST, New York, NY",-74.0049711,40.721287
"1742",1855,2652,2652,"DOMINO'S PIZZA","1396","1ST AVE",10021,"Pizza","1396, 1ST AVE, New York, NY",-73.9547012,40.7692672
"1743",1857,2656,2656,"HAVELI INDIAN RESTAURANT","100","SECOND AVENUE",10003,"Others","100, SECOND AVENUE, New York, NY",-73.9883517,40.7271167
"1744",1858,2657,2657,"ALLIANZ CAFETERIA","1633","BROADWAY",10019,"American","1633, BROADWAY, New York, NY",-73.9846099,40.7620791
"1745",1860,2661,2661,"KAFFE 1668","275","GREENWICH STREET",10007,"Others","275, GREENWICH STREET, New York, NY",-74.0109954,40.7151336
"1746",1861,2662,2662,"STARBUCKS","338","COLUMBUS AVENUE",10023,"Others","338, COLUMBUS AVENUE, New York, NY",-73.9771568,40.7799594
"1747",1862,2664,2664,"LA FIESTA RESTAURANT","3789","BROADWAY",10032,"Others","3789, BROADWAY, New York, NY",-73.9449619,40.834515
"1748",1863,2665,2665,"MICHELLE RESTAURANT","125","AVENUE D",10009,"Others","125, AVENUE D, New York, NY",-73.9759551,40.7241214
"1749",1864,2666,2666,"Manon Cafe / Leonidas","120","BROADWAY",10002,"Others","120, BROADWAY, New York, NY",-74.0105948,40.7084692
"1750",1865,2667,2667,"SEAN'S BAR & KITCHEN","42","W 48TH ST",10036,"American","42, W 48TH ST, New York, NY",-73.9801252,40.7579118
"1751",1866,2668,2668,"COSI","461","PARK AVENUE SOUTH",10016,"American","461, PARK AVENUE SOUTH, New York, NY",-73.9823169,40.7451963
"1752",1867,2669,2669,"STARBUCKS","151","WEST   34 STREET",10001,"Others","151, WEST   34 STREET, New York, NY",-73.9895261,40.7507917
"1753",1868,2670,2670,"HELLCAT ANNIE'S TAP ROOM","637","10 AVENUE",10036,"American","637, 10 AVENUE, New York, NY",-73.9942679,40.761765
"1754",1869,2672,2672,"MEL'S BURGER BAR","2850","BROADWAY",10025,"Others","2850, BROADWAY, New York, NY",-73.9660226,40.8044401
"1755",1870,2673,2673,"CHINESE FAST WOK","230","7 AVENUE",10011,"Chinese","230, 7 AVENUE, New York, NY",-73.9956975,40.7445283
