"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12"
"78253","San Antonio","TX","San Antonio","Bexar",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1615,1689,1697.5,1695,1697.5,1787.5,1797.5,1800,1800,1750,1692,1725,1695
"78258","San Antonio","TX","San Antonio","Bexar",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112.5,2000,2097.5,2272,2283.5,2265,2265,2255,2325,2265,2395,2250,2089,2098,2186
"33578","Riverview","FL","Tampa","Hillsborough",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1519,1550,1550,1517,1525,1550,1600,1600,1575,1600,1550,1550
"22554","Stafford","VA","Washington","Stafford",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2150,2100,2272.5,2272.5,2200,2200,2100,2172.5,2150,2200,2175
"75068","Little Elm","TX","Dallas-Fort Worth","Denton",92,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1650,1650,1600,1650,1650,1600,1625,1600,1597.5,1597.5,1600,1597.5,1600,1650,1697.5,1650,1650,1695,1695,1700,1750,1795,1700,1737.5,1697.5,1750,1795,1797.5,1850,1850,1800,1785,1800,1895,1837.5,1850,1850,2000,1795,1772.5,1897.5,1850,1950,1800,1795,1795,1862.5,1800,1950,1995,1900,1950,1900,1900,1895,1850,1850
"66502","Manhattan","KS","Manhattan","Riley",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1425,1400,1300,1300,1300,1225,1200,1195,1147.5,1277.5,1400
"33033","Homestead","FL","Miami-Fort Lauderdale","Miami-Dade",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1600,1699.5,1800,1800,1800,1775,1800,1800,1800,1775,1825,1850,1810.5,1825
"75071","McKinney","TX","Dallas-Fort Worth","Collin",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1900,1950,1950,1950,1900,1895,1895,1837.5,1812.5,1850,1850
"28173","Waxhaw","NC","Charlotte","Union",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149,2080,2099,2089,1995,2097.5,2195,2195,2195,2095,2085,2090
"33178","Doral","FL","Miami-Fort Lauderdale","Miami-Dade",97,2500,2500,2500,2562.5,2500,2650,2600,2600,2500,2500,2575,2575,2672.5,2650,2650,2700,2700,2700,2800,2600,2595,2600,2650,2700,2600,2600,2600,2700,2800,2750,2712.5,2700,2650,2662.5,2650,2650,2650,2650,2600,2590,2699,2750,2800,2800,2750,2750,2700,2700,2700,2800,2800,2800,2899.5,3000,2850,2899.5,2950,3000,2900,2900,2900,2900,2950,2950,3000,2850,2850,2874.5,2950,2900,2900,2750,2800,2850,2900,2900,2800,2925,2990,2900,2900,2900,2900,2900
"92618","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4175,4100,4100,4100,4000,4125,4175,4150,4200,4250,4050
"75024","Plano","TX","Dallas-Fort Worth","Collin",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2397.5,2695,2295,2450,2295,2295,2345,2400,2300,2422.5,2400,2200,2200,2250
"28117","Mooresville","NC","Charlotte","Iredell",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.5,1800,1800,1872.5,1972.5,1825,1995,1895,1795,1745,1735,1795
"77407","Richmond","TX","Houston","Fort Bend",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897.5,1900,2000,2095,2100,2150,1950,1900,1972.5,2100,2197.5,1932.5,1825,1895,1925,1895,1872.5,1850,1850,1850,1890,1900,1975,1850,1850,1950,1800,1990,1899,1900,1925,1950,1849,1825,1950,1950,1950,1950,1950,1897,1897.5,1962.5,1962.5,1999,2000,1900
"30809","Evans","GA","Augusta","Columbia",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1500,1575,1595,1562.5,1595,1650,1600,1550,1595,1597.5,1575,1595
"30097","Duluth","GA","Atlanta","Gwinnett",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,2100,2050,2000,2025,2095,2200,2100,2069.5,1999.5,1995,2047.5
"77406","Richmond","TX","Houston","Fort Bend",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,1850,1800,1885,1995,1950,1995,2100,2000,1995,1900,1995
"19121","Philadelphia","PA","Philadelphia","Philadelphia",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2200,2200,2200,2200,2200,2000,2000,2000,2000,2000,2000,2200,2200,2200,2200,2200,2200,2200,2100,2100,2000,2200,2300,2300,2200,2200,2200,2200,2200,2200,2180,2100,2000,2050,2200,2300,2400,2200,2200,2200,2250,2200,2200,2200,2200,2300,2400,2300,2300
"77469","Richmond","TX","Houston","Fort Bend",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,1900,1850,1850,1850,1800,1800,1800,1750,1825,1895,1825
"77388","Spring","TX","Houston","Harris",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1650,1695,1650,1675,1695,1695,1695,1695,1700,1725,1825
"32259","Fruit Cove","FL","Jacksonville","Saint Johns",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899,1872.5,1900,2125,1997.5,2067.5,2099.5,2037.5,1925,1950,1995,2034.5
"78109","Converse","TX","San Antonio","Bexar",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1400,1400,1400,1450,1475,1450,1400,1450,1450,1450
"89131","Las Vegas","NV","Las Vegas","Clark",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1660,1650,1695,1695,1740,1695,1695,1600,1597,1677.5,1695
"34746","Kissimmee","FL","Orlando","Osceola",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1400,1395,1395,1395,1400,1495,1460,1450,1450,1450,1495,1450,1450,1500,1495,1500,1500,1525,1512.5,1550,1495,1500,1600,1550,1500,1525,1500,1595,1500,1595,1650,1597.5,1525,1550,1600,1600,1550,1572.5,1600
"34786","Windermere","FL","Orlando","Orange",112,,,,,,,,,,,,,,1925,2200,2100,2100,2150,2225,2050,2200,2212.5,2000,2212.5,2000,1975,1950,1995,2200,2295,2295,2272.5,2295,2200,2195,2100,2100,2100,2100,2100,2062.5,1900,2000,2000,2000,2050,1995,1995,2062.5,2095,2097.5,2200,2150,2275,2150,2350,2300,2250,2150,2100,2150,2200,2300,2350,2337.5,2425,2200,2249,2422.5,2232.5,2297.5,2312.5,2322.5,2397.5,2250,2500,2500,2424.5,2602.5,2525,2475,2450,2345,2400
"32712","Apopka","FL","Orlando","Orange",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1785,1737.5,1800,1750,1825,1755,1760,1779.5,1783,1775,1800
"33196","The Hammocks","FL","Miami-Fort Lauderdale","Miami-Dade",114,,,,2025,2150,2150,2150,2292.5,2300,2250,2200,2100,2200,2200,2200,2175,2175,2100,2270,2300,2200,2185,2200,2200,2200,2200,2300,2300,2300,2300,2300,2300,2289,2289,2299,2252.5,2268,2297,2299,2250,2295,2250,2272.5,2310,2300,2300,2300,2325,2300,2200,2262.5,2312.5,2272.5,2300,2300,2290,2292.5,2300,2400,2300,2300,2300,2300,2250,2450,2350,2500,2337.5,2450,2395,2265,2225,2250,2300,2291,2400,2450,2425,2450,2485,2495,2497.5,2450,2475
"30039","Snellville","GA","Atlanta","Gwinnett",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387,1399,1469,1495,1479.5,1487,1559,1529,1498,1495,1495,1495,1495
"30519","Buford","GA","Atlanta","Gwinnett",116,,,,,,,,,,,,,,,,1295,1300,1350,1350,1300,1295,1372.5,1362.5,1350,1395,1395,1395,1395,1317.5,1372.5,1375,1397.5,1400,1400,1400,1400,1400,1400,1400,1400,1437.5,1400,1400,1425,1400,1450,1450,1462.5,1450,1450,1500,1500,1525,1500,1500,1495,1495,1480,1500,1547,1500,1500,1547.5,1540,1500,1500,1525,1500,1500,1507.5,1500,1460,1500,1550,1595,1600,1600,1648,1640.5,1670,1645,1650,1650,1650
"30813","Grovetown","GA","Augusta","Columbia",117,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.5,1300,1295,1275,1275,1237.5,1200,1225,1250,1250,1250,1250,1250,1250,1250,1250,1295,1295,1295,1295,1250,1250,1295,1350,1350,1295,1295,1300,1300,1350,1300,1295,1295,1300,1300,1300,1350,1395,1395,1395,1350,1362.5,1250,1297.5,1275,1300,1325,1350,1400,1400,1400,1350,1350,1395,1400,1395,1375,1350
"30126","Mableton","GA","Atlanta","Cobb",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1849,1777,1827.5,1825,1950,1950,1950,1950,1950,1950,1860,1800
"02472","Watertown","MA","Boston","Middlesex",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3100,3100,3100,3200,3100,3000,2950,2950,2850,2850,2850
"02130","Boston","MA","Boston","Suffolk",120,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3000,3000,3200,3100,3200,3200,3000,3000,3200,3200,3187.5,3000,3000,3000,3097.5,3100,3000,3000,3000,3150,3150,3325,3300,3400,3400,3400,3400,3200,3200,3000,3000,3000,3200,3300,3500,3400,3400,3400,3400,3400,3400,3400,3100,3200,2975,3400,3475,3475,3600,3600,3650,3600,3495,3495,3495,3550,3600
"32824","Orlando","FL","Orlando","Orange",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,1575,1650,1695,1627,1600,1625,1695,1695,1724.5,1700,1720.5,1750,1720
"30115","Canton","GA","Atlanta","Cherokee",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1699,1710,1707,1715,1685,1695,1670,1670,1677.5,1695,1680
"89128","Las Vegas","NV","Las Vegas","Clark",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1475,1697.5,1600,1650,1737.5,1650,1650,1600,1597.5,1627.5
"02139","Cambridge","MA","Boston","Middlesex",124,,,,,,,,,,,,,,,,,,,,,,,,,,4000,4000,4000,4000,3750,3800,3900,3825,3987.5,3975,3937.5,3850,3950,3950,3925,3925,3850,4000,4000,3850,3800,3550,3599,3800,3925,4000,4000,4000,4000,3887.5,3800,3599,3300,3250,3450,3500,3800,4000,4200,4400,4100,4150,4200,4100,3750,3800,3800,4000,4100,4200,4250,4400,4400,4300,4200,4200,4200,4000,4000
"33193","Kendall West","FL","Miami-Fort Lauderdale","Miami-Dade",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2300,2295,2295,2174.5,2200,2300,2345,2295,2300,2400
"33018","Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2575,2700,2725,2700,2675,2750,2700,2737.5,2787.5,2775,2700,2650
"33032","Princeton","FL","Miami-Fort Lauderdale","Miami-Dade",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1985,2075,1875,1800,1800,1855,2000,2000,1999,1950,1950,1962.5,1950,1950,1950,1950,1950
"94582","San Ramon","CA","San Francisco","Contra Costa",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900,4250,4300,4300,4300,4500,4500,4495,4295,4295,4200,3995
"98006","Bellevue","WA","Seattle","King",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3400,3397.5,3400,3300,3500,3599,3300,3250,3175,3100,3100
"02446","Brookline","MA","Boston","Norfolk",130,,,,,,,,,,,,3300,3500,3500,3500,3600,3600,3600,3600,3600,3600,3700,3700,3700,3750,3795,3800,3800,3800,3800,3800,3700,3700,3695,3800,3800,3925,4000,4000,4100,3997.5,4000,3900,3800,3700,3700,3800,3950,4000,4000,4000,4000,4000,4000,4000,3950,3800,3800,4000,4150,4200,4200,4150,4100,4000,4000,4000,3950,3900,3850,3800,4100,4450,4450,4200,4200,4200,4100,4100,4200,4150,4100,4500,4800
"89149","Las Vegas","NV","Las Vegas","Clark",131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.5,1445,1575,1760,1572.5,1650,1780,1600,1600,1497.5,1462.5,1500
"89139","Las Vegas","NV","Las Vegas","Clark",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1519.5,1600,1537.5,1595,1600,1695,1600,1600,1675,1650,1650
"33029","Pembroke Pines","FL","Miami-Fort Lauderdale","Broward",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,2622,2615,2630,2690,2600,2650,2600,2625,2600,2650,2630
"94531","Antioch","CA","San Francisco","Contra Costa",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2300,2300,2300,2350,2150,2300,2300,2465,2400,2300,2387.5,2400
"77073","Houston","TX","Houston","Harris",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1425,1425,1425,1450,1445,1450,1440,1440,1425,1425
"89178","Las Vegas","NV","Las Vegas","Clark",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1495,1595,1595,1550,1597.5,1595,1600,1625,1595,1650,1672.5
"32065","Orange Park","FL","Jacksonville","Clay",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1500,1575,1595,1625,1682.5,1625,1572,1605,1625,1600,1597.5
"73012","Edmond","OK","Oklahoma City","Oklahoma",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1695,1645,1645,1745,1850,1745,1640,1495,1500,1650,1622.5
"32092","Saint Augustine","FL","Jacksonville","Saint Johns",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.5,1775,1800,1875,1875,1895,1917.5,1895,1875,1800,1845,1885
"02118","Boston","MA","Boston","Suffolk",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,5200,5250,5200,5250,5000,5000,5000,5000,5000,5000,5000
"02840","Newport","RI","Providence","Newport",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2285,2350,2400,2450,2500,2700,2725,2600,2600,2400,2600,2400,2400,2400,2450,2600
"33594","Valrico","FL","Tampa","Hillsborough",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1609,1687,1699,1760,1850,1750,1682.5,1630,1650,1675,1590
"77389","The Woodlands","TX","Houston","Montgomery",143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2500,2690,2500,2472.5,2625,2500,2500,2500,2500,2500,2500,2525,2500,2600,2600,2575,2500,2500,2437.5,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2450,2400,2370,2400,2300,2310,2200,2325,2350,2365,2300,2300,2250,2200,2200,2400,2500
"02125","Boston","MA","Boston","Suffolk",144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2700,2800,2900,2900,2800,3000,2800,2750,2650,2500,2400,2600,3000,3000,3100,3200,3200,3200,3100,3100,3000,2850,2850,2900
"33076","Coral Springs","FL","Miami-Fort Lauderdale","Broward",145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072.5,2800,2797.5,2800,2825,3007.5,2987.5,2950,3200,3250,3350,3400,2950
"11937","East Hampton","NY","New York","Suffolk",146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,45000,40000,40000,39900,39700,37500,35000,38000,39000,35000,35000
"89081","North Las Vegas","NV","Las Vegas","Clark",147,,,,,,,,,,,,,1225,1235,1200,1250,1272.5,1300,1250,1197,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1245,1235,1225,1250,1275,1200,1200,1200,1250,1200,1250,1250,1200,1200,1200,1250,1250,1250,1249,1250,1250,1250,1250,1200,1225,1250,1250,1200,1225,1250,1250,1295,1292.5,1295,1250,1295,1250,1295,1250,1250,1250,1250,1295,1304.5,1350,1395,1395,1375,1375,1350,1400,1400,1397.5,1350
"30045","Lawrenceville","GA","Atlanta","Gwinnett",148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1472,1457.5,1495,1537.5,1560,1547.5,1500,1525,1535,1545,1535,1547.5
"77041","Houston","TX","Houston","Harris",149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825,2825,2800,2700,2925,3050,2900,2950,2972.5,2550,2500,2650
"77493","Katy","TX","Houston","Harris",150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.5,1725,1792.5,1800,1812.5,1800,1800,1850,1875,1850,1850,1725
"02119","Boston","MA","Boston","Suffolk",151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3262.5,3300,3300,3300,3250,3075,3000,2900,2900,3200,3200
"89141","Las Vegas","NV","Las Vegas","Clark",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1591,1600,1650,1600,1672.5,1612.5,1725,1650,1600,1617.5,1600
"02143","Somerville","MA","Boston","Middlesex",153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250,3400,3500,3500,3400,3400,3400,3400,3400,3200,3200,3200,3200,3500,3400,3550,3600,3600,3500,3300,3350,3000,3000,3000,3000,3500,3600,3600,3800,3600,3800,3625,3200,3200,3000,3000,3400,3600,3750,3780,3800,3800,3500,3500,3800,3600,3400
"32003","Fleming Island","FL","Jacksonville","Clay",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,1699.5,1750,1850,1850,1900,1895,1875,1850,1775,1775,1787.5
"02145","Somerville","MA","Boston","Middlesex",155,,,,,,,,,,,,,,,,,,,,,,,,,2400,2500,2500,2500,2500,2600,2500,2600,2600,2600,2400,2400,2450,2600,2600,2800,2825,2900,2875,2887.5,2850,2600,2600,2600,2600,2700,2900,2950,2875,2950,2900,2875,2800,2800,2800,2800,2850,2900,3000,3000,3200,3175,3200,3175,3175,2950,2900,2900,3100,3275,3400,3462.5,3475,3475,3475,3475,3300,3325,3312.5,3250
"02144","Somerville","MA","Boston","Middlesex",156,,,,,,,,,,,,,,,,3000,3200,3000,3000,3000,3000,3000,3000,3000,3000,3000,3350,3350,3300,3400,3350,3250,3200,3250,3200,3200,3200,3200,3200,3300,3200,3425,3500,3400,3200,3250,3200,3200,3200,3200,3325,3500,3600,3650,3700,3600,3400,3500,3500,3500,3400,3400,3700,3600,3750,3900,4000,3750,3400,3350,3400,3400,3500,3600,4000,4100,4000,4000,3900,3800,3600,3600,3600,3600
"33579","Riverview","FL","Tampa","Hillsborough",157,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1390,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1412.5,1450,1400,1400,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1475,1477.5,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1537.5,1550,1550,1595,1550,1580,1550,1572,1500,1595,1597,1599.5,1625,1645,1657.5,1639,1650,1657.5,1595,1595,1600
"33596","Valrico","FL","Tampa","Hillsborough",158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,1859,1885,1975,1999.5,2000,1995,1945,1945,1900,1900,1945
"79934","El Paso","TX","El Paso","El Paso",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1197,1200,1250,1275,1295,1295,1312.5,1250,1250,1235,1242.5
"89084","North Las Vegas","NV","Las Vegas","Clark",160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1500,1500,1550,1575,1575,1592.5,1597.5,1599,1597,1595
"02134","Boston","MA","Boston","Suffolk",161,,2600,2825,2800,2800,2700,2700,2700,2750,2600,2600,2800,3000,3000,3000,2950,2900,2800,2800,2800,2800,2800,2800,2900,3000,3050,3050,3000,3000,3000,3000,3000,3000,2995,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3400,3300,3300,3200,3200,3200,3200,3100,3100,3200,3400,3500,3500,3497,3500,3496,3400,3400,3232.5,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3500,3500,3200,3600,3795
"02140","Cambridge","MA","Boston","Middlesex",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,4600,4400,4400,4400,4250,4000,3999,3800,3999,3800
"33547","Riverview","FL","Tampa","Hillsborough",163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2200,2200,2225,2150,2109.5,2200,2100,2150,2000,1970,2097.5
"94506","Danville","CA","San Francisco","Contra Costa",164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4600,4500,4300,4400,4800,4950,4750,4650,4495,4495,4400,4500
"33897","Davenport","FL","Lakeland","Polk",165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1569.5,1500,1575,1605,1650,1625,1665,1650,1600,1672.5
"02445","Brookline","MA","Boston","Norfolk",166,,,,,,,,,,,,,,3000,3200,3200,3200,3200,3200,3200,3200,3100,3100,3100,3100,3200,3250,3250,3200,3300,3400,3300,3300,3200,3200,3200,3200,3400,3400,3425,3525,3700,3800,3700,3600,3400,3347.5,3400,3500,3600,3600,3600,3600,3600,3500,3400,3500,3400,3400,3400,3450,3795,3800,3800,3800,3750,3650,3600,3650,3475,3600,3400,3800,3800,3800,3875,4000,4000,3999,3950,3875,3800,3800,3800
"78261","San Antonio","TX","San Antonio","Bexar",167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.5,2194,2087.5,2100,2100,2100,2095,2095,2012,1972.5,1850,1837.5
"33185","Kendall West","FL","Miami-Fort Lauderdale","Miami-Dade",168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,2400,2525,2500,2525,2500,2514.5,2550,2557.5,2600,2600,2600,2500,2550,2600,2665,2620
