LOCATION,SHELTER_ID,the_geom,AT_BETWEEN,LONGITUDE,LATITUDE
Castle Hill Av,BX03278,POINT (-73.850372 40.82964),WATSON AV,-73.850372,40.82964
W TREMONT AV,BX0328,POINT (-73.915702 40.850824),UNIVERSITY AV,-73.915702,40.850824
BAYCHESTER AV,BX03280,POINT (-73.832675 40.87017800000001),ALDRICH ST,-73.832675,40.870178
Hutchinson River Pkwy E,BX03281,POINT (-73.823082 40.865869),Einstein Loop North,-73.823082,40.865869
Hutchinson River Pkwy E,BX03282,POINT (-73.82385100000002 40.86503),Einstein Loop South,-73.823851,40.86503
ASCH LOOP,BX03283,POINT (-73.830083 40.871438000000005),ADLER PL,-73.830083,40.871438
Hutchinson River Pkwy,BX03284,POINT (-73.825612 40.863035),BOLLER AV,-73.825612,40.863035
COOP CITY BLVD,BX03285,POINT (-73.824599 40.873853),Bellamy Loop North,-73.824599,40.873853
BALCOM AV,BX03286,POINT (-73.827583 40.823021),RANDALL AV,-73.827583,40.823021
BALCOM AV,BX03287,POINT (-73.826488 40.821743000000005),SCHLEY AV,-73.826488,40.821743
RIVERDALE AV,BX03288,POINT (-73.906167 40.901818),W 254 ST,-73.906167,40.901818
COOP CITY BLVD,BX03289,POINT (-73.824294 40.874301),Bellamy Loop North,-73.824294,40.874301
SEDGWICK AV,BX03290,POINT (-73.897743 40.878595),FT INDEPENDENCE ST,-73.897743,40.878595
BAYCHESTER AV,BX03291,POINT (-73.833986 40.876269),DONIZETTI PL,-73.833986,40.876269
STORY AV,BX03292,POINT (-73.876128 40.82178300000001),BOYNTON AV,-73.876128,40.821783
STORY AV,BX03293,POINT (-73.877156 40.821812),BOYNTON AV,-73.877156,40.821812
UNIVERSITY AV,BX03294,POINT (-73.920097 40.847007),W 174 ST,-73.920097,40.847007
BOSTON RD,BX03295,POINT (-73.878443 40.842367),E 180 ST,-73.878443,40.842367
METROPOLITAN OVAL,BX03296,POINT (-73.85905 40.837949),UNION PORT RD,-73.85905,40.837949
SEDGWICK AV,BX03297,POINT (-73.896448 40.881461),GILES PL,-73.896448,40.881461
Grand Concourse,BX03298,POINT (-73.885775 40.876972),VAN CORTLANDT AV EAST,-73.885775,40.876972
E Mosholu Pkwy South,BX03299,POINT (-73.885606 40.87956),JEROME AV,-73.885606,40.87956
PELHAM PKWY,BX03300,POINT (-73.836529 40.856764),STILLWELL AV,-73.836529,40.856764
BAYCHESTER AV,BX03301,POINT (-73.833134 40.878599),DARROW PL,-73.833134,40.878599
Hutchinson River Pkwy E,BX03302,POINT (-73.824569 40.864598),Einstein Loop South,-73.824569,40.864598
BERGEN AV,BX03303,POINT (-73.915855 40.81625),WESTCHESTER AV,-73.915855,40.81625
BAINBRIDGE AV,BX03314,POINT (-73.878766 40.879902),E 210 ST,-73.878766,40.879902
BAINBRIDGE AV,BX03315,POINT (-73.878747 40.879963),E 210 ST,-73.878747,40.879963
OGDEN AV,BX03316,POINT (-73.923748 40.843903),UNIVERSITY AV,-73.923748,40.843903
Grand Concourse,BX03318,POINT (-73.886945 40.874361),E 204 ST,-73.886945,40.874361
E 170 ST,BX03319,POINT (-73.911202 40.837647),MORRIS AV,-73.911202,40.837647
WHITE PLAINS RD,BX03320,POINT (-73.867481 40.857119),Pelham Pkwy North,-73.867481,40.857119
PUGSLEY AV,BX03321,POINT (-73.854481 40.820136),SEWARD AV,-73.854481,40.820136
BOSTON RD,BX03322,POINT (-73.838926 40.881077),BAYCHESTER AV,-73.838926,40.881077
Grand Concourse,BX03323,POINT (-73.919914 40.831366),E 165 ST,-73.919914,40.831366
W KINGSBRIDGE RD,BX03324,POINT (-73.904182 40.870292),Kingsbridge Terrace,-73.904182,40.870292
BROADWAY,BX03325,POINT (-73.896583 40.904296),MOSHOLU AV,-73.896583,40.904296
Grand Concourse,BX03329,POINT (-73.924233 40.823622),E 156 ST,-73.924233,40.823622
HUNTS POINT AV,BX03330,POINT (-73.891357 40.820622),SOUTHERN BLVD,-73.891357,40.820622
OGDEN AV,BX03331,POINT (-73.929629 40.832687),W 164 ST,-73.929629,40.832687
ALLERTON AV,BX03333,POINT (-73.861833 40.865433),BRONXWOOD AV,-73.861833,40.865433
SOUTHERN BLVD,BX03334,POINT (-73.891643 40.820664),HUNTS POINT AV,-73.891643,40.820664
E TREMONT AV,BX03335,POINT (-73.87944 40.839937),E 177 St,-73.87944,40.839937
BOSTON RD,BX03336,POINT (-73.907462 40.825638),E 165 ST,-73.907462,40.825638
3RD AVE,BX03337,POINT (-73.918261 40.815621),@ E 149TH ST,-73.918261,40.815621
WHITE PLAINS RD,BX03338,POINT (-73.858879 40.824752),STORY AV,-73.858879,40.824752
BOSTON RD,BX03339,POINT (-73.853122 40.873545),E GUN HILL RD,-73.853122,40.873545
MORRIS AV,BX03340,POINT (-73.912667 40.835514),E 169 ST,-73.912667,40.835514
STORY AV,BX03341,POINT (-73.866837 40.823211),ROSEDALE AV,-73.866837,40.823211
STORY AV,BX03343,POINT (-73.879811 40.821284),COLGATE AV,-73.879811,40.821284
HUGH GRANT CIRCLE,BX03344,POINT (-73.861317 40.833679),CROSS BRONX EXPWY,-73.861317,40.833679
3 AV,BX03345,POINT (-73.908377 40.824457),E 163 ST,-73.908377,40.824457
OGDEN AV,BX03346,POINT (-73.926453 40.838267),W 168 ST,-73.926453,40.838267
SEDGWICK AV,BX03347,POINT (-73.8924 40.8824),STEVENSON PL,-73.8924,40.8824
HUNTS POINT AV,BX03348,POINT (-73.891318 40.820588),SOUTHERN BLVD,-73.891318,40.820588
E TREMONT AV,BX03349,POINT (-73.836343 40.839420000000004),DUDLEY AV,-73.836343,40.83942
Dreiser Loop East,BX03350,POINT (-73.82799 40.87828),COOP CITY BLVD,-73.82799,40.87828
E FORDHAM RD,BX03351,POINT (-73.900576 40.862479),WALTON AV,-73.900576,40.862479
Williamsbridge Rd,BX03352,POINT (-73.852974 40.852557),Rhinelander Av,-73.852974,40.852557
ALLERTON AV,BX03353,POINT (-73.858029 40.86558),HONE AV,-73.858029,40.86558
OGDEN AV,BX03354,POINT (-73.928748 40.83424),W 165 ST,-73.928748,40.83424
OGDEN AV,BX03355,POINT (-73.928055 40.835473),W 166 ST,-73.928055,40.835473
MORRIS PARK AV,BX03356,POINT (-73.84793 40.850963),SEMINOLE AV,-73.84793,40.850963
LACONIA AV,BX03357,POINT (-73.849536 40.884063),E 225 ST,-73.849536,40.884063
EASTCHESTER RD,BX03358,POINT (-73.846134 40.876849),BOSTON RD,-73.846134,40.876849
E GUN HILL RD,BX03359,POINT (-73.860235 40.875508),BRONXWOOD AV,-73.860235,40.875508
E 229 ST,BX03360,POINT (-73.84343300000002 40.885376),SCHIEFFELIN AV,-73.843433,40.885376
Concourse Village East,BX03362,POINT (-73.91968300000002 40.823553),E 158 ST,-73.919683,40.823553
Dreiser Loop West,BX03363,POINT (-73.829431 40.878055),COOP CITY BLVD,-73.829431,40.878055
ALLERTON AV,BX03364,POINT (-73.865768 40.86556),HOLLAND AV,-73.865768,40.86556
EDSON AV,BX03365,POINT (-73.832531 40.86706),BARTOW AV,-73.832531,40.86706
MORRIS AV,BX03366,POINT (-73.913145 40.83509),E 169 ST,-73.913145,40.83509
E TREMONT AV,BX03367,POINT (-73.877143 40.840077),DEVOE AV,-73.877143,40.840077
METROPOLITAN AV,BX03369,POINT (-73.861038 40.833793),HUGH GRANT CIRCLE,-73.861038,40.833793
E 174 ST,BX03370,POINT (-73.884074 40.836024),LONGFELLOW AV,-73.884074,40.836024
MORRIS AV,BX03371,POINT (-73.926103 40.812781),E 140 ST,-73.926103,40.812781
SOUTHERN BLVD,BX03373,POINT (-73.882549 40.850765),E 183 ST,-73.882549,40.850765
Grand Concourse,BX03374,POINT (-73.921313 40.828837),E 163 ST,-73.921313,40.828837
BAILEY AV,BX03375,POINT (-73.898357 40.883864),W 238 ST,-73.898357,40.883864
Grand Concourse,BX03376,POINT (-73.92060000000001 40.8312),E 165 ST,-73.9206,40.8312
RIVERDALE AV,BX03377,POINT (-73.909384 40.881129),W 231 ST,-73.909384,40.881129
STORY AV,BX03378,POINT (-73.879921 40.821439),EVERGREEN AV,-73.879921,40.821439
ASCH LOOP,BX03379,POINT (-73.83069500000002 40.86933),BARTOW AV,-73.830695,40.86933
E GUN HILL RD,BX03380,POINT (-73.880619 40.882449),DEKALB AV,-73.880619,40.882449
BIVONA ST,BX03381,POINT (-73.833433 40.883992),BOSTON RD,-73.833433,40.883992
METROPOLITAN OVAL,BX03382,POINT (-73.860241 40.83790200000001),METROPOLITAN AV,-73.860241,40.837902
E 163 ST,BX03383,POINT (-73.903583 40.822925),TINTON AV,-73.903583,40.822925
WHITE PLAINS RD,BX03384,POINT (-73.862669 40.833542),WESTCHESTER AV,-73.862669,40.833542
WESTCHESTER AV,BX03385,POINT (-73.862507 40.833144),WHITE PLAINS RD,-73.862507,40.833144
Castle Hill Av,BX03386,POINT (-73.849533 40.826019),QUIMBY AV,-73.849533,40.826019
STORY AV,BX03387,POINT (-73.863761 40.823446),TAYLOR AV,-73.863761,40.823446
BIVONA ST,BX03388,POINT (-73.83276 40.882326),Reeds Mill Lane,-73.83276,40.882326
E 134 ST,BX03389,POINT (-73.911065 40.800655),WALNUT AV,-73.911065,40.800655
MORRIS PARK AV,BX03390,POINT (-73.870986 40.843257),MELVILLE ST,-73.870986,40.843257
MORRIS AV,BX03391,POINT (-73.91138 40.838086),E 170 ST,-73.91138,40.838086
STORY AV,BX03392,POINT (-73.87781 40.821561),ELDER AV,-73.87781,40.821561
MORRIS PARK AV BETWEEN NEWPORT & EASTCHESTER,BX03394,POINT (-73.84466 40.85106),BETWEEN NEWPORT & EASTCHESTER,-73.84466,40.85106
E 163 ST,BX03395,POINT (-73.909062 40.824286),3 AV,-73.909062,40.824286
PELHAM PKWY,BX03396,POINT (-73.844073 40.857888),EASTCHESTER RD,-73.844073,40.857888
SOUTHERN BLVD,BX03397,POINT (-73.891663 40.820626),HUNTS POINT AV,-73.891663,40.820626
STORY AV,BX03399,POINT (-73.86836 40.822841),NOBLE AV,-73.86836,40.822841
E FORDHAM RD,BX03400,POINT (-73.879839 40.856338),SOUTHERN BLVD,-73.879839,40.856338
W KINGSBRIDGE RD,BX03402,POINT (-73.901514 40.868289),UNIVERSITY AV,-73.901514,40.868289
HUNTS POINT AV,BX03403,POINT (-73.891186 40.820821),SOUTHERN BLVD,-73.891186,40.820821
E FORDHAM RD,BX03405,POINT (-73.880342 40.857206),SOUTHERN BLVD,-73.880342,40.857206
E 170 ST,BX03406,POINT (-73.909064 40.837071),TELLER AV,-73.909064,40.837071
E 180 ST,BX03407,POINT (-73.888546 40.84789),CROTONA AV,-73.888546,40.84789
E GUN HILL RD,BX03408,POINT (-73.872319 40.878824),DECATUR AV,-73.872319,40.878824
FT INDEPENDENCE BETWEEN HEATH AV & BAILEY PL,BX03409,POINT (-73.89905 40.88077),BETWEEN HEATH AV & BAILEY PL,-73.89905,40.88077
WHITE PLAINS RD,BX03410,POINT (-73.858248 40.822565),LAFAYETTE AV,-73.858248,40.822565
Bruckner Blvd,BX03412,POINT (-73.8271 40.852207),WILKINSON AV,-73.8271,40.852207
Bruckner Blvd,BX03414,POINT (-73.826937 40.852709),WESTCHESTER AV,-73.826937,40.852709
EDWARD GRANT HWY,BX03417,POINT (-73.922636 40.844036),UNIVERSITY AV,-73.922636,40.844036
E 170 ST,BX03418,POINT (-73.908246 40.837051),CLAY AV,-73.908246,40.837051
SOUTHERN BLVD,BX03420,POINT (-73.892049 40.820539),E 163 ST,-73.892049,40.820539
SOUTHERN BLVD,BX03421,POINT (-73.88100000000001 40.856317000000004),E FORDHAM RD,-73.881,40.856317
HUGH GRANT CIRCLE,BX03422,POINT (-73.861266 40.833701000000005),CROSS BRONX EXPWY,-73.861266,40.833701
PAUL AV,BX03423,POINT (-73.891586 40.874725),Bedford Park Blvd,-73.891586,40.874725
PAUL AV,BX03424,POINT (-73.890112 40.87663500000001),W 205 ST,-73.890112,40.876635
GOULDEN AV,BX03425,POINT (-73.89373800000001 40.875838),Bedford Park Blvd,-73.893738,40.875838
Van Cortlandt Av West,BX03426,POINT (-73.892976 40.883523),ORLOFF AV,-73.892976,40.883523
MORRIS PARK AV BETWEEN EASTCHESTER & SEMINOLE,BX03427,POINT (-73.84472 40.85133),BETWEEN EASTCHESTER & SEMINOLE,-73.84472,40.85133
WHITE PLAINS RD,BX03428,POINT (-73.867748 40.856919),Pelham Pkwy South,-73.867748,40.856919
WHITE PLAINS RD,BX03429,POINT (-73.858864 40.824712),STORY AV,-73.858864,40.824712
BOSTON RD,BX03430,POINT (-73.869885 40.856174),PELHAM PKWY,-73.869885,40.856174
BOSTON RD,BX03431,POINT (-73.905286 40.82707),E 166 ST,-73.905286,40.82707
W FORDHAM RD,BX03432,POINT (-73.905412 40.862864),UNIVERSITY AV,-73.905412,40.862864
W FORDHAM RD,BX03433,POINT (-73.908523 40.862668),SEDGWICK AV,-73.908523,40.862668
WHITE PLAINS RD,BX03434,POINT (-73.866079 40.877718),E GUN HILL RD,-73.866079,40.877718
GOULDEN AV,BX03436,POINT (-73.894426 40.875337),Bedford Park Blvd,-73.894426,40.875337
E 233 ST,BX03437,POINT (-73.849031 40.890843),GUNTHER AV,-73.849031,40.890843
W 205 ST,BX03438,POINT (-73.890033 40.877003),PAUL AV,-73.890033,40.877003
W 230 ST,BX03439,POINT (-73.909905 40.879564),TIBBETT AV,-73.909905,40.879564
Concourse Village East,BX03440,POINT (-73.919189 40.824061),E 158 ST,-73.919189,40.824061
KAZIMIROFF BLVD,BX03441,POINT (-73.881908 40.866245),Botanical Gardens,-73.881908,40.866245
EASTCHESTER RD BETWEEN WATER PL & BASSET AV,BX03442,POINT (-73.84452 40.84672),BETWEEN WATER PL & BASSET AV,-73.84452,40.84672
SOUTHERN BLVD,BX03443,POINT (-73.880451 40.860866),Botanical Gardens,-73.880451,40.860866
SOUTHERN BLVD,BX03444,POINT (-73.8821 40.8514),E 183 ST,-73.8821,40.8514
Grand Concourse,BX03445,POINT (-73.898836 40.858791),FIELD PL,-73.898836,40.858791
BAILEY AV,BX03446,POINT (-73.894622 40.885291),Van Cortlandt Park South,-73.894622,40.885291
WEBSTER AV,BX03447,POINT (-73.861796 40.900777),E 240 ST,-73.861796,40.900777
BOSTON RD,BX03448,POINT (-73.890448 40.835793),SEABURY PL,-73.890448,40.835793
ZEREGA AV,BX03449,POINT (-73.846026 40.813009),BARRETT AV,-73.846026,40.813009
E 180 ST,BX03450,POINT (-73.884755 40.846021),SOUTHERN BLVD,-73.884755,40.846021
E 149 ST,BX03451,POINT (-73.908523 40.813214),CONCORD AV,-73.908523,40.813214
WHITE PLAINS RD,BX03452,POINT (-73.862652 40.833473),WESTCHESTER AV,-73.862652,40.833473
Williamsbridge Rd,BX03455,POINT (-73.84898 40.846822),PIERCE AV,-73.84898,40.846822
Grand Concourse,BX03456,POINT (-73.909083 40.846938),MORRIS AV,-73.909083,40.846938
Grand Concourse,BX03457,POINT (-73.9067 40.849012),E 177 ST,-73.9067,40.849012
Grand Concourse,BX03464,POINT (-73.910997 40.84557000000001),E 174 ST,-73.910997,40.84557
WESTCHESTER AV,BX03466,POINT (-73.85995 40.833157),Cross Bronx Expwy Srv Rd,-73.85995,40.833157
Castle Hill Av,BX03470,POINT (-73.849043 40.823921),TURNBULL AV,-73.849043,40.823921
E 134 ST,BX03471,POINT (-73.912986 40.801640000000006),WILLOW AV,-73.912986,40.80164
3 AV,BX03476,POINT (-73.921684 40.81384),E 144 ST,-73.921684,40.81384
ALLERTON AV,BX03480,POINT (-73.843078 40.865309),EASTCHESTER RD,-73.843078,40.865309
E 149 ST,BX03481,POINT (-73.906744 40.812848),TINTON AV,-73.906744,40.812848
LAFAYETTE AV,BX03487,POINT (-73.856079 40.822424),PUGSLEY AV,-73.856079,40.822424
ST ANN'S AV,BX03498,POINT (-73.91635600000001 40.808335),E 140 ST,-73.916356,40.808335
Grand Concourse,BX03499,POINT (-73.921941 40.828818),E 163 ST,-73.921941,40.828818
E 233 ST,BX03500,POINT (-73.857753 40.893637),WHITE PLAINS RD,-73.857753,40.893637
E GUN HILL RD,BX03501,POINT (-73.866388 40.877485),WHITE PLAINS RD,-73.866388,40.877485
BAINBRIDGE AV,BX03502,POINT (-73.877879 40.886504),JEROME AV,-73.877879,40.886504
PROSPECT AV,BX03504,POINT (-73.896573 40.833677),BOSTON RD,-73.896573,40.833677
MORRIS AV,BX03505,POINT (-73.911103 40.838176),E 170 ST,-73.911103,40.838176
Bruckner Blvd,BX03506,POINT (-73.840503 40.828208),BRUSH AV,-73.840503,40.828208
RIVERDALE AV,BX03507,POINT (-73.902667 40.912781),W 263 ST,-73.902667,40.912781
E FORDHAM RD,BX03508,POINT (-73.890443 40.861331),3 AV,-73.890443,40.861331
W FORDHAM RD,BX03510,POINT (-73.911499 40.861588),CEDAR AV,-73.911499,40.861588
W FORDHAM RD,BX03512,POINT (-73.911422 40.861797),CEDAR AV,-73.911422,40.861797
W FORDHAM RD,BX03514,POINT (-73.905356 40.862862),UNIVERSITY AV,-73.905356,40.862862
E FORDHAM RD,BX03515,POINT (-73.900526 40.86246400000001),WALTON AV,-73.900526,40.862464
W FORDHAM RD,BX03516,POINT (-73.901764 40.862893),JEROME AV,-73.901764,40.862893
BAINBRIDGE AV,BX0352,POINT (-73.879697 40.874904),E 206 ST,-73.879697,40.874904
PELHAM PKWY,BX03520,POINT (-73.866976 40.856732),WHITE PLAINS RD,-73.866976,40.856732
PELHAM PKWY,BX03521,POINT (-73.867035 40.856735),WHITE PLAINS RD,-73.867035,40.856735
PELHAM PKWY,BX03522,POINT (-73.868405 40.857315),WHITE PLAINS RD,-73.868405,40.857315
PELHAM PKWY,BX03523,POINT (-73.868364 40.857317),WHITE PLAINS RD,-73.868364,40.857317
Pelham Pkwy South,BX03524,POINT (-73.856481 40.856986),WILLIAMSBRIDGE RD,-73.856481,40.856986
Pelham Pkwy South,BX03525,POINT (-73.856517 40.856986),WILLIAMSBRIDGE RD,-73.856517,40.856986
Pelham Pkwy North,BX03526,POINT (-73.856931 40.857604),WILLIAMSBRIDGE RD,-73.856931,40.857604
PELHAM PKWY,BX03527,POINT (-73.844059 40.857244),EASTCHESTER RD,-73.844059,40.857244
Bruckner Blvd,BX03532,POINT (-73.827381 40.852485),WESTCHESTER AV,-73.827381,40.852485
Bronx Park East,BX03533,POINT (-73.868681 40.8527),BRADY AV,-73.868681,40.8527
SEDGWICK AV,BX03535,POINT (-73.88892500000001 40.882583),DICKINSON AV,-73.888925,40.882583
BAYCHESTER AV,BX03537,POINT (-73.833669 40.876426),DONIZETTI PL,-73.833669,40.876426
DEWEY AV,BX03538,POINT (-73.824815 40.820302),BALCOM AV,-73.824815,40.820302
DEWEY AV,BX03539,POINT (-73.82296 40.82093),SWINTON AV,-73.82296,40.82093
DEWEY AV,BX03540,POINT (-73.823301 40.821035),SWINTON AV,-73.823301,40.821035
LACONIA AV,BX03541,POINT (-73.846743 40.88798),GRENADA PL,-73.846743,40.88798
BOSTON RD,BX03542,POINT (-73.893692 40.835184),LOUIS NINE BLVD,-73.893692,40.835184
W FORDHAM RD,BX03543,POINT (-73.908226 40.862929),SEDGWICK AV,-73.908226,40.862929
W FORDHAM RD,BX03544,POINT (-73.909344 40.86245),SEDGWICK AV,-73.909344,40.86245
BARTOW AV,BX03545,POINT (-73.828116 40.86966),CO-OP CITY BLVD,-73.828116,40.86966
Cross Bronx Expwy Srv Rd,BX03546,POINT (-73.867392 40.83494),BEACH AV,-73.867392,40.83494
CROTONA AV,BX03547,POINT (-73.88502 40.851604),E 183 ST,-73.88502,40.851604
Grand Concourse,BX03548,POINT (-73.923856 40.825101),E 158 ST,-73.923856,40.825101
LINCOLN AV,BX03549,POINT (-73.927185 40.810712),E 138 ST,-73.927185,40.810712
E 233 ST,BX03550,POINT (-73.853665 40.892320000000005),BUSSING AV,-73.853665,40.89232
CROTONA AV,BX03551,POINT (-73.893736 40.842763),E 175 ST,-73.893736,40.842763
MORRIS PARK AV,BX03552,POINT (-73.860245 40.846543),DELANCEY PL,-73.860245,40.846543
W 231 ST,BX03553,POINT (-73.902791 40.878254),BAILEY AV,-73.902791,40.878254
WEBSTER AV,BX03554,POINT (-73.883745 40.86705),Bedford Park Blvd,-73.883745,40.86705
Claremont Pkwy,BX03557,POINT (-73.89441 40.83495400000001),BOSTON RD,-73.89441,40.834954
DEWEY AV,BX03558,POINT (-73.821521 40.82165),CALHOUN AV,-73.821521,40.82165
E 170 ST,BX03559,POINT (-73.909857 40.83714),FINDLAY AV,-73.909857,40.83714
E 180 ST,BX03560,POINT (-73.897733 40.85209),WEBSTER AV,-73.897733,40.85209
BAILEY AV,BX03561,POINT (-73.897671 40.884117),W 238 ST,-73.897671,40.884117
W Mosholu Pkwy South,BX03562,POINT (-73.88563100000002 40.879154),JEROME AV,-73.885631,40.879154
ST ANNS AV,BX03563,POINT (-73.914095 40.812126000000006),E 146 ST,-73.914095,40.812126
ST ANNS AV,BX03564,POINT (-73.914305 40.812135),E 146 ST,-73.914305,40.812135
HUNTS POINT AV,BX03565,POINT (-73.88803 40.816963),LAFAYETTE AV,-73.88803,40.816963
EASTCHESTER RD,BX03566,POINT (-73.844724 40.850068),IVES ST,-73.844724,40.850068
WHITE PLAINS RD,BX03569,POINT (-73.866062 40.877758),E GUN HILL RD,-73.866062,40.877758
E GUN HILL RD,BX03570,POINT (-73.845465 40.869937),DEWITT PL,-73.845465,40.869937
E TREMONT AV,BX03571,POINT (-73.82381600000001 40.827929),PHILIP AV,-73.823816,40.827929
Bedford Park Blvd,BX03572,POINT (-73.883817 40.867679),WEBSTER AV,-73.883817,40.867679
BOSTON RD,BX03573,POINT (-73.836913 40.882102),BOLLER AV,-73.836913,40.882102
WHITE PLAINS RD,BX03574,POINT (-73.863974 40.840392),GUERLAIN ST,-73.863974,40.840392
WHITE PLAINS RD,BX03575,POINT (-73.857258 40.818334),RANDALL AV,-73.857258,40.818334
BARTOW AV,BX03576,POINT (-73.833918 40.868191),EDSON AV,-73.833918,40.868191
Bronx Park East,BX03577,POINT (-73.868122 40.850392),UNIONPORT RD,-73.868122,40.850392
WEBSTER AV,BX03578,POINT (-73.877355 40.87095800000001),E 204 ST,-73.877355,40.870958
MORRISON AV,BX03579,POINT (-73.874376 40.829348),WESTCHESTER AV,-73.874376,40.829348
MORRISON AV,BX03580,POINT (-73.874597 40.829134),WESTCHESTER AV,-73.874597,40.829134
Grand Concourse,BX03581,POINT (-73.919202 40.833288),MCCLELLAN ST,-73.919202,40.833288
RANDALL AV,BX03582,POINT (-73.822247 40.826063),E TREMONT AV,-73.822247,40.826063
E TREMONT AV,BX03583,POINT (-73.819152 40.822534),DEWEY AV,-73.819152,40.822534
Williamsbridge Rd,BX03584,POINT (-73.85998 40.8657),ALLERTON AV,-73.85998,40.8657
MELROSE AV,BX03585,POINT (-73.913481 40.824658),E 162 ST,-73.913481,40.824658
E 161 ST,BX03586,POINT (-73.914322 40.824448),MELROSE AV,-73.914322,40.824448
BARTOW AV,BX03587,POINT (-73.83443 40.86779),ELY AV,-73.83443,40.86779
E 138 ST,BX03588,POINT (-73.91717 40.806589),ST ANNS AV,-73.91717,40.806589
ELTON AV,BX03589,POINT (-73.911488 40.823769),E 161 ST,-73.911488,40.823769
MELROSE AV,BX03591,POINT (-73.914227 40.823722),E 160 ST,-73.914227,40.823722
WEBSTER AV,BX03592,POINT (-73.89051 40.86215),E FORDHAM RD,-73.89051,40.86215
WEBSTER AV,BX03593,POINT (-73.890559 40.862117),E FORDHAM RD,-73.890559,40.862117
WEBSTER AV,BX03594,POINT (-73.900912 40.848087),E TREMONT AV,-73.900912,40.848087
WEBSTER AV,BX03595,POINT (-73.900893 40.848131),E TREMONT AV,-73.900893,40.848131
Castle Hill Av,BX03596,POINT (-73.84847 40.82144),SEWARD AV,-73.84847,40.82144
WHITE PLAINS RD,BX03597,POINT (-73.864393 40.840676),E TREMONT AV,-73.864393,40.840676
Bainbridge av,BX03598,POINT (-73.879332 40.873534),E 204 St,-73.879332,40.873534
WEBSTER AV,BX03600,POINT (-73.871954 40.877923),E GUN HILL RD,-73.871954,40.877923
3 AV,BX03602,POINT (-73.891186 40.86022),E 189 ST,-73.891186,40.86022
3 AV,BX03603,POINT (-73.891171 40.860263),E 189 ST,-73.891171,40.860263
3 AV,BX03604,POINT (-73.891112 40.86043000000001),E 189 ST,-73.891112,40.86043
3 AV,BX03605,POINT (-73.891096 40.860468),E 189 ST,-73.891096,40.860468
Bruckner Blvd,BX03606,POINT (-73.860637 40.826246),White Plains Rd,-73.860637,40.826246
E Tremont Av,BX03607,POINT (-73.846251 40.843164),St Raymond's Av,-73.846251,40.843164
E 172 St,BX03608,POINT (-73.890089 40.834273),Southern Blvd,-73.890089,40.834273
Southern Blvd,BX03609,POINT (-73.880813 40.855965),East 189 St,-73.880813,40.855965
Webster Av,BX03610,POINT (-73.895252 40.856555),E 184 St,-73.895252,40.856555
FOOD CENTER DR,BX03613,POINT (-73.876493 40.810081),@ HALLECK ST,-73.876493,40.810081
E 161ST ST,BX03614,POINT (-73.920855 40.82639),@ SHERIDAN AVE (HALF OF DBLE SHELTER),-73.920855,40.82639
E 161ST ST,BX03615,POINT (-73.920855 40.82639),@ SHERIDAN AVE (HALF OF DBLE SHELTER),-73.920855,40.82639
E 161ST ST,BX03616,POINT (-73.920127 40.726103),@ SHERMAN AVE (HALF OF DBLE SHELTER),-73.920127,40.726103
E 161ST ST,BX03617,POINT (-73.920127 40.726103),@ SHERMAN AVE (HALF OF DBLE SHELTER),-73.920127,40.726103
W KINGSBRIDGE RD,BX0380,POINT (-73.903335 40.869388),SEDGWICK AV,-73.903335,40.869388
RIVERDALE AV,BX0381,POINT (-73.905242 40.9039),W 256 ST,-73.905242,40.9039
BROADWAY,BX0397,POINT (-73.896685 40.907176),W 260 ST,-73.896685,40.907176
Castle Hill Av,BX0402,POINT (-73.850632 40.830755),CROSS BRONX EXPWY,-73.850632,40.830755
