"","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"445",7645,"STAR'S CAFE (WESTIN HOTEL)","270","WEST   43 STREET",10036,"American","270, WEST   43 STREET, New York, NY",-73.9891255,40.7576248
"446",7646,"JUST SALAD","315","PARK AVE S",10010,"Salads","315, PARK AVE S, New York, NY",-73.9855511,40.740541
"447",7647,"DICHTER PHARMACY","4953","B'WAY",10034,"Caf̩/Coffee/Tea","4953, B'WAY, New York, NY",-73.9862168,40.7596445
"448",7648,"CROMPTON ALE HOUSE","159","W 26TH ST",10001,"American","159, W 26TH ST, New York, NY",NA,NA
"449",7649,"FORGROUND","8","E 41ST ST",10017,"Caf̩/Coffee/Tea","8, E 41ST ST, New York, NY",-73.9808681,40.7523419
"450",7650,"BENEMON","108","E 4TH ST",10003,"Japanese","108, E 4TH ST, New York, NY",-73.9883517,40.7255336
"451",7651,"THE COFFEE POT","403","W 51ST ST",10019,"Caf̩/Coffee/Tea","403, W 51ST ST, New York, NY",-73.9888097,40.7643914
"452",7652,"MAXWELL'S","59","READE STREET",10007,"Irish","59, READE STREET, New York, NY",-74.0066238,40.7147625
"453",7653,"PARIS SANDWICH","217","GRAND ST",10013,"Vietnamese/Cambodian/Malaysia","217, GRAND ST, New York, NY",-73.9961107,40.7186792
"454",7654,"BLARNEY STONE","11","TRINITY PLACE",10006,"Irish","11, TRINITY PLACE, New York, NY",-74.0137007,40.7062029
"455",7655,"IDEAL DELI & GROCERY","4119","BROADWAY",10033,"American","4119, BROADWAY, New York, NY",NA,NA
"456",7656,"THE MEATBALL SHOP","798","9TH AVE",10019,"American","798, 9TH AVE, New York, NY",-73.9873417,40.7651488
"457",7657,"MARGAY'S","477","10TH AVE",10018,"Caf̩/Coffee/Tea","477, 10TH AVE, New York, NY",-73.9981878,40.7563067
"458",7658,"MCDONALD'S","208","VARICK STREET",10014,"Hamburgers","208, VARICK STREET, New York, NY",-74.0050378,40.7288081
"459",7659,"HALE & HEARTY SOUP","849","LEXINGTON AVENUE",10065,"Soups & Sandwiches","849, LEXINGTON AVENUE, New York, NY",-73.9654748,40.7655061
"460",7660,"LA NUEVA JUQUILA RESTAURANT","2106","AMSTERDAM AVE",10032,"Mexican","2106, AMSTERDAM AVE, New York, NY",-73.9388941,40.8376804
"461",7661,"OCEANA","120","WEST   49 STREET",10019,"Seafood","120, WEST   49 STREET, New York, NY",-73.9819757,40.7595452
"462",7662,"BORIS & HORTON","195","AVENUE A",10009,"Caf̩/Coffee/Tea","195, AVENUE A, New York, NY",-73.9814514,40.7293344
"463",7663,"GROM","1796","BROADWAY",10019,"Ice Cream, Gelato, Yogurt, Ices","1796, BROADWAY, New York, NY",-73.9813201,40.7672514
"464",7664,"TUNG THONG 181","812","W 181ST ST",10033,"Thai","812, W 181ST ST, New York, NY",-73.939059,40.850914
"465",7665,"BLUE COCO","153","E 106TH ST",10029,"Sandwiches/Salads/Mixed Buffet","153, E 106TH ST, New York, NY",-73.9456949,40.7922888
"466",7666,"STARBUCKS","4","COLUMBUS CIRCLE",10019,"Caf̩/Coffee/Tea","4, COLUMBUS CIRCLE, New York, NY",-73.9828652,40.767388
"467",7667,"KOLMARO","185","SHERMAN AVENUE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","185, SHERMAN AVENUE, New York, NY",-73.9221291,40.8648416
"468",7668,"FARINELLA","788","LEXINGTON AVE",10065,"Pizza/Italian","788, LEXINGTON AVE, New York, NY",NA,NA
"469",7669,NA,"158","ORCHARD ST",10002,"Other","158, ORCHARD ST, New York, NY",NA,NA
"470",7670,"CRC CAFE","1248","YORK AVENUE",10065,"American","1248, YORK AVENUE, New York, NY",-73.9560667,40.7636883
"471",7671,"PERDITION","692","10 AVENUE",10019,"American","692, 10 AVENUE, New York, NY",-73.9922083,40.7636012
"472",7672,"HILLSTONE MANHATTAN","378","PARK AVENUE SOUTH",10010,"Steak","378, PARK AVENUE SOUTH, New York, NY",-73.9848365,40.742659
"473",7673,"IL BARETTO TO GO","790","11TH AVE",10019,"Pizza/Italian","790, 11TH AVE, New York, NY",-73.9921396,40.7683613
"474",7674,"BEAN N BEAN","320","8TH AVE",10001,"Caf̩/Coffee/Tea","320, 8TH AVE, New York, NY",-73.9967577,40.7468312
"475",7675,"Out East","509","E 6TH ST",10009,"Other","509, E 6TH ST, New York, NY",-73.9832095,40.7253444
"476",7676,"FRIEDMAN'S","132","WEST 31 STREET",10001,"American","132, WEST 31 STREET, New York, NY",-73.990655,40.7483005
"477",7677,"DR SMOOD","1151","BROADWAY",10001,"American","1151, BROADWAY, New York, NY",-73.989194,40.744276
"478",7678,"GELARTO","145","AVENUE A",10009,"Ice Cream, Gelato, Yogurt, Ices","145, AVENUE A, New York, NY",-73.9827488,40.7274335
"479",7679,"WENDY'S","2121","3RD AVE",10029,"Hamburgers","2121, 3RD AVE, New York, NY",-73.9398573,40.7976659
"480",7680,"GO GO CURRY","567","W 125TH ST",10027,"Japanese","567, W 125TH ST, New York, NY",-73.957681,40.8156108
"481",7681,"PROOF COFFEE ROASTERS","28","LIBERTY ST",10005,"Caf̩/Coffee/Tea","28, LIBERTY ST, New York, NY",-74.0088503,40.7077585
"482",7682,"BEER SHOP","422","AMSTERDAM AVE",10024,"American","422, AMSTERDAM AVE, New York, NY",NA,NA
"483",7683,"DOMINIQUE BISTRO / AKASHI","14","CHRISTOPHER ST",10014,"French","14, CHRISTOPHER ST, New York, NY",-74.0004287,40.7338319
"484",7684,"LA BURDICK CHOCOLATE","156","PRINCE ST",10012,"Nuts/Confectionary","156, PRINCE ST, New York, NY",-74.0013444,40.7257931
"485",7685,"SAMBA BRAZIL RESTAURANT","661","9TH AVE",10036,"Brazilian","661, 9TH AVE, New York, NY",NA,NA
"486",7686,"CLUB BONAFIDE","212","E 52ND ST",10022,"French","212, E 52ND ST, New York, NY",NA,NA
"487",7687,"SUMELA","1606","1ST AVE",10028,"Mediterranean","1606, 1ST AVE, New York, NY",-73.9504001,40.7749974
"488",7688,"O'HANLON'S BAR","349","EAST 14 STREET",10003,"Irish","349, EAST 14 STREET, New York, NY",-73.9828767,40.7316969
"489",7689,NA,"530","9TH AVE",10018,"Other","530, 9TH AVE, New York, NY",-73.993594,40.756647
"490",7690,"ANFORA","34","8 AVENUE",10014,"Italian","34, 8 AVENUE, New York, NY",-74.0040989,40.7379214
"491",7691,"THE MAGICIAN","118","RIVINGTON STREET",10002,"American","118, RIVINGTON STREET, New York, NY",-73.9872958,40.7199003
"492",7692,"LE PETIT PARISIEN","32","E 7TH ST",10003,"French","32, E 7TH ST, New York, NY",-73.989212,40.728205
"493",7693,"FILICORI ZECCHINI","2541","BROADWAY",10025,"Caf̩/Coffee/Tea","2541, BROADWAY, New York, NY",-73.9724773,40.7941879
"494",7694,"CASA FINCA (WANTED DESIGN NYC)","6","FULTON ST",10038,"Juice, Smoothies, Fruit Salads","6, FULTON ST, New York, NY",-74.0035412,40.706493
"495",7695,"WICKED JUICE & KITCHEN","88","W BROADWAY",10007,"Juice, Smoothies, Fruit Salads","88, W BROADWAY, New York, NY",-74.0096078,40.7153785
"496",7696,"BARCADE","6","SAINT MARKS PL",10003,"American","6, SAINT MARKS PL, New York, NY",NA,NA
"497",7697,"MARIA PIA","319","WEST   51 STREET",10019,"Italian","319, WEST   51 STREET, New York, NY",-73.9865267,40.7634606
"498",7698,"DUNKIN' DONUTS","3833","BROADWAY",10032,"American","3833, BROADWAY, New York, NY",-73.9439937,40.835747
"499",7699,"POKE SIGNATURE","200","W 41ST ST",10036,"Other","200, W 41ST ST, New York, NY",-73.9878592,40.7553154
"500",7700,"GREAT WALL KITCHEN","2238","7 AVENUE",10027,"Chinese","2238, 7 AVENUE, New York, NY",-73.9455456,40.8133872
"501",7701,"JUICE GENERATION","117","WEST   72 STREET",10023,"Juice, Smoothies, Fruit Salads","117, WEST   72 STREET, New York, NY",-73.979261,40.7778913
"502",7702,"MAYAHUEL","304","E 6TH ST",10003,"Other","304, E 6TH ST, New York, NY",-73.9881796,40.7271212
"503",7703,"NYONYA","199","GRAND ST",10013,"Asian","199, GRAND ST, New York, NY",-73.9970266,40.719002
"504",7704,"MR. CHOW TRIBECCA","121","HUDSON STREET",10013,"Chinese","121, HUDSON STREET, New York, NY",-74.0089008,40.7201289
"505",7705,"DUANE PARK","308","BOWERY",10012,"American","308, BOWERY, New York, NY",-73.9927509,40.7249359
"506",7706,"STARBUCKS","1325","ASTOR PLACE",10003,"Caf̩/Coffee/Tea","1325, ASTOR PLACE, New York, NY",-73.9917793,40.7301152
"507",7707,"TORTARIA","94","UNIVERSITY PLACE",10003,"Mexican","94, UNIVERSITY PLACE, New York, NY",-73.9930347,40.7338816
"508",7708,"SERENA'S","1268","2ND AVE",10065,"Mediterranean","1268, 2ND AVE, New York, NY",-73.9606187,40.7652536
"509",7709,"WOGIES BAR & GRILL","44","TRINITY PL",10006,"American","44, TRINITY PL, New York, NY",-74.0134639,40.7075429
"510",7710,"GREGORYS COFFEE","762","7TH AVE",10019,"Caf̩/Coffee/Tea","762, 7TH AVE, New York, NY",-73.9833589,40.76125
"511",7711,"BITE","62","W 22ND ST",10010,"Mediterranean","62, W 22ND ST, New York, NY",-73.9930232,40.7419197
"512",7712,"FINANCIER PATISSERIE","15","VANDERBILT AVENUE",10017,"American","15, VANDERBILT AVENUE, New York, NY",-73.9774643,40.7526347
"513",7713,"FACES & NAMES","161","WEST   54 STREET",10019,"American","161, WEST   54 STREET, New York, NY",-73.9809779,40.7635778
"514",7714,"ENNJU","20","EAST   17 STREET",10003,"Japanese","20, EAST   17 STREET, New York, NY",-73.9912327,40.7372647
"515",7715,"PEKING DUCK HOUSE","28","MOTT STREET",10013,"Chinese","28, MOTT STREET, New York, NY",-73.9985519,40.714614
"516",7716,"NELLO","696","MADISON AVENUE",10065,"Italian","696, MADISON AVENUE, New York, NY",-73.9700779,40.7657841
"517",7717,"BILLY'S BAKERY","184","9 AVENUE",10011,"Bakery","184, 9 AVENUE, New York, NY",-74.0018953,40.74533
"518",7718,"BIRCH COFFEE","432","3RD AVE",10016,"Caf̩/Coffee/Tea","432, 3RD AVE, New York, NY",NA,NA
"519",7719,"LIVE HEALTHY JUICE BAR","2372","AMSTERDAM AVE",10033,"Juice, Smoothies, Fruit Salads","2372, AMSTERDAM AVE, New York, NY",NA,NA
"520",7720,"FISH CHEEKS","55","BOND ST",10012,"Thai","55, BOND ST, New York, NY",-73.9926674,40.7257211
"521",7721,"CAFE CON LECHE","2026","2ND AVE",10029,"Spanish","2026, 2ND AVE, New York, NY",-73.9429855,40.7893579
"522",7722,"DELIZIA 92","1762","2 AVENUE",10128,"Pizza/Italian","1762, 2 AVENUE, New York, NY",-73.9486798,40.7814518
"523",7723,"THE GIN MILL","442","AMSTERDAM AVENUE",10024,"American","442, AMSTERDAM AVENUE, New York, NY",NA,NA
"524",7724,"CITY CAKES","251","WEST   18 STREET",10011,"Bakery","251, WEST   18 STREET, New York, NY",-73.9999212,40.7421162
"525",7725,"DOMINO'S PIZZA","153","E 116TH ST",10029,"Pizza","153, E 116TH ST, New York, NY",-73.9411141,40.7986839
"526",7726,"SOCIETY CAFE","52","W 13TH ST",10011,"American","52, W 13TH ST, New York, NY",-73.9966616,40.7361334
"527",7727,"GREEN NATURE COFFEE HOUSE","555","W 42 STREET",10036,"Caf̩/Coffee/Tea","555, W 42 STREET, New York, NY",-73.9977217,40.7609017
"528",7728,"J.WALTER THOMAS CAFE","466","LEXINGTON AVE",10017,"Caf̩/Coffee/Tea","466, LEXINGTON AVE, New York, NY",-73.9746823,40.7536334
"529",7729,"PETER DILLON'S","385","5 AVENUE",10016,"Irish","385, 5 AVENUE, New York, NY",-73.9833789,40.7494532
"530",7730,"STARBUCKS","90","PARK AVENUE",10016,"Caf̩/Coffee/Tea","90, PARK AVENUE, New York, NY",NA,NA
"531",7731,"STARBUCKS","1378","MADISON AVENUE",10128,"Caf̩/Coffee/Tea","1378, MADISON AVENUE, New York, NY",-73.9546724,40.7872221
"532",7732,"NIZZA","628","9 AVENUE",10036,"Italian","628, 9 AVENUE, New York, NY",-73.9910743,40.7600364
"533",7733,"EL VALLE SEAFOOD RESTAURANT","588","LENOX AVE",10037,"Spanish","588, LENOX AVE, New York, NY",-73.9384677,40.8168755
"534",7734,"LA LOTERIA","29","7TH AVE S",10014,"Mexican","29, 7TH AVE S, New York, NY",-74.0041448,40.7308623
"535",7735,"WIKIWIKI","445","ALBEE SQUARE",10004,"Hawaiian","445, ALBEE SQUARE, New York, NY",-73.9831981,40.690884
"536",7736,"MCCOY'S PUB","768","9 AVENUE",10019,"Irish","768, 9 AVENUE, New York, NY",-73.9879844,40.7642753
"537",7737,"TAL BAGELS","1228","LEXINGTON AVENUE",10028,"Bagels/Pretzels","1228, LEXINGTON AVENUE, New York, NY",NA,NA
"538",7738,"STARBUCKS","444","COLUMBUS AVENUE",10024,"Caf̩/Coffee/Tea","444, COLUMBUS AVENUE, New York, NY",-73.974667,40.7837301
"539",7739,"BLANK SLATE","121","MADISON AVE",10016,"American","121, MADISON AVE, New York, NY",-73.9844262,40.7452258
"540",7740,"GAONNURI","1250","BROADWAY",10001,"Korean","1250, BROADWAY, New York, NY",-73.9878697,40.7476831
"541",7741,"MCDONALD'S","4040","BROADWAY",10032,"Hamburgers","4040, BROADWAY, New York, NY",-73.9389672,40.8426562
"542",7742,"MEZZOGIORNO","2791","BROADWAY",10025,"Italian","2791, BROADWAY, New York, NY",-73.9681172,40.8028379
"543",7743,"DELICIOUS HUANG BAKERY","139","HESTER ST",10002,"Chinese","139, HESTER ST, New York, NY",-73.9947008,40.7171825
"544",7744,"FRESCO GELATERIA","138","2 AVENUE",10003,"Ice Cream, Gelato, Yogurt, Ices","138, 2 AVENUE, New York, NY",-73.987158,40.7287621
"545",7745,"PAPA JOHN'S PIZZA SW HARLEM","896","AMSTERDAM AVE",10025,"Other","896, AMSTERDAM AVE, New York, NY",-73.967047,40.7989913
"546",7746,"THE RINGSIDE CAFE","28","W 20TH ST",10011,"Caf̩/Coffee/Tea","28, W 20TH ST, New York, NY",-73.9928809,40.7403547
"547",7747,"LE PAIN QUOTIDIEN","922","7 AVENUE",10019,"Sandwiches","922, 7 AVENUE, New York, NY",-73.9797212,40.7664066
"548",7748,"STARBUCKS","593","9 AVENUE",10036,"Caf̩/Coffee/Tea","593, 9 AVENUE, New York, NY",-73.9925445,40.759008
"549",7749,"SHAKE SHACK","300","WEST   44 STREET",10036,"Hamburgers","300, WEST   44 STREET, New York, NY",-73.9897521,40.758564
"550",7750,"TEXAS CHICKEN AND BURGERS","1974","2ND AVE",10029,"Chicken","1974, 2ND AVE, New York, NY",-73.9443172,40.7876191
"551",7751,"VICTORIO'S PIZZA PLUS","348","WEST  145 STREET",10039,"Pizza","348, WEST  145 STREET, New York, NY",-73.9443206,40.8236502
"552",7752,"NIX","72","UNIVERSITY PL",10003,"Vegetarian","72, UNIVERSITY PL, New York, NY",-73.9937498,40.7332779
"553",7753,"CAT LOUNGE","96","GREENWICH ST",10006,"American","96, GREENWICH ST, New York, NY",-74.013783,40.708221
"554",7754,"RED EYE GRILL","888","7 AVENUE",10019,"American","888, 7 AVENUE, New York, NY",-73.980845,40.7654806
"555",7755,"ERNST & YOUNG CAFE","5","TIMES SQUARE",10036,"American","5, TIMES SQUARE, New York, NY",-73.9873991,40.7557119
"556",7756,"SANTO DOMINGO BAKERY","93","CLINTON STREET",10002,"Bakery","93, CLINTON STREET, New York, NY",-73.9855511,40.7186101
"557",7757,"99 CENT FRESH PIZZA","1723","BROADWAY",10019,"Pizza","1723, BROADWAY, New York, NY",-73.982533,40.7646066
"558",7758,"VIEW OF THE WORLD TERRACE CLUB","140","WASHINGTON STREET",10006,"American","140, WASHINGTON STREET, New York, NY",-74.0138989,40.7098898
"559",7759,"SUBWAY","1171","2 AVENUE",10065,"Sandwiches","1171, 2 AVENUE, New York, NY",-73.9633812,40.7623761
"560",7760,"RUBY'S CAFE","442","3RD AVE",10016,"American","442, 3RD AVE, New York, NY",-73.9799174,40.7436811
"561",7761,"EXECUTIVE DINING ROOM","114","W 47TH ST",10036,"American","114, W 47TH ST, New York, NY",-73.9831407,40.7580887
"562",7762,"COVE LOUNGE","325","LENOX AVENUE",10027,"American","325, LENOX AVENUE, New York, NY",-73.9451988,40.808801
"563",7763,"DELILAH","155","RIVINGTON ST",10002,"Mediterranean","155, RIVINGTON ST, New York, NY",-73.98562,40.7190721
"564",7764,"COZMUEL TORTILLA","877","10TH AVE",10019,"Mexican","877, 10TH AVE, New York, NY",-73.9886886,40.7694342
"565",7765,"NEW YORK UNIVERSITY - LIPTON HALL","33","WASHINGTON SQUARE WEST",10011,"American","33, WASHINGTON SQUARE WEST, New York, NY",-73.9996036,40.7317265
"566",7766,"DIG INN","275","MADISON AVENUE",10016,"American","275, MADISON AVENUE, New York, NY",-73.9799875,40.7512258
"567",7767,"BERGEN HILL","26","ASTOR PLACE",10003,"American","26, ASTOR PLACE, New York, NY",-73.9911523,40.7294833
"568",7768,"DUNKIN' DONUTS, BASKIN ROBBINS","815","10 AVENUE",10019,"Donuts","815, 10 AVENUE, New York, NY",-73.990066,40.7675883
"569",7769,"COMO PIZZA","4035","BROADWAY",10032,"Pizza","4035, BROADWAY, New York, NY",-73.9395182,40.8422945
"570",7770,"STARBUCKS","100","WEST   33 STREET",10001,"Caf̩/Coffee/Tea","100, WEST   33 STREET, New York, NY",-73.9895554,40.7493352
"571",7771,"BROOKLYN DIAMOND COFFEE","349","WEST BROADWAY",10013,"Other","349, WEST BROADWAY, New York, NY",-74.0031348,40.7226873
"572",7772,"LAVAGNA","545","EAST    5 STREET",10009,"Italian","545, EAST    5 STREET, New York, NY",-73.9823831,40.7241073
"573",7773,"NOREETUH","128","1ST AVE",10009,"American","128, 1ST AVE, New York, NY",-73.9852368,40.7272851
"574",7774,"CHICKEN HOUSE","270","WEST   36 STREET",10018,"American","270, WEST   36 STREET, New York, NY",-73.9923103,40.7532598
"575",7775,"BLAKE AND TODD","52","EAST   53 STREET",10022,"American","52, EAST   53 STREET, New York, NY",-73.9737301,40.7597431
"576",7776,"FRESH & CO","1381","6TH AVE",10019,"Salads","1381, 6TH AVE, New York, NY",-73.977804,40.7638724
"577",7777,"AUGUST WILSON THEATRE","245","WEST   52 STREET",10019,"American","245, WEST   52 STREET, New York, NY",NA,NA
"578",7778,"HANE SUSHI","346","1ST AVENUE",10009,"Japanese","346, 1ST AVENUE, New York, NY",-73.9797339,40.7346006
"579",7779,"CREDIT SUISSE (Executive dining)","11","MADISON AVE",10010,"American","11, MADISON AVE, New York, NY",-73.9869677,40.7415114
"580",7780,"STARBUCKS","295","MADISON AVENUE",10017,"Caf̩/Coffee/Tea","295, MADISON AVENUE, New York, NY",-73.9794676,40.7518554
"581",7781,"THE FACULTY CLUB (COLUMBIA UNIVERSITY)","630","WEST 168 STREET",10032,"American","630, WEST 168 STREET, New York, NY",-73.9411973,40.8410971
"582",7782,"SUGAR SKETCH","172","E 2ND ST",10009,"Bakery","172, E 2ND ST, New York, NY",-73.9847323,40.7225741
"583",7783,"FRESH PIZZA 99 CENTS","1032","6TH AVE",10018,"Pizza","1032, 6TH AVE, New York, NY",-73.9854143,40.7527321
"584",7784,"IKINARI STEAK","96","8TH AVE",10011,"Other","96, 8TH AVE, New York, NY",-74.0019287,40.7401735
"585",7785,"BLUESTONE LANE","435","W 31ST ST",10001,"Australian","435, W 31ST ST, New York, NY",-73.9988063,40.7522916
"586",7786,"UJA FEDERATION","130","EAST   59 STREET",10022,"Jewish/Kosher","130, EAST   59 STREET, New York, NY",-73.9688841,40.7622575
"587",7787,"BARCELONA BAR","923","8 AVENUE",10019,"Bottled beverages, including water, sodas, juices, etc.","923, 8 AVENUE, New York, NY",NA,NA
"588",7788,"LITTLE TASTE OF SEAFOOD","2528","AC POWELL BLVD",10039,"Seafood","2528, AC POWELL BLVD, New York, NY",-73.9386414,40.8227175
"589",7789,"COFFEE SHOP","28","WEST   32 STREET",10001,"Caf̩/Coffee/Tea","28, WEST   32 STREET, New York, NY",-73.9871121,40.7475563
"590",7790,"ENVY","220","EAST   53 STREET",10022,"Asian","220, EAST   53 STREET, New York, NY",NA,NA
"591",7791,"KITCHENETTE UPTOWN","1272","AMSTERDAM AVENUE",10027,"American","1272, AMSTERDAM AVENUE, New York, NY",-73.9582271,40.8112484
"592",7792,"PRET A MANGER","125","CHAMBERS ST",10007,"Soups & Sandwiches","125, CHAMBERS ST, New York, NY",-74.0088733,40.7155448
"593",7793,"BROOKS ATKINSON THEATER","256","WEST   47 STREET",10036,"American","256, WEST   47 STREET, New York, NY",NA,NA
"594",7794,"THE GEM HOTEL","300","W 22ND ST",10011,"Caf̩/Coffee/Tea","300, W 22ND ST, New York, NY",-73.9994754,40.7446826
"595",7795,"SAMMY'S HOUSE OF BBQ","258","W 44TH ST",10036,"Southwestern","258, W 44TH ST, New York, NY",-73.9883734,40.7581681
"596",7796,"CHECKERS","77","CHAMBERS ST",10007,"American","77, CHAMBERS ST, New York, NY",-74.0066951,40.7145881
"597",7797,"RED HEN","237","W 14TH ST",10011,"Sandwiches/Salads/Mixed Buffet","237, W 14TH ST, New York, NY",-74.0010689,40.7394222
"598",7798,"BEYOND SUSHI","227229","E 14TH ST",10003,"Vegetarian","227229, E 14TH ST, New York, NY",-73.9858841,40.73292
"599",7799,"HUNT & FISH CLUB","125","W 44TH ST",10036,"American","125, W 44TH ST, New York, NY",-73.984111,40.7568471
"600",7800,"INNSIDE BRASSERIE","132","W 27TH ST",10001,"Italian","132, W 27TH ST, New York, NY",-73.9926414,40.7458988
"601",7801,"NEAPOLITAN EXPRESS","29","2ND AVE",10003,"Other","29, 2ND AVE, New York, NY",-73.9908769,40.7246948
"602",7802,"IMLI","1136","1ST AVE",10065,"Indian","1136, 1ST AVE, New York, NY",-73.9601598,40.7616734
"603",7803,"AL FORNO","1484","2 AVENUE",10075,"Italian","1484, 2 AVENUE, New York, NY",-73.9556163,40.7721319
"604",7804,"TJ BYRNE'S BAR","77","FULTON STREET",10038,"Irish","77, FULTON STREET, New York, NY",-74.004535,40.7090783
"605",7805,"STARBUCKS","585","2 AVENUE",10016,"Caf̩/Coffee/Tea","585, 2 AVENUE, New York, NY",-73.9768964,40.743848
"606",7806,"POPEYES LOUISIANA KITCHEN","252","8TH AVE",10011,"Chicken","252, 8TH AVE, New York, NY",-73.998391,40.7450103
"607",7807,"FORDHAM U- RAM CAFE AT LOWENSTEIN HALL","113","W 60TH ST",10023,"American","113, W 60TH ST, New York, NY",NA,NA
"608",7808,"Chow House","181","BLEECKER ST",10012,"Chinese","181, BLEECKER ST, New York, NY",-74.0007361,40.7291531
"609",7809,"CHIPOTLE MEXICAN GRILL","1288-1290","1ST AVENUE",10021,"Mexican","1288-1290, 1ST AVENUE, New York, NY",-73.9569225,40.7660774
"610",7810,"JOE","141","WAVERLY PLACE",10014,"Caf̩/Coffee/Tea","141, WAVERLY PLACE, New York, NY",-74.0005208,40.7333235
"611",7811,"PINTO GARDEN","117","W 10TH ST",10011,"Chinese","117, W 10TH ST, New York, NY",-73.9994736,40.7348816
"612",7812,"I PIZZA 49","707","9TH AVE",10019,"Pizza","707, 9TH AVE, New York, NY",NA,NA
"613",7813,"MAISON KAYSER","575","LEXINGTON AVE",10022,"Bakery","575, LEXINGTON AVE, New York, NY",-73.9712797,40.7572872
"614",7814,"TOMPKINS SQUARE BAGELS","165","AVENUE A",10009,"American","165, AVENUE A, New York, NY",-73.982291,40.728228
"615",7815,"THE W HOTEL BANQUETS","201","PARK AVENUE SOUTH",10003,"American","201, PARK AVENUE SOUTH, New York, NY",-73.9886194,40.7365831
"616",7816,"AMBER","135","CHRISTOPHER ST",10014,"Japanese","135, CHRISTOPHER ST, New York, NY",-74.0069452,40.7331512
"617",7817,"STARBUCKS","871","8 AVENUE",10019,"Caf̩/Coffee/Tea","871, 8 AVENUE, New York, NY",-73.9853857,40.7637587
"618",7818,"72 CIBAO RESTAURANT","72","CLINTON ST",10002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","72, CLINTON ST, New York, NY",NA,NA
"619",7819,"MENKUI TEI","58","W 56TH ST",10019,"Japanese","58, W 56TH ST, New York, NY",NA,NA
"620",7820,"HAN","854","10TH AVE",10019,"Chinese","854, 10TH AVE, New York, NY",-73.9886731,40.7684632
"621",7821,"JADIS RESTAURANT","42","RIVINGTON STREET",10002,"French","42, RIVINGTON STREET, New York, NY",-73.9909687,40.7210779
"622",7822,"SUBWAY","932","COLUMBUS AVE",10025,"Sandwiches/Salads/Mixed Buffet","932, COLUMBUS AVE, New York, NY",-73.9632822,40.7991484
"623",7823,"LE BILBOQUET","20","E 60TH ST",10022,"French","20, E 60TH ST, New York, NY",-73.970589,40.763807
"624",7824,"THE SHADMOOR","1066","2ND AVE",10022,"Seafood","1066, 2ND AVE, New York, NY",-73.9654748,40.7586184
"625",7825,"NEW LEVEL JUICE","2244","1ST AVE",10029,"Juice, Smoothies, Fruit Salads","2244, 1ST AVE, New York, NY",-73.935454,40.7954196
"626",7826,"LENA NYC","137","ELDRIDGE ST",10002,"American","137, ELDRIDGE ST, New York, NY",-73.9917472,40.7191111
"627",7827,"IRVING FARM COFFEE ROASTERS","9","GRAND CENTRAL TERMINAL",10017,"Caf̩/Coffee/Tea","9, GRAND CENTRAL TERMINAL, New York, NY",-73.9772294,40.7527262
"628",7828,"JAPANESE KITCHEN & SAKE BAR METHOD","746","10TH AVE",10019,"Japanese","746, 10TH AVE, New York, NY",-73.9912028,40.7650523
"629",7829,"JAPONICA RESTAURANT","90","UNIVERSITY PL",10003,"Japanese","90, UNIVERSITY PL, New York, NY",-73.9931495,40.7338013
"630",7830,"STARBUCKS","151","WEST 34TH STREET",10001,"Caf̩/Coffee/Tea","151, WEST 34TH STREET, New York, NY",-73.9895261,40.7507917
"631",7831,"WAGA","22","ST MARKS PLACE",10003,"Caf̩/Coffee/Tea","22, ST MARKS PLACE, New York, NY",-73.9888568,40.7288873
"632",7832,"CAFE AMORE'S RESTAURANT","14751","CHAMBERS STREET",10013,"Pizza","14751, CHAMBERS STREET, New York, NY",-74.0093595,40.7155738
"633",7833,"PICCOLO CAFE","313","AMSTERDAM AVENUE",10023,"Italian","313, AMSTERDAM AVENUE, New York, NY",-73.9801333,40.7802717
"634",7834,"ASCENT LOUNGE","10","COLUMBUS CIR",10019,"American","10, COLUMBUS CIR, New York, NY",-73.9829824,40.7685789
"635",7835,"PRET A MANAGER","99","PARK AVE",10016,"American","99, PARK AVE, New York, NY",-73.9782738,40.7501421
"636",7836,"INTERNATIONAL BAR","12012","1 AVENUE",10009,"American","12012, 1 AVENUE, New York, NY",-73.95924,40.763368
"637",7837,"ROCKWELL'S","105","BROAD ST",10004,"American","105, BROAD ST, New York, NY",-74.0113522,40.7031876
"638",7838,"TRE","173","LUDLOW STREET",10002,"Italian","173, LUDLOW STREET, New York, NY",-73.987709,40.7218512
"639",7839,"MOTT CORNER","58","KENMARE STREET",10012,"American","58, KENMARE STREET, New York, NY",-73.9959233,40.7208191
"640",7840,"DUNKIN' DONUTS","42","W 39TH ST",10018,"Donuts","42, W 39TH ST, New York, NY",-73.984322,40.7522844
"641",7841,"SEAMORE'S","161","8TH AVE",10011,"American","161, 8TH AVE, New York, NY",-74.000898,40.742471
"642",7842,"NY CAKE POPS","642","W 28TH ST",10001,"Bakery","642, W 28TH ST, New York, NY",-74.0067052,40.7527718
