"","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"53",7253,"PAPA JOHN'S","701","WEST  179 STREET",10033,"Pizza","701, WEST  179 STREET, New York, NY",-73.93728,40.8491223
"54",7254,"ICHIBANTEI","401","E 13TH ST",10009,"Japanese","401, E 13TH ST, New York, NY",-73.982735,40.730586
"55",7255,"WALTER'S COTTAGE","500","W 43RD ST",10036,"Other","500, W 43RD ST, New York, NY",-73.9953977,40.760252
"56",7256,"FLIP 'N TOSS","82","CHRISTOPHER ST",10014,"American","82, CHRISTOPHER ST, New York, NY",-74.0036398,40.7333777
"57",7257,"THE GREY DOG","49","CARMINE ST",10014,"American","49, CARMINE ST, New York, NY",-74.0039152,40.7300189
"58",7258,"L'ESTUDIO","61","HESTER ST",10002,"American","61, HESTER ST, New York, NY",-73.990315,40.715897
"59",7259,"PAPI'S PIZZERIA","1422","ST NICHOLAS AVENUE",10033,"Pizza","1422, ST NICHOLAS AVENUE, New York, NY",-73.9333658,40.8494017
"60",7260,"RESOBOX","91","E 3RD ST",10003,"Japanese","91, E 3RD ST, New York, NY",-73.9877012,40.7248228
"61",7261,"DUNKIN' DONUTS","916","3RD AVE",10022,"Donuts","916, 3RD AVE, New York, NY",-73.9686086,40.759247
"62",7262,"LA NEWYORKINA","NKA","W 17TH ST",10011,"Ice Cream, Gelato, Yogurt, Ices","NKA, W 17TH ST, New York, NY",NA,NA
"63",7263,"NEW YORK UNIVERSITY - COURTYARD CAFE","75","3 AVENUE",10003,"American","75, 3 AVENUE, New York, NY",-73.9881904,40.7313942
"64",7264,"DUNKIN' DONUTS","200","W 54TH ST",10019,"Donuts","200, W 54TH ST, New York, NY",NA,NA
"65",7265,"TUTTLES","735","2 AVENUE",10016,"American","735, 2 AVENUE, New York, NY",-73.9737053,40.7482775
"66",7266,"BARNES & NOBLE CAFE","97","WARREN STREET",10007,"Caf̩/Coffee/Tea","97, WARREN STREET, New York, NY",-74.0117272,40.7157424
"67",7267,"GRULLON BAKERY","3522","BROADWAY",10031,"Bakery","3522, BROADWAY, New York, NY",-73.9505084,40.8258412
"68",7268,"NEW HOME SING RESTAURANT","3355","BROADWAY",10031,"Chinese","3355, BROADWAY, New York, NY",-73.9550683,40.820665
"69",7269,"MCDONALD'S","2549","BROADWAY",10025,"Hamburgers","2549, BROADWAY, New York, NY",-73.9724656,40.7944376
"70",7270,"THIRD RAIL COFFEE","240","SULLIVAN STREET",10012,"Caf̩/Coffee/Tea","240, SULLIVAN STREET, New York, NY",-73.9995998,40.7299863
"71",7271,"JUST SALAD","2056","BROADWAY",10023,"Salads","2056, BROADWAY, New York, NY",-73.9817174,40.7774896
"72",7272,"DIG INN / MATCHABAR","70","PRINCE ST",10012,"American","70, PRINCE ST, New York, NY",NA,NA
"73",7273,"BLUE RIBBON BAR","34","DOWNING STREET",10014,"American","34, DOWNING STREET, New York, NY",NA,NA
"74",7274,"SIP FRESCO","3590","BROADWAY",10031,"Juice, Smoothies, Fruit Salads","3590, BROADWAY, New York, NY",NA,NA
"75",7275,"SHU JIAO FUZHOUESE CUISINE","118","ELDRIDGE ST",10002,"Chinese","118, ELDRIDGE ST, New York, NY",-73.9916637,40.7184537
"76",7276,"GREGORYS COFFEE","649","BROADWAY",10012,"Caf̩/Coffee/Tea","649, BROADWAY, New York, NY",-73.995828,40.7268895
"77",7277,"STARBUCKS","1","PACE PLAZA",10038,"Caf̩/Coffee/Tea","1, PACE PLAZA, New York, NY",-74.0047403,40.7109684
"78",7278,"CERTE CATERING","20","WEST   55 STREET",10019,"American","20, WEST   55 STREET, New York, NY",-73.9761618,40.7619601
"79",7279,"MALAPARTE","753","WASHINGTON STREET",10014,"Italian","753, WASHINGTON STREET, New York, NY",-74.0080928,40.7368659
"80",7280,"FILICORI ZECCHINI","1","BROADWAY",10004,"American","1, BROADWAY, New York, NY",-74.0144968,40.7049658
"81",7281,"ROSE HILL","34","E 32ND ST",10016,"American","34, E 32ND ST, New York, NY",-73.9833014,40.7460119
"82",7282,"SCHNIPPER'S","23","EAST   23 STREET",10010,"American","23, EAST   23 STREET, New York, NY",-73.9875274,40.7408815
"83",7283,"ASIAM THAI CUISINE","259","FIRST AVENUE",10003,"Thai","259, FIRST AVENUE, New York, NY",-73.9821995,40.7321896
"84",7284,"MARKET TABLE","54","CARMINE STREET",10014,"American","54, CARMINE STREET, New York, NY",-74.0037193,40.7297746
"85",7285,"THE TRIAD","158","WEST   72 STREET",10023,"American","158, WEST   72 STREET, New York, NY",-73.9809713,40.7780281
"86",7286,"CAPTAIN'S CAFE 33","18","E 33RD ST",10016,"Caf̩/Coffee/Tea","18, E 33RD ST, New York, NY",-73.9842655,40.7470751
"87",7287,"SMILE TO GO","22","HOWARD STREET",10013,"American","22, HOWARD STREET, New York, NY",-74.0002196,40.71959
"88",7288,"ZIA MARIA","318","W 23RD ST",10011,"Pizza/Italian","318, W 23RD ST, New York, NY",-73.9992714,40.7454606
"89",7289,"STARBUCKS","55","BROAD ST",10004,"Caf̩/Coffee/Tea","55, BROAD ST, New York, NY",-74.0110854,40.7053174
"90",7290,"ZAWA JAPANESE","354","E 66TH ST",10065,"Other","354, E 66TH ST, New York, NY",-73.9592276,40.7640557
"91",7291,"JONES WOOD FOUNDRY","401","EAST   76 STREET",10021,"English","401, EAST   76 STREET, New York, NY",-73.953541,40.770399
"92",7292,"CAROL'S CAFE","217","E 51ST ST",10022,"American","217, E 51ST ST, New York, NY",-73.969279,40.7561902
"93",7293,"PANDA HOUSE","82","NAGLE AVENUE",10040,"Chinese","82, NAGLE AVENUE, New York, NY",-73.9282199,40.8606259
"94",7294,"VIRGINIA'S","647","E 11TH ST",10009,"American","647, E 11TH ST, New York, NY",-73.9772537,40.7267074
"95",7295,"KOBEYAKI","215","E 86TH ST",10028,"Japanese","215, E 86TH ST, New York, NY",-73.9530122,40.7786621
"96",7296,"MIMI CHENG'S DUMPLINGS","380","BROOME ST",10013,"Chinese","380, BROOME ST, New York, NY",-73.9963942,40.7206286
"97",7297,"BEP GA","70","FORSYTH ST",10002,"Vietnamese/Cambodian/Malaysia","70, FORSYTH ST, New York, NY",-73.9932221,40.7170206
"98",7298,"TELEON CAFE","264","WEST   40 STREET",10018,"American","264, WEST   40 STREET, New York, NY",-73.9903948,40.7555678
"99",7299,"SHERRY B DESSERT STUDIO","643","HUDSON ST",10014,"Other","643, HUDSON ST, New York, NY",-74.0057191,40.7391397
"100",7300,"UMMBURGER","99","1ST AVE",10003,"Hamburgers","99, 1ST AVE, New York, NY",-73.9863775,40.7266049
"101",7301,"FAMOUS ORIGINAL RAY'S PIZZA","204","9 AVENUE",10011,"Pizza","204, 9 AVENUE, New York, NY",-74.0013444,40.7459853
"102",7302,"BOULE & CHERIE","170","AMSTERDAM AVE",10023,"Caf̩/Coffee/Tea","170, AMSTERDAM AVE, New York, NY",-73.9839557,40.7759409
"103",7303,"CAPITOL RESTAURANT","4933","BROADWAY",10034,"American","4933, BROADWAY, New York, NY",-73.9215284,40.8678204
"104",7304,"IRVING FARM COFFEE ROASTERS","1424","3RD AVE",10028,"Caf̩/Coffee/Tea","1424, 3RD AVE, New York, NY",NA,NA
"105",7305,"AILEY BOUTIQUE","405","WEST   55 STREET",10019,"American","405, WEST   55 STREET, New York, NY",-73.9868137,40.7669453
"106",7306,"WARREN 77","77","WARREN STREET",10007,"American","77, WARREN STREET, New York, NY",-74.0103882,40.7150256
"107",7307,"CORK & KALE AT EVEN HOTEL","321","W 35TH ST",10001,"American","321, W 35TH ST, New York, NY",-73.993835,40.75347
"108",7308,"BURP CASTLE","41","EAST    7 STREET",10003,"American","41, EAST    7 STREET, New York, NY",-73.9885813,40.7283076
"109",7309,"LI'L JAYS CAFE","524","W 59TH ST",10019,"Caf̩/Coffee/Tea","524, W 59TH ST, New York, NY",-73.9892342,40.7707237
"110",7310,"LILLIE'S RESTAURANT","13","EAST   17 STREET",10003,"American","13, EAST   17 STREET, New York, NY",-73.9911523,40.7376297
"111",7311,"SALINAS","136","9 AVENUE",10011,"Spanish","136, 9 AVENUE, New York, NY",-74.0030889,40.7436849
"112",7312,"DOUGHNUTTERY","425","W 15TH ST",10011,"American","425, W 15TH ST, New York, NY",-74.006826,40.7428114
"113",7313,"SWEETCATCH POKE","60","W 44TH ST",10036,"Seafood","60, W 44TH ST, New York, NY",-73.9826865,40.7558334
"114",7314,"SUBWAY","150","W 47TH ST",10036,"Sandwiches/Salads/Mixed Buffet","150, W 47TH ST, New York, NY",-73.9838064,40.7586656
"115",7315,"ISE","63","COOPER SQUARE",10003,"Japanese","63, COOPER SQUARE, New York, NY",NA,NA
"116",7316,"RAICES","565","W 207TH ST",10034,"Spanish","565, W 207TH ST, New York, NY",-73.9200457,40.8664614
"117",7317,"CORAL DINER","3801","BROADWAY",10032,"American","3801, BROADWAY, New York, NY",-73.9446387,40.8349674
"118",7318,"MCDONALD'S","688","8 AVENUE",10036,"Hamburgers","688, 8 AVENUE, New York, NY",NA,NA
"119",7319,"REDFARM","2170","BROADWAY",10024,"Asian","2170, BROADWAY, New York, NY",-73.9807391,40.7821167
"120",7320,"LE CAFE (CREDIT AGRICOLE)","1301","AVENUE OF THE AMERICAS",10019,"American","1301, AVENUE OF THE AMERICAS, New York, NY",-73.9800343,40.7617876
"121",7321,"RAO'S BAR & GRILL","455","EAST  114 STREET",10029,"Italian","455, EAST  114 STREET, New York, NY",-73.9342599,40.793977
"122",7322,"NEW YORK UNIVERSITY- HALL CAFE/BURGER STUDIO","110","EAST   14 STREET",10003,"American","110, EAST   14 STREET, New York, NY",-73.9891322,40.7336754
"123",7323,"JASPER'S TAPHOUSE & KITCHEN","761","9TH AVE",10019,"American","761, 9TH AVE, New York, NY",-73.988719,40.764341
"124",7324,"HALE & HEARTY SOUP","286","MADISON AVENUE",10017,"Soups & Sandwiches","286, MADISON AVENUE, New York, NY",-73.9803915,40.7517681
"125",7325,"DENINO'S PIZZERIA & TAVERN","93","MACDOUGAL ST",10012,"Pizza/Italian","93, MACDOUGAL ST, New York, NY",NA,NA
"126",7326,"SUBWAY","731","COLUMBUS AVENUE",10025,"Sandwiches","731, COLUMBUS AVENUE, New York, NY",NA,NA
"127",7327,"WEST SIDE STEAKHOUSE","597","10 AVENUE",10036,"Steak","597, 10 AVENUE, New York, NY",-73.9951153,40.7606442
"128",7328,"THE GREEN HOUSE","341","W 36TH ST",10018,"American","341, W 36TH ST, New York, NY",-73.9940906,40.754336
"129",7329,"LINCOLN PLAZA CINEMAS","30","LINCON PLAZA",10023,"American","30, LINCON PLAZA, New York, NY",-73.9838476,40.772748
"130",7330,NA,"16","E 48TH ST",10017,"Other","16, E 48TH ST, New York, NY",-73.9771948,40.7566463
"131",7331,"EUGENE O'NEILL THEATRE","230","WEST   49 STREET",10019,"American","230, WEST   49 STREET, New York, NY",-73.9857118,40.7610779
"132",7332,"NERAI","55","EAST   54 STREET",10022,"Greek","55, EAST   54 STREET, New York, NY",NA,NA
"133",7333,"AMBASSADOR FOOD SERVICES CORPORATION","521","W 49TH ST",10019,"Other","521, W 49TH ST, New York, NY",-73.9933069,40.7646612
"134",7334,"HARRY AND IDA'S LUNCHEONETTE","11","PARK PL",10007,"American","11, PARK PL, New York, NY",-74.0082076,40.7131523
"135",7335,"JOE & THE JUICE","1758","BROADWAY",10019,"Caf̩/Coffee/Tea","1758, BROADWAY, New York, NY",-73.9814099,40.7656921
"136",7336,"DIRT CANDY","86","ALLEN ST",10002,"Vegetarian","86, ALLEN ST, New York, NY",-73.9906014,40.7178205
"137",7337,"ELI ZABAR","922","MADISON AVE",10021,"American","922, MADISON AVE, New York, NY",-73.9649697,40.772707
"138",7338,"SHAKESPEARE & CO","939","LEXINGTON AVE",10065,"Caf̩/Coffee/Tea","939, LEXINGTON AVE, New York, NY",NA,NA
"139",7339,"PAM REAL THAI 49","404","W 49TH ST",10019,"Thai","404, W 49TH ST, New York, NY",-73.9899013,40.7629362
"140",7340,"EMPANADAS MONUMENTAL","1344","AMSTERDAM AVE",10027,"Spanish","1344, AMSTERDAM AVE, New York, NY",-73.9562032,40.8138347
"141",7341,"VAI","429","AMSTERDAM AVENUE",10024,"Mediterranean","429, AMSTERDAM AVENUE, New York, NY",-73.9773211,40.7841238
"142",7342,"AZUKI","700","8TH AVE",10001,"Asian","700, 8TH AVE, New York, NY",-73.9882975,40.7587072
"143",7343,"NEW FRESCO TORTILLAS","63","READE STREET",10007,"Tex-Mex","63, READE STREET, New York, NY",-74.0066613,40.7147811
"144",7344,"SUGAR FACTORY MEATPACKING","835","WASHINGTON ST",10014,"American","835, WASHINGTON ST, New York, NY",-74.0076277,40.7405961
"145",7345,"REGAL CINEMAS","247","WEST 42 STREET",10036,"American","247, WEST 42 STREET, New York, NY",-73.9888982,40.7570532
"146",7346,"TACOS CUAUTLA MORALES","438","E 9TH ST",10009,"Mexican","438, E 9TH ST, New York, NY",-73.9831618,40.727317
"147",7347,"CHINESE TUXEDO","5","DOYERS ST",10013,"Chinese","5, DOYERS ST, New York, NY",-73.9980357,40.7143302
"148",7348,"STARBUCKS","200","MADISON AVENUE",10016,"Caf̩/Coffee/Tea","200, MADISON AVENUE, New York, NY",-73.9825897,40.7491338
"149",7349,"AHIMSA","210","THOMPSON ST",10012,"Indian","210, THOMPSON ST, New York, NY",-73.9991407,40.7287242
"150",7350,"COLUMBIA UNIVERSITY MEDICAL CENTER BOOKSTORE CAFE","711","W 168TH ST",10032,"Caf̩/Coffee/Tea","711, W 168TH ST, New York, NY",-73.9428994,40.842917
"151",7351,"DUNKIN' DONUTS","122","FULTON ST",10038,"Donuts","122, FULTON ST, New York, NY",-74.0076338,40.7099617
"152",7352,"THE HALF PINT","234","THOMPSON STREET",10012,"American","234, THOMPSON STREET, New York, NY",-73.9985915,40.7294102
"153",7353,"THE MODERN","11","WEST   53 STREET",10019,"French","11, WEST   53 STREET, New York, NY",-73.9774014,40.7613258
"154",7354,"CAFE 47","47","WEST   66 STREET",10023,"American","47, WEST   66 STREET, New York, NY",-73.9800186,40.7732343
"155",7355,"JEEPNEY","201","FIRST AVE",10003,"Filipino","201, FIRST AVE, New York, NY",-73.9836228,40.7303067
"156",7356,"NATIONAL ARTS CLUB","15","GRAMERCY PARK SOUTH",10003,"American","15, GRAMERCY PARK SOUTH, New York, NY",-73.9867448,40.7376606
"157",7357,"DON GIOVANNI RESTAURANT","214","10 AVENUE",10011,"Italian","214, 10 AVENUE, New York, NY",-74.0042175,40.7473469
"158",7358,"PASHA TURKISH RESTAURANT","64","WEST   71 STREET",10023,"Turkish","64, WEST   71 STREET, New York, NY",-73.978831,40.776531
"159",7359,"RUE 57","60","WEST   57 STREET",10019,"French","60, WEST   57 STREET, New York, NY",-73.9772637,40.7637373
"160",7360,"BLUE DOG","112","E 23RD ST",10010,"Sandwiches/Salads/Mixed Buffet","112, E 23RD ST, New York, NY",NA,NA
"161",7361,"FOOD PASSION","1200","LEXINGTON AVE",10028,"Continental","1200, LEXINGTON AVE, New York, NY",-73.9579528,40.7766333
"162",7362,"COFFEE BREAK","929","AMSTERDAM AVE",10025,"Bakery","929, AMSTERDAM AVE, New York, NY",-73.9655781,40.8000532
"163",7363,"BLIMPIE","69","NASSAU STREET",10038,"Sandwiches","69, NASSAU STREET, New York, NY",-74.0084222,40.7095328
"164",7364,"INDUSTRY KITCHEN","70","SOUTH ST",10005,"American","70, SOUTH ST, New York, NY",NA,NA
"165",7365,"DUNKIN' DONUTS","210","WEST 50 STREET",10019,"Donuts","210, WEST 50 STREET, New York, NY",-73.9845231,40.7614519
"166",7366,"TIMNA","109","SAINT MARKS PL",10009,"Mediterranean","109, SAINT MARKS PL, New York, NY",-73.9838868,40.727207
"167",7367,"THE IMMIGRANT NYC","341","EAST    9 STREET",10003,"American","341, EAST    9 STREET, New York, NY",-73.9853674,40.7285852
"168",7368,"SUSHI GINZA ONODERA","461","5TH AVE",10017,"Japanese","461, 5TH AVE, New York, NY",-73.9814189,40.7521518
"169",7369,"COCO FRESH JUICE AND TEA","118","W 72ND ST",10023,"Caf̩/Coffee/Tea","118, W 72ND ST, New York, NY",-73.9796742,40.7774099
"170",7370,"99 CENTS FRESH PIZZA","473-A","LEXINGTON AVE",10017,"Pizza","473-A, LEXINGTON AVE, New York, NY",-73.9740641,40.7537652
"171",7371,"JAKE'S SALOON","206","WEST   23 STREET",10011,"Irish","206, WEST   23 STREET, New York, NY",NA,NA
"172",7372,"BOQUERIA","1460","2ND AVE",10075,"Tapas","1460, 2ND AVE, New York, NY",-73.956073,40.7715096
"173",7373,"ICELANDIC FISH & CHIPS","28","7TH AVE S",10014,"American","28, 7TH AVE S, New York, NY",-74.0048334,40.7304966
"174",7374,"DEAD RABBIT TAVERN","30","WATER STREET",10004,"Irish","30, WATER STREET, New York, NY",-74.0110309,40.7032966
"175",7375,"SHUN CHEONG iKITCHEN","43135","WEST 111 STREET",10026,"Chinese","43135, WEST 111 STREET, New York, NY",NA,NA
"176",7376,"JARS BY DANI","540","6TH AVE",10011,"Nuts/Confectionary","540, 6TH AVE, New York, NY",-73.9963058,40.7376175
"177",7377,"BENITO ONE","174","MULBERRY STREET",10013,"Italian","174, MULBERRY STREET, New York, NY",-73.9967865,40.7199065
"178",7378,"HUA JI PORK CHOP","7","ALLEN ST",10002,"Chinese","7, ALLEN ST, New York, NY",-73.9930961,40.7148068
"179",7379,"CARRAGHER'S","228","W 39TH ST",10018,"Irish","228, W 39TH ST, New York, NY",-73.989534,40.7543939
"180",7380,"LE PAIN QUOTIDIEN","801","BROADWAY",10003,"Sandwiches","801, BROADWAY, New York, NY",-73.9914063,40.7327205
"181",7381,"WXYZ BAR","49","ANN ST",10038,"American","49, ANN ST, New York, NY",NA,NA
"182",7382,"YONEKICHI","746","9TH AVE",10019,"Japanese","746, 9TH AVE, New York, NY",-73.9884895,40.7635752
"183",7383,"HOT N FRESH","200","W 40TH ST",10018,"Indian","200, W 40TH ST, New York, NY",-73.9885931,40.7547149
"184",7384,"CAFFE DEI FIORI RISTORANTE","973","LEXINGTON AVE",10021,"Italian","973, LEXINGTON AVE, New York, NY",-73.9626968,40.769336
"185",7385,"BROOKLYN DIAMOND COFFEE","240","E 54TH ST",10022,"Caf̩/Coffee/Tea","240, E 54TH ST, New York, NY",-73.9674837,40.7574471
"186",7386,"HALE & HEARTY SOUP","2284","BROADWAY",10024,"Soups & Sandwiches","2284, BROADWAY, New York, NY",-73.9780133,40.7858837
"187",7387,"PONGAL INDIAN CUISINE","110","LEXINGTON AVENUE",10016,"Indian","110, LEXINGTON AVENUE, New York, NY",-73.9828767,40.7424486
"188",7388,"SUBWAY, CARVEL","112","JOHN ST",10038,"Sandwiches","112, JOHN ST, New York, NY",-74.0059427,40.7076788
"189",7389,"NINTH STREET ESPRESSO","341","EAST 10 STREET",10009,"Caf̩/Coffee/Tea","341, EAST 10 STREET, New York, NY",NA,NA
"190",7390,"BARROW'S PUB","463","HUDSON STREET",10014,"Irish","463, HUDSON STREET, New York, NY",NA,NA
"191",7391,"EET","75","VARICK STREET",10013,"American","75, VARICK STREET, New York, NY",-74.0068431,40.7234145
"192",7392,"PIZZARTE","69","WEST   55 STREET",10019,"Italian","69, WEST   55 STREET, New York, NY",-73.9774359,40.7629224
"193",7393,"MARLOW BISTRO","1018","AMSTERDAM AVE",10025,"Mediterranean","1018, AMSTERDAM AVE, New York, NY",-73.9642863,40.802973
"194",7394,NA,"425","E 9TH ST",10009,"Other","425, E 9TH ST, New York, NY",-73.983561,40.727862
"195",7395,"KHE-YO","157","DUANE STREET",10013,"Thai","157, DUANE STREET, New York, NY",-74.008587,40.716906
"196",7396,"LINCOLN CENTER KITCHEN @ DAVID GEFFEN HALL","132","WEST   65 STREET",10023,"American","132, WEST   65 STREET, New York, NY",-73.9830865,40.7731303
"197",7397,"BEANOCCHIOS CAFE","1431","YORK AVENUE",10021,"American","1431, YORK AVENUE, New York, NY",-73.9523075,40.7694308
"198",7398,"ROKI LE IZAKAYA","12","W 21ST ST",10010,"Japanese","12, W 21ST ST, New York, NY",NA,NA
"199",7399,"FRANKIE & JOHNNIE'S STEAKHOUSE","320","W 46TH ST",10036,"Steak","320, W 46TH ST, New York, NY",NA,NA
