"","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"182",2582,"SUSHI SEKI","365","W 46TH ST",10036,"Japanese","365, W 46TH ST, New York, NY",NA,NA
"183",2583,"YIA YIA","404","E 69TH ST",10021,"Greek","404, E 69TH ST, New York, NY",-73.9571615,40.7656184
"184",2584,"TISANE PHARMACY","340","EAST   86 STREET",10028,"Caf̩/Coffee/Tea","340, EAST   86 STREET, New York, NY",-73.9503789,40.7769876
"185",2585,"ITSU","530","7TH AVE",10018,"Other","530, 7TH AVE, New York, NY",NA,NA
"186",2586,"DUNKIN' DONUTS, BASKIN ROBBINS","51","EAST   34 STREET",10016,"Donuts","51, EAST   34 STREET, New York, NY",-73.9820158,40.7476435
"187",2587,"LUXOR LOUNGE","118","MACDOUGAL STREET",10012,"American","118, MACDOUGAL STREET, New York, NY",-74.0004262,40.729756
"188",2588,"FAT BUDDHA","212","AVENUE A",10009,"Asian","212, AVENUE A, New York, NY",-73.9805987,40.7298242
"189",2589,"W K RESTAURANT","69","BAYARD ST",10013,"Chinese","69, BAYARD ST, New York, NY",NA,NA
"190",2590,"NEW SUNNY EAST 88 RESTAURANT","1680","1 AVENUE",10128,"Chinese","1680, 1 AVENUE, New York, NY",NA,NA
"191",2591,"COLBEH","32","WEST 39 STREET",10018,"Jewish/Kosher","32, WEST 39 STREET, New York, NY",-73.9841278,40.7521504
"192",2592,"STAGHORN STEAKHOUSE","315","WEST   36 STREET",10018,"Steak","315, WEST   36 STREET, New York, NY",-73.9933436,40.7540499
"193",2593,"TANG PAVILION","65","WEST   55 STREET",10019,"Chinese","65, WEST   55 STREET, New York, NY",-73.9771995,40.7628464
"194",2594,"V-NAM CAFE","18-20","1 AVENUE",10009,"Vietnamese/Cambodian/Malaysia","18-20, 1 AVENUE, New York, NY",-73.9879173,40.7235886
"195",2595,"STAYBRIDGE SUITES","340","WEST 40 STREET",10018,"American","340, WEST 40 STREET, New York, NY",-73.9926904,40.756511
"196",2596,"CAFFE NOI ESPRESSO BAR","1465","2 AVE",10075,"Caf̩/Coffee/Tea","1465, 2 AVE, New York, NY",-73.9566225,40.7716427
"197",2597,"SAZON Y MAS","4193","BROADWAY",10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","4193, BROADWAY, New York, NY",NA,NA
"198",2598,"SALA ONE NINE","35","WEST   19 STREET",10011,"Spanish","35, WEST   19 STREET, New York, NY",-73.9930806,40.7400266
"199",2599,"SOFIA'S LITTLE ITALY","143","MULBERRY STREET",10013,"Italian","143, MULBERRY STREET, New York, NY",NA,NA
"200",2600,"BAGELS AND MORE","1585","3RD AVE",10128,"Bagels/Pretzels","1585, 3RD AVE, New York, NY",-73.9522196,40.7807325
"201",2601,"PEPE ROSSO TO GO","149","SULLIVAN STREET",10012,"Italian","149, SULLIVAN STREET, New York, NY",-74.001528,40.727132
"202",2602,"HILLSTONE'S","153","EAST   53 STREET",10022,"American","153, EAST   53 STREET, New York, NY",-73.9703542,40.7583182
"203",2603,"VAPIANO","113","UNIVERSITY PLACE",10003,"Italian","113, UNIVERSITY PLACE, New York, NY",-73.992157,40.7342648
"204",2604,"12 CHAIRS","56","MACDOUGAL STREET",10012,"American","56, MACDOUGAL STREET, New York, NY",-74.0023895,40.7275178
"205",2605,"MAMA SUSHI","237","DYCKMAN STREET",10034,"Japanese","237, DYCKMAN STREET, New York, NY",NA,NA
"206",2606,"UNION FARE","43227","E 17TH ST",10003,"American","43227, E 17TH ST, New York, NY",-73.986602,40.7355362
"207",2607,"LUCKY STRIKE","624660","WEST   42 STREET",10036,"American","624660, WEST   42 STREET, New York, NY",-74.0009082,40.76142
