"","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"603",5403,"CHOCOLAT","2217","FREDERICK DOUGLASS BOULEVARD",10026,"American","2217, FREDERICK DOUGLASS BOULEVARD, New York, NY",NA,NA
"604",5404,"HOLIDAY INN EXPRESS - MANHATTAN","232","WEST   29 STREET",10001,"American","232, WEST   29 STREET, New York, NY",-73.994704,40.748397
"605",5405,"CIPRIANI","55","WALL STREET",10005,"American","55, WALL STREET, New York, NY",-74.0093213,40.7060794
"606",5406,"NICOLA'S RESTAURANT","146","EAST   84 STREET",10028,"Italian","146, EAST   84 STREET, New York, NY",-73.9562567,40.7777852
"607",5407,"ELLEN'S STARDUST DINER","1650","BROADWAY",10019,"American","1650, BROADWAY, New York, NY",-73.9833893,40.7618157
"608",5408,"SABOR TROPICAL","143","SHERMAN AVE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","143, SHERMAN AVE, New York, NY",-73.9234825,40.8643445
"609",5409,"XIAN FAMOUS FOODS","2675","BROADWAY",10025,"Chinese","2675, BROADWAY, New York, NY",-73.9693477,40.7984994
"610",5410,"CAFE 2","11","W 53RD ST",10019,"American","11, W 53RD ST, New York, NY",NA,NA
"611",5411,"TAURO RESTAURANT","284","HUDSON STREET",10013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","284, HUDSON STREET, New York, NY",-74.0073928,40.7253278
"612",5412,"CHECKERS","291","SAINT NICHOLAS AVE",10027,"Hamburgers","291, SAINT NICHOLAS AVE, New York, NY",NA,NA
"613",5413,"CAFE GRUMPY","20","STONE ST",10004,"Caf̩/Coffee/Tea","20, STONE ST, New York, NY",-74.0119572,40.7039603
"614",5414,"JEFFERIES CAFE (5th Floor)","520","MADISON AVE",10022,"American","520, MADISON AVE, New York, NY",-73.9745165,40.760264
"615",5415,"GASTRONOMIE 491","491","COLUMBUS AVENUE",10024,"Delicatessen","491, COLUMBUS AVENUE, New York, NY",-73.9730166,40.7848351
"616",5416,"BISTRO VENDOME","405","EAST   58 STREET",10022,"French","405, EAST   58 STREET, New York, NY",-73.9618473,40.7589131
"617",5417,"BLACK AND WHITE","86","EAST 10 STREET",10003,"American","86, EAST 10 STREET, New York, NY",-73.9898731,40.7308468
"618",5418,"EMMETT O'LUNNEY'S IRISH PUB","210","WEST   50 STREET",10019,"Irish","210, WEST   50 STREET, New York, NY",-73.9845231,40.7614519
"619",5419,"LEA WINE BAR","230","PARK AVENUE",10003,"American","230, PARK AVENUE, New York, NY",-73.9761826,40.7543721
"620",5420,"SUBWAY","4227","BROADWAY",10033,"Sandwiches","4227, BROADWAY, New York, NY",-73.9370314,40.8492494
"621",5421,"DOS CAMINOS","373","PARK AVENUE SOUTH",10016,"Mexican","373, PARK AVENUE SOUTH, New York, NY",-73.984488,40.742218
"622",5422,"PAX","966","6 AVENUE",10018,"American","966, 6 AVENUE, New York, NY",-73.9867333,40.7506
"623",5423,"LA TOULOUSAINE BOULANGERIE PATISSERIE CAFE","942","AMSTERDAM AVENUE",10025,"Bakery","942, AMSTERDAM AVENUE, New York, NY",-73.9656776,40.8008758
"624",5424,"BETWEEN THE BREAD","20A","E 40TH ST",10016,"American","20A, E 40TH ST, New York, NY",-73.9807539,40.7516212
"625",5425,"B CAFE","240","EAST   75 STREET",10021,"American","240, EAST   75 STREET, New York, NY",-73.9577253,40.7708796
"626",5426,"KAWA SUSHI 8 AVENUE","24","8 AVENUE",10014,"Japanese","24, 8 AVENUE, New York, NY",-74.0043743,40.7376902
"627",5427,"EMILY","35","DOWNING ST",10014,"American","35, DOWNING ST, New York, NY",-74.0037767,40.7293862
"628",5428,"LITTLE SHEEP MONGOLIAN HOT POT","105","BOWERY",10002,"Asian","105, BOWERY, New York, NY",-73.9949859,40.7176121
"629",5429,"BAR PRIMA","331","E 81ST ST",10028,"American","331, E 81ST ST, New York, NY",-73.9529045,40.7743766
"630",5430,"TAVERN ON THE GREEN","0","67th Street and Central Park West",10023,"American","0, 67th Street and Central Park West, New York, NY",-73.9782945,40.7730403
"631",5431,"PRET A MANGER","319","BROADWAY",10007,"American","319, BROADWAY, New York, NY",NA,NA
"632",5432,"UNIVERSITY CENTER CAFE","65","5TH AVE",10003,"American","65, 5TH AVE, New York, NY",-73.9934946,40.7354733
"633",5433,"EXCLUSIVE PIZZA","810","WEST  181 STREET",10033,"Pizza","810, WEST  181 STREET, New York, NY",-73.9387768,40.8509032
"634",5434,"NEW YORK BAGELS & DELI","587","FIRST AVENUE",10016,"Bagels/Pretzels","587, FIRST AVENUE, New York, NY",-73.9300218,40.802893
"635",5435,"BLUE NOTE JAZZ","131","WEST    3 STREET",10012,"American","131, WEST    3 STREET, New York, NY",-74.0006557,40.7309083
"636",5436,"LIBATION","137","LUDLOW STREET",10002,"American","137, LUDLOW STREET, New York, NY",-73.9884436,40.7204107
"637",5437,"SPORTS CENTER CAFE","0","CHELSEA PIERS",10011,"Caf̩/Coffee/Tea","0, CHELSEA PIERS, New York, NY",-74.0083445,40.7464678
"638",5438,"EL RANCHO LOS COMPADRES","110","SHERMAN AVENUE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","110, SHERMAN AVENUE, New York, NY",-73.9250705,40.8642522
"639",5439,"PIERRE LOTI CAFE & WINE BAR","258","WEST 15 STREET",10011,"Turkish","258, WEST 15 STREET, New York, NY",-74.0016543,40.7400746
"640",5440,"INWOOD GOURMET","95","COOPER ST",10034,"Greek","95, COOPER ST, New York, NY",-73.9212513,40.8685686
"641",5441,"REMI FLOWER & COFFEE","906","2ND AVE",10017,"Caf̩/Coffee/Tea","906, 2ND AVE, New York, NY",-73.9689284,40.7537433
"642",5442,"PARM","248","MULBERRY STREET",10012,"Italian","248, MULBERRY STREET, New York, NY",-73.9956459,40.723027
"643",5443,"ALICE'S TEA CUP","220","EAST   81 STREET",10028,"American","220, EAST   81 STREET, New York, NY",-73.9554603,40.7750669
"644",5444,"LA DIAGONAL","185","SAINT NICHOLAS AVE",10026,"Mexican","185, SAINT NICHOLAS AVE, New York, NY",-73.9530364,40.806158
"645",5445,"NAM SON RESTAURANT","245","GRAND STREET",10002,"Asian","245, GRAND STREET, New York, NY",-73.994412,40.7180134
"646",5446,"STARBUCKS","142","WEST   57 STREET",10019,"Caf̩/Coffee/Tea","142, WEST   57 STREET, New York, NY",-73.9792291,40.7648242
"647",5447,"FORTY CARROTS","504","BROADWAY",10012,"Caf̩/Coffee/Tea","504, BROADWAY, New York, NY",-73.9992096,40.7221501
"648",5448,"CHELSEA BAGEL & CAFE","139","WEST   14 STREET",10011,"American","139, WEST   14 STREET, New York, NY",-73.9984521,40.7383176
"649",5449,"KASHKAVAL GARDEN","852","9 AVENUE",10019,"Mediterranean","852, 9 AVENUE, New York, NY",-73.9861939,40.7667608
"650",5450,"ANDRE'S HUNGARIAN STRUDEL S & PASTRIES","1049","1 AVENUE",10022,"Bakery","1049, 1 AVENUE, New York, NY",-73.9629697,40.7586969
"651",5451,"TANG'S GARDEN","1328","3RD AVE",10021,"Chinese","1328, 3RD AVE, New York, NY",-73.9590147,40.7723315
"652",5452,"FINANCIER PATISSERIE","1211","6 AVENUE",10036,"Bakery","1211, 6 AVENUE, New York, NY",NA,NA
"653",5453,"BEA","403","W 43RD STREET",10036,"American","403, W 43RD STREET, New York, NY",NA,NA
"654",5454,"MURRAY HILL DINER","222","LEXINGTON AVENUE",10016,"American","222, LEXINGTON AVENUE, New York, NY",-73.9802946,40.7460436
"655",5455,"LUPULO","835","6TH AVE",10001,"Portuguese","835, 6TH AVE, New York, NY",NA,NA
"656",5456,"TURNTABLE CHICKEN JAZZ","20","W 33RD ST",10001,"Korean","20, W 33RD ST, New York, NY",-73.9863847,40.7481888
"657",5457,"MULINO A VINO","337","W 14TH ST",10014,"Italian","337, W 14TH ST, New York, NY",-74.0041448,40.7407848
"658",5458,"CURRY KING","942","COLUMBUS AVENUE",10025,"Pakistani","942, COLUMBUS AVENUE, New York, NY",-73.9629608,40.7995654
"659",5459,"MOMOKAWA","1466","1ST AVE",10075,"Japanese","1466, 1ST AVE, New York, NY",-73.9537196,40.7704708
"660",5460,"BALI KITCHEN","128","E 4TH ST",10003,"Indonesian","128, E 4TH ST, New York, NY",NA,NA
"661",5461,"SMILER'S DELI","532","MADISON AVENUE",10022,"Delicatessen","532, MADISON AVENUE, New York, NY",-73.9739349,40.7605826
"662",5462,"PAX","80","WEST   40 STREET",10018,"American","80, WEST   40 STREET, New York, NY",-73.9848854,40.7533193
"663",5463,"AZUSA OF JAPAN","3","EAST   44 STREET",10017,"Japanese","3, EAST   44 STREET, New York, NY",-73.9791691,40.7546883
"664",5464,"LE TURTLE","177","CHRYSTIE ST",10002,"American","177, CHRYSTIE ST, New York, NY",-73.992504,40.721182
"665",5465,"SPACE BILLARD","34","W 32ND ST",10001,"Korean","34, W 32ND ST, New York, NY",-73.9872958,40.7476982
"666",5466,"THE PANDERING PIG","209","PINEHURST AVE",10033,"French","209, PINEHURST AVE, New York, NY",-73.9376248,40.8551339
"667",5467,"EL ORIGINAL","735","10TH AVE",10019,"Tex-Mex","735, 10TH AVE, New York, NY",-73.9922104,40.7644724
"668",5468,"COLUMBUS CITIZENS FOUNDATION","8","EAST   69 STREET",10021,"Italian","8, EAST   69 STREET, New York, NY",-73.967841,40.769971
"669",5469,"CREPERIE","135","LUDLOW STREET",10002,"French","135, LUDLOW STREET, New York, NY",-73.9883615,40.7203348
"670",5470,"AREPPAS","954","3RD AVE",10022,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","954, 3RD AVE, New York, NY",-73.9676235,40.7604963
"671",5471,"CALLE DAO","38","W 39TH ST",10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","38, W 39TH ST, New York, NY",-73.9842196,40.7521634
"672",5472,"BANSHEE PUB","1373","FIRST AVENUE",10021,"Irish","1373, FIRST AVENUE, New York, NY",-73.955399,40.769063
"673",5473,"HEIDELBERG RESTAURANT","1648","2 AVENUE",10028,"German","1648, 2 AVENUE, New York, NY",-73.9517565,40.7774536
"674",5474,"VESELKA RESTAURANT","144","SECOND AVENUE",10003,"Polish","144, SECOND AVENUE, New York, NY",-73.9871139,40.7290155
"675",5475,"BILL'S BAR & BURGER ROCKEFELLER CENTER","45","ROCKEFELLER CENTER",10020,"American","45, ROCKEFELLER CENTER, New York, NY",NA,NA
"676",5476,"TASTY HAND-PULLED NOODLES","1","DOYERS STREET",10013,"Chinese","1, DOYERS STREET, New York, NY",-73.9978915,40.7142049
"677",5477,"CASA MEXICANA","898","AMSTERDAM AVE",10025,"Mexican","898, AMSTERDAM AVE, New York, NY",-73.9670733,40.7989195
"678",5478,"BRIGADEIRO BAKERY","156","SULLIVAN ST",10012,"Bakery","156, SULLIVAN ST, New York, NY",NA,NA
"679",5479,"GROTTA AZZURRA","177","MULBERRY STREET",10013,"Italian","177, MULBERRY STREET, New York, NY",-73.9970748,40.7202448
"680",5480,"SUBWAY","37","7 AVENUE",10011,"Sandwiches","37, 7 AVENUE, New York, NY",-73.9999441,40.7376219
"681",5481,"ELI'S TABLE","1411","3 AVENUE",10028,"American","1411, 3 AVENUE, New York, NY",-73.9564827,40.7749682
"682",5482,"EMPIRE STEAKHOUSE","237","W 54TH ST",10019,"Steak","237, W 54TH ST, New York, NY",NA,NA
"683",5483,"TEXAS CHICKEN & BURGERS","151","E 103RD ST",10029,"Chicken","151, E 103RD ST, New York, NY",NA,NA
"684",5484,"DUNKIN' DONUTS","19","RECTOR STREET",10006,"Donuts","19, RECTOR STREET, New York, NY",-74.0141652,40.7080891
"685",5485,"AU BON PAIN","462","1 AVENUE",10016,"American","462, 1 AVENUE, New York, NY",-73.9750139,40.7390642
"686",5486,"TRIBECA TREATS","94","READE STREET",10013,"Bakery","94, READE STREET, New York, NY",NA,NA
"687",5487,"CATCH","21-27","9 AVENUE",10014,"Seafood","21-27, 9 AVENUE, New York, NY",-74.006253,40.7401923
"688",5488,"KOSUSHI","1329","2ND AVE",10021,"Japanese","1329, 2ND AVE, New York, NY",-73.9594433,40.7677359
"689",5489,"CANTEEN CAFE","125","BARCLAY STREET",10007,"American","125, BARCLAY STREET, New York, NY",-74.0130278,40.7144918
"690",5490,"KIOSKU","211","EAST 43 STREET",10017,"Caf̩/Coffee/Tea","211, EAST 43 STREET, New York, NY",-73.9731576,40.7512663
"691",5491,"COMIC STRIP","1568","2 AVENUE",10028,"American","1568, 2 AVENUE, New York, NY",-73.9536622,40.7748123
"692",5492,"PAPRIKA KOSHER RESTAURANT","56","E 34TH ST",10016,"Jewish/Kosher","56, E 34TH ST, New York, NY",-73.9822477,40.7472269
"693",5493,"TY'S","114","CHRISTOPHER STREET",10014,"American","114, CHRISTOPHER STREET, New York, NY",-74.0052925,40.7330328
"694",5494,"CITY CINEMAS 123","1001","3 AVENUE",10022,"American","1001, 3 AVENUE, New York, NY",NA,NA
"695",5495,"LEGEND","127","W 72 ST",10023,"Chinese","127, W 72 ST, New York, NY",-73.9796742,40.7779885
"696",5496,"DONG'S GREAT WOK GARDEN II","1631","LEXINGTON AVE",10029,"Chinese","1631, LEXINGTON AVE, New York, NY",-73.947419,40.7903305
"697",5497,"HURLEY'S SALOON","232","WEST   48 STREET",10036,"Irish","232, WEST   48 STREET, New York, NY",-73.9861669,40.7604605
"698",5498,"ZIBETTO ESPRESSO BAR","1","PARK AVE",10016,"Caf̩/Coffee/Tea","1, PARK AVE, New York, NY",NA,NA
"699",5499,"16 HANDLES","1569","2 AVENUE",10028,"Ice Cream, Gelato, Yogurt, Ices","1569, 2 AVENUE, New York, NY",-73.9541558,40.7750657
"700",5500,"TRENTA-TRE PIZZERIA","171","MADISON AVE",10016,"Pizza","171, MADISON AVE, New York, NY",-73.9830488,40.7471147
"701",5501,"PRET A MANGER","400","PARK AVE S",10016,"Sandwiches/Salads/Mixed Buffet","400, PARK AVE S, New York, NY",-73.9844345,40.7430687
"702",5502,"TJ'S COFFEE WORLD","228","CANAL ST",10013,"Caf̩/Coffee/Tea","228, CANAL ST, New York, NY",-73.9996933,40.7175831
"703",5503,"TU SONRISA","132","AUDUBON AVENUE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","132, AUDUBON AVENUE, New York, NY",-73.9369043,40.8429045
"704",5504,"DUNKIN DONUTS","381","CANAL ST",10013,"Caf̩/Coffee/Tea","381, CANAL ST, New York, NY",NA,NA
"705",5505,"RUUMY'S TAVERN","310","W 53RD ST",10019,"American","310, W 53RD ST, New York, NY",-73.9854255,40.7643284
"706",5506,"JOE & THE JUICE","161","PRINCE ST",10012,"Caf̩/Coffee/Tea","161, PRINCE ST, New York, NY",NA,NA
"707",5507,"NOLLETTI","550","MADISON AVE",10022,"Caf̩/Coffee/Tea","550, MADISON AVE, New York, NY",-73.9733829,40.7615237
"708",5508,"PLOWSHARES COFFEE","2730","BROADWAY",10025,"Caf̩/Coffee/Tea","2730, BROADWAY, New York, NY",-73.967532,40.80012
"709",5509,"TASTY GARDEN","518","E 6TH ST",10009,"Asian","518, E 6TH ST, New York, NY",-73.9830259,40.7248936
"710",5510,"SAO MAI VIETNAMESE CUISINE","203","1 AVENUE",10003,"Vietnamese/Cambodian/Malaysia","203, 1 AVENUE, New York, NY",-73.9836078,40.7303678
"711",5511,"FASSST CAFE (SECOND STAGE THEATRE)","305","WEST 43 STREET",10036,"American","305, WEST 43 STREET, New York, NY",-73.9896441,40.7582465
"712",5512,"THE ATTIC","790","8TH AVE",10019,"American","790, 8TH AVE, New York, NY",-73.986542,40.7612324
"713",5513,"EL JOBITO RESTAURANT","1579","ST NICHOLAS AVENUE",10040,"Spanish","1579, ST NICHOLAS AVENUE, New York, NY",-73.9305859,40.8543102
"714",5514,"TAZ CAFE","54","PINE STREET",10005,"American","54, PINE STREET, New York, NY",-74.008506,40.7068405
"715",5515,"LAN LARB","637","2ND AVE",10016,"Thai","637, 2ND AVE, New York, NY",-73.9758174,40.7453738
"716",5516,"TOLOACHE MEXICAN BISTRO","251","WEST   50 STREET",10019,"Mexican","251, WEST   50 STREET, New York, NY",-73.9855741,40.7623091
"717",5517,"PS 450","450","PARK AVENUE SOUTH",10016,"American","450, PARK AVENUE SOUTH, New York, NY",-73.9832572,40.7449807
"718",5518,"JUICE GENERATION","109","EAST 23RD STREET",10010,"Juice, Smoothies, Fruit Salads","109, EAST 23RD STREET, New York, NY",-73.9858927,40.740301
"719",5519,"MCDONALD'S","444","LENOX AVENUE",10037,"American","444, LENOX AVENUE, New York, NY",-73.94178,40.812233
"720",5520,"BOBA GUYS","23","CLINTON ST",10002,"Other","23, CLINTON ST, New York, NY",-73.9845193,40.7206127
"721",5521,"CASK BAR & KITCHEN","167","EAST   33 STREET",10016,"American","167, EAST   33 STREET, New York, NY",-73.978974,40.7454071
"722",5522,"MCDONALD'S","26","E 23RD ST",10010,"American","26, E 23RD ST, New York, NY",-73.9879385,40.7404937
"723",5523,"YAMATO RAMEN & IZAKYA","542","3RD AVE",10016,"Japanese","542, 3RD AVE, New York, NY",-73.9773785,40.7472167
"724",5524,"ALIBI LOUNGE","2376","A C POWELL BLVD",10030,"American","2376, A C POWELL BLVD, New York, NY",NA,NA
"725",5525,"JUMBO'S HAMBURGERS","274","WEST  145 STREET",10039,"Hamburgers","274, WEST  145 STREET, New York, NY",NA,NA
"726",5526,"BAREBURGER","795","COLUMBUS AVE",10025,"Hamburgers","795, COLUMBUS AVE, New York, NY",-73.9658766,40.7944461
"727",5527,"CAFE FREDERICK HARLEM PARLOR","2104","FREDERICK DOUGLASS BLVD",10026,"American","2104, FREDERICK DOUGLASS BLVD, New York, NY",-73.956073,40.8029046
"728",5528,"DAI-HACHI","303","E 56TH ST",10022,"Japanese","303, E 56TH ST, New York, NY",NA,NA
"729",5529,"BARCADE","148","W 24TH ST",10011,"American","148, W 24TH ST, New York, NY",-73.9944248,40.7443119
"730",5530,"M2M MART","2935","BROADWAY",10025,"Asian","2935, BROADWAY, New York, NY",-73.9648709,40.8073298
"731",5531,"OLYMPIC PITA","8","W 46TH ST",10036,"Mediterranean","8, W 46TH ST, New York, NY",-73.9799401,40.7560663
"732",5532,"SMORGAS CHEF AT SCANDINAVIA HOUSE","58","PARK AVENUE",10016,"Scandinavian","58, PARK AVENUE, New York, NY",-73.9800415,40.7494475
"733",5533,"J 'S PIZZA","98","7 AVENUE",10011,"Pizza","98, 7 AVENUE, New York, NY",NA,NA
"734",5534,"MOMOFUKU SSAM BAR","207","2 AVENUE",10003,"Asian","207, 2 AVENUE, New York, NY",-73.9858725,40.7317071
"735",5535,"MACCHIATO ESPRESSO BAR","565","FIFTH AVENUE",10017,"Caf̩/Coffee/Tea","565, FIFTH AVENUE, New York, NY",-73.9785,40.7559946
"736",5536,"DUNKIN' DONUTS, BASKIN ROBBINS","1703","THIRD AVENUE",10128,"Donuts","1703, THIRD AVENUE, New York, NY",-73.9493207,40.784631
"737",5537,"7B BAR","108","AVENUE B",10009,"American","108, AVENUE B, New York, NY",-73.98146,40.7250067
"738",5538,"CASA BELLA","127","MULBERRY STREET",10013,"Italian","127, MULBERRY STREET, New York, NY",-73.9982079,40.7180815
"739",5539,"TOTTO RAMEN","464","W 51ST ST",10019,"Japanese","464, W 51ST ST, New York, NY",NA,NA
"740",5540,"CHEERS CUT","36","SAINT MARKS PL",10003,"Asian","36, SAINT MARKS PL, New York, NY",-73.9880711,40.7286295
"741",5541,"THE CANAL PARK INN","508","CANAL ST",10013,"Continental","508, CANAL ST, New York, NY",-74.0096881,40.7247262
"742",5542,"HUNAN MANOR","339","LEXINGTON AVE",10016,"Chinese","339, LEXINGTON AVE, New York, NY",-73.9770571,40.7496412
"743",5543,"DEL POSTO RISTORANTE","85","10 AVENUE",10011,"Italian","85, 10 AVENUE, New York, NY",-74.007652,40.7431365
"744",5544,"HILTON GARDEN INN NEW YORK /TIME SQUAR CENTRAL","136","W 42ND ST",10036,"American","136, W 42ND ST, New York, NY",NA,NA
"745",5545,"FRENCH DINER","188","ORCHARD ST",10002,"French","188, ORCHARD ST, New York, NY",NA,NA
"746",5546,"GOLDEN WOKS","159","CHRISTOPHER STREET",10014,"Chinese","159, CHRISTOPHER STREET, New York, NY",NA,NA
"747",5547,"CAFE ARTE","75","WALL ST",10005,"American","75, WALL ST, New York, NY",NA,NA
"748",5548,"CIVIC DELI","111","WORTH ST",10013,"American","111, WORTH ST, New York, NY",-74.0033414,40.7159388
"749",5549,"PEACEFOOD CAFE DOWNTOWN","41","EAST   11 STREET",10003,"Vegetarian","41, EAST   11 STREET, New York, NY",-73.9928068,40.7332744
"750",5550,"COCO","33","SAINT MARKS PL",10003,"Caf̩/Coffee/Tea","33, SAINT MARKS PL, New York, NY",-73.98809,40.729047
"751",5551,"CAFE ALTRO PARADISO","234","SPRING ST",10013,"Italian","234, SPRING ST, New York, NY",-74.0049285,40.7253454
"752",5552,"LE BATEAU IVRE","230","EAST   51 STREET",10022,"French","230, EAST   51 STREET, New York, NY",-73.9691596,40.7556979
"753",5553,"UPPER STORY BY CHARLIE PALMER","979","3RD AVE",10022,"American","979, 3RD AVE, New York, NY",-73.9664276,40.7608858
"754",5554,"NEW YORK KIMCHI","160","E 23RD ST",10010,"Korean","160, E 23RD ST, New York, NY",-73.9836687,40.7388454
"755",5555,"TWO BOOTS MIDTOWN EAST","337","LEXINGTON AVE",10016,"Pizza","337, LEXINGTON AVE, New York, NY",-73.9770915,40.7495786
"756",5556,"THE AINSWORTH","122","WEST   26 STREET",10001,"American","122, WEST   26 STREET, New York, NY",NA,NA
"757",5557,"HARLEM HOOKAH","387","LENOX AVE",10027,"American","387, LENOX AVE, New York, NY",NA,NA
"758",5558,"BELLS' COFFEE AND DESIGN","30","GRAND ST",10013,"Caf̩/Coffee/Tea","30, GRAND ST, New York, NY",-74.0046096,40.7229205
"759",5559,"STARBUCKS","600","MADISON AVENUE",10022,"Caf̩/Coffee/Tea","600, MADISON AVENUE, New York, NY",-73.9723737,40.7629848
"760",5560,"CAMPAGNA QUATTRO GATTI","205","EAST   81 STREET",10028,"Italian","205, EAST   81 STREET, New York, NY",-73.9559819,40.7756014
"761",5561,"BARCLAYS  CLIENT DINING ROOM","745","7 AVENUE",10019,"American","745, 7 AVENUE, New York, NY",-73.9831407,40.7604814
"762",5562,"MAGNOLIA RESTAURANT","346","W 40TH ST",10018,"American","346, W 40TH ST, New York, NY",-73.9929658,40.7567044
"763",5563,"CAPIZZI","547","9 AVENUE",10018,"Pizza","547, 9 AVENUE, New York, NY",-73.9936832,40.7574883
"764",5564,"NICOLLE BAKERY","1491","SAINT NICHOLAS AVE",10033,"Bakery","1491, SAINT NICHOLAS AVE, New York, NY",NA,NA
"765",5565,"CLIFFORD CHANCE CAFETERIA","31","WEST   52 STREET",10019,"American","31, WEST   52 STREET, New York, NY",-73.978182,40.760935
"766",5566,"ABYSSINIA ETHIOPIAN RESTAURANT","268","WEST  135 STREET",10030,"Ethiopian","268, WEST  135 STREET, New York, NY",-73.946028,40.8160858
"767",5567,"HAN PALACE RESTAURANT","39","E BROADWAY",10002,"Chinese","39, E BROADWAY, New York, NY",NA,NA
"768",5568,"LITTLE ITALY PIZZA","696","9TH AVE",10036,"Pizza","696, 9TH AVE, New York, NY",-73.9896629,40.761939
"769",5569,"LES ENFANTS DE BOHEME","173","HENRY ST",10002,"French","173, HENRY ST, New York, NY",-73.988859,40.713678
"770",5570,"MAPI","1","WEST   13 STREET",10011,"American","1, WEST   13 STREET, New York, NY",-73.9945751,40.7356175
"771",5571,"JUICY CUBE","674","LEXINGTON AVENUE",10022,"Juice, Smoothies, Fruit Salads","674, LEXINGTON AVENUE, New York, NY",-73.969887,40.760182
"772",5572,"A.N.Y. GRAND SICHUAN","307","AMSTERDAM AVE",10023,"Chinese","307, AMSTERDAM AVE, New York, NY",-73.980267,40.7800898
"773",5573,"CAVA MEZZE GRILL","325","PARK AVE S",10010,"Mediterranean","325, PARK AVE S, New York, NY",-73.985488,40.740879
"774",5574,"BEAN N BEAN","71","BROADWAY",10006,"American","71, BROADWAY, New York, NY",-74.0127751,40.7075758
"775",5575,"PATHOS","932","1ST AVE",10022,"Mediterranean","932, 1ST AVE, New York, NY",-73.9653009,40.7545427
"776",5576,"AVE'S COFFEE","23","WEST   47 STREET",10036,"Caf̩/Coffee/Tea","23, WEST   47 STREET, New York, NY",NA,NA
"777",5577,"STARBUCKS","666","5TH AVE",10103,"Caf̩/Coffee/Tea","666, 5TH AVE, New York, NY",-73.976204,40.760163
"778",5578,"CREPERIE","112","MACDOUGAL STREET",10012,"American","112, MACDOUGAL STREET, New York, NY",-74.0006098,40.7295889
"779",5579,"CLUB VOA","249","E 49TH ST",10017,"Japanese","249, E 49TH ST, New York, NY",-73.9693821,40.7546065
"780",5580,"HUDSON DINER","468","HUDSON STREET",10014,"American","468, HUDSON STREET, New York, NY",-74.006412,40.7318996
"781",5581,"EL RINCON VEGANO REST","1047","SAINT NICHOLAS AVE",10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","1047, SAINT NICHOLAS AVE, New York, NY",-73.9403334,40.8366375
"782",5582,"KUNG FU TEA","28","SAINT MARKS PL",10003,"Caf̩/Coffee/Tea","28, SAINT MARKS PL, New York, NY",-73.9885836,40.7288288
"783",5583,"RED MANGO","701","2ND AVE",10016,"American","701, 2ND AVE, New York, NY",-73.974417,40.7472013
"784",5584,"FREUD","506","LAGUARDIA PL",10012,"French","506, LAGUARDIA PL, New York, NY",NA,NA
"785",5585,"PJ CARNEY'S","906","7 AVENUE",10019,"Irish","906, 7 AVENUE, New York, NY",-73.980002,40.7659216
"786",5586,"OBICA MOZZARELLA BAR","590","MADISON AVENUE",10022,"Italian","590, MADISON AVENUE, New York, NY",-73.97237,40.76225
"787",5587,"BAREBURGER","535","LAGUARDIA PLACE",10012,"American","535, LAGUARDIA PLACE, New York, NY",-73.9982132,40.7282767
"788",5588,"Broadway Pizza","1157","BROADWAY",10001,"Pizza","1157, BROADWAY, New York, NY",-73.9890727,40.7443983
"789",5589,"BARBETTA RESTAURANT","319321","323 W. 46TH ST.",10036,"Italian","319321, 323 W. 46TH ST., New York, NY",-73.988948,40.760337
"790",5590,"SPAGHETTI INCIDENT","231","ELDRIDGE ST",10002,"Italian","231, ELDRIDGE ST, New York, NY",-73.9899587,40.722402
"791",5591,"HEX & COMPANY","2871","BROADWAY",10025,"Caf̩/Coffee/Tea","2871, BROADWAY, New York, NY",-73.9662326,40.8052641
"792",5592,"CAFE 21 (entrance is between 60TH & 61st Street on Hudson)","21","W END AVE",10023,"American","21, W END AVE, New York, NY",-73.9902571,40.77272
"793",5593,"KOSAKA","220","W 13TH ST",10011,"Japanese","220, W 13TH ST, New York, NY",NA,NA
"794",5594,"RIPOSO 46","667","9 AVENUE",10036,"Italian","667, 9 AVENUE, New York, NY",-73.9908658,40.761204
"795",5595,"MARCHIS RESTAURANT","251","EAST   31 STREET",10016,"Italian","251, EAST   31 STREET, New York, NY",-73.9775621,40.7431898
"796",5596,"FLAT TOP","1241","AMSTERDAM AVENUE",10027,"American","1241, AMSTERDAM AVENUE, New York, NY",NA,NA
"797",5597,"THE DEZ","227","MULBERRY ST",10012,"Other","227, MULBERRY ST, New York, NY",-73.9962714,40.7225831
"798",5598,"MERCER KITCHEN","99","PRINCE STREET",10012,"Irish","99, PRINCE STREET, New York, NY",-73.9986648,40.7249049
"799",5599,"HANAMICHI","28","W 32ND ST",10001,"Asian","28, W 32ND ST, New York, NY",-73.9871121,40.7475563
"800",5600,"UPTOWN JUICE BAR","2524","7TH AVE",10039,"Juice, Smoothies, Fruit Salads","2524, 7TH AVE, New York, NY",-73.9388235,40.8226342
