,zipcode,count
1,10001,2
2,10002,2
3,10003,11
4,10009,1
5,10011,7
6,10012,4
7,10013,2
8,10014,2
9,10016,5
10,10018,2
11,10019,5
12,10021,1
13,10022,4
14,10023,9
15,10024,2
16,10025,1
17,10027,3
18,10028,5
19,10036,6
20,10038,1
21,10065,4
22,10075,1
23,10282,2
