"","Date","Desc","Type","Latitude","Longitude","Zipcode"
"49","06/30/2017","HARRASSMENT 2","VIOLATION",40.81394662,-73.948420356,10027
"50","06/30/2017","DANGEROUS DRUGS","FELONY",40.843216237,-73.937287557,10032
"51","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.824594123,-73.950092244,10031
"52","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.773686851,-73.95480953,10028
"53","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.746028438,-73.992393794,10098
"54","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.733520799,-74.003533941,10014
"55","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.755357591,-73.989310259,10018
"56","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.719676286,-74.00165369,10013
"57","06/30/2017","HARRASSMENT 2","VIOLATION",40.800485277,-73.935146227,10035
"58","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.755936991,-73.992598403,10018
"59","06/30/2017","ROBBERY","FELONY",40.799431496,-73.952433522,10026
"60","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.808557679,-73.952358366,10027
"61","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.769720893,-73.989983066,10019
"62","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.714738449,-73.997602625,10278
"63","06/30/2017",NA,"MISDEMEANOR",40.756266207,-73.990501248,10018
"64","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.798986105,-73.944617869,10029
"65","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.76187469,-73.966358084,10155
"66","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.829884885,-73.936761711,10039
"67","06/30/2017",NA,"FELONY",40.742841912,-73.994710989,10011
"68","06/30/2017",NA,"MISDEMEANOR",40.758621533,-74.003611076,10018
"69","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.75104818,-73.987712067,10123
"70","06/30/2017",NA,"FELONY",40.726227793,-74.007498606,10013
"71","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.765684109,-73.976236757,10105
"72","06/30/2017",NA,"FELONY",40.73903084,-73.981543636,10010
"73","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.795581553,-73.932297815,10035
"74","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.724411007,-73.999857137,10012
"75","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.706383273,-74.005692974,10270
"76","06/30/2017","GRAND LARCENY","FELONY",40.752797126,-73.994883445,10119
"77","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.760552879,-73.961297909,10065
"78","06/30/2017",NA,"VIOLATION",40.76889926,-73.982094939,10107
"79","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.744705683,-73.997067435,10011
"80","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.784156469,-73.977595127,10024
"81","06/30/2017",NA,"FELONY",40.712813778,-73.988076222,10002
"82","06/30/2017","HARRASSMENT 2","VIOLATION",40.753831441,-73.988563365,10123
"83","06/30/2017",NA,"MISDEMEANOR",40.797871505,-73.944120375,10029
"84","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.734895538,-73.989959434,10003
"85","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.803915987,-73.967023133,10025
"86","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.803915987,-73.967023133,10025
"87","06/30/2017",NA,"FELONY",40.825578263,-73.947363495,10031
"88","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.798193324,-73.967351028,10025
"89","06/30/2017",NA,"FELONY",40.778357615,-73.952863804,10028
"90","06/30/2017",NA,"FELONY",40.78794951,-73.976680214,10024
"91","06/30/2017","HARRASSMENT 2","VIOLATION",40.821025398,-73.937604737,10039
"92","06/30/2017","HARRASSMENT 2","VIOLATION",40.821392719,-73.954141241,10031
"93","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.803391359,-73.939109432,10035
"94","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.800380481,-73.950789433,10026
"95","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.734645797,-73.99033113,10003
"96","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.735408878,-74.009181139,10014
"97","06/30/2017",NA,"FELONY",40.802091971,-73.937001222,10035
"98","06/30/2017",NA,"FELONY",40.715924005,-73.993111476,10002
"99","06/30/2017","HARRASSMENT 2","VIOLATION",40.799675611,-73.952032431,10026
"100","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.750430768,-73.989282176,10120
"101","06/30/2017","DANGEROUS DRUGS","FELONY",40.710783222,-73.996632474,10038
"102","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.80644059,-73.965172426,10115
"103","06/30/2017",NA,"MISDEMEANOR",40.71160375,-74.006862114,10279
"104","06/30/2017",NA,"FELONY",40.755223547,-73.996673543,10018
"105","06/30/2017","HARRASSMENT 2","VIOLATION",40.856828627,-73.934852701,10040
"106","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.799665264,-73.94719978,10026
"107","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.798963998,-73.95031372,10026
"108","06/30/2017",NA,"MISDEMEANOR",40.765617688,-73.96362342,10021
"109","06/30/2017","HARRASSMENT 2","VIOLATION",40.795814831,-73.937101065,10035
"110","06/30/2017","HARRASSMENT 2","VIOLATION",40.716566048,-74.010022663,10286
"111","06/30/2017",NA,"FELONY",40.804384046,-73.937421669,10035
"112","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.803749061,-73.95269773,10026
"113","06/30/2017",NA,"MISDEMEANOR",40.807085412,-73.943830883,10027
"114","06/30/2017","HARRASSMENT 2","VIOLATION",40.751449824,-73.976050545,10170
"115","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.730086384,-73.986593818,10003
"116","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.741625939,-73.993740343,10011
"117","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.739161316,-74.001105672,10011
"118","06/30/2017","HARRASSMENT 2","VIOLATION",40.829658256,-73.944382759,10031
"119","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.723636973,-73.998298598,10012
"120","06/30/2017",NA,"FELONY",40.861878827,-73.930079263,10040
"121","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.762611582,-73.985876134,10019
"122","06/30/2017","HARRASSMENT 2","VIOLATION",40.804384046,-73.937421669,10035
"123","06/30/2017","GRAND LARCENY","FELONY",40.75127532,-73.982500299,10178
"124","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.791369271,-73.944187226,10029
"125","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.791369271,-73.944187226,10029
"126","06/30/2017","GRAND LARCENY","FELONY",40.72219014,-73.990917376,10002
"127","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.799118632,-73.968556923,10025
"128","06/30/2017",NA,"MISDEMEANOR",40.751130338,-73.971264832,10017
"129","06/30/2017",NA,"MISDEMEANOR",40.79879057,-73.937936192,10035
"130","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.717847357,-73.985358935,10002
"131","06/30/2017",NA,"FELONY",40.759768442,-73.989811298,10036
"132","06/30/2017","HARRASSMENT 2","VIOLATION",40.756225283,-73.994244301,10018
"133","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.794515091,-73.966323533,10025
"134","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.745190617,-73.970928158,10016
"135","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.814113161,-73.940855365,10037
"136","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.786193349,-73.951688254,10128
"137","06/30/2017","HARRASSMENT 2","VIOLATION",40.716835174,-73.99171894,10002
"138","06/30/2017",NA,"MISDEMEANOR",40.800175902,-73.94745943,10026
"139","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.726287775,-73.987796005,10003
"140","06/30/2017",NA,"MISDEMEANOR",40.76795511,-73.982362342,10107
"141","06/30/2017",NA,"FELONY",40.725190503,-73.998121775,10012
"142","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.774291641,-73.957296737,10028
"143","06/30/2017","HARRASSMENT 2","VIOLATION",40.796790443,-73.939404406,10035
"144","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.835584669,-73.940055697,10032
"145","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.763976222,-73.973241135,10151
"146","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.779505997,-73.955585504,10028
"147","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.727699094,-73.994470458,10012
"148","06/30/2017","HARRASSMENT 2","VIOLATION",40.795847213,-73.946910264,10029
"149","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.761804167,-73.960369463,10065
"150","06/30/2017",NA,"FELONY",40.744502305,-73.991646934,10098
"151","06/30/2017",NA,"MISDEMEANOR",40.70675626,-74.010089717,10271
"152","06/30/2017",NA,"FELONY",40.804384046,-73.937421669,10035
"153","06/30/2017","HARRASSMENT 2","VIOLATION",40.737964597,-73.998262147,10011
"154","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.856492363,-73.93726058,10040
"155","06/30/2017",NA,"FELONY",40.764190543,-73.994489089,10036
"156","06/30/2017","ROBBERY","FELONY",40.827022154,-73.941996546,10039
"157","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.833809505,-73.941347389,10032
"158","06/30/2017","HARRASSMENT 2","VIOLATION",40.750897813,-73.99626231,10001
"159","06/30/2017",NA,"MISDEMEANOR",40.708774095,-73.998533426,10038
"160","06/30/2017",NA,"MISDEMEANOR",40.737203099,-73.983272598,10010
"161","06/30/2017",NA,"FELONY",40.717742701,-73.982790481,10002
"162","06/30/2017","ROBBERY","FELONY",40.750912721,-73.980674134,10165
"163","06/30/2017",NA,"FELONY",40.779032619,-73.952372268,10028
"164","06/30/2017","GRAND LARCENY","FELONY",40.763821466,-73.981951906,10107
"165","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.772397455,-73.949708946,10162
"166","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.763343178,-73.977916188,10105
"167","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.819701092,-73.959099361,10027
"168","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.767868519,-73.964077066,10021
"169","06/30/2017","GRAND LARCENY","FELONY",40.788195615,-73.942669558,10029
"170","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.732754783,-74.008080265,10014
"171","06/30/2017","ROBBERY","FELONY",40.784507365,-73.975482557,10024
"172","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.798841501,-73.968871281,10025
"173","06/30/2017","GRAND LARCENY","FELONY",40.752530799,-73.99322319,10122
"174","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.762860445,-73.967729332,10155
"175","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.754119792,-73.990212802,10123
"176","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.799998559,-73.956615663,10026
"177","06/30/2017","HARRASSMENT 2","VIOLATION",40.711564939,-73.988343369,10002
"178","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.757396174,-73.96962339,10152
"179","06/30/2017","GRAND LARCENY","FELONY",40.721894581,-73.977349091,10009
"180","06/30/2017",NA,"MISDEMEANOR",40.73806155,-73.979238065,10010
"181","06/30/2017","DANGEROUS DRUGS","FELONY",40.709438277,-73.996304309,10038
"182","06/30/2017",NA,"FELONY",40.7522284,-73.971924858,10017
"183","06/30/2017",NA,"FELONY",40.709438277,-73.996304309,10038
"184","06/30/2017",NA,"MISDEMEANOR",40.749121191,-73.986167723,10118
"185","06/30/2017",NA,"FELONY",40.8050722,-73.941166819,10035
"186","06/30/2017",NA,"MISDEMEANOR",40.86770011,-73.921215047,10034
"187","06/30/2017",NA,"MISDEMEANOR",40.754684863,-73.986754902,10018
"188","06/30/2017","HARRASSMENT 2","VIOLATION",40.788721243,-73.939996774,10029
"189","06/30/2017","GRAND LARCENY","FELONY",40.86770011,-73.921215047,10034
"190","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.778412523,-73.98208877,10023
"191","06/30/2017",NA,"MISDEMEANOR",40.745391786,-73.994710787,10095
"192","06/30/2017","HARRASSMENT 2","VIOLATION",40.732828332,-73.986062857,10003
"193","06/30/2017","GRAND LARCENY","FELONY",40.828710685,-73.948922019,10031
"194","06/30/2017","ROBBERY","FELONY",40.804384046,-73.937421669,10035
"195","06/30/2017","HARRASSMENT 2","VIOLATION",40.823215792,-73.937805018,10039
"196","06/30/2017",NA,"MISDEMEANOR",40.730844578,-74.005658984,10014
"197","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.718014938,-73.986599853,10002
"198","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.759139936,-73.990266211,10036
"199","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.782556153,-73.976905979,10274
"200","06/30/2017","HARRASSMENT 2","VIOLATION",40.782482762,-73.980813021,10212
"201","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.782556153,-73.976905979,10132
"202","06/30/2017",NA,"MISDEMEANOR",40.718498146,-73.987768571,10002
"203","06/30/2017","GRAND LARCENY","FELONY",40.781750548,-73.953948278,10128
"204","06/30/2017","GRAND LARCENY","FELONY",40.810772767,-73.95259159,10027
"205","06/30/2017",NA,"FELONY",40.722862816,-73.974192033,10009
"206","06/30/2017",NA,"FELONY",40.803931879,-73.950140244,10026
"207","06/30/2017","GRAND LARCENY","FELONY",40.741381818,-74.001343882,10011
"208","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.763125498,-73.992929713,10036
"209","06/30/2017",NA,"MISDEMEANOR",40.759139936,-73.990266211,10036
"210","06/30/2017","GRAND LARCENY","FELONY",40.804384046,-73.937421669,10035
"211","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.711757449,-74.006991985,10279
"212","06/30/2017","DANGEROUS DRUGS","MISDEMEANOR",40.720891684,-73.988817939,10002
"213","06/30/2017",NA,"MISDEMEANOR",40.841040695,-73.944626231,10032
"214","06/30/2017",NA,"FELONY",40.713982943,-73.987116495,10002
"215","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.756266207,-73.990501248,10018
"216","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.759768442,-73.989811298,10036
"217","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.723463848,-73.992923096,10012
"218","06/30/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.776403936,-73.954287761,10028
"219","06/30/2017","PETIT LARCENY","MISDEMEANOR",40.738219595,-73.992012181,10011
"220","06/30/2017","HARRASSMENT 2","VIOLATION",40.844502992,-73.936350245,10033
"221","06/29/2017",NA,"MISDEMEANOR",40.714572664,-73.983913151,10002
"222","06/29/2017","HARRASSMENT 2","VIOLATION",40.827572012,-73.938465806,10039
"223","06/29/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.779505997,-73.955585504,10028
"224","06/29/2017","GRAND LARCENY","FELONY",40.849929227,-73.931472594,10033
"225","06/29/2017","HARRASSMENT 2","VIOLATION",40.828352541,-73.940427166,10039
"226","06/29/2017",NA,"MISDEMEANOR",40.799169693,-73.964786154,10025
"227","06/29/2017",NA,"FELONY",40.807949641,-73.948959624,10026
"228","06/29/2017","PETIT LARCENY","MISDEMEANOR",40.750167103,-73.971958209,10174
"229","06/29/2017",NA,"MISDEMEANOR",40.757240531,-73.989793637,10036
"230","06/29/2017","PETIT LARCENY","MISDEMEANOR",40.712803176,-74.007446595,10279
"231","06/29/2017","GRAND LARCENY","FELONY",40.741565424,-73.99167978,10095
"232","06/29/2017",NA,"MISDEMEANOR",40.728898002,-73.98746359,10003
"233","06/29/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.728898002,-73.98746359,10003
"234","06/29/2017","PETIT LARCENY","MISDEMEANOR",40.72251645,-73.987544159,10002
"235","06/29/2017",NA,"MISDEMEANOR",40.735623085,-74.007586265,10014
"236","06/29/2017",NA,"FELONY",40.761246275,-73.966813233,10155
"237","06/29/2017","GRAND LARCENY","FELONY",40.748981993,-74.003238815,10199
"238","06/29/2017","GRAND LARCENY","FELONY",40.716309992,-73.983166014,10002
"239","06/29/2017","PETIT LARCENY","MISDEMEANOR",40.727570158,-73.996126514,10012
"240","06/29/2017","GRAND LARCENY","FELONY",40.749121191,-73.986167723,10118
"241","06/29/2017","PETIT LARCENY","MISDEMEANOR",40.789981956,-73.970561913,10024
"242","06/29/2017","ROBBERY","FELONY",40.810182058,-73.951168716,10027
"243","06/29/2017","GRAND LARCENY","FELONY",40.818815405,-73.95408521,10027
"244","06/29/2017",NA,"FELONY",40.814852894,-73.956313353,10027
"245","06/29/2017","GRAND LARCENY","FELONY",40.726971629,-74.007379628,10012
"246","06/29/2017",NA,"MISDEMEANOR",40.712997905,-74.009463017,10279
"247","06/29/2017",NA,"MISDEMEANOR",40.788721243,-73.939996774,10029
"248","06/29/2017","HARRASSMENT 2","VIOLATION",40.740489781,-74.000134968,10011
"249","06/29/2017","HARRASSMENT 2","VIOLATION",40.740489781,-74.000134968,10011
"250","06/29/2017",NA,"MISDEMEANOR",40.836847284,-73.945692198,10032
"251","06/29/2017","GRAND LARCENY","FELONY",40.75184033,-73.979995324,10165
"252","06/29/2017","GRAND LARCENY","FELONY",40.748297991,-73.988178144,10095
"253","06/29/2017",NA,"VIOLATION",40.718454834,-73.996758348,10278
"254","06/29/2017","GRAND LARCENY","FELONY",40.732139458,-73.98656454,10003
"255","06/29/2017","HARRASSMENT 2","VIOLATION",40.716344152,-74.001253193,10278
"256","06/29/2017","GRAND LARCENY","FELONY",40.782142277,-73.980000665,10047
"257","06/29/2017","HARRASSMENT 2","VIOLATION",40.741842244,-73.987295153,10010
"258","06/29/2017",NA,"FELONY",40.812378735,-73.953338242,10027
"259","06/29/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.865311166,-73.919681325,10034
"260","06/29/2017","PETIT LARCENY","MISDEMEANOR",40.80669845,-73.949881703,10026
"261","06/29/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.762867221,-73.98940291,10019
"262","06/28/2017","GRAND LARCENY","FELONY",40.748407601,-73.986543214,10095
"263","06/28/2017","GRAND LARCENY","FELONY",40.761468773,-73.979288526,10105
"264","06/28/2017","PETIT LARCENY","MISDEMEANOR",40.717801138,-74.010610857,10286
"265","06/28/2017","PETIT LARCENY","MISDEMEANOR",40.780709779,-73.981524864,10163
"266","06/28/2017","HARRASSMENT 2","VIOLATION",40.790337952,-73.967513779,10025
"267","06/28/2017","PETIT LARCENY","MISDEMEANOR",40.769020968,-73.972856428,10151
"268","06/28/2017","HARRASSMENT 2","VIOLATION",40.719404551,-74.001884563,10013
"269","06/28/2017","GRAND LARCENY","FELONY",40.75031041,-74.004476828,10199
"270","06/28/2017",NA,"MISDEMEANOR",40.799169693,-73.964786154,10025
"271","06/28/2017",NA,"FELONY",40.833496725,-73.941578941,10032
"272","06/27/2017","PETIT LARCENY","MISDEMEANOR",40.78456213,-73.943770441,10128
"273","06/27/2017","GRAND LARCENY","FELONY",40.841084921,-73.93976884,10032
"274","06/27/2017","HARRASSMENT 2","VIOLATION",40.757557412,-73.978741087,10020
"275","06/27/2017","PETIT LARCENY","MISDEMEANOR",40.745364409,-73.996583812,10199
"276","06/27/2017",NA,"FELONY",40.818176479,-73.93778805,10030
"277","06/27/2017",NA,"FELONY",40.737712042,-73.996591421,10011
"278","06/27/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.730600184,-73.992409987,10003
"279","06/26/2017","PETIT LARCENY","MISDEMEANOR",40.73975965,-74.002523863,10011
"280","06/26/2017","GRAND LARCENY","FELONY",40.72046384,-74.006852204,10013
"281","06/26/2017","PETIT LARCENY","MISDEMEANOR",40.834931156,-73.945017988,10032
"282","06/26/2017","GRAND LARCENY","FELONY",40.757430333,-73.997081313,10018
"283","06/26/2017",NA,"MISDEMEANOR",40.716464905,-74.002320969,10278
"284","06/26/2017","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR",40.815065703,-73.935948487,10037
"285","06/25/2017","HARRASSMENT 2","VIOLATION",40.716400613,-73.983472614,10002
"286","06/25/2017",NA,"FELONY",40.766995642,-73.963922304,10021
"287","06/25/2017","PETIT LARCENY","MISDEMEANOR",40.787874599,-73.928181646,10029
"288","06/25/2017","PETIT LARCENY","MISDEMEANOR",40.71898938,-73.987057808,10002
"289","06/24/2017","PETIT LARCENY","MISDEMEANOR",40.729028172,-73.977173481,10009
"290","06/24/2017",NA,"MISDEMEANOR",40.794185693,-73.944867449,10029
"291","06/23/2017",NA,"FELONY",40.797630236,-73.934224402,10035
"292","06/23/2017",NA,"MISDEMEANOR",40.75063599,-73.970110103,10017
"293","06/23/2017","PETIT LARCENY","MISDEMEANOR",40.710093847,-74.01060963,10271
"294","06/23/2017","GRAND LARCENY","FELONY",40.705639013,-74.011452902,10005
"295","06/23/2017","HARRASSMENT 2","VIOLATION",40.796351723,-73.935161089,10035
"296","06/23/2017",NA,"FELONY",40.829884885,-73.936761711,10039
"297","06/22/2017","PETIT LARCENY","MISDEMEANOR",40.800258206,-73.961224259,10025
"298","06/21/2017","HARRASSMENT 2","VIOLATION",40.727484394,-73.98692988,10003
"299","06/20/2017",NA,"MISDEMEANOR",40.848981025,-73.933985671,10033
"300","06/19/2017","PETIT LARCENY","MISDEMEANOR",40.755607737,-73.994695538,10018
"301","06/19/2017",NA,"MISDEMEANOR",40.7169185,-73.978227372,10002
"302","06/19/2017",NA,"MISDEMEANOR",40.743470455,-74.005393004,10011
"303","06/19/2017","GRAND LARCENY","FELONY",40.739835745,-73.986541336,10010
"304","06/19/2017","PETIT LARCENY","MISDEMEANOR",40.73948342,-73.979735608,10010
"305","06/19/2017","PETIT LARCENY","MISDEMEANOR",40.751867952,-73.981023956,10178
"306","06/19/2017","PETIT LARCENY","MISDEMEANOR",40.751867952,-73.981023956,10165
"307","06/19/2017",NA,"MISDEMEANOR",40.835504619,-73.939188456,10032
"308","06/17/2017","GRAND LARCENY","FELONY",40.717343063,-73.993399921,10002
"309","06/17/2017",NA,"MISDEMEANOR",40.772163349,-73.95437371,10075
"310","06/16/2017","PETIT LARCENY","MISDEMEANOR",40.743470455,-74.005393004,10011
"311","06/16/2017","GRAND LARCENY","FELONY",40.736732127,-74.004515608,10014
"312","06/16/2017","GRAND LARCENY","FELONY",40.766376284,-73.958594209,10021
"313","06/16/2017","HARRASSMENT 2","VIOLATION",40.720148382,-74.001823256,10013
"314","06/14/2017","PETIT LARCENY","MISDEMEANOR",40.812861741,-73.960512465,10115
"315","06/11/2017",NA,"MISDEMEANOR",40.820780232,-73.935986343,10039
"316","06/08/2017","HARRASSMENT 2","VIOLATION",40.771665759,-73.980855851,10023
"317","06/08/2017","PETIT LARCENY","MISDEMEANOR",40.739293039,-73.997295013,10011
